Ticker,12-1 Month Momentum %,14-Day RSI,3-Year Average Share Buyback Ratio,3-Year Book Growth Rate,3-Year Dividend Growth Rate,3-Year EBITDA Growth Rate,3-Year EPS without NRI Growth Rate,3-Year FCF Growth Rate,3-Year ROIIC %,3-Year Revenue Growth Rate,5-Day RSI,5-Year Yield-on-Cost %,6-1 Month Momentum %,9-Day RSI,Altman Z-Score,Cash Ratio,Cash-To-Debt,ClosePrice,Current Ratio,Days Inventory,Days Payable,Days Sales Outstanding,Debt-to-EBITDA,Debt-to-Equity,Distress,Dividend Payout Ratio,Dividend Yield %,EV-to-EBIT,EV-to-EBITDA,EV-to-FCF,EV-to-Forward-EBIT,EV-to-Forward-EBITDA,EV-to-Forward-Revenue,EV-to-Revenue,Earnings Yield (Greenblatt) %,Equity-to-Asset,FCF Margin %,FCF Yield %,Forward Dividend Yield %,Forward PE Ratio,Forward Rate of Return (Yacktman) %,Future 3-5Y EPS without NRI Growth Rate Estimate,Future 3-5Y Total Revenue Growth Rate Estimate,GFValue,Gross Margin %,Interest Coverage,N/A,Net Margin %,Not Manipulator,Operating Margin %,PB Ratio,PE Ratio,PE Ratio without NRI,PEG Ratio,PS Ratio,Piotroski F-Score,Price-to-DCF (Earnings Based),Price-to-DCF (FCF Based),Price-to-FFO,Price-to-Free-Cash-Flow,Price-to-Graham-Number,Price-to-Median-PS-Value,Price-to-Net-Cash,Price-to-Net-Current-Asset-Value,Price-to-Operating-Cash-Flow,Price-to-Owner-Earnings,Price-to-Peter-Lynch-Fair-Value,Price-to-Projected-FCF,Price-to-Tangible-Book,Quick Ratio,ROA %,ROC (Joel Greenblatt) %,ROCE %,ROE %,ROIC,ROIC %,Safe,Shareholder Yield %,Shiller PE Ratio,WACC,WACC vs ROIC,Years of Profitability over Past 10-Year,Market Capitalization,Industry,Sector
A,32.2,48.22,1.5,7.9,7.7,13.5,33.2,24.7,58.71,10.5,48.79,1.03,1.27,49.32,6.11,0.74,0.61,136.68,1.78,125.99,57.06,66.46,1.56,0.5,,0.18,0.68,25.38,22,29.13,24.77,21.65,6.05,6.35,3.94,0.54,21.81,3.61,0.68,24.2,15.68,4.77,2.33,134.04,54.39,17.3,,21.75,,22.9,6.66,28.36,26.23,2.19,6.17,,0.84,1.76,,28.23,5.44,1.22,,,22.44,28.22,2.03,2.1,25.41,1.37,13.03,74.15,18.1,23.78,,16.15,,3.22,44.09,,,10,33913792728.0,Medical Specialties,Health Technology
AA,47.79,66.87,1.4,10.2,,,,,75.95,5.9,71.04,0.91,2.97,69.05,1.49,0.38,0.45,44.78,1.41,78.33,59.38,26.65,4.45,0.56,,,0.91,1032.63,20.37,,7.32,5.33,1.17,1.22,0.1,0.36,,,0.91,14.03,,,4.06,34.18,11.35,1.6,,,,2.02,2.25,,,,0.79,,,,,,,,,,22.15,,,1.75,2.28,0.8,,0.18,0.12,,,6.28,,,,,,3,5148271475.0,Aluminum,Non-Energy Minerals
AAL,,62.82,,10.4,,,,,597.78,27,60.35,,,61.63,0.67,0.33,0.22,13.81,0.57,21.4,22.29,13.62,16.51,,,,,16.71,16.71,,6.17,4.53,0.7,0.74,5.98,,,,,6.83,,,3.98,16.14,20.34,1.4,,0.51,,5.17,,41.85,12.7,,0.17,,,,,,,0.44,,,4,,,,,0.47,0.43,6.13,5.96,,,2.95,,30.9,12.01,,,8,8696254174.0,Airlines,Transportation
AAON,86.33,79,,26.3,8.1,29.5,31.8,,20.3,29.5,88.61,0.38,41.77,82.53,24.69,,,138.24,2.99,98.09,12.85,43.47,0.35,0.14,,0.14,0.25,40.1,32.87,95.07,,,,8.16,2.49,0.73,8.59,0.92,0.25,48.85,20.41,16.6,10.85,79.12,36.27,88.05,,15.61,,20.32,15.11,62.27,62.27,2.48,9.64,,3.38,9.78,,112.81,7.29,1.91,,73.14,50.96,79.61,2.49,10.16,19.2,1.7,19.5,39.13,29.71,25.86,,21.83,,0.46,126.83,,,10,4968385340.0,Industrial Machinery,Producer Manufacturing
AAP,,46.59,3.6,,26,,,,,8.9,51.29,56.44,,49.81,1.72,0.09,0.12,37.9,1.23,263.29,213.8,27.04,11.12,1.52,,100,2.64,127.46,16.3,16.49,21.75,9.82,0.52,0.52,0.78,0.21,3.13,15.58,2.64,13.71,7.17,83.75,,147.06,39.48,0.41,,,,0.3,0.87,3790,3790,,0.21,,,,,6.43,19.14,0.18,,,4.19,13.68,,0.33,2.18,0.3,,0.91,0.64,,,0.32,,,5.06,,,10,3557510972.0,Specialty Stores,Retail Trade
AAPL,23.45,48.43,2.7,,4.9,6.2,6.4,8.6,,5.4,52.98,0.56,23.55,48.07,8.74,0.37,0.61,226.96,0.87,11.29,98.23,24.41,0.79,1.87,,0.15,0.43,28.24,25.84,31.98,26.32,24.26,8.33,8.9,3.54,0.16,27.83,3.17,0.44,30.72,18.28,16.37,9.2,187.29,46.21,,,23.97,,31.51,60.2,37.33,33.62,2.11,8.95,,1.42,1.57,,32.16,9.49,1.98,,,29.62,34.46,2.14,2.51,60.2,0.83,26.93,278.63,59.87,140.28,,32.51,,3.34,49.23,,,10,2736146930271.0005,Telecommunications Equipment,Electronic Technology
AAT,38.25,58.44,,,9.7,8.1,22.2,18.4,28.45,8.5,65.19,5.91,18.84,60.22,0.79,4.87,0.25,27.94,5.78,,148.94,6.31,7.97,1.8,,1.38,4.81,23.12,12.34,24.36,,,,7.22,4.33,0.35,29.66,7.96,4.83,38.81,8.93,,2.94,27.11,63.33,1.92,,16.36,,28.14,1.43,28.8,28.8,12.52,4.68,,2.5,1.37,11.69,15.79,1.36,0.61,,,10.42,19.21,,1.23,1.45,5.78,2.43,683.81,4.81,6.24,,4.5,,,34.07,,,10,1249105589.0,Real Estate Investment Trusts,Finance
ABBV,35.89,58.01,,,7.8,9.6,1.7,7.4,21.19,3.8,53.27,5.04,20.29,58.41,1.99,0.17,0.1,199.5,0.65,84.15,73.91,75.86,3.9,11.78,,0.57,3.09,42.38,22.94,26.76,15.26,14.72,7.08,7.53,2.36,0.04,28.13,4.41,3.28,16.44,15.77,7.26,5.09,147.37,67.21,5.43,,9.22,,26.13,58.73,69.62,18.65,1.2,6.4,,0.67,0.74,,22.76,,1.45,,,21.53,40.14,1.84,1.79,,0.54,3.63,196.81,9.75,59.19,,8.83,,1.5,42.91,,,10,268498884868.0,Pharmaceuticals: Major,Health Technology
ABCL,,50.38,,8.7,,,,,,,43.7,,,48.5,1.8,8.08,9.01,2.7,9.34,,,376.42,,0.07,,,,,,,,,8.29,7.03,,0.77,,,,,,,32.02,1.06,,,,,,,0.74,,,,24.07,,,,,,,,2.43,1.86,,,,,0.82,9.34,,,,,,,,1.11,,,,4,1545160366.0,Biotechnology,Health Technology
ABEV,,37.54,,2.2,20.8,5.4,3.2,9.8,60.73,11,32.64,11.06,,35.15,3.65,0.59,6.19,2.17,1.2,94.19,189.94,25.24,0.13,0.03,,0.85,6.96,8.08,6.08,8.72,8.24,6.32,2.01,1.96,12.38,0.67,25.25,11.74,6.96,11.86,16.11,4.46,6.54,2.73,50.98,7.56,,16.92,,23.79,1.95,12.62,12.33,2.52,2.35,,,,,9.36,1.61,0.44,,,7.39,9.96,1.61,0.68,4.34,0.89,10.03,70.57,19.31,15.52,,15.27,,6.22,12.06,,,10,43328543728.065,Beverages: Alcoholic,Consumer Non-Durables
