Ticker,12-1 Month Momentum %,14-Day RSI,3-Year Average Share Buyback Ratio,3-Year Book Growth Rate,3-Year Dividend Growth Rate,3-Year EBITDA Growth Rate,3-Year EPS without NRI Growth Rate,3-Year FCF Growth Rate,3-Year ROIIC %,3-Year Revenue Growth Rate,5-Day RSI,5-Year Yield-on-Cost %,6-1 Month Momentum %,9-Day RSI,Altman Z-Score,Cash Ratio,Cash-To-Debt,ClosePrice,Current Ratio,Days Inventory,Days Payable,Days Sales Outstanding,Debt-to-EBITDA,Debt-to-Equity,Distress,Dividend Payout Ratio,Dividend Yield %,EV-to-EBIT,EV-to-EBITDA,EV-to-FCF,EV-to-Forward-EBIT,EV-to-Forward-EBITDA,EV-to-Forward-Revenue,EV-to-Revenue,Earnings Yield (Greenblatt) %,Equity-to-Asset,FCF Margin %,FCF Yield %,Forward Dividend Yield %,Forward PE Ratio,Forward Rate of Return (Yacktman) %,Future 3-5Y EPS without NRI Growth Rate Estimate,Future 3-5Y Total Revenue Growth Rate Estimate,GFValue,Gross Margin %,Interest Coverage,N/A,Net Margin %,Not Manipulator,Operating Margin %,PB Ratio,PE Ratio,PE Ratio without NRI,PEG Ratio,PS Ratio,Piotroski F-Score,Price-to-DCF (Earnings Based),Price-to-DCF (FCF Based),Price-to-FFO,Price-to-Free-Cash-Flow,Price-to-Graham-Number,Price-to-Median-PS-Value,Price-to-Net-Cash,Price-to-Net-Current-Asset-Value,Price-to-Operating-Cash-Flow,Price-to-Owner-Earnings,Price-to-Peter-Lynch-Fair-Value,Price-to-Projected-FCF,Price-to-Tangible-Book,Quick Ratio,ROA %,ROC (Joel Greenblatt) %,ROCE %,ROE %,ROIC,ROIC %,Safe,Shareholder Yield %,Shiller PE Ratio,WACC,WACC vs ROIC,Years of Profitability over Past 10-Year,Market Capitalization,Industry,Sector
A,43.64,31.01,1.5,7.9,7.7,13.5,33.2,24.7,58.71,10.5,22.64,1.1,8.35,25.79,5.83,0.74,0.61,130.31,1.78,125.99,57.06,66.46,1.56,0.5,,0.18,0.73,23.94,20.75,27.48,23.36,20.42,5.7,5.99,4.18,0.54,21.81,3.78,0.73,23.07,15.85,4.82,2.34,133.89,54.39,17.3,,21.75,,22.9,6.35,27.04,25.01,2.08,5.85,,0.8,1.68,,26.92,5.19,1.16,,,21.36,26.91,1.93,2,24.22,1.37,13.03,74.15,18.1,23.78,,16.15,,3.4,42.04,,,10,33913792728.0,Medical Specialties,Health Technology
AA,50.47,52.54,1.4,10.2,,,,,75.95,5.9,30.08,1.01,9.79,45.76,1.41,0.38,0.45,40.09,1.41,78.33,59.38,26.65,4.45,0.56,,,1.01,930.64,18.36,,6.6,4.8,1.05,1.1,0.11,0.36,,,1.01,12.56,,,4.05,34.57,11.35,1.6,,,,2.02,1.97,,,,0.7,,,,,,,,,,19.61,,,1.57,1.97,0.8,,0.18,0.12,,,6.28,,,,,,3,5148271475.0,Aluminum,Non-Energy Minerals
AAL,0.81,65.3,,10.4,,,,,597.78,27,54.84,,,63.19,0.67,0.33,0.22,13.4,0.57,21.4,22.29,13.62,16.51,,,,,16.8,16.8,,6.2,4.56,0.7,0.74,5.95,,,,,6.63,,,3.98,16.14,20.34,1.4,,0.51,,5.17,,40.61,12.33,,0.18,,,,,,,0.42,,,3.87,,,,,0.47,0.43,6.13,5.96,,,2.95,,30.19,11.65,,,8,8696254174.0,Airlines,Transportation
AAON,97.94,59.42,,26.3,8.1,29.5,31.8,,20.3,29.5,52.84,0.42,14.61,56.9,23.98,,,114.22,2.99,98.09,12.85,43.47,0.35,0.14,,0.14,0.28,38.78,31.79,91.95,,,,7.9,2.58,0.73,8.59,1.11,0.28,40.34,20.42,16.6,10.85,79.05,36.27,88.05,,15.61,,20.32,12.48,51.42,51.42,2.05,8.01,,2.79,8.08,,93.21,6.02,1.58,,60.43,42.14,65.77,2.06,8.4,15.86,1.7,19.5,39.13,29.71,25.86,,21.83,,0.46,104.73,,,10,4968385340.0,Industrial Machinery,Producer Manufacturing
AAP,,34.33,3.6,,26,,,,,8.9,24.22,60.93,,31.69,1.71,0.09,0.12,35.69,1.23,263.29,213.8,27.04,11.12,1.52,,100,2.85,123.49,15.79,15.98,21.07,9.51,0.5,0.5,0.81,0.21,3.13,16.54,2.85,12.91,8.49,83.75,,147.14,39.48,0.41,,,,0.3,0.82,3569,3569,,0.19,,,,,6.06,18.03,0.17,,,3.93,12.89,,0.31,2.05,0.3,,0.91,0.64,,,0.32,,,4.77,,,10,3557510972.0,Specialty Stores,Retail Trade
AAPL,36.44,43.51,2.9,1.3,5.7,20.9,23.2,14.6,102.85,15.7,24.12,0.59,36.79,36.83,10.1,0.47,0.61,225.91,0.95,11.42,91.36,22.13,0.75,1.52,,0.15,0.43,28.54,26.18,33.91,26.46,24.25,8.31,9.18,3.5,0.2,27.06,3.04,0.43,30.24,19.86,11.11,6.06,186.13,45.96,120.35,,26.44,,31.27,51.46,34.33,34.33,2.03,9.08,,1.42,1.6,,33.53,8.88,2.11,,,30.95,36.12,1.98,2.55,51.58,0.91,29.81,269.91,59,151.08,,35.41,,3.26,49.68,,,10,2736146930271.0005,Telecommunications Equipment,Electronic Technology
AAT,50.54,47.54,,,9.7,8.1,22.2,18.4,28.45,8.5,34.38,6.02,25.15,42.82,0.77,6.41,0.25,26.95,7.59,,148.94,6.31,7.89,1.78,,1.38,4.9,22.89,12.22,23.43,,,,7.16,4.37,0.35,30.53,8.5,4.92,37.43,7.98,,2.87,27.09,63.33,1.92,,16.36,,28.14,1.38,27.78,27.78,12.08,4.58,,2.41,1.28,11.1,14.95,1.31,0.59,,,10.18,20.48,,1.2,1.38,7.59,2.43,664.38,4.78,6.24,,4.54,,4.3,33.27,,,10,1249105589.0,Real Estate Investment Trusts,Finance
ABBV,39.88,69.55,,,7.8,9.6,1.7,7.4,21.19,3.8,86.66,5.01,21.42,76.41,2.08,0.31,0.19,203.87,0.81,82.56,73.91,75.89,4.41,10.42,,0.57,3.07,43.19,22.86,23.25,15.19,14.79,7.07,7.52,2.32,0.05,32.33,4.94,3.07,16.86,19.92,7.09,4.96,146.99,67.21,5.91,,9.22,,27.02,53.09,67.96,19.05,1.23,6.47,,0.69,0.67,,20.19,,1.49,,,19.26,34.04,1.32,1.82,,0.71,3.67,195.79,9.57,51.11,,9.39,,2.82,44.22,,,10,268498884868.0,Pharmaceuticals: Major,Health Technology
ABCL,,54.83,,8.7,,,,,,,51.84,,,55.03,2.03,9.52,9.3,2.73,10.96,,,406.96,,0.07,,,,,,,,,8.29,6.68,,0.79,,,,,,,32.02,1.06,,,,,,,0.74,,,,24.39,,,,,,,,2.18,1.7,,,,,0.82,10.96,,,,,,,,0.66,,,,4,1545160366.0,Biotechnology,Health Technology
ABEV,,33.27,,2.2,20.8,5.4,3.2,9.8,60.73,11,18.27,11.03,5.17,26.79,3.71,0.44,4.44,2.18,1.11,97.74,188.94,24.71,0.13,0.04,,0.79,6.94,8.52,6.37,9.41,8.78,6.73,2.14,2.04,11.74,0.66,25.65,11.96,6.94,11.91,14.56,4.9,6.71,2.64,50.83,7.5,,17.86,,24.06,2.06,11.98,11.47,2.34,2.42,,,,,9.71,1.65,0.45,,,7.57,10.78,1.74,0.72,4.74,0.79,10.57,68.13,19.18,16.5,,16.25,,5.95,12.11,,,10,43328543728.065,Beverages: Alcoholic,Consumer Non-Durables
