Ticker,12-1 Month Momentum %,14-Day RSI,3-Year Average Share Buyback Ratio,3-Year Book Growth Rate,3-Year Dividend Growth Rate,3-Year EBITDA Growth Rate,3-Year EPS without NRI Growth Rate,3-Year FCF Growth Rate,3-Year ROIIC %,3-Year Revenue Growth Rate,5-Day RSI,5-Year Yield-on-Cost %,6-1 Month Momentum %,9-Day RSI,Altman Z-Score,Cash Ratio,Cash-To-Debt,ClosePrice,Current Ratio,Days Inventory,Days Payable,Days Sales Outstanding,Debt-to-EBITDA,Debt-to-Equity,Distress,Dividend Payout Ratio,Dividend Yield %,EV-to-EBIT,EV-to-EBITDA,EV-to-FCF,EV-to-Forward-EBIT,EV-to-Forward-EBITDA,EV-to-Forward-Revenue,EV-to-Revenue,Earnings Yield (Greenblatt) %,Equity-to-Asset,FCF Margin %,FCF Yield %,Forward Dividend Yield %,Forward PE Ratio,Forward Rate of Return (Yacktman) %,Future 3-5Y EPS without NRI Growth Rate Estimate,Future 3-5Y Total Revenue Growth Rate Estimate,GFValue,Gross Margin %,Interest Coverage,N/A,Net Margin %,Not Manipulator,Operating Margin %,PB Ratio,PE Ratio,PE Ratio without NRI,PEG Ratio,PS Ratio,Piotroski F-Score,Price-to-DCF (Earnings Based),Price-to-DCF (FCF Based),Price-to-FFO,Price-to-Free-Cash-Flow,Price-to-Graham-Number,Price-to-Median-PS-Value,Price-to-Net-Cash,Price-to-Net-Current-Asset-Value,Price-to-Operating-Cash-Flow,Price-to-Owner-Earnings,Price-to-Peter-Lynch-Fair-Value,Price-to-Projected-FCF,Price-to-Tangible-Book,Quick Ratio,ROA %,ROC (Joel Greenblatt) %,ROCE %,ROE %,ROIC,ROIC %,Safe,Shareholder Yield %,Shiller PE Ratio,WACC,WACC vs ROIC,Years of Profitability over Past 10-Year,Market Capitalization,Industry,Sector
A,9.67,59.45,1.5,7.9,7.7,13.5,33.2,24.7,58.71,10.5,69.32,1,,62.48,6.15,0.74,0.61,140.87,1.78,125.99,57.06,69.2,1.56,0.5,,0.18,0.66,25.62,22.21,29.4,25,21.85,6.1,6.41,3.9,0.54,21.81,3.5,0.67,24.67,15.6,5.44,2.44,133.53,54.39,17.3,,21.75,,22.9,6.86,29.23,27.04,2.25,6.36,,0.79,1.67,,29.2,5.61,1.26,,,23.16,29.1,2.1,2.17,26.18,1.37,13.03,72.53,18.1,23.78,,16.15,,3.17,45.42,,,10,33913792728.0,Medical Specialties,Health Technology
AA,17.67,53.26,1.4,10.2,,,,,75.95,5.9,67,1.17,27.83,59.79,1.24,0.44,0.55,33.92,1.55,79.98,58.53,26.31,10.94,0.65,,,1.18,,42.55,,28.62,9.76,0.88,0.93,,0.27,,,1.18,60.36,,,2.82,39.3,8.14,,,,,,1.56,,,,0.57,,,,,,,,,,18.43,,,1.5,1.64,0.92,,,,,,,,,,,,3,5148271475.0,Aluminum,Non-Energy Minerals
AAL,,52.56,,10.4,,,,,597.78,27,64.24,,,57.75,0.65,0.34,0.21,10.39,0.6,20.92,21.96,14.01,19.76,,,,,18.95,18.95,,19.14,8.7,0.71,0.71,5.28,,,,,10.23,,,4.06,16.64,20.23,1.4,,,,5.34,,,10.74,,0.13,,,,,,,0.31,,,3.35,,,,,0.5,,5.17,4.89,,,12.18,,45.82,7.77,,,8,8696254174.0,Airlines,Transportation
AAON,46.21,68.18,,26.3,8.1,29.5,31.8,,20.3,29.5,83.37,0.52,7.14,74.73,20.28,,,94.55,2.99,98.09,12.85,43.47,0.35,0.14,,0.14,0.34,31.92,26.16,75.68,,,,6.5,3.13,0.73,8.59,1.34,0.34,42.3,20.52,18.37,11.35,78.33,36.27,88.05,,15.61,,20.32,10.34,42.59,42.59,1.7,6.62,,2.15,6.18,,77.18,4.98,1.3,,50.03,34.89,54.46,1.7,6.95,13.13,1.7,19.5,39.13,29.71,25.86,,21.83,,0.58,86.35,,,10,4968385340.0,Industrial Machinery,Producer Manufacturing
AAP,,27.75,3.6,,26,,,,,8.9,13.97,42.97,,22.14,1.75,0.09,0.12,49.15,1.23,263.29,213.8,27.04,11.12,1.52,,100,2.03,140.77,18,18.22,18.7,9.88,0.57,0.57,0.71,0.21,3.13,12.01,2.03,13.53,3.93,102.47,1.3,148.28,39.48,0.41,,,,0.3,1.13,4915,4915,,0.26,,,,,8.32,24.82,0.23,,,5.41,17.77,,0.43,2.82,0.3,,0.91,0.64,,,0.32,,,6.56,,,10,3557510972.0,Specialty Stores,Retail Trade
AAPL,24.23,60.36,2.9,1.3,5.7,20.9,23.2,14.6,102.85,15.7,70.33,0.61,23.28,64.35,10.14,0.47,0.61,226.84,0.95,11.42,91.36,22.13,0.75,1.52,,0.15,0.43,28.14,25.81,33.43,26,24.12,8.3,9.05,3.55,0.2,27.06,3.03,0.44,30.55,19.85,10.44,5.62,182.95,45.96,120.35,,26.44,,31.27,51.77,34.53,34.53,2.04,9.13,,1.3,1.46,,33.73,8.91,2.11,,,31.13,36.34,1.99,2.56,51.79,0.91,29.81,269.91,59,151.08,,35.41,,3.24,49.97,,,10,2736146930271.0005,Telecommunications Equipment,Electronic Technology
AAT,18.92,65.68,,,9.7,8.1,22.2,18.4,28.45,8.5,79.44,6.13,15.61,69.42,0.73,0.99,0.07,26.64,1.84,,145.05,6.23,6.69,1.44,,1.49,4.99,23.82,12.57,23.08,,,,7.23,4.2,0.4,31.33,8.6,5.03,35.52,8.16,,2.7,27.14,62.62,1.87,,15.39,,27.37,1.36,29.93,29.93,13.01,4.57,,2.4,1.17,11.67,14.6,1.36,0.59,,,9.95,19.98,,1.19,1.38,1.84,2.29,628.91,4.67,5.7,,4.27,,3.78,32.74,,,10,1249105589.0,Real Estate Investment Trusts,Finance
ABCL,,41.86,,8.7,,,,,,,46.35,,,42.45,1.93,9.52,9.3,2.61,10.96,,,406.96,,0.07,,,,,,,,,8.29,5.17,,0.79,,,,,,,31.92,1.14,,,,,,,0.69,,,,22.89,,,,,,,,2.09,1.63,,,,,0.79,10.96,,,,,,,,0.71,,,,4,1545160366.0,Biotechnology,Health Technology
ABEV,,67.17,,2.2,20.8,5.4,3.2,9.8,60.73,11,66.13,9.98,,67.75,3.74,0.44,4.44,2.4,1.11,97.74,188.94,24.71,0.13,0.04,,0.79,6.29,10.05,7.51,9.52,9.52,7.26,2.29,2.4,9.95,0.66,25.65,9.89,6.29,13.71,14.47,5.17,6.56,2.62,50.83,7.5,,17.86,,24.06,2.16,14.33,13.75,2.81,2.57,,,,,10.18,1.74,0.48,,,7.99,11.27,1.83,0.76,5,0.79,10.57,68.13,19.18,16.5,,16.25,,5.9,12.67,,,10,43328543728.065,Beverages: Alcoholic,Consumer Non-Durables
ABM,20.49,64.33,2,8.4,5.9,40.8,24.6,,23.18,11.1,76.12,1.97,33.75,67.88,3.11,0.05,0.04,55.43,1.44,,,58.62,2.69,0.76,,0.28,1.61,11.86,9.29,13.86,11.93,9.64,0.57,0.59,8.43,0.37,4.23,9.98,1.62,15.01,26.09,,2.09,50.82,,4.81,,3.04,,4.88,1.89,14.51,17.65,1.1,0.44,,0.87,0.83,,10.41,,1.12,,,8.91,9.61,0.89,0.96,,1.44,5.04,65.99,10.75,13.69,,7.32,,2.43,28.33,,,10,2657328642.9999995,Miscellaneous Commercial Services,Commercial Services
