Ticker,12-1 Month Momentum %,14-Day RSI,3-Year Average Share Buyback Ratio,3-Year Book Growth Rate,3-Year Dividend Growth Rate,3-Year EBITDA Growth Rate,3-Year EPS without NRI Growth Rate,3-Year FCF Growth Rate,3-Year Revenue Growth Rate,5-Day RSI,5-Year Yield-on-Cost %,6-1 Month Momentum %,9-Day RSI,Altman Z-Score,Cash Ratio,Cash-To-Debt,ClosePrice,Current Ratio,Days Inventory,Days Payable,Days Sales Outstanding,Debt-to-EBITDA,Debt-to-Equity,Distress,Dividend Payout Ratio,Dividend Yield %,EV-to-EBIT,EV-to-EBITDA,EV-to-FCF,EV-to-Forward-EBIT,EV-to-Forward-EBITDA,EV-to-Forward-Revenue,EV-to-Revenue,Earnings Yield (Greenblatt) %,Equity-to-Asset,FCF Margin %,FCF Yield %,Forward Dividend Yield %,Forward PE Ratio,Forward Rate of Return (Yacktman) %,Future 3-5Y EPS without NRI Growth Rate,Future 3-5Y Total Revenue Growth Rate,GFValue,Gross Margin %,Interest Coverage,N/A,Net Margin %,Not Manipulator,Operating Margin %,PB Ratio,PE Ratio,PE Ratio without NRI,PEG Ratio,PS Ratio,Piotroski F-Score,Price-to-DCF (Earnings Based),Price-to-DCF (FCF Based),Price-to-FFO,Price-to-Free-Cash-Flow,Price-to-Graham-Number,Price-to-Median-PS-Value,Price-to-Net-Cash,Price-to-Net-Current-Asset-Value,Price-to-Operating-Cash-Flow,Price-to-Owner-Earnings,Price-to-Peter-Lynch-Fair-Value,Price-to-Projected-FCF,Price-to-Tangible-Book,Quick Ratio,ROA %,ROC (Joel Greenblatt) %,ROCE %,ROE %,ROIC,ROIC %,Safe,Shareholder Yield %,Shiller PE Ratio,WACC,WACC vs ROIC,Years of Profitability over Past 10-Year,Market Capitalization,Industry,Sector
A,28.73,42.32,1.5,7.9,7.7,13.5,33.2,24.7,10.5,44.13,1.04,7.75,43.28,6.45,0.85,0.65,130.8,2.15,117.53,51.55,70.14,1.53,0.41,,0.17,0.69,28.03,23.71,25.82,25.71,22.42,6.13,6.03,3.57,0.57,23.33,4.03,0.71,25.03,15.97,4.95,102.1,135.89,50.63,14.64,,18.84,,19.54,6.14,30.92,24.59,2.05,5.82,,0.79,1.56,,25.06,4.77,1.16,,,20.34,30.63,1.87,1.97,20.79,1.64,11.49,63.42,15.6,20.99,,14.11,,2.82,42.89,,,10,33913792728.0,Medical Specialties,Health Technology
AA,20.94,47.79,1.4,10.2,,,,,5.9,47.93,1.04,19.62,46.51,1.07,0.45,0.53,38.82,1.61,83.25,57.67,25.57,134.11,0.64,,,1.04,,435.27,,22.31,8.06,0.81,0.79,,0.28,,,1.04,329.39,,63.4,3.09,39.57,6.37,,,,,,1.75,,,,0.67,,,,,,,,,,216.92,,,1.75,1.83,0.93,,,,,,,,,,,,3,5148271475.0,Aluminum,Non-Energy Minerals
AAL,,28.03,,10.4,,,,,27,23.35,,,25.55,0.66,0.33,0.21,11.28,0.58,20.92,21.48,13.98,14.34,,,,,13.99,13.99,,11.86,6.89,0.71,0.73,7.15,,,,,5.1,,46,4,18.59,21.59,1.73,,0.94,,6.83,,18.8,6.14,,0.14,,,,,,,0.32,,,2.85,,,,,0.48,0.76,7.26,6.75,,,3.98,,39.89,8.17,,,8,8696254174.0,Airlines,Transportation
AAON,21.79,70.06,,26.3,8.1,29.5,31.8,,29.5,87.73,0.58,5.46,79.38,28.23,0.07,0.49,86.66,3.13,101.08,13.09,45.31,0.06,0.02,,0.15,0.38,30.3,24.91,54.99,,,,6,3.3,0.82,10.92,1.78,0.38,,20.6,,,77.49,35.56,58.55,,15.44,,19.77,9.06,40.36,40.36,1.61,6.2,,2.22,4.94,,56.99,4.49,1.25,,31.74,29.47,43.48,1.74,6.15,11.25,1.57,19.39,38.08,29.18,25.9,,21.96,,0.79,83.33,,,10,4968385340.0,Industrial Machinery,Producer Manufacturing
AAP,1.83,35.09,3.6,,26,,,,8.9,22.89,34.21,13.01,31.72,1.29,0.09,0.11,62.7,1.22,265.7,210.84,26.55,9.72,1.55,,3.26,1.6,71.48,17.61,15.3,19.16,10.49,0.64,0.64,1.4,0.21,4.18,12.6,1.6,17,6.44,116.65,1.3,163.7,39.77,1.15,,0.14,,0.85,1.46,90.87,90.87,,0.33,,,,,7.94,3.9,0.29,,,5.54,12.37,,0.55,3.77,0.29,0.13,1.96,1.42,0.62,,1.21,,,8.22,,,10,3557510972.0,Specialty Stores,Retail Trade
AAPL,1.02,67.08,2.9,1.3,5.7,20.9,23.2,14.6,15.7,66.6,0.62,,66.25,9.79,0.54,0.64,214.1,1.04,11.92,90.05,21.43,0.8,1.41,,0.15,0.45,27.56,25.17,32.45,25.57,23.72,7.99,8.67,3.63,0.22,26.71,3.1,0.47,29.12,20.32,10.5,5,178.8,45.59,59.12,,26.31,,30.98,44.24,33.3,33.3,1.97,8.75,,1.37,1.56,,32.81,8.09,2.17,,,30.27,35.47,1.87,2.5,44.24,0.99,29.34,275.4,56.47,150.79,,34.62,,3.16,48.44,,,10,2736146930271.0005,Telecommunications Equipment,Electronic Technology
AAT,10.05,46.62,,,9.7,8.1,22.2,18.4,8.5,40.05,7.55,,44.8,0.64,0.98,0.06,21.57,2.06,,143.65,6.4,6.71,1.43,,1.49,6.15,21.54,11.43,23.87,,,,6.57,4.64,0.4,27.51,9.3,6.2,,8.12,,2.19,29.22,62.64,1.88,,15.46,,27.6,1.09,24.24,24.24,10.54,3.65,,2.1,1.17,9.43,13.44,1.09,0.47,,,8.57,16.69,,0.97,1.11,2.06,2.29,612.23,4.67,5.68,,4.28,,4.02,26.96,,,10,1249105589.0,Real Estate Investment Trusts,Finance
ABBV,18.45,59.5,,,7.8,9.6,49.1,7.4,3.8,56.33,5.86,1.41,60.26,1.83,0.44,0.24,168.99,0.94,71.9,58.89,77.13,4,9.24,,0.55,3.59,36.32,19.35,16.36,14.02,13.54,6.49,6.58,2.75,0.05,40.24,7.34,3.67,15.36,24.27,6.21,3.88,141.98,62.28,5.83,,11.02,,24.96,37.22,50.15,15.42,0.99,5.63,,0.69,0.45,,13.97,,1.25,,,13.48,20.48,0.87,1.47,,0.83,4.34,199,9.56,52.94,,9.67,,5.05,36.82,,,10,268498884868.0,Pharmaceuticals: Major,Health Technology
ABCL,,20.43,,8.7,,,,,,17.53,,,15.96,1.93,6.66,9.48,2.88,7.76,,,342.96,,0.07,,,,,,,,,8.29,5.44,,0.77,,,,,,,,1.21,,,,,,,0.75,,,,23.06,,,,,,,,2.32,1.76,,,,,0.88,7.75,,,,,,,,,,,,4,1545160366.0,Biotechnology,Health Technology
ABEV,,36.29,,2.2,20.8,5.4,3.2,9.8,11,50.02,11.47,,38.33,3.44,0.4,3.65,2.09,0.99,102.26,192.59,24.29,0.15,0.04,,0.77,7.22,8.32,6.14,8.44,8.28,6.29,1.98,1.92,12.02,0.65,25.4,12.49,7.22,12.12,14.75,6.1,6.19,2.99,50.66,6.83,,18.25,,23.83,2.07,11.18,10.72,2.19,2.28,,,,,8.96,1.61,0.41,,,6.97,10.07,1.73,0.68,4.86,0.7,10.77,64.69,18.64,17.03,,17.22,,6.49,11,,,10,43328543728.065,Beverages: Alcoholic,Consumer Non-Durables
