Ticker,12-1 Month Momentum %,14-Day RSI,3-Year Average Share Buyback Ratio,3-Year Book Growth Rate,3-Year Dividend Growth Rate,3-Year EBITDA Growth Rate,3-Year EPS without NRI Growth Rate,3-Year FCF Growth Rate,3-Year ROIIC %,3-Year Revenue Growth Rate,5-Day RSI,5-Year Yield-on-Cost %,6-1 Month Momentum %,9-Day RSI,Altman Z-Score,Beneish M-Score,Cash Ratio,Cash-To-Debt,ClosePrice,Current Ratio,Days Inventory,Days Payable,Days Sales Outstanding,Debt-to-EBITDA,Debt-to-Equity,Distress,Dividend Payout Ratio,Dividend Yield %,EV-to-EBIT,EV-to-EBITDA,EV-to-FCF,EV-to-Forward-EBIT,EV-to-Forward-EBITDA,EV-to-Forward-Revenue,EV-to-Revenue,Earnings Yield (Greenblatt) %,Equity-to-Asset,FCF Margin %,FCF Yield %,Forward Dividend Yield %,Forward PE Ratio,Forward Rate of Return (Yacktman) %,Future 3-5Y EPS without NRI Growth Rate Estimate,Future 3-5Y Total Revenue Growth Rate Estimate,GFValue,Gross Margin %,Interest Coverage,Manipulator,N/A,Net Margin %,Not Manipulator,Operating Margin %,PB Ratio,PE Ratio,PE Ratio without NRI,PEG Ratio,PS Ratio,Piotroski F-Score,Price-to-DCF (Earnings Based),Price-to-DCF (FCF Based),Price-to-FFO,Price-to-Free-Cash-Flow,Price-to-Graham-Number,Price-to-Median-PS-Value,Price-to-Net-Cash,Price-to-Net-Current-Asset-Value,Price-to-Operating-Cash-Flow,Price-to-Owner-Earnings,Price-to-Peter-Lynch-Fair-Value,Price-to-Projected-FCF,Price-to-Tangible-Book,Quick Ratio,ROA %,ROC (Joel Greenblatt) %,ROCE %,ROE %,ROIC,ROIC %,Safe,Shareholder Yield %,Shiller PE Ratio,WACC,WACC vs ROIC,Years of Profitability over Past 10-Year,Market Capitalization,Industry,Sector
A,20.23,43.62,1.5,7.9,7.7,13.5,33.2,24.7,58.71,10.5,27.99,1.01,,37.09,6.08,,0.74,0.61,136.39,1.78,125.99,57.06,66.46,1.56,0.5,,0.18,0.67,25.22,21.86,28.94,24.61,21.51,6.01,6.31,3.97,0.54,21.81,3.62,0.68,24.11,15.65,4.91,2.34,133.76,54.39,17.3,,,21.75,,22.9,6.64,28.3,26.18,2.18,6.18,,0.76,1.62,,28.25,5.43,1.22,,,22.43,28.16,2.03,2.1,25.35,1.37,13.03,74.15,18.1,23.78,,16.15,,3.24,44,,,10,33913792728.0,Medical Specialties,Health Technology
AA,10.6,48.85,1.4,10.2,,,,,75.95,5.9,61.88,1.3,4.7,52.66,1.17,,0.44,0.55,31.35,1.55,79.98,58.53,26.31,10.94,0.65,,,1.3,,38.05,,7.25,4.63,0.82,0.83,,0.27,,,1.3,11.29,,,2.67,39.47,8.14,,,,,,,1.38,,,,0.5,,,,,,,,,,16.23,,,1.38,1.51,0.92,,,,,,,,,,,,3,5148271475.0,Aluminum,Non-Energy Minerals
AAL,,57.86,,10.4,,,,,597.78,27,58.26,,,60.24,0.66,,0.34,0.21,10.9,0.6,20.92,21.96,14.01,19.76,,,,,19.08,19.08,,10.21,6.09,0.68,0.71,5.24,,,,,5.84,,,4.03,16.56,20.23,1.4,,,,,5.34,,,11.25,,0.14,,,,,,,0.33,,,3.52,,,,,0.5,,5.17,4.89,,,12.18,,44.21,8.12,,,8,8696254174.0,Airlines,Transportation
AAP,1.04,21.15,3.6,,26,,,,,8.9,23.09,54.3,,18.35,1.72,,0.09,0.12,39.48,1.23,263.29,213.8,27.04,11.12,1.52,,100,2.54,127.18,16.27,16.46,21.7,10.41,0.51,0.51,0.79,0.21,3.13,14.96,2.54,14.24,7.25,82.92,,147.59,39.48,0.41,,,,,0.3,0.9,3948,3948,,0.21,,,,,6.68,19.94,0.19,,,4.37,14.28,,0.35,2.27,0.3,,0.91,0.64,,,0.32,,,5.27,,,10,3557510972.0,Specialty Stores,Retail Trade
AAPL,23.39,50.55,2.9,1.3,5.7,20.9,23.2,14.6,102.85,15.7,51.15,0.61,25.57,49.19,10,,0.47,0.61,222.77,0.95,11.42,91.36,22.13,0.75,1.52,,0.15,0.44,27.63,25.34,32.82,25.58,23.47,8.04,8.88,3.62,0.2,27.06,3.08,0.45,29.77,19.89,11.24,6.09,184.04,45.96,120.35,,,26.44,,31.27,50.86,33.91,33.91,2.01,8.98,,1.28,1.44,,33.11,8.75,2.08,,,30.55,35.64,1.95,2.52,50.86,0.91,29.81,269.91,59,151.08,,35.41,,3.3,49.07,,,10,2736146930271.0005,Telecommunications Equipment,Electronic Technology
ABBV,27.41,52.84,,,7.8,9.6,49.1,7.4,26.06,3.8,41.32,5.21,5.12,47.45,2.03,,0.31,0.19,194.02,0.81,73.4,65.71,76.62,3.91,10.42,,0.57,3.19,41.92,22.18,22.56,14.45,14.08,6.82,7.29,2.39,0.05,32.33,5.17,3.23,16.04,20.12,7.21,5.07,146.38,62.76,5.48,,,9.71,,24.95,50.7,64.86,18.19,1.17,6.27,,0.74,0.58,,19.4,,1.42,,,18.51,32.7,1.26,1.74,,0.71,3.83,192.43,9.41,53.28,,9.12,,2.91,42.22,,,10,268498884868.0,Pharmaceuticals: Major,Health Technology
ABCL,,51.62,,8.7,,,,,,,71.12,,,58.32,1.97,,9.52,9.3,2.68,10.96,,,406.96,,0.07,,,,,,,,,8.29,5.79,,0.79,,,,,,,32.02,1.06,,,,,,,,0.71,,,,23.51,,,,,,,,2.14,1.67,,,,,0.81,10.96,,,,,,,,0.69,,,,4,1545160366.0,Biotechnology,Health Technology
ABG,1.77,34.09,,50.3,,28.2,37.8,,8.08,24,14.95,,7.44,26.86,2.65,,0.03,0.02,212.93,1.25,45.36,16.38,4.15,6.36,1.58,,,,12.52,11.44,,10.54,9.65,0.53,0.59,7.99,0.32,,,,7.19,31.15,,8.25,256.72,17.75,4.56,,,2.51,,6.31,1.28,10.93,7.36,0.23,0.28,,0.21,,,,,0.93,,,39.07,,0.29,0.49,,0.45,4.25,19.44,10.28,12.31,,8.62,,,11.64,,,10,4632090814.999999,Specialty Stores,Retail Trade
ABM,33.27,29.33,2,8.4,5.9,40.8,24.6,,23.18,11.1,15.36,2.18,25.56,22.26,2.89,,0.07,0.06,49.35,1.38,,,56.6,3.53,0.8,,0.26,1.78,14.6,10.76,16.32,11.09,8.95,0.53,0.54,6.85,0.36,3.3,8.81,1.79,13.4,26.86,,2.06,51.09,,3.58,,,1.89,,3.62,1.69,20.39,14.22,0.88,0.38,,0.7,0.93,,11.63,,0.97,,,9.4,14.24,0.71,0.85,,1.38,3.14,55.18,8.09,8.51,,4.97,,3.69,25.57,,,10,2657328642.9999995,Miscellaneous Commercial Services,Commercial Services
ABNB,,44.24,,38.3,,,,,322.31,8,61.24,,,50.57,3.17,,0.71,4.95,117.36,1.41,,29.97,7.3,1.12,0.28,,,,32.64,31.8,14.8,18.45,18.15,5.26,6.12,3.06,0.3,41.38,5.93,,25.43,,,10.53,166.18,82.59,20.75,,,46.11,,15.21,9.18,15.77,15.77,,7.22,,,,,17.46,2.7,,,18.9,17.4,13.14,,,10.3,1.41,21.22,720.92,19.41,63.33,,55.65,,3.89,,,,2,92399740712.0,Other Consumer Services,Consumer Services
