Ticker,12-1 Month Momentum %,14-Day RSI,3-Year Average Share Buyback Ratio,3-Year Book Growth Rate,3-Year Dividend Growth Rate,3-Year EBITDA Growth Rate,3-Year EPS without NRI Growth Rate,3-Year FCF Growth Rate,3-Year Revenue Growth Rate,5-Day RSI,5-Year Yield-on-Cost %,6-1 Month Momentum %,9-Day RSI,Altman Z-Score,Cash Ratio,Cash-To-Debt,ClosePrice,Current Ratio,Days Inventory,Days Payable,Days Sales Outstanding,Debt-to-EBITDA,Debt-to-Equity,Distress,Dividend Payout Ratio,Dividend Yield %,EV-to-EBIT,EV-to-EBITDA,EV-to-FCF,EV-to-Forward-EBIT,EV-to-Forward-EBITDA,EV-to-Forward-Revenue,EV-to-Revenue,Earnings Yield (Greenblatt) %,Equity-to-Asset,FCF Margin %,FCF Yield %,Forward Dividend Yield %,Forward PE Ratio,Forward Rate of Return (Yacktman) %,Future 3-5Y EPS without NRI Growth Rate Estimate,Future 3-5Y Total Revenue Growth Rate Estimate,GFValue,Gross Margin %,Interest Coverage,N/A,Net Margin %,Not Manipulator,Operating Margin %,PB Ratio,PE Ratio,PE Ratio without NRI,PEG Ratio,PS Ratio,Piotroski F-Score,Price-to-DCF (Earnings Based),Price-to-DCF (FCF Based),Price-to-FFO,Price-to-Free-Cash-Flow,Price-to-Graham-Number,Price-to-Median-PS-Value,Price-to-Net-Cash,Price-to-Net-Current-Asset-Value,Price-to-Operating-Cash-Flow,Price-to-Owner-Earnings,Price-to-Peter-Lynch-Fair-Value,Price-to-Projected-FCF,Price-to-Tangible-Book,Quick Ratio,ROA %,ROC (Joel Greenblatt) %,ROCE %,ROE %,ROIC,ROIC %,Safe,Shareholder Yield %,Shiller PE Ratio,WACC,WACC vs ROIC,Years of Profitability over Past 10-Year,Market Capitalization,Industry,Sector
ALNY,26.02,69.39,,,,34.2,28.3,,50.6,74.34,,53.7,70.64,4.19,2.49,2.01,279.17,3.01,110.96,81.72,46.85,7.82,,,,,502.93,208.27,108.9,,,15.55,14.81,0.2,,13.6,0.89,,,,,20.32,381.02,87,0.79,,,,4.38,,,383.48,19.67,15.2,,,,,115.61,,0.19,,,98.47,,,,,2.93,,9.52,2.43,,,11.66,,0.04,,,,,23123870652.000004,Pharmaceuticals: Major,Health Technology
ALRM,17.64,37.48,,13.5,,4.1,,11.7,10,39.08,,,35.74,3.22,7.61,1.09,59.6,9.25,112.42,55.29,49.69,5.95,1.57,,,,21.98,16.4,17.08,,,3,3.08,4.55,0.35,18.23,5.62,,27.4,12.82,16.58,4.96,66.41,64.6,19.2,,11.92,,9.54,4.54,29.5,29.5,1.52,3.7,,0.94,0.58,,20.11,3.02,,,22.07,18.9,33.4,2.87,2.38,6.96,8.7,7.12,70.91,9.41,15.99,,11.74,,,313.68,,,10,2969415293.0,Packaged Software,Technology Services
ALSN,42.77,62.66,7.9,27.7,10.6,26.2,41.4,22.8,22.3,72.32,1.8,18.5,64.72,2.52,1.27,0.27,87.43,2.78,63.99,52.87,44.14,2.24,1.62,,0.12,1.13,9.91,8.62,13.62,9.59,8.23,2.96,2.97,10.09,0.29,21.82,9.06,1.15,11.15,16.97,12.37,5.06,61.13,47.75,9.63,,21.95,,30.3,5.06,11.18,11.18,1.51,2.47,,0.33,0.65,,11.34,,1.11,,,9.72,12.27,1.06,0.83,,2.19,13.63,97.46,20.71,54.29,,18.66,,4.62,18.81,,,10,5308520497.000001,Auto Parts: OEM,Producer Manufacturing
ALX,31.8,52.92,,5.4,,24.4,7.4,11.7,4.1,69.96,7.92,9.1,56.55,1.59,7.99,0.34,227.2,12.51,,9068.95,196.4,7.76,5.63,,1.79,7.92,16.47,12.48,26.91,,,,8.26,6.07,0.14,30.68,6.16,7.92,,18.01,,,249.0,99.16,1.37,,22.1,,38.27,5.46,22.61,22.61,4.19,4.99,,,,13.12,16.3,2.34,0.67,,,16.3,,2.39,1.08,5.46,12.51,3.62,101.01,8.51,21.51,,10.23,,5.7,13.3,,,10,1006953368.0,Real Estate Investment Trusts,Finance
AMBA,,51.54,,1.1,,,21.6,,,71.49,,5.13,57.88,14,2.81,46.31,49.82,3.69,138.77,77.64,45.44,,0.01,,,,,,,,,7.07,8.11,,0.87,,,,,,,24.62,51.57,60.54,,,,,,3.68,,,,9.24,,,,,,,1.23,17,11.12,,,,3.13,10.17,3.3,,,,,,,,0.17,,,,4,2277445800.0,Semiconductors,Electronic Technology
AMBP,2.04,52.3,0.3,27.8,,,,53.9,12.1,74.48,11.49,,58.86,1.02,0.16,0.06,3.48,0.95,40.34,91.89,32.39,7.06,,,,11.49,53.11,10.35,19.6,26.96,8.69,1.16,1.18,1.88,,6.01,14.19,11.49,21.89,,,2.78,4.69,11.27,0.7,,,,2.51,,,,,0.42,,,,,7.05,,,,,3.74,,,,,0.66,,4.15,2.61,,,2.09,,2.41,,,,2,1960091667.0,Containers/Packaging,Process Industries
AMC,,48.68,,50,,,73.1,63.7,,44.5,,9.63,47.11,,0.47,0.09,5.01,0.65,9.82,69.29,5.98,22.8,,,,,214.32,25.53,,293.39,29.68,2.12,2.16,0.47,,,,,,34.21,57.73,5.29,25.31,67.31,,,,,,,,,,0.25,,,,,,,0.32,,,,,,,,0.65,,0.89,0.63,,,,,31.62,,,,4,1658263514.0,Movies/Entertainment,Consumer Services
AMCR,6.98,63.46,2,,2.1,1.3,2.7,,4.6,68.12,4.58,9.77,64.87,1.95,0.14,0.08,10.93,1.17,70.9,80.3,50.02,3.89,1.85,,0.81,4.58,17.71,12.01,26.77,14.7,10.72,1.5,1.63,5.65,0.24,6.08,5.25,4.6,14.83,13.28,5.29,2.48,10.73,19.88,3.77,,5.35,,9.61,4.06,21.69,17.74,3.23,1.14,,,,,19.08,,,,,11.97,20.68,2.22,1.58,,0.69,4.37,26.05,9.96,18.52,,8.01,,4.34,13.33,,,10,13543418485.0,Containers/Packaging,Process Industries
AMD,40.07,60.69,,92.9,,22.5,27.1,2.3,19.9,87.06,,,70.6,14,0.86,2.38,157.81,2.82,137.73,61.04,80.07,0.51,0.04,,,,230.02,57.3,184.26,96.13,44.4,9.79,10.74,0.43,0.83,5.83,0.53,,46.51,20.84,42.16,21.22,118.72,47.61,8.46,,5.82,,3.74,4.52,192.45,56.77,1.22,11.08,,,,,190.13,7.29,2.31,,41.75,134.65,1488.77,2.27,3.83,21.04,2.01,2,15.74,1.78,2.43,,2.07,,0.69,292.24,,,6,163974485587.0,Semiconductors,Electronic Technology
AME,9.4,53.42,,13.6,11.6,12.4,19.2,9.8,13.2,76.98,1.19,,59.78,6.02,0.18,0.15,165.89,1.26,92.36,41.86,51.85,1.26,0.29,,0.16,0.64,23.27,19.18,24.24,22.42,18.35,5.8,5.92,4.3,0.63,24.44,4.34,0.68,24.47,13.28,8.04,6.45,165.6,35.65,16.13,,19.52,,25.61,4.15,28.9,25.72,2.62,5.62,,1.37,1.33,,23.07,,1.38,,,21.34,22.9,2.56,1.78,,0.76,9.43,89.26,14.47,15.35,,11.21,,,37.96,,,10,34982878734.0,Electrical Products,Producer Manufacturing
AMED,5.63,54.9,0.1,9.8,,,,,3.3,42.2,,4.26,49.53,3.97,0.31,0.32,97.89,1.16,,9.35,51.91,2.03,0.42,,,,20.07,15.06,39.9,16.32,14.15,1.45,1.54,4.98,0.53,3.86,2.76,,21,,8.07,7.03,97.15,44.03,6.48,,4.02,,9.13,2.85,34.96,22.93,,1.41,,,,,36.3,,1.01,,,33.38,56.48,,1.23,,1.16,4.48,128.93,11.12,8.63,,8.2,,1.29,31.27,,,8,3058687570.0,Medical/Nursing Services,Health Services
AMEH,31.3,53.23,,18.8,,49.2,,,44,57.25,,27.3,52.64,3.82,1.06,0.69,48.32,1.84,,8.29,22.56,3.35,0.7,,,,19.17,16.23,46.55,,,,1.45,5.22,0.54,3.11,2.25,,,,,,52.24,16.28,3.76,,4.3,,5.99,3.38,33.56,34.29,4.23,1.43,,,,,46.34,4.78,1.2,,,35.91,135.35,,2.49,15.01,1.84,6.21,142.22,14.18,11.01,,8.69,,,123.9,,,5,1531027429.0,Services to the Health Industry,Health Services
AMG,26.94,55.88,9,19.6,,22.9,13.4,,3.9,64.54,,7.5,57.7,2.56,1.62,0.41,172.35,2.34,,,81.61,2.03,0.76,,,0.02,5.49,5.27,6.61,10.1,9.25,3.19,3.24,18.21,0.38,48.97,19.33,0.02,7.79,33.92,11.24,1.67,153.14,55.03,5.63,,31.5,,34.96,1.57,10.12,8.21,0.36,3.38,,,,,6.85,,1.04,,,6.78,8.33,0.33,0.49,,2.34,7.11,1835.64,14.32,18.36,,7.78,,17.66,13.91,,,10,4716965966.0,Investment Managers,Finance
AMGN,27.08,54.2,2.5,,10,7.7,14.9,,6.7,62.21,4.37,16.87,55.4,1.49,0.43,0.15,329.15,1.26,233.01,51.79,77.76,5.3,10.57,,0.52,2.7,34.12,19.46,41.94,15.79,12.27,6.92,7.43,2.93,0.07,17.72,3.1,2.74,16.88,9.28,4.66,6.73,307.94,63.3,1.93,,10.12,,20.02,29.84,56.65,19.52,3.55,5.75,,1.12,2.48,,32.39,,1.03,,,27.55,42.06,,1.77,,0.89,3.39,95.2,9.15,49.5,,9.25,,,27.8,,,10,139459437367.0,Biotechnology,Health Technology
AMK,22.81,68.38,,10.9,,67.4,,35,14.1,76.55,,4.73,72.58,7.12,2.51,6.48,35.07,3.27,,7.96,10.59,0.14,0.02,,,,12.02,10.1,20.19,,,3.5,3.31,8.32,0.83,16.39,4.62,,13.28,23.62,5.63,,30.8,50.67,21.9,,19.43,,27.08,1.94,18.42,14.17,0.53,3.55,,,,,21.73,5.24,,,876.75,15.56,20.84,0.57,1.25,43.3,3.27,8.89,691.66,13.27,11.31,,11.02,,1.43,,,,5,1986509344.0,Financial Conglomerates,Finance
AMKR,55.29,47.8,,18.9,96.6,5,1.7,33,8.1,63.04,0.97,32.04,52.25,3.65,1.03,1.25,33.19,2.08,28.47,48.94,68.45,1.09,0.31,,0.2,0.97,14.53,6.73,15.21,15,6.65,1.18,1.2,6.88,0.59,7.89,6.17,0.98,21.19,15.45,27.95,6.81,24.47,15.25,7.9,,5.87,,7.5,2.02,21.69,21.02,1.88,1.28,,0.61,0.47,,16.25,1.38,1.91,,25.53,6.65,13.35,1.82,1.23,2.03,1.83,5.58,13.47,10.03,9.6,,9.36,,1.97,23.21,,,10,5468220650.0,Semiconductors,Electronic Technology
AMPH,,64.83,,16.2,,94.6,342.5,79.1,19.5,70.89,,,67.31,3.49,1.59,0.35,46.87,3.52,126.15,32.66,62.28,2.08,0.87,,,,10.91,8.88,14.91,,,,3.73,9.17,0.48,24.99,7.76,,12.52,23.46,24.32,10.22,48.1,54.68,5.69,,23.36,,32.25,3.22,14.97,11.69,0.15,3.4,,,,,13.63,3.25,1.12,,,11.4,14.33,0.47,1.58,20.38,2.63,11.1,70.25,19.1,25.94,,18.19,,,53.87,,,7,2236120937.9999995,Pharmaceuticals: Major,Health Technology
AMPL,,61.06,,,,,,,31.8,79.46,,,67.85,3.51,2.07,53.51,8.9,2.52,,26.62,42.42,,0.02,,,,,,52.47,,222.15,2.6,2.67,,0.65,5.1,1.36,,112.66,,,9.19,13.69,74.33,,,,,,3.77,,,,3.65,,,,,71.22,,,6.85,4.78,54.07,,,,3.89,2.52,,,,,,,,0.28,,,,,1350714401.0,Packaged Software,Technology Services
AMR,61.58,32.99,10.9,123.3,,,,,45.2,36.09,0.41,,32.65,5.76,1.09,39.25,234.58,3.55,33.41,16.97,52.11,0.01,0.01,,0.03,0.41,5.06,3.85,5.94,,,0.58,0.79,19.76,0.66,13.35,14.99,0.87,8.3,,,,202.83,19.51,98.13,,13.52,,16.12,1.83,6.87,6.83,,0.92,,,,,6.93,0.77,,,12.39,4.51,6.84,,0.47,1.91,2.83,18.88,35.51,25.15,28.72,,25.23,,12.31,,,,5,3373003944.0,Coal,Energy Minerals
AMRC,,47.24,,19.1,,4.5,3.6,,7,50.58,,41.05,48.06,0.96,0.12,0.09,28.21,1.01,3.87,113.03,42.84,10.57,1.82,,,,35.89,18.85,,23.23,13.59,1.71,1.96,2.79,0.23,,,,20.76,,34.03,13.92,48.43,16.52,1.58,,3.77,,5.74,1.62,26.61,25.86,2.23,0.96,,0.75,,,,1.43,1.09,,,38.43,,2.39,,1.77,1,1.59,4.74,3.17,6.44,,5.39,,,27.93,,,10,2440385525.0,Engineering & Construction,Industrial Services
AMRX,90.03,66.24,,,,,,,0.5,74.89,,26.35,69.43,1.18,0.04,0.02,8.14,1.33,123.48,36.14,96.05,7.75,,,,,41.1,14.76,29.47,,,,2,2.43,,6.78,7.02,,13.41,12.21,,4.74,2.81,35.04,1.15,,,,10.69,,,12.86,0.67,0.75,,,,,9.42,,,,,6.89,,,2.24,,0.82,,10.23,4.68,,,10.75,,3.87,,,,4,1258941688.0000002,Pharmaceuticals: Major,Health Technology
AMT,20.07,53.18,,,1.6,8.4,2.5,,9.8,40,5.01,11.65,48.06,1.37,0.36,0.05,219.49,0.6,,24.33,22.22,6.95,12.29,,0.95,3.03,35.37,21.68,43.13,28.94,20.53,12.97,13.04,2.83,0.06,30.22,3.34,2.99,31.66,10.18,10.38,,220.22,71.45,3.22,,21.95,,40.99,26.57,41.26,31.88,3.84,9.09,,1.31,1.8,16.7,29.92,,0.94,,,20.27,31.81,4.36,2.77,,0.6,3.76,14.51,7.05,57.09,,6.16,,2.66,54.6,,,10,83973254652.0,Real Estate Investment Trusts,Finance
AMWD,24.79,59.62,2.3,8.9,,7,9.3,8.1,3.5,73.35,,,62.71,3.41,0.45,0.17,96.46,2.06,41.86,15.61,23.25,2.13,0.56,,,,11.8,7.91,13.53,,7.83,1.01,1.02,8.47,0.57,7.56,9.29,,10.82,4.2,,,66.76,20.45,19.64,,6.29,,8.73,1.66,13.51,11.35,,0.86,,,,,11.33,2.31,0.95,,,6.76,11.19,,0.84,10.58,1.24,7.5,31.85,11.72,13,,9.02,,10.4,21.53,,,9,1235651509.0,Building Products,Producer Manufacturing
AMX,,49.71,2.2,16.2,,9.9,5.5,,1.7,49.09,3.13,,51.27,1.12,0.16,0.12,17.1,0.71,24.85,150.17,95.41,2.51,1.68,,0.36,3.13,11.42,5.24,17.69,8.89,4.85,1.94,1.81,8.76,0.25,11.39,10.15,3.13,13.37,12.93,18.45,5.23,19.8,61.62,2.66,,4,,20.59,2.39,27.85,11.62,3.23,1.22,,,,,11.17,1.99,1.15,,,4.12,16.68,,0.84,7.04,0.66,2.03,16.58,11.85,8.56,,6.18,,,12.86,,,10,56616080419.17484,Wireless Telecommunications,Communications
AMZN,35.97,54.05,,27.9,,19.4,14.4,6.5,13.1,78.87,,8.62,61.75,5.35,0.56,0.67,180.11,1.1,25.19,56.32,26.21,1.25,0.56,,,,33.79,18.04,39.75,31.88,14.02,3.03,3.18,2.96,0.43,8,2.56,,38.31,18.56,36.67,10.87,158.7,18.22,19.76,,7.35,,9,7.99,43.09,42.3,2.27,3.18,,1.75,2.87,,39.62,4.08,0.97,,,17.75,42.24,2.36,5.02,8.85,0.88,8.61,20.5,15.72,22.06,,12.02,,0.11,123.36,,,8,1440451023796.0,Internet Retail,Retail Trade
AN,8.1,55.54,20.7,11.1,,60.5,47,,37.7,65.88,,26.36,57.89,3.24,0.01,0.01,176.39,0.78,49.69,5.91,2.28,5.39,4.05,,,,11.12,9.55,263.28,15.01,12.06,0.59,0.59,8.99,0.17,0.22,0.85,,9.8,27.03,,2.83,179.3,18.29,3.7,,2.93,,5.2,3.21,9.65,9.26,0.23,0.28,,0.27,4.42,,152.19,,1.08,,,16.92,49.26,0.37,0.56,,0.21,6.59,22.78,21.28,35.5,,8.45,,,15.47,,,10,6722108889.0,Specialty Stores,Retail Trade
ANET,79,59.16,,28.5,,47,51.7,40.7,36.3,72.19,,29.89,63.52,23.67,2.9,130.59,355.89,4.55,307.95,50.68,57.3,0.02,0.01,,,,41.02,40.05,39.35,35.72,35.04,15.77,16.91,2.44,0.73,42.75,2.41,,43.16,21.08,15.77,16.75,238.23,64.01,,,39.01,,41.23,13.26,46.16,55.43,1.32,17.85,,1.61,1.22,,41.85,5.84,1.83,36.28,16.81,41.38,46.97,2.22,4.94,13.82,3.7,24.93,162.64,32.51,34.31,,52.86,,0.21,124,,,10,57185733878.99999,Computer Peripherals,Electronic Technology
ANF,279.57,63.17,6.8,10.9,,73.4,,24.7,17.6,84.15,,35.19,71.62,6.43,0.94,0.82,170.88,1.64,111.71,67.46,7.97,1.39,0.98,,,,14.06,11.42,14.5,12.09,9.99,1.8,1.94,7.11,0.36,13.41,6.86,,17.93,21.8,17.19,5.98,50.2,64.07,20.09,,9.53,,12.9,8.09,21.25,21.25,1.01,2.01,,,,,15.18,2.77,4.84,,,12.1,16.1,0.85,3,8.09,1.15,14.98,49.16,32.23,47.79,,25.72,,2.03,111.69,,,9,2638710593.0,Apparel/Footwear Retail,Retail Trade
ANGI,,60.88,,,,0.7,,,,63.93,,,62.15,1.65,1.48,0.78,2.59,1.98,,804.11,20.12,3.87,0.48,,,,44.56,10.78,27,22.18,8.9,1.17,1.14,2.24,0.56,4.23,4.03,,36.41,,,,2.24,98.72,0.62,,,,1.04,1.23,,364.29,,1.08,,,,,25,,0.62,,,12.69,,,0.87,,1.98,,28.21,1.94,,,0.18,,1.34,217.35,,,3,1113823245.0,Internet Software/Services,Technology Services
ANIP,1.6,50.47,,10.1,,35.6,,,15.4,59.89,,7.91,52.89,2.99,1.76,0.87,61.35,3.97,196.67,69.15,115.45,2.44,0.59,,,,23.72,11.57,14.33,,,1.79,2.5,4.22,0.52,17.48,7.3,,13.66,,72.87,10.25,61.92,61.34,2.09,,5.01,,8.29,2.84,53.35,84.85,,2.15,,,,,12.57,4.47,0.65,,14.3,10.49,17.14,,2.42,5.28,3.07,3.01,26.61,7.47,5.86,,5.58,,0.14,,,,6,1265996777.0,Biotechnology,Health Technology
ANSS,6.08,63.7,,9.4,,9.3,9.5,10.5,10.5,84,,,71.43,11.74,1.58,1.32,330.98,2.95,,27.94,113.22,1.09,0.15,,,,44.49,36.5,39.19,42.95,37.57,11.42,12.14,2.25,0.76,30.97,2.49,,34.45,9.17,11.65,8.81,343.72,88.24,12.21,,21.3,,25.96,5.18,58.37,40.07,6.07,12.43,,2.02,2.54,,40.27,7.12,1.01,,80.53,38.28,63.56,5.59,2.52,28.46,2.95,7.06,244.82,10.07,9.41,,8.56,,0.04,63.77,,,10,26967721075.0,Packaged Software,Technology Services
AON,,75.78,4.1,,10.6,11.4,13,11.1,11.2,87.83,1.18,,79.96,1.47,0.05,0.06,338.07,1.09,,97.87,97,4.34,3.16,,0.09,0.77,23.19,21.22,31.02,20.01,18.27,5.79,6.39,4.31,0.11,20.61,3.97,0.8,22.15,17.21,11.63,11.36,368.1,47.95,6.4,,18,,27.67,12.53,27.02,11.63,0.8,4.88,,0.52,1.06,,23.7,,1.19,,,22.15,25.56,0.84,2.34,,1.09,6.52,243.63,23.05,290.98,,8.86,,,39.73,,,10,68195701128.99998,Insurance Brokers/Services,Finance
AOS,27.78,49.87,3,3,7.6,18.6,20.8,8.4,12.7,69.49,2.51,9.67,54.4,9.26,0.27,1.41,81.88,1.7,78.12,85.59,55.87,0.2,0.09,,0.32,1.6,15.44,13.98,24.37,14.66,13.33,2.93,2.98,6.48,0.6,12.24,4.03,1.6,20.18,7.76,6.66,4,78.98,38.35,121.6,,14.67,,19.5,6.32,21.11,20.83,10.96,3.12,,1.04,1.17,,25.5,3.47,1.07,,62.03,21.31,23.82,,1.88,12.98,1.07,17.97,82.84,32.75,30.64,,28.48,,6.28,30.44,,,10,10048254677.999998,Building Products,Producer Manufacturing
APA,,40.6,7,,45.4,,,102.2,31.7,30.39,2.58,1.81,37.43,1.25,0.06,0.02,28.06,1.01,37.16,60.18,67.23,1.38,1.26,,0.23,3.57,5.56,3.47,32.7,5.13,2.96,1.84,1.91,17.99,0.27,5.85,5.06,3.57,6.55,1.53,,4.22,35.81,49.14,9.84,,32.39,,37.32,1.91,3.06,6.33,,1.03,,,,,17.31,0.73,0.6,,,3.01,17,,0.67,1.91,0.85,18.82,28.51,23.95,116.46,,28.81,,5.63,,,,5,13046489085.999998,Integrated Oil,Energy Minerals
APAM,15.22,52.41,,18.3,,,,,,66.24,7.27,1.13,56.46,3.66,0.59,0.76,41.18,0.91,,42.62,38.15,0.74,0.9,,1.06,6.46,7.1,6.94,10.18,,,2.66,2.81,14.08,0.23,27.58,10.09,6.91,12.32,13.99,20.64,,37.45,45.38,37.53,,22.75,,31.26,8.28,12.17,16.74,,2.51,,,,,9.12,2.53,1.41,,,8.88,10.26,,0.85,8.44,0.91,16.2,293,40.05,75.11,,23.6,,6.81,12.79,,,10,2976219219.9999995,Investment Managers,Finance
APD,,54.91,,5.6,9.9,5.9,11.2,,12.4,53.13,4.2,15.26,54.35,3.15,0.54,0.17,275.52,1.27,30.91,114.24,53,3.05,0.97,,0.59,2.55,21.63,15.2,,18.18,12.88,5.64,6.03,4.62,0.41,,,2.57,20.57,5.74,8.29,4.14,267.38,31.67,13.07,,21.24,,23.44,4.06,23.88,22.92,3.37,5.09,,,,,,2.12,1.09,,,16.62,64.51,3.81,5.16,4.4,1.1,7.56,17,11.22,17.53,,7.93,,,27.63,,,10,67113362615.00001,Chemicals: Specialty,Process Industries
APG,33,50.03,,,,55.1,21,,11.6,68.32,,6.43,54.94,2.28,0.19,0.1,35.17,1.48,11.79,33.05,69.7,4.4,1.1,,,,30.02,17.38,25.96,13.8,11.74,1.62,1.79,3.33,0.36,6.9,4.98,,18.7,,,4.74,28.49,29.9,2.96,,2.81,,5.98,3.35,,19.79,,1.29,,,,,18.3,,,,,15.6,26.69,,,,1.38,2.5,60.74,6.83,8.26,,4.64,,,,,,4,6361522624.999999,Engineering & Construction,Industrial Services
APH,50.58,59.8,,15.7,17.8,15.1,17.2,17.6,13.1,82.84,1.38,22.57,67.55,7,0.38,0.24,67.2,2.02,88.3,53.09,70.8,1.68,0.61,,0.27,0.65,30.43,26.25,36.76,27.47,24,5.78,6.34,3.29,0.48,17.23,2.85,0.99,38.07,15.03,16.1,13.9,46.39,33.24,17.34,,15.69,,21.11,9.01,40.12,40.98,3.76,6.3,,2.05,1.79,,36.44,,1.65,,,30.89,36.92,3.13,2.98,,1.32,12.69,73.32,20.75,25.4,,18.62,,1.36,56.95,,,10,51128030618.0,Electronic Components,Electronic Technology
APLE,2.82,48.7,,0.5,68.7,62.6,,,29.6,55.77,3.56,,50.6,1.18,0.03,,14.27,0.39,,41.13,,3.54,0.5,,1.19,6.71,17.96,10.8,15.32,18.64,10.45,3.53,3.62,5.57,0.66,23.62,9.68,6.71,15.46,18.54,5.45,3.89,17.65,35.9,3.72,,14.91,,19.26,1.02,16.01,17.5,10.94,2.39,,,,8.75,10.06,0.9,,,,8.07,9.52,1.56,0.69,1.03,0.39,4.22,,5.9,6.34,,5.47,,,21.59,,,9,3704257349.0,Real Estate Investment Trusts,Finance
