Ticker,12-1 Month Momentum %,14-Day RSI,3-Year Average Share Buyback Ratio,3-Year Book Growth Rate,3-Year Dividend Growth Rate,3-Year EBITDA Growth Rate,3-Year EPS without NRI Growth Rate,3-Year FCF Growth Rate,3-Year Revenue Growth Rate,5-Day RSI,5-Year Yield-on-Cost %,6-1 Month Momentum %,9-Day RSI,Altman Z-Score,Cash Ratio,Cash-To-Debt,ClosePrice,Current Ratio,Days Inventory,Days Payable,Days Sales Outstanding,Debt-to-EBITDA,Debt-to-Equity,Distress,Dividend Payout Ratio,Dividend Yield %,EV-to-EBIT,EV-to-EBITDA,EV-to-FCF,EV-to-Forward-EBIT,EV-to-Forward-EBITDA,EV-to-Forward-Revenue,EV-to-Revenue,Earnings Yield (Greenblatt) %,Equity-to-Asset,FCF Margin %,FCF Yield %,Forward Dividend Yield %,Forward PE Ratio,Forward Rate of Return (Yacktman) %,Future 3-5Y EPS without NRI Growth Rate,Future 3-5Y Total Revenue Growth Rate,GFValue,Gross Margin %,Interest Coverage,N/A,Net Margin %,Not Manipulator,Operating Margin %,PB Ratio,PE Ratio,PE Ratio without NRI,PEG Ratio,PS Ratio,Piotroski F-Score,Price-to-DCF (Earnings Based),Price-to-DCF (FCF Based),Price-to-FFO,Price-to-Free-Cash-Flow,Price-to-Graham-Number,Price-to-Median-PS-Value,Price-to-Net-Cash,Price-to-Net-Current-Asset-Value,Price-to-Operating-Cash-Flow,Price-to-Owner-Earnings,Price-to-Peter-Lynch-Fair-Value,Price-to-Projected-FCF,Price-to-Tangible-Book,Quick Ratio,ROA %,ROC (Joel Greenblatt) %,ROCE %,ROE %,ROIC,ROIC %,Safe,Shareholder Yield %,Shiller PE Ratio,WACC,WACC vs ROIC,Years of Profitability over Past 10-Year,Market Capitalization,Industry,Sector
A,17.96,29.98,1.5,7.9,7.7,13.5,33.2,24.7,10.5,12.17,1.06,8.28,21.6,6.38,0.85,0.65,130.85,2.15,117.53,51.55,72.82,1.53,0.41,,0.17,0.7,27.68,23.42,25.5,25.39,22.14,6.06,5.95,3.61,0.57,23.33,4.03,0.72,24.99,16.01,4.95,102.1,137.43,50.63,14.64,,18.84,,19.54,6.14,30.93,24.6,2.05,5.8,,0.79,1.57,,25.04,4.77,1.16,,,20.31,30.61,1.87,1.97,20.8,1.64,11.49,62.07,15.6,20.99,,14.11,,2.87,43.04,,,10,33913792728.0,Medical Specialties,Health Technology
AA,5.24,66.65,1.4,10.2,,,,,5.9,65.64,0.93,32.55,67.01,1.13,0.45,0.53,42.01,1.61,83.25,57.67,25.57,134.11,0.64,,,0.93,,478.55,,24.53,8.86,0.89,0.87,,0.28,,,0.93,370.77,,63.4,3.09,39.45,6.37,,,,,,1.89,,,,0.75,,,,,,,,,,244.84,,,1.9,1.98,0.93,,,,,,,,,,,,3,5148271475.0,Aluminum,Non-Energy Minerals
AAL,,24.96,,10.4,,,,,27,10.23,,6.37,17.59,0.67,0.33,0.21,11.5,0.58,20.92,21.48,13.98,14.34,,,,,14.08,14.08,,11.94,6.94,0.71,0.74,7.1,,,,,5.34,,46,4,18.48,21.59,1.73,,0.94,,6.83,,19.17,6.26,,0.15,,,,,,,0.33,,,2.92,,,,,0.48,0.76,7.26,6.75,,,3.98,,38.49,8.33,,,8,8696254174.0,Airlines,Transportation
AAON,28.41,35.26,,26.3,8.1,29.5,31.8,,29.5,27.66,0.67,25.38,32.56,24.99,0.07,0.49,72.0,3.13,101.08,13.09,45.31,0.06,0.02,,0.15,0.44,26.38,21.68,47.86,,,,5.23,3.79,0.82,10.92,2.15,0.44,,20.68,,,77.27,35.56,58.55,,15.44,,19.77,7.53,33.54,33.54,1.34,5.12,,1.85,4.1,,47.38,3.73,1.04,,26.37,24.48,36.08,1.44,5.11,9.35,1.57,19.39,38.08,29.18,25.9,,21.96,,0.9,69.23,,,10,4968385340.0,Industrial Machinery,Producer Manufacturing
AAP,12.95,41.12,3.6,,26,,,,8.9,43.16,32.71,41.08,41.28,1.31,0.09,0.11,65.21,1.22,265.7,210.84,26.55,9.72,1.55,,3.26,1.53,74.81,18.43,16.02,20.05,10.98,0.67,0.67,1.34,0.21,4.18,12.12,1.53,17.73,5.58,122.3,1.3,163.7,39.77,1.15,,0.14,,0.85,1.52,94.51,94.51,,0.35,,,,,8.26,4.06,0.3,,,5.8,12.82,,0.57,3.92,0.29,0.13,1.96,1.42,0.62,,1.21,,,8.55,,,10,3557510972.0,Specialty Stores,Retail Trade
AAPL,1.34,69.53,2.9,1.3,5.7,20.9,23.2,14.6,15.7,78.48,0.69,,72.95,9.12,0.54,0.64,194.35,1.04,11.92,90.05,21.43,0.8,1.41,,0.15,0.5,25.11,22.94,29.57,23.35,21.6,7.28,7.9,3.98,0.22,26.71,3.42,0.52,26.39,20.57,10.5,5,178.29,45.59,59.12,,26.31,,30.98,40.15,30.23,30.23,1.79,7.94,,1.25,1.42,,29.8,7.35,1.97,,,27.47,32.19,1.7,2.26,40.15,0.99,29.34,275.4,56.47,150.79,,34.62,,3.48,43.97,,,10,2736146930271.0005,Telecommunications Equipment,Electronic Technology
AAT,9.8,52.01,,,9.7,8.1,22.2,18.4,8.5,61.44,7.47,1.94,53.37,0.64,0.98,0.06,21.82,2.06,,143.65,6.4,6.71,1.43,,1.49,6.08,21.73,11.53,24.08,,,,6.62,4.6,0.4,27.51,9.19,6.15,,8.03,,2.19,29.25,62.64,1.88,,15.46,,27.6,1.11,24.52,24.52,10.66,3.69,,2.12,1.18,9.54,13.53,1.11,0.48,,,8.65,16.81,,0.98,1.13,2.06,2.29,612.23,4.67,5.68,,4.28,,3.9,27.28,,,10,1249105589.0,Real Estate Investment Trusts,Finance
ABBV,19.67,46.64,,,7.8,9.6,49.1,7.4,3.8,56.93,6.15,14.21,49.96,1.75,0.44,0.24,162.14,0.94,71.9,58.89,77.13,4,9.24,,0.55,3.77,34.36,18.31,15.48,13.26,12.8,6.14,6.23,2.91,0.05,40.24,7.65,3.85,14.32,24.72,6.21,3.88,141.82,62.28,5.83,,11.02,,24.96,35.71,48.11,14.79,0.95,5.25,,0.66,0.43,,13.03,,1.2,,,12.56,19.19,0.84,1.41,,0.83,4.34,199,9.56,52.94,,9.67,,5.38,35.32,,,10,268498884868.0,Pharmaceuticals: Major,Health Technology
ABCL,,47.31,,8.7,,,,,,42.74,,,47.96,2.51,6.66,9.48,3.78,7.76,,,342.96,,0.07,,,,,,,,,8.29,14.51,,0.77,,,,,,,,1.19,,,,,,,0.98,,,,30.41,,,,,,,,3.05,2.3,,,,,1.15,7.75,,,,,,,,,,,,4,1545160366.0,Biotechnology,Health Technology
ABEV,,32.87,,2.2,20.8,5.4,3.2,9.8,11,21.66,10.82,,28.07,3.46,0.4,3.65,2.21,0.99,102.26,192.59,24.29,0.15,0.04,,0.77,6.81,8.82,6.51,8.53,8.05,6.12,2.03,2.04,11.34,0.65,25.4,11.79,6.81,12.37,14.68,6.1,6.23,2.99,50.66,6.83,,18.25,,23.83,2.13,11.82,11.33,2.31,2.33,,,,,9.16,1.65,0.42,,,7.12,10.31,1.77,0.7,5.02,0.7,10.77,64.69,18.64,17.03,,17.22,,6.39,11.05,,,10,43328543728.065,Beverages: Alcoholic,Consumer Non-Durables
