Ticker,12-1 Month Momentum %,14-Day RSI,3-Year Average Share Buyback Ratio,3-Year Book Growth Rate,3-Year Dividend Growth Rate,3-Year EBITDA Growth Rate,3-Year EPS without NRI Growth Rate,3-Year FCF Growth Rate,3-Year ROIIC %,3-Year Revenue Growth Rate,5-Day RSI,5-Year Yield-on-Cost %,6-1 Month Momentum %,9-Day RSI,Altman Z-Score,Cash Ratio,Cash-To-Debt,ClosePrice,Current Ratio,Days Inventory,Days Payable,Days Sales Outstanding,Debt-to-EBITDA,Debt-to-Equity,Distress,Dividend Payout Ratio,Dividend Yield %,EV-to-EBIT,EV-to-EBITDA,EV-to-FCF,EV-to-Forward-EBIT,EV-to-Forward-EBITDA,EV-to-Forward-Revenue,EV-to-Revenue,Earnings Yield (Greenblatt) %,Equity-to-Asset,FCF Margin %,FCF Yield %,Forward Dividend Yield %,Forward PE Ratio,Forward Rate of Return (Yacktman) %,Future 3-5Y EPS without NRI Growth Rate Estimate,Future 3-5Y Total Revenue Growth Rate Estimate,GFValue,Gross Margin %,Interest Coverage,N/A,Net Margin %,Not Manipulator,Operating Margin %,PB Ratio,PE Ratio,PE Ratio without NRI,PEG Ratio,PS Ratio,Piotroski F-Score,Price-to-DCF (Earnings Based),Price-to-DCF (FCF Based),Price-to-FFO,Price-to-Free-Cash-Flow,Price-to-Graham-Number,Price-to-Median-PS-Value,Price-to-Net-Cash,Price-to-Net-Current-Asset-Value,Price-to-Operating-Cash-Flow,Price-to-Owner-Earnings,Price-to-Peter-Lynch-Fair-Value,Price-to-Projected-FCF,Price-to-Tangible-Book,Quick Ratio,ROA %,ROC (Joel Greenblatt) %,ROCE %,ROE %,ROIC,ROIC %,Safe,Shareholder Yield %,Shiller PE Ratio,WACC,WACC vs ROIC,Years of Profitability over Past 10-Year,Market Capitalization,Industry,Sector
A,26.03,62.5,1.5,7.9,7.7,13.5,33.2,24.7,58.71,10.5,63.89,0.98,,64.24,6.34,0.74,0.61,144.55,1.78,125.99,57.06,66.46,1.56,0.5,,0.18,0.65,26.6,23.06,30.53,25.96,22.69,6.34,6.66,3.76,0.54,21.81,3.41,0.65,25.55,15.55,4.89,,133.69,54.39,17.3,,21.75,,22.9,7.04,29.99,27.74,2.31,6.47,,0.81,1.71,,29.89,5.76,1.29,,,23.71,29.88,2.14,2.22,26.87,1.37,13.03,74.15,18.1,23.78,,16.15,,3.06,46.63,,,10,33913792728.0,Medical Specialties,Health Technology
AA,9.29,67.09,1.4,10.2,,,,,75.95,5.9,74.7,1.07,,71.57,1.33,0.44,0.55,38.17,1.55,79.98,58.53,26.31,10.94,0.65,,,1.07,,48.37,,8.91,5.77,1.04,1.05,,0.27,,,1.07,14.79,,,2.64,39.74,8.14,,,,,,1.76,,,,0.63,,,,,,,,,,20.74,,,1.68,1.84,0.92,,,,,,,,,,,,3,5148271475.0,Aluminum,Non-Energy Minerals
AAL,,47.43,,10.4,,,,,597.78,27,33.6,,,42.97,0.66,0.34,0.21,10.82,0.6,20.92,21.96,14.01,19.76,,,,,19.07,19.07,,10.21,6.09,0.68,0.71,5.24,,,,,5.81,,,4.01,16.47,20.23,1.4,,,,5.34,,,11.19,,0.14,,,,,,,0.33,,,3.47,,,,,0.5,,5.17,4.89,,,12.18,,44.25,8.07,,,8,8696254174.0,Airlines,Transportation
AAON,61.03,74.29,,26.3,8.1,29.5,31.8,,20.3,29.5,73.07,0.46,3.46,76.62,22.57,,,107.19,2.99,98.09,12.85,43.47,0.35,0.14,,0.14,0.3,36.17,29.65,85.77,,,,7.37,2.76,0.73,8.59,1.18,0.3,38.87,20.45,16.3,10.75,78.81,36.27,88.05,,15.61,,20.32,11.71,48.28,48.28,1.92,7.52,,2.4,7.01,,87.52,5.65,1.48,,56.71,39.54,61.76,1.93,7.88,14.89,1.7,19.5,39.13,29.71,25.86,,21.83,,0.51,98.34,,,10,4968385340.0,Industrial Machinery,Producer Manufacturing
AAP,,28.65,3.6,,26,,,,,8.9,23.42,54.73,,27.72,1.71,0.09,0.12,38.89,1.23,263.29,213.8,27.04,11.12,1.52,,100,2.56,125.09,16,16.19,21.34,10.24,0.5,0.51,0.8,0.21,3.13,15.18,2.56,14.07,7.93,82.89,,147.43,39.48,0.41,,,,0.3,0.89,3889,3889,,0.2,,,,,6.63,19.64,0.18,,,4.24,14.06,,0.34,2.23,0.3,,0.91,0.64,,,0.32,,,5.19,,,10,3557510972.0,Specialty Stores,Retail Trade
AAPL,29.22,52.98,2.9,1.3,5.7,20.9,23.2,14.6,102.85,15.7,48.64,0.59,31.31,52.16,10.14,0.47,0.61,225.67,0.95,11.42,91.36,22.13,0.75,1.52,,0.15,0.43,28.13,25.81,33.43,26.04,23.87,8.19,9.04,3.55,0.2,27.06,3.04,0.44,30.16,19.85,11.26,6.08,185.0,45.96,120.35,,26.44,,31.27,51.53,34.35,34.35,2.03,9.1,,1.29,1.46,,33.56,8.87,2.1,,,30.99,36.18,1.98,2.55,51.52,0.91,29.81,269.91,59,151.08,,35.41,,3.25,49.71,,,10,2736146930271.0005,Telecommunications Equipment,Electronic Technology
AAT,48.79,46.24,,,9.7,8.1,22.2,18.4,28.45,8.5,28.69,6.28,27.59,39.78,0.72,0.99,0.07,26.11,1.84,,145.05,6.23,6.69,1.44,,1.49,5.11,23.61,12.46,22.88,,,,7.17,4.24,0.4,31.33,8.77,5.13,36.77,8.23,,2.74,26.94,62.62,1.87,,15.39,,27.37,1.33,29.34,29.34,12.76,4.51,,2.35,1.15,11.43,14.33,1.33,0.58,,,9.76,19.56,,1.16,1.35,1.84,2.29,628.91,4.67,5.7,,4.27,,3.88,32.23,,,10,1249105589.0,Real Estate Investment Trusts,Finance
ABCL,,42.71,,8.7,,,,,,,34.12,,,40.41,1.86,9.52,9.3,2.48,10.96,,,406.96,,0.07,,,,,,,,,8.29,4.01,,0.79,,,,,,,32.02,1.06,,,,,,,0.66,,,,21.78,,,,,,,,1.98,1.55,,,,,0.75,10.96,,,,,,,,0.74,,,,4,1545160366.0,Biotechnology,Health Technology
ABEV,,74.25,,2.2,20.8,5.4,3.2,9.8,60.73,11,90.83,9.69,,80.96,3.87,0.44,4.44,2.48,1.11,97.74,188.94,24.71,0.13,0.04,,0.79,6.1,9.65,7.22,10.02,9.35,7.17,2.28,2.32,10.36,0.66,25.65,10.51,6.1,13.48,14.15,4.92,6.6,2.66,50.83,7.5,,17.86,,24.06,2.19,13.63,13.05,2.66,2.62,,,,,10.34,1.77,0.48,,,8.12,11.5,1.86,0.77,5.06,0.79,10.57,68.13,19.18,16.5,,16.25,,5.67,13.05,,,10,43328543728.065,Beverages: Alcoholic,Consumer Non-Durables
ABG,11.06,47.9,,50.3,,28.2,37.8,,8.08,24,39.85,,5.36,46.68,2.67,0.03,0.02,223.51,1.25,45.36,16.38,4.15,6.36,1.58,,,,12.89,11.78,,10.86,9.94,0.55,0.61,7.76,0.32,,,,7.7,30.46,,6.95,259.13,17.75,4.56,,2.51,,6.31,1.34,11.47,7.73,0.24,0.29,,0.22,,,,,0.98,,,41.06,,0.31,0.52,,0.45,4.25,19.44,10.28,12.31,,8.62,,,12.22,,,10,4632090814.999999,Specialty Stores,Retail Trade
