Ticker,12-1 Month Momentum %,14-Day RSI,3-1 Month Momentum %,3-Year Average Share Buyback Ratio,3-Year Book Growth Rate,3-Year Dividend Growth Rate,3-Year EBITDA Growth Rate,3-Year EPS without NRI Growth Rate,3-Year FCF Growth Rate,3-Year ROIIC %,3-Year Revenue Growth Rate,5-Day RSI,5-Year Yield-on-Cost %,6-1 Month Momentum %,9-Day RSI,Altman Z-Score,Beneish M-Score,Cash Ratio,Cash-To-Debt,ClosePrice,Current Ratio,Days Inventory,Days Payable,Days Sales Outstanding,Debt-to-EBITDA,Debt-to-Equity,Distress,Dividend Payout Ratio,Dividend Yield %,EV-to-EBIT,EV-to-EBITDA,EV-to-FCF,EV-to-Forward-EBIT,EV-to-Forward-EBITDA,EV-to-Forward-Revenue,EV-to-Revenue,Earnings Yield (Greenblatt) %,Equity-to-Asset,FCF Margin %,FCF Yield %,Forward Dividend Yield %,Forward PE Ratio,Forward Rate of Return (Yacktman) %,Future 3-5Y EPS without NRI Growth Rate Estimate,Future 3-5Y Total Revenue Growth Rate Estimate,GFValue,Gross Margin %,Interest Coverage,Manipulator,N/A,Net Margin %,Not Manipulator,Operating Margin %,PB Ratio,PE Ratio,PE Ratio without NRI,PEG Ratio,PS Ratio,Piotroski F-Score,Price-to-DCF (Earnings Based),Price-to-DCF (FCF Based),Price-to-FFO,Price-to-Free-Cash-Flow,Price-to-GF-Value,Price-to-Graham-Number,Price-to-Median-PS-Value,Price-to-Net-Cash,Price-to-Net-Current-Asset-Value,Price-to-Operating-Cash-Flow,Price-to-Owner-Earnings,Price-to-Peter-Lynch-Fair-Value,Price-to-Projected-FCF,Price-to-Tangible-Book,Quick Ratio,ROA %,ROC (Joel Greenblatt) %,ROCE %,ROE %,ROIC,ROIC %,Safe,Shareholder Yield %,Shiller PE Ratio,WACC,WACC vs ROIC,Years of Profitability over Past 10-Year,Market Capitalization,Industry,Sector
ABM,32.96,37.68,9.38,2.6,6.2,5.8,5.2,24.3,,,12.8,38.66,2.32,16.03,37.14,2.8,,0.05,0.04,51.68,1.33,,,56.48,4.47,0.82,,0.26,1.83,20.7,13.91,27.04,11.03,8.76,0.53,0.54,4.83,0.35,2,5.2,2.07,13.84,25.03,8.13,2.33,52.17,,2.5,,,0.98,,2.54,1.8,40.69,15.16,1.3,0.38,,0.79,1.7,,19.58,0.99,,0.99,,,14.45,61.27,0.82,0.91,,1.33,1.63,40.75,5.81,4.49,,3.02,,3.91,27.94,,,10,2657328642.9999995,Miscellaneous Commercial Services,Commercial Services
ABT,0.96,40.94,,0.7,6.3,12.3,6.8,6.7,,,5.8,34.45,3.64,12.08,38.73,5.16,,0.52,0.52,113.19,1.6,134.18,82.06,59.46,1.42,0.38,,0.48,1.95,27.48,19.11,31.18,21.47,16.86,4.49,4.91,3.64,0.54,15.74,3.3,2.08,21.96,11.42,8.71,6.39,109.37,55.55,11.5,,,13.99,,16.24,4.93,34.4,25.04,2.18,4.82,,1.35,1.58,,30.49,1.03,4.99,1.11,,,22.68,39.85,3.1,1.89,22.33,1.14,7.9,65.41,12.45,14.86,,10.65,,3.5,40.43,,,10,176555322492.0,Medical Specialties,Health Technology
ACAD,,49.66,27.35,,,,38.8,40.9,46.1,223.57,16.4,40.88,,8.3,46.93,2.9,,1.64,11.45,17.9,2.29,235.21,82.57,38.31,0.4,0.09,,,,20.99,18.92,11.62,14.4,17.76,2.3,2.54,4.76,0.59,21.82,6.81,,23.61,,,16.22,34.34,91.61,,,,13.83,,12.08,5.16,22.95,22.95,1.03,3.19,,,,,14.61,0.52,2.54,,17.9,7.65,14.61,22.34,,,6.3,2.11,15.57,203.67,21.17,27.32,,51.02,,,,,,,4047377469.0,Pharmaceuticals: Major,Health Technology
ACHC,,67.74,,,12.2,,,16.9,,,10.9,86.87,,,78.53,1.82,,0.13,0.04,45.41,1.07,18.46,542.09,44.04,3.16,0.66,,,,12.67,9.77,,9.8,7.74,1.77,1.99,7.89,0.52,,,,13.1,0.66,9.62,8.87,85.6,96.45,5.11,,,8.99,,17.48,1.37,14.89,12.95,,1.33,,,,,,0.53,1.86,0.62,,,32.16,,,1.37,6.01,1.06,5.05,19.42,10.06,9.78,,8.25,,,133.56,,,7,6460318360.000001,Medical/Nursing Services,Health Services
ACHR,43.49,48,162.59,,100.9,,,,,,,26.38,,75.85,40.46,,,5.79,,,6.03,,,,,,,,,,,,,,80.27,,,,,,,,,25.03,,,,,,,,,,7.48,,,,,,,,,,,,,10.97,10.29,,,,,7.48,6.03,,,,,,,,,,,,,1649497955.0,Aerospace & Defense,Electronic Technology
ACIW,75.63,42.32,3.61,2.6,5.9,,7,21.8,,142.28,6.8,38.49,,37.3,40.38,3.58,,0.26,0.17,51.62,1.56,,21.51,50.45,2.07,0.77,,,,16.85,12.58,22.33,,13.82,3.6,3.85,5.93,0.43,17.25,5.16,,27.46,13.39,23.1,7.94,34.16,52.2,4.73,,,14.04,,22.14,4.07,24.35,22.25,1.85,3.44,,1.13,1.71,,19.87,1.51,,1.32,,,17.41,22.26,2.15,1.53,,1.56,6.9,262.89,15.7,17.86,,8.99,,3.55,52.67,,,10,2556336665.0,Packaged Software,Technology Services
ACLX,49.17,31.11,,,,,2.6,0.1,,,,19.16,,43.45,26.05,7.88,,4.19,8.79,67.36,4.29,,,71.34,,0.14,,,,,,900.52,,,34.68,20.71,,0.63,2.3,0.1,,,,,15.73,0.0,,,,,,,,7.53,,,,22.25,,,,,458.22,,,,12.45,11.9,140.38,,,,7.53,4.29,,,,,,,,0.36,,,,,1598748014.0,Biotechnology,Health Technology
ACM,25.9,35.29,8,2.5,,,13,17,11,,9.8,26.21,0.86,34.36,30.39,2.38,,0.25,0.52,108.47,1.13,,56.38,59.69,2.8,1.39,,0.19,0.86,17.33,14.47,22.12,14.13,12.6,2.01,0.97,5.77,0.18,4.4,4.93,0.97,21.29,10.28,11.43,4.13,102.43,6.73,4.98,,,2.5,,5.74,6.58,36.65,24,2.47,0.91,,,,,20.9,1.06,,1.92,,,17.86,44.62,3.95,1.93,,1.13,3.46,112.49,16.41,18.05,,11.41,,3.51,159.51,,,7,11643339642.999998,Engineering & Construction,Industrial Services
ACN,5.09,43.96,0.51,0.4,13.6,13.6,5.4,10.7,1.4,10.85,9.3,37.29,2.71,22.83,41.59,6.81,,0.48,1.02,349.14,1.47,,20.16,70.39,0.7,0.28,,0.44,1.54,21.71,18.96,24.24,20.53,16.77,3.2,3.31,4.61,0.49,13.65,4.15,1.7,27.26,12.46,9.1,7.13,335.5,32.45,133.92,,,11.41,,15.04,7.48,29.29,28.43,3.06,3.36,,1.37,1.07,,24.5,1.04,7.03,1.17,,,22.95,34.34,3.24,1.71,39.1,1.47,13.88,245.06,27.33,27.23,,19.83,,1.96,37.42,,,10,207617355910.0,Information Technology Services,Technology Services
ACVA,47.14,45.85,18.28,,,,,,,,30.6,39.95,,27.08,43.11,3.56,,0.68,2.5,20.78,1.51,,452.01,118.12,,0.25,,,,,,388.23,,,4.25,5.55,,0.44,1.43,0.24,,544.05,,,28,19.17,51.48,,,,,,,7.61,,,,5.7,,,,,424.06,1.08,,,,56.16,81.81,,,,30.56,1.51,,,,,,,,,,,,,2506975976.0,Internet Retail,Retail Trade
ADBE,,21.2,8.63,2.5,0.9,,8.8,13.9,6.9,48.68,13.3,5.24,,,13.67,9.95,,0.75,1.3,408.5,1.07,,51.08,33.15,0.76,0.43,,,,24.91,22.23,22.46,16.44,15.24,7.53,8.22,4.01,0.47,36.61,4.38,,20.02,18.75,11.89,9.61,570.14,89.04,45.8,,,25.85,,36,12.75,32.94,22.18,1.36,8.54,,0.71,0.74,,23.27,0.72,18.2,0.67,,,22.73,30.56,1.46,1.72,334.84,1.07,18.71,304.83,35.09,36.84,,23.74,,4.39,48.98,,,10,241068062221.0,Packaged Software,Technology Services
ADC,18.46,30.11,1.01,,5.9,6.7,5.7,1.7,14.6,3.33,5.9,19.05,5.95,19.22,26.01,1.65,,0.08,0.01,69.52,0.74,,573.52,54.1,5.08,0.51,,1.67,4.34,34.59,19.48,23.4,30.03,18.07,15.62,17.09,2.89,0.65,73.03,5.81,4.39,37.22,12.19,4.01,10.32,74.62,87.94,2.87,,,31.62,,48.86,1.41,38.41,38.99,6.29,11.72,,3.38,1.26,16.45,15.99,0.93,1.71,0.93,,,15.99,,5.9,0.98,1.68,0.74,2.41,,3.83,3.64,,3.69,,,30.9,,,10,5725111028.0,Real Estate Investment Trusts,Finance
ADEA,15.25,43.21,18.57,,,,,,,13.28,,24.35,0.28,21.97,35.58,1.99,,1.25,0.17,12.69,3.42,,,38.31,2.94,1.41,,0.19,1.54,18.79,10.33,14.38,,,4.8,5.46,5.32,0.35,37.93,9.4,1.54,9.01,13.11,,,9.72,,1.91,,,12.01,,30.96,3.67,35.25,11.86,3.83,4.18,,,,,10.99,1.31,,2,,,9.92,14.96,,0.65,,3.42,3.78,475.57,9.9,11.55,,10.09,,9.57,97.62,,,5,1062196184.9999998,Packaged Software,Technology Services
ADI,14.46,45.48,,1.9,,10.4,9.3,16.8,1.7,,1.2,40.07,2.98,,44.12,5.54,,0.79,0.31,212.95,1.84,136.23,40.16,47.5,1.82,0.22,,0.89,1.73,52.72,26.33,35.45,30.35,22.98,10.77,11.74,1.9,0.73,33.12,2.95,1.73,30,16.95,20.61,10.88,154.07,57.08,6.42,,,17.35,,21.96,3,64.73,52.41,4.81,11.24,,2.74,1.8,,33.95,1.38,,1.62,,,27.54,35.37,3.75,1.73,,1.35,3.37,46.57,4.62,4.63,,4.23,,1.47,49.18,,,10,90112565563.0,Semiconductors,Electronic Technology
ADM,,49.64,,2.6,9.4,7.7,25.1,24.8,,89.18,15,69.72,5,,56.26,3.1,,0.04,0.07,52.12,1.4,50.57,24.48,21.74,2.74,0.52,,0.39,3.81,11.71,8.52,10.01,13.57,9.49,0.42,0.41,8.54,0.42,4.05,14.14,3.81,11.03,23.23,,,78.73,7.08,3.58,,,2.07,,2.85,1.13,14.81,10.55,0.58,0.3,,,,,7.62,0.66,0.88,0.75,,,5.31,7.1,0.55,1.36,1.66,0.84,3.34,14.4,8.6,7.7,,4.13,,16.78,11.43,,,10,42539663009.00001,Agricultural Commodities/Milling,Process Industries
ADNT,,35.16,,3.5,,,,,,,4.5,31.16,,,33.86,1.73,,0.26,0.39,17.1,1.11,21.21,66.18,45.49,3.67,1.13,,,,10.1,4.99,11.82,7.44,4.07,0.2,0.22,9.9,0.23,1.89,19.09,,8.71,26.83,29.98,,37.55,6.32,2.09,,,0.12,,2.72,0.68,74.35,9.3,0.48,0.1,,,,,5.49,0.46,,,,,2.8,8.49,0.45,0.51,,0.9,0.19,23.38,5.76,0.85,,4.79,,23.3,,,,5,3590797312.0,Auto Parts: OEM,Producer Manufacturing
ADP,28.45,38.86,5.34,1.2,,13.8,15.3,15.1,13,13.01,9,34.7,3.48,29.08,36.54,3.01,,0.19,0.79,290.2,1.01,,3.27,65.98,1.56,1.75,,0.59,1.99,21.92,19.87,29.15,22.17,20.48,5.82,6.44,4.56,0.11,22.11,3.45,2.13,29.16,14.97,8.76,7.46,274.72,42.56,9.92,,,20.87,,21.92,22.12,30.97,30.77,2.54,6.45,,1.51,1.66,,29.23,1.06,9.9,1.26,,,25.63,42.05,2.46,2.94,71.65,1.01,7.01,518.83,59.25,86.24,,6.18,,1.89,43.57,,,10,101064499899.00002,Data Processing Services,Technology Services
ADSK,27.29,36.83,9.46,0.9,25.4,,21.7,23.3,,,14.2,26.4,,23.05,31.6,5.57,,0.38,0.66,284.82,0.65,,102.91,35.66,1.75,0.99,,,,47.79,42.25,49.66,31.31,29.18,9.05,10.45,2.09,0.26,21.04,2.04,,30.9,22.39,11.61,11.74,262.93,90.71,,,,18.3,,21.86,23.46,56.51,34.4,0.63,10.38,,,,,49.2,1.08,,0.97,,,45.65,96.82,1.38,2.74,,0.65,11.12,392,23.35,51.52,,9.86,,0.73,212.55,,,6,45606470933.0,Packaged Software,Technology Services
ADT,12.42,37.94,9.24,,3.7,,,,,,,29.59,3.22,1.66,35.84,0.4,,0.08,0.01,6.92,0.81,70.1,85.15,27.53,4.22,1.98,,0.38,3.22,28.35,7.51,12.44,,5.15,2.73,2.66,3.53,0.24,21.42,17.92,3.22,8.53,8.77,26.47,2.59,6.62,78.76,1.95,,,17.19,,20.04,1.62,7.21,13.28,,1.26,,,,,6.01,1.05,,,,,3.64,4.81,,0.55,,0.64,5.45,14.81,3.29,24.01,,10.07,,36.76,,,,3,5285531149.0,Miscellaneous Commercial Services,Commercial Services
ADUS,38.74,48,,,9.9,,22.2,30.1,,18.33,10.6,40.58,,3.51,45.46,8.55,,1.41,4.48,126.34,2.11,,11.17,35.23,0.41,0.05,,,,19.61,17.35,16.61,13.49,12.13,1.44,1.85,5.1,0.82,11.15,5.52,,21.29,23.67,13.89,13.88,101.05,32.28,12.12,,,6.5,,9.15,2.42,28.91,24.39,1.3,1.88,,1.01,0.54,,17.04,1.25,3.55,1.22,130.25,17.97,15.81,19.56,1.25,1.25,11.6,2.11,6.89,155.12,11.61,9.24,,9.02,,2.93,51.36,,,10,1355869330.0,Medical/Nursing Services,Health Services
AEE,23.66,43.23,6.33,,6.5,8,7.3,6.3,10.2,5.28,6.9,41.86,4.19,27.06,42.01,0.88,,,,88.81,0.63,73.28,83.66,27.63,5.15,1.54,,0.61,3.03,21.34,11.82,,19,10.93,5,5.74,4.69,0.27,,,3.03,17.99,1.16,7.85,3.97,83.35,49.45,2.94,,,15.52,,25.95,2,20.9,20.69,3.76,3.23,,1.5,,,,1.07,1.38,1.24,,,9.55,,2.98,,2.08,0.41,2.73,5.71,5.17,9.9,,3.91,,,22.43,,,10,21222279644.0,Electric Utilities,Utilities
AEHR,,59.22,,,99.7,,,,,52.85,46.7,48.42,,,57.21,13.52,,2.45,5.64,15.99,6.03,461.76,71.29,51.67,0.87,0.06,,,,74.24,58.72,,,,,7.74,1.35,0.84,,,,53.3,,,24.38,21.78,50.48,,,,49.64,,10.43,3.86,16.32,14.67,,8.04,,,,,,0.73,1.75,3.03,32.63,6.8,2665.02,26.82,,4.61,4.72,3.24,25.04,13.84,5.89,29.87,,34.92,,,,,,4,1353850723.0,Electronic Production Equipment,Electronic Technology
AEIS,13.13,52.44,8.49,0.9,13,,,,,,6.1,48.22,0.35,4.92,51.39,4.56,,2.25,0.99,117.35,4.62,139.39,54.35,65.57,5.33,0.57,,0.11,0.35,80.22,35.93,60.5,,12.08,2.82,3.03,1.25,0.53,5.01,1.67,0.35,23.52,15.08,,,85.47,35.16,2.31,,,2.91,,4.34,3.8,102.94,32.15,2.4,3,,1.64,3.89,,59.5,1.37,2.96,1.05,,13.94,33.37,91.76,2.54,1.81,6.14,3.32,1.74,8.27,2.59,3.75,,8.16,,,41.61,,,9,3937546139.0,Electronic Production Equipment,Electronic Technology
AEM,61.95,58.49,6.16,,20.5,20.8,11.4,7.9,4,4.55,3.1,75.44,8.38,15.05,64.69,3.5,,0.59,0.61,82.36,1.75,111.46,54.12,0.39,0.48,0.08,,0.47,1.97,23.61,12.92,24.49,11.56,7.87,4.49,5.5,4.24,0.69,23.84,4.5,1.97,16.48,11.4,28.42,14.58,64.78,40.9,27.86,,,13.05,,34.15,2.15,41.18,23.96,0.94,5.63,,,,,23.45,1.27,1.75,1.27,,,12.31,27.12,2.76,1.97,2.69,0.83,3.5,8.35,6.58,5.13,,5.69,,2.37,54.54,,,9,24264092594.047283,Precious Metals,Non-Energy Minerals
AEO,,37.09,,,10.5,45.5,,,66.4,90.5,5.8,25.91,2.81,,33.88,3.71,,0.19,0.12,15.49,1.57,78.76,29.59,15.73,2.12,0.8,,0.3,3.22,10.06,6.62,22.62,9.11,6.25,0.78,0.8,9.94,0.47,3.56,6.46,3.22,8.54,1.75,9.71,2.95,17.9,38.95,,,,4.28,,8,1.7,13.24,9.39,,0.56,,,,,15.7,0.87,0.92,0.7,,,7.8,42.3,,1.01,2.01,0.63,6.46,18.28,15.69,13.34,,11.06,,8.41,13.35,,,9,3043221255.9999995,Apparel/Footwear Retail,Retail Trade
AEP,15.22,51.43,,,5.1,5.9,3.4,0.9,1.3,4.72,6.7,70.2,5,7.76,58.24,0.88,,0.04,0.01,94.54,0.57,84.7,104.49,18.81,5.79,1.66,,0.71,3.77,21.78,12.25,,16.81,10.66,4.23,4.77,4.59,0.27,,,3.93,16.04,1,13,4.64,94.86,61.23,2.17,,,13.46,,20.61,1.89,19.06,18.98,3.45,2.6,,,,,,1,1.26,1.09,,,7.87,,,11.12,1.89,0.41,2.7,5.48,4.94,10.22,,4.35,,0.78,20.11,,,10,41234689544.0,Electric Utilities,Utilities
AER,29.71,43.39,2.15,,6.4,,,5.5,,3.17,,32.92,0.81,2.56,40.11,0.74,,2.25,0.08,94.7,4.5,5.24,57.13,3.06,10.49,2.89,,0.05,0.81,30.33,13.54,,15.95,9.39,7.73,8,3.3,0.23,,,1.05,7.79,,12.77,2.68,85.86,32.61,,,,32.41,,26.37,1.07,7.65,9.72,,2.36,,,,,,1.1,0.74,1.41,,,3.42,7.3,,1.58,1.25,4.45,3.53,3.38,2.94,15.15,,2.69,,12,14.77,,,8,14432429370.0,Finance/Rental/Leasing,Finance
AES,,32.17,,,,5,,6.9,,,7.2,18.34,7.5,,27.77,0.41,,0.16,0.07,11.69,0.85,25.49,94.7,48.4,11.13,8.95,,0.3,5.88,28.27,15.26,,9.6,6.55,2.05,3.29,3.54,0.07,,,5.91,5.69,,6.76,2.74,21.43,19.44,1.43,,,8.34,,17.25,2.52,8.12,5.04,,0.7,,,,,,0.55,1.35,0.71,,,3.48,,,,8.17,0.8,2.2,4.62,3.9,35.23,,17.84,,,,,,6,11544405347.0,Electric Utilities,Utilities
AESC,,33.44,,,,5,,6.9,,,7.2,31.68,,,32.68,0.41,,0.16,0.07,62.61,0.85,25.49,94.7,48.4,11.13,8.95,,,,28.27,15.26,,,,,3.29,3.54,0.07,,,,6.72,,6.76,2.74,0.0,19.44,1.43,,,8.34,,17.25,2.6,8.35,5.18,,0.7,,,,,,,,,,,3.59,,,,,0.8,2.2,4.62,3.9,35.23,,17.84,,,,,,6,11544405347.0,Electric Utilities,Utilities
AFRM,52.25,36.74,57.87,,,,85.6,17.5,,1.59,11.1,19.62,,135.43,29.4,2.22,,15.58,0.3,54.69,64.66,,18.63,43.32,66.55,2.51,,,,,207.26,58.28,32.13,34.11,7.21,8.78,,0.28,15.07,2.24,,,,,26.06,39.6,65.71,,,,,,,6.06,,,,6.77,,,,,45.17,1.38,,,,11.49,31.34,,,,7.51,64.66,,,,,,,,,,,,,7293861260.0,Finance/Rental/Leasing,Finance
AFYA,,38.26,0.19,1.2,12.1,,32.7,10.6,54.7,11.9,37.5,31,,,35.75,2.13,,0.9,0.27,15.2,1.6,0.45,126.67,62.76,2.29,0.76,,,,9.49,7.07,10.26,8.54,6.56,2.81,2.84,10.54,0.47,27.65,12.32,,10.33,27.73,30.26,4.43,17.17,62.43,2.75,,,18.26,,29.03,1.85,12.38,13.44,0.32,2.3,,,,,8.36,0.89,,,,,5.71,10.79,0.54,0.7,,1.6,7.26,66.82,13.65,15.16,,12.45,,1.28,,,,7,1469574000.0000002,Other Consumer Services,Consumer Services
AG,16.58,48.53,,,9.1,,,,,,8,56.67,0.32,,51.84,1.74,,1.86,0.94,5.55,3.03,51.44,36.36,8.18,2.7,0.17,,,0.32,,20.63,,,,3.26,3.38,,0.7,,,0.34,20.56,18.72,,5.53,5.96,11.66,,,,,,,1.3,,,,3.28,,,,,,0.93,,0.84,,,19.24,,,4.63,1.3,2.45,,,,,,,,,,,,2,1664184423.375635,Precious Metals,Non-Energy Minerals
