Ticker,12-1 Month Momentum %,14-Day RSI,3-1 Month Momentum %,3-Year Average Share Buyback Ratio,3-Year Book Growth Rate,3-Year Dividend Growth Rate,3-Year EBITDA Growth Rate,3-Year EPS without NRI Growth Rate,3-Year FCF Growth Rate,3-Year ROIIC %,3-Year Revenue Growth Rate,5-Day RSI,5-Year Yield-on-Cost %,6-1 Month Momentum %,9-Day RSI,Altman Z-Score,Cash Ratio,Cash-To-Debt,ClosePrice,Current Ratio,Days Inventory,Days Payable,Days Sales Outstanding,Debt-to-EBITDA,Debt-to-Equity,Distress,Dividend Payout Ratio,Dividend Yield %,EV-to-EBIT,EV-to-EBITDA,EV-to-FCF,EV-to-Forward-EBIT,EV-to-Forward-EBITDA,EV-to-Forward-Revenue,EV-to-Revenue,Earnings Yield (Greenblatt) %,Equity-to-Asset,FCF Margin %,FCF Yield %,Forward Dividend Yield %,Forward PE Ratio,Forward Rate of Return (Yacktman) %,Future 3-5Y EPS without NRI Growth Rate Estimate,Future 3-5Y Total Revenue Growth Rate Estimate,GFValue,Gross Margin %,Interest Coverage,N/A,Net Margin %,Not Manipulator,Operating Margin %,PB Ratio,PE Ratio,PE Ratio without NRI,PEG Ratio,PS Ratio,Piotroski F-Score,Price-to-DCF (Earnings Based),Price-to-DCF (FCF Based),Price-to-FFO,Price-to-Free-Cash-Flow,Price-to-GF-Value,Price-to-Graham-Number,Price-to-Median-PS-Value,Price-to-Net-Cash,Price-to-Net-Current-Asset-Value,Price-to-Operating-Cash-Flow,Price-to-Owner-Earnings,Price-to-Peter-Lynch-Fair-Value,Price-to-Projected-FCF,Price-to-Tangible-Book,Quick Ratio,ROA %,ROC (Joel Greenblatt) %,ROCE %,ROE %,ROIC,ROIC %,Safe,Shareholder Yield %,Shiller PE Ratio,WACC,WACC vs ROIC,Years of Profitability over Past 10-Year,Market Capitalization,Industry,Sector
A,,48.77,,1.9,5,6.8,3.9,10.3,3.7,5.12,2.8,50.86,1,5.61,48.05,5.21,0.7,0.39,135.54,2.09,123.03,58.99,66.16,1.81,0.58,,0.18,0.69,25.26,21.8,29.75,23.55,20.96,5.96,6.28,3.96,0.5,21.09,3.54,0.73,24.35,15.27,8.61,5.95,135.75,54.3,15.5,,19.8,,22.86,6.57,30.73,25.68,2.25,6.06,,0.82,1.42,,28.73,1,7.1,1.2,,,22.53,29.05,2.07,2,44.24,1.58,11.63,71.45,17.6,21.45,,14.54,,3.52,42.05,,,10,33913792728.0,Medical Specialties,Health Technology
AA,31.8,38.86,16.83,1.4,10.2,,,,,75.95,5.9,45.95,1.05,18.19,37.45,1.37,0.38,0.45,37.68,1.41,78.33,59.38,26.65,4.45,0.56,,,1.05,886.76,17.49,,4.9,3.8,0.94,1.05,0.11,0.36,,,1.05,9.24,,,6.69,31.55,11.35,1.6,,,,2.02,1.89,,,,0.67,,,,,,1.19,,,,,18.59,,,1.47,1.95,0.8,,0.18,0.12,,,6.28,,,,,,3,5148271475.0,Aluminum,Non-Energy Minerals
AAL,4.65,68.02,26.64,,10.4,,,,,597.78,27,71.49,,29.79,68.29,0.69,0.33,0.22,17.35,0.57,21.4,22.29,13.62,16.51,,,,,17.74,17.74,,8.55,5.82,0.74,0.79,5.64,,,,,7.7,,12.26,4.05,16.45,20.34,1.4,,0.51,,5.17,,52.58,15.96,,0.22,,,,,,1.05,,0.56,,,5.06,,,,,0.47,0.43,6.13,5.96,,,2.95,,24.25,15.09,,,8,8696254174.0,Airlines,Transportation
AAON,83.3,41.85,27.02,,26.3,8.1,29.5,31.8,,20.3,29.5,30.55,0.39,56.97,35.98,28.88,,,121.42,3.06,92.39,12.1,42.3,0.24,0.09,,0.14,0.26,41.15,33.2,97.47,,,,8.3,2.43,0.77,8.52,1.03,0.26,41.23,20.42,17.97,15.07,80.25,35.65,94.37,,15.78,,20.14,12.51,54.04,54.04,2.15,8.47,,2.91,8.54,,99.58,1.51,6.06,1.64,,50.8,42.14,64.2,2.14,8.23,15.63,1.79,19.56,38.79,29.01,25.52,,21.87,,0.52,107.61,,,10,4968385340.0,Industrial Machinery,Producer Manufacturing
AAP,,53.24,7.39,3.6,,26,,,,,8.9,50.88,48.1,,51.81,1.9,0.08,0.12,44.06,1.34,232.75,194.44,24.05,7.27,1.47,,1.28,2.25,28.95,11.43,27.39,30.12,13.61,0.7,0.49,3.45,0.21,1.77,8.27,2.25,25.86,3.87,,,96.29,40.02,2.38,,0.36,,1.55,1.02,60.6,56.72,,0.21,,,,,12.09,0.46,2.04,0.19,,,6.35,86.07,,0.42,1.66,0.62,0.36,4.12,2.95,1.7,,1.76,,4.2,6.09,,,10,3557510972.0,Specialty Stores,Retail Trade
AAT,25.1,38.04,7.68,,,9.7,8.1,22.2,18.4,28.45,8.5,38.59,6.2,32.64,35.91,0.77,4.87,0.25,26.12,5.78,,148.94,6.31,7.97,1.8,,1.38,5.05,22.05,11.77,23.35,,,,6.89,4.54,0.35,29.66,8.52,5.05,53.56,9.15,,2.77,26.51,63.33,1.92,,16.36,,28.14,1.34,26.94,26.94,11.71,4.34,,2.33,1.28,10.92,14.78,0.99,1.28,0.57,,,9.81,17.91,,1.15,1.36,5.78,2.43,683.81,4.81,6.24,,4.5,,,31.87,,,10,1249105589.0,Real Estate Investment Trusts,Finance
ABBV,18.21,54.64,,,,7.8,9.6,1.7,7.4,21.19,3.8,72.59,5.67,8.34,61.52,1.82,0.17,0.1,178.01,0.65,84.15,73.91,75.86,3.9,11.78,,0.57,3.47,38.56,20.95,24.36,13.94,13.44,6.47,6.88,2.58,0.04,28.13,4.93,3.67,14.59,16.44,7.74,5.5,150.62,67.21,5.43,,9.22,,26.13,52.49,62.22,16.67,1.08,5.72,,0.6,0.66,,20.34,1.18,,1.29,,,19.25,35.88,1.64,1.6,,0.54,3.63,196.81,9.75,59.19,,8.83,,1.69,38.35,,,10,268498884868.0,Pharmaceuticals: Major,Health Technology
ABCL,,54.78,14.94,,8.7,,,,,,,65.28,,4.17,57.21,1.97,8.08,9.01,2.99,9.34,,,376.42,,0.07,,,,,,,,,8.29,9.81,,0.77,,,,,,,22.79,1.0,,,,,,,0.83,,,,26.81,,,,,,2.99,,,2.69,2.06,,,,,0.91,9.34,,,,,,,,1,,,,4,1545160366.0,Biotechnology,Health Technology
ABEV,,30.44,,,2.2,20.8,5.4,3.2,9.8,60.73,11,18.88,9.52,2.87,25.75,3.57,0.59,6.19,1.87,1.2,93.05,189.94,25.24,0.13,0.03,,0.85,5.99,8.8,6.6,8.44,8.01,6.14,1.95,2.11,11.36,0.67,25.25,10.8,5.99,10.39,16.25,3.83,6.6,2.75,50.98,7.91,,16.92,,23.87,1.95,13.72,13.43,2.74,2.33,,,,,9.31,0.68,1.58,0.44,,,7.35,9.95,1.61,0.67,4.27,0.9,10.03,70.19,19.21,15.52,,15.33,,5.85,11.78,,,10,43328543728.065,Beverages: Alcoholic,Consumer Non-Durables
ABG,16.09,43.67,6.42,,50.3,,28.2,37.8,,8.08,24,42.31,,14.99,39.94,2.77,0.03,0.01,244.53,1.2,48.06,16.14,4.32,6.36,1.52,,,,13.6,12.36,38.08,11.54,10.52,0.56,0.6,7.35,0.33,1.58,5.33,,9.13,30.67,,6.25,266.17,17.41,3.89,,2.16,,5.9,1.45,14.11,9.26,0.29,0.31,,0.29,1.61,,18.89,0.92,,1.04,,,9.97,84.44,0.36,0.5,,0.41,3.64,17.42,9.79,10.8,,7.97,,,13.22,,,10,4632090814.999999,Specialty Stores,Retail Trade
