Ticker,12-1 Month Momentum %,14-Day RSI,3-1 Month Momentum %,3-Year Average Share Buyback Ratio,3-Year Book Growth Rate,3-Year Dividend Growth Rate,3-Year EBITDA Growth Rate,3-Year EPS without NRI Growth Rate,3-Year FCF Growth Rate,3-Year ROIIC %,3-Year Revenue Growth Rate,5-Day RSI,5-Year Yield-on-Cost %,6-1 Month Momentum %,9-Day RSI,Altman Z-Score,Beneish M-Score,Cash Ratio,Cash-To-Debt,ClosePrice,Current Ratio,Days Inventory,Days Payable,Days Sales Outstanding,Debt-to-EBITDA,Debt-to-Equity,Distress,Dividend Payout Ratio,Dividend Yield %,EV-to-EBIT,EV-to-EBITDA,EV-to-FCF,EV-to-Forward-EBIT,EV-to-Forward-EBITDA,EV-to-Forward-Revenue,EV-to-Revenue,Earnings Yield (Greenblatt) %,Equity-to-Asset,FCF Margin %,FCF Yield %,Forward Dividend Yield %,Forward PE Ratio,Forward Rate of Return (Yacktman) %,Future 3-5Y EPS without NRI Growth Rate Estimate,Future 3-5Y Total Revenue Growth Rate Estimate,GFValue,Gross Margin %,Interest Coverage,Manipulator,N/A,Net Margin %,Not Manipulator,Operating Margin %,PB Ratio,PE Ratio,PE Ratio without NRI,PEG Ratio,PS Ratio,Piotroski F-Score,Price-to-DCF (Earnings Based),Price-to-DCF (FCF Based),Price-to-FFO,Price-to-Free-Cash-Flow,Price-to-GF-Value,Price-to-Graham-Number,Price-to-Median-PS-Value,Price-to-Net-Cash,Price-to-Net-Current-Asset-Value,Price-to-Operating-Cash-Flow,Price-to-Owner-Earnings,Price-to-Peter-Lynch-Fair-Value,Price-to-Projected-FCF,Price-to-Tangible-Book,Quick Ratio,ROA %,ROC (Joel Greenblatt) %,ROCE %,ROE %,ROIC,ROIC %,Safe,Shareholder Yield %,Shiller PE Ratio,WACC,WACC vs ROIC,Years of Profitability over Past 10-Year,Market Capitalization,Industry,Sector
ABG,16.09,41.13,6.42,,50.3,,28.2,37.8,,8.08,24,35.87,,14.99,36.97,2.76,,0.03,0.01,243.03,1.2,48.06,16.14,4.32,6.36,1.52,,,,13.43,12.21,37.61,11.45,10.44,0.55,0.59,7.45,0.33,1.58,5.47,,8.9,30.94,,6.25,266.68,17.41,3.89,,,2.16,,5.9,1.42,13.75,9.03,0.28,0.3,,0.29,1.6,,18.41,0.91,,1.03,,,9.72,82.33,0.36,0.5,,0.41,3.64,17.42,9.79,10.8,,7.97,,,12.89,,,10,4632090814.999999,Specialty Stores,Retail Trade
ABNB,1.27,47.4,7.82,,38.3,,,,,322.31,8,46.67,,,46.78,4.58,,0.99,4.98,131.41,1.62,,33.1,6.78,0.96,0.27,,,,31.87,31.07,17.77,20.77,20.43,5.96,6.74,3.14,0.38,37.96,5.01,,29.77,,,10.76,168.16,83.07,22.92,,,16.96,,15.01,9.71,46.11,46.11,,7.86,,,,,20.75,0.78,4.68,,,17.78,20.75,34.78,,,10.69,1.62,7.98,839.68,21.23,22.05,,19.8,,4.2,,,,2,92399740712.0,Other Consumer Services,Consumer Services
ABT,8.34,50.17,5.8,0.7,6.3,12.3,6.8,6.7,,,5.8,62.77,3.64,13.66,53.68,5.19,,0.52,0.52,113.11,1.6,134.18,82.06,59.46,1.42,0.38,,0.48,1.95,27.66,19.24,31.39,21.68,17.11,4.52,4.94,3.62,0.54,15.74,3.31,2.09,21.93,11.39,8.87,6.44,109.13,55.55,11.5,,,13.99,,16.24,4.93,34.38,25.02,2.18,4.8,,1.35,1.58,,30.48,1.04,4.98,1.11,,,22.65,39.81,3.1,1.88,22.31,1.14,7.9,65.41,12.45,14.86,,10.65,,3.48,40.42,,,10,176555322492.0,Medical Specialties,Health Technology
ACA,27.81,35.48,13.62,,6.9,,13.2,4.1,,3.27,5.9,24.69,0.21,30.29,28.86,2.75,,1.75,0.61,96.74,3.61,70.83,47.61,57.32,3.31,0.51,,0.06,0.21,26.15,13.9,43,,,1.75,2.09,3.82,0.56,4.86,2.56,0.21,21.87,18.27,27.02,11.51,78.13,19.84,4.58,,,5.17,,7.87,1.94,36.78,29.95,1.48,1.9,,,,,39.07,1.24,2.37,,,,14.94,22.9,1.91,1.31,4.22,2.77,3.4,11.35,5.93,5.41,,5.14,,,,,,9,3644941042.999999,Trucks/Construction/Farm Machinery,Producer Manufacturing
ACAD,,49.83,3.82,,,,38.8,40.9,46.1,223.57,16.4,42.35,,,46.96,3.18,,1.64,11.45,18.35,2.29,235.21,82.57,38.31,0.4,0.09,,,,22.61,20.37,12.52,15.51,19.12,2.48,2.73,4.42,0.59,21.82,6.64,,24.11,,,16.17,34.23,91.61,,,,13.83,,12.08,5.29,23.53,23.53,1.06,3.28,,,,,14.98,0.54,2.6,,18.35,7.84,14.98,22.91,,,6.46,2.11,15.57,203.67,21.17,27.32,,51.02,,,,,,,4047377469.0,Pharmaceuticals: Major,Health Technology
ACHC,,33.66,,,12.2,,,16.9,,,10.9,31.72,,,32.61,1.71,,0.13,0.04,39.65,1.07,18.46,542.09,44.04,3.16,0.66,,,,11.67,9,,9.02,7.12,1.63,1.83,8.57,0.52,,,,11.16,0.87,10.67,8.87,85.32,96.45,5.11,,,8.99,,17.48,1.2,13,11.31,,1.17,,,,,,0.46,1.62,0.54,,,28.08,,,1.19,5.24,1.06,5.05,19.42,10.06,9.78,,8.25,,,116.84,,,7,6460318360.000001,Medical/Nursing Services,Health Services
ACHR,27.04,71.89,163.19,,100.9,,,,,,,79.53,,131.52,74.52,,,5.79,,,6.03,,,,,,,,,,,,,,87.97,,,,,,,,,25.03,,,,,,,,,,8.86,,,,,,,,,,,,,13,12.19,,,,,8.86,6.03,,,,,,,,,,,,,1649497955.0,Aerospace & Defense,Electronic Technology
ACI,,59.58,6.11,,18.8,33.9,6,,,132.17,4.2,71.1,2.44,,62.93,3.53,,0.04,0.02,19.64,0.9,31.65,26.16,3.64,3.36,4.7,,0.19,2.44,14.52,5.99,32.17,12.63,6.55,0.31,0.32,6.89,0.11,0.99,6.91,3.05,8.62,16.33,,1.78,21.49,27.85,3.83,,,1.25,,2.28,3.77,11.49,7.86,0.58,0.14,,,,,14.54,0.91,,,,,4.26,14.42,1.24,0.83,,0.22,3.79,11.26,9.28,37.17,,6.52,,6.96,28.77,,,7,13551493187.000002,Food Retail,Retail Trade
ACLS,,38.67,,0.9,22.7,,62.7,72,31,57.41,34.8,40.18,,,39.3,6.45,,2.3,13.15,69.87,4.45,183.28,30.95,67.21,0.16,0.05,,,,6.57,6.21,9.87,,7.13,1.7,1.61,15.22,0.73,16.36,7.75,,14.2,25.45,,,111.67,44.28,44.08,,,20.65,,21.88,2.33,10.34,10.34,0.21,2.13,,,,,13.05,0.63,1.03,0.94,10.48,2.99,11.86,12.81,0.41,0.96,2.33,3.29,17.31,67.54,25.93,24.8,,28.79,,2.72,22.15,,,9,5489377800.999999,Industrial Machinery,Producer Manufacturing
ACLX,54.66,42.19,7.62,,,,2.6,0.1,,,,50.66,,64.58,42.39,8.75,,4.19,8.79,76.69,4.29,,,71.34,,0.14,,,,,,1015.37,,,39.11,23.35,,0.63,2.3,0.09,,,,,15.73,0.0,,,,,,,,8.57,,,,25.3,,,,,521.7,,,,14.18,13.55,159.77,,,,8.57,4.29,,,,,,,,0.32,,,,,1598748014.0,Biotechnology,Health Technology
ACM,26.14,37.43,13.09,2.5,,,13,17,11,,9.8,28.81,0.82,31.33,31.08,2.39,,0.25,0.52,106.82,1.13,,56.38,59.69,2.8,1.39,,0.19,0.82,17.47,14.58,22.3,14.25,12.71,2.03,0.98,5.72,0.18,4.4,5,0.97,20.97,10.25,11.48,4.13,102.22,6.73,4.98,,,2.5,,5.74,6.48,36.09,23.63,2.44,0.9,,,,,20.55,1.05,,1.89,,,17.59,43.96,3.89,1.9,,1.13,3.46,112.49,16.41,18.05,,11.41,,3.43,156.08,,,7,11643339642.999998,Engineering & Construction,Industrial Services
ACN,2.36,47.12,3.56,0.4,13.6,13.6,5.4,10.7,1.4,10.85,9.3,41.08,2.68,19.45,45.31,6.83,,0.48,1.02,351.79,1.47,,20.16,70.39,0.7,0.28,,0.44,1.52,21.83,19.07,24.38,20.65,16.87,3.22,3.33,4.58,0.49,13.65,4.12,1.68,27.58,12.44,8.87,7.03,334.92,32.45,133.92,,,11.41,,15.04,7.53,29.51,28.65,3.08,3.37,,1.38,1.08,,24.68,1.05,7.08,1.18,,,23.14,34.59,3.26,1.72,39.39,1.47,13.88,245.06,27.33,27.23,,19.83,,1.95,37.7,,,10,207617355910.0,Information Technology Services,Technology Services
ACVA,46.61,53.53,11,,,,,,,,30.6,55.73,,24.57,53.58,3.71,,0.68,2.5,21.6,1.51,,452.01,118.12,,0.25,,,,,,404.96,,,4.44,5.79,,0.44,1.43,0.24,,565.66,,,28.48,18.99,51.48,,,,,,,7.91,,,,5.94,,,,,440.82,1.14,,,,58.38,85.04,,,,31.76,1.51,,,,,,,,,,,,,2506975976.0,Internet Retail,Retail Trade
ADBE,,32.71,,2.5,0.9,,8.8,13.9,6.9,48.68,13.3,28.74,,,29.16,10.58,,0.75,1.3,444.68,1.07,,51.08,33.15,0.76,0.43,,,,27.31,24.37,24.63,18.02,16.71,8.26,9.02,3.66,0.47,36.61,4.02,,21.79,18.44,12.13,9.76,569.24,89.04,45.8,,,25.85,,36,13.88,35.86,24.14,1.48,9.29,,0.77,0.81,,25.3,0.78,19.82,0.72,,,24.73,33.23,1.59,1.87,364.49,1.07,18.71,304.83,35.09,36.84,,23.74,,4,53.29,,,10,241068062221.0,Packaged Software,Technology Services
ADC,23.27,33.77,3.77,,5.9,6.7,5.7,1.7,14.6,3.33,5.9,31.22,5.84,25.95,31.33,1.7,,0.08,0.01,70.45,0.74,,573.52,54.1,5.08,0.51,,1.67,4.26,35.35,19.91,23.91,30.57,18.42,15.98,17.46,2.83,0.65,73.03,5.73,4.31,38,12.03,2.92,11.75,74.23,87.94,2.87,,,31.62,,48.86,1.42,38.92,39.51,6.37,11.82,,3.42,1.27,16.65,16.2,0.95,1.73,0.94,,,16.2,,5.98,1,1.7,0.74,2.41,,3.83,3.64,,3.69,,,31.3,,,10,5725111028.0,Real Estate Investment Trusts,Finance
ADEA,,57.37,0.92,,,,,,,13.28,,49.58,0.26,10.36,55.7,2.08,,1.25,0.17,13.98,3.42,,,38.31,2.94,1.41,,0.19,1.43,19.76,10.87,15.13,,,5.05,5.74,5.06,0.35,37.93,8.54,1.43,9.93,12.03,,,9.69,,1.91,,,12.01,,30.96,4.04,38.83,13.07,4.22,4.59,,,,,12.1,1.44,,2.21,,,10.93,16.51,,0.72,,3.42,3.78,475.57,9.9,11.55,,10.09,,8.96,110.84,,,5,1062196184.9999998,Packaged Software,Technology Services
ADI,8.94,50.78,,1.9,,10.4,9.3,16.8,1.7,,1.2,59.64,2.98,,53.75,5.54,,0.79,0.31,212.46,1.84,136.23,40.16,47.5,1.82,0.22,,0.89,1.73,52.74,26.34,35.47,30.36,22.98,10.77,11.75,1.9,0.73,33.12,2.96,1.73,29.9,16.95,20.61,10.88,153.68,57.08,6.42,,,17.35,,21.96,3,64.58,52.29,4.8,11.24,,2.73,1.8,,33.94,1.38,,1.62,,,27.51,35.33,3.74,1.73,,1.35,3.37,46.57,4.62,4.63,,4.23,,1.51,49.12,,,10,90112565563.0,Semiconductors,Electronic Technology
ADM,,39.58,,2.6,9.4,7.7,25.1,24.8,,89.18,15,42.31,5.2,,39.65,3.1,,0.04,0.07,50.52,1.4,50.57,24.48,21.74,2.74,0.52,,0.39,3.96,11.62,8.45,9.93,13.47,9.41,0.42,0.4,8.61,0.42,4.05,14.59,3.96,10.9,23.28,,,78.66,7.08,3.58,,,2.07,,2.85,1.1,14.35,10.23,0.56,0.29,,,,,7.36,0.64,0.86,0.72,,,5.13,6.9,0.53,1.32,1.61,0.84,3.34,14.4,8.6,7.7,,4.13,,16.93,11.07,,,10,42539663009.00001,Agricultural Commodities/Milling,Process Industries
ADNT,,36.56,,3.5,,,,,,,4.5,42.28,,,36.3,1.73,,0.26,0.39,17.23,1.11,21.21,66.18,45.49,3.67,1.13,,,,10.25,5.06,11.99,7.57,4.13,0.21,0.23,9.76,0.23,1.89,18.94,,8.78,26.61,29.98,,37.57,6.32,2.09,,,0.12,,2.72,0.69,74.91,9.37,0.48,0.11,,,,,5.49,0.46,,,,,2.83,8.56,0.45,0.52,,0.9,0.19,23.38,5.76,0.85,,4.79,,22.54,,,,5,3590797312.0,Auto Parts: OEM,Producer Manufacturing
ADP,32.52,47.32,12.47,1.2,,13.8,15.3,15.1,13,13.01,9,52.13,3.42,29.34,47.23,3.05,,0.19,0.79,292.73,1.01,,3.27,65.98,1.56,1.75,,0.59,1.96,22.36,20.27,29.73,22.62,20.89,5.94,6.57,4.47,0.11,22.11,3.42,2.1,29.41,14.92,8.76,7.46,273.46,42.56,9.92,,,20.87,,21.92,22.31,31.24,31.04,2.57,6.52,,1.53,1.68,,29.49,1.07,9.99,1.28,,,25.84,42.44,2.48,2.96,72.28,1.01,7.01,518.83,59.25,86.24,,6.18,,1.84,43.96,,,10,101064499899.00002,Data Processing Services,Technology Services
ADUS,26.98,54.27,,,9.9,,22.2,30.1,,18.33,10.6,47.63,,6.2,54.13,8.55,,1.41,4.48,125.35,2.11,,11.17,35.23,0.41,0.05,,,,19.62,17.35,16.61,13.5,12.13,1.44,1.85,5.1,0.82,11.15,5.56,,21.12,23.67,13.89,13.9,100.07,32.28,12.12,,,6.5,,9.15,2.4,28.68,24.2,1.29,1.86,,1,0.54,,16.89,1.25,3.52,1.21,129.23,17.83,15.67,19.44,1.24,1.24,11.51,2.11,6.89,155.12,11.61,9.24,,9.02,,2.93,50.93,,,10,1355869330.0,Medical/Nursing Services,Health Services
AEE,32.47,48.85,9.82,,6.5,8,7.3,6.3,10.2,5.28,6.9,53.18,4.16,33.89,49.25,0.89,,,,89.14,0.63,73.28,83.66,27.63,5.15,1.54,,0.61,3.01,21.49,11.9,,19.13,11.01,5.03,5.78,4.65,0.27,,,3.01,18.06,1.23,7.85,3.97,83.18,49.45,2.94,,,15.52,,25.95,2.01,20.97,20.76,3.77,3.25,,1.51,,,,1.07,1.39,1.24,,,9.58,,2.99,,2.08,0.41,2.73,5.71,5.17,9.9,,3.91,,,22.52,,,10,21222279644.0,Electric Utilities,Utilities
AEHR,,69.22,,,99.7,,,,,52.85,46.7,82.94,,5.58,75.26,13.7,,2.45,5.64,16.63,6.03,461.76,71.29,51.67,0.87,0.06,,,,75.41,59.64,,,,,7.86,1.33,0.84,,,,55.43,,,24.38,21.6,50.48,,,,49.64,,10.43,4.02,16.97,15.26,,8.36,,,,,,0.77,1.82,3.16,33.94,7.08,2771.67,27.86,,4.79,4.91,3.24,25.04,13.84,5.89,29.87,,34.92,,,,,,4,1353850723.0,Electronic Production Equipment,Electronic Technology
AEIS,2.12,49.11,9.43,0.9,13,,,,,,6.1,44.46,0.35,6.41,46.85,4.5,,2.25,0.99,115.63,4.62,139.39,54.35,65.57,5.33,0.57,,0.11,0.35,78.37,35.1,59.1,,12.08,2.76,2.96,1.28,0.53,5.01,1.69,0.35,23.11,15.14,,,85.15,35.16,2.31,,,2.91,,4.34,3.74,101.43,31.68,2.36,2.95,,1.62,3.84,,58.64,1.36,2.92,1.04,,13.73,32.84,90.41,2.5,1.78,6.05,3.32,1.74,8.27,2.59,3.75,,8.16,,,41.04,,,9,3937546139.0,Electronic Production Equipment,Electronic Technology
AEM,49.09,40.42,2.11,,20.5,20.8,11.4,7.9,4,4.55,3.1,34.2,8.73,25.87,36.94,3.28,,0.59,0.61,78.21,1.75,111.46,54.12,0.39,0.48,0.08,,0.47,2.05,23.08,12.67,22.66,11.1,7.55,4.2,5.41,4.33,0.69,23.84,4.49,2.05,15.76,11.57,28.31,14.48,64.49,40.9,27.86,,,13.05,,34.15,2.03,41.13,24.11,0.95,5.3,,,,,22.24,1.21,1.65,1.2,,,11.66,25.62,2.61,1.86,2.55,0.83,3.5,8.35,6.58,5.13,,5.69,,2.58,51.63,,,9,24264092594.047283,Precious Metals,Non-Energy Minerals
AEP,23.61,40,,,5.1,5.9,3.4,0.9,1.3,4.72,6.7,48.54,5.13,13.13,41.05,0.87,,0.04,0.01,92.23,0.57,84.7,104.49,18.81,5.79,1.66,,0.71,3.87,21.62,12.17,,16.68,10.59,4.2,4.74,4.63,0.27,,,4.03,15.69,0.94,13,4.64,94.36,61.23,2.17,,,13.46,,20.61,1.85,18.59,18.52,3.37,2.49,,,,,,0.98,1.23,1.07,,,7.62,,,10.85,1.85,0.41,2.7,5.48,4.94,10.22,,4.35,,0.8,19.62,,,10,41234689544.0,Electric Utilities,Utilities
AER,33.02,48.85,4.38,,6.4,,,5.5,,3.17,,54.75,0.78,5.52,49.86,0.74,,2.25,0.08,95.7,4.5,5.24,57.13,3.06,10.49,2.89,,0.05,0.78,30.47,13.61,,15.95,9.39,7.73,8.04,3.28,0.23,,,1.04,7.9,,12.74,2.68,85.79,32.61,,,,32.41,,26.37,1.08,7.73,9.82,,2.43,,,,,,1.12,0.74,1.42,,,3.42,7.38,,1.6,1.27,4.45,3.53,3.38,2.94,15.15,,2.69,,11.81,14.94,,,8,14432429370.0,Finance/Rental/Leasing,Finance
AES,,38.92,,,,5,,6.9,,,7.2,37.07,6.84,,39.47,0.42,,0.16,0.07,12.87,0.85,25.49,94.7,48.4,11.13,8.95,,0.3,5.36,28.69,15.48,,9.76,6.66,2.09,3.34,3.49,0.07,,,5.39,6.27,,6.76,2.74,21.4,19.44,1.43,,,8.34,,17.25,2.78,8.94,5.55,,0.75,,,,,,0.6,1.49,0.78,,,3.84,,,,9,0.8,2.2,4.62,3.9,35.23,,17.84,,,,,,6,11544405347.0,Electric Utilities,Utilities
AESC,,32.68,,,,5,,6.9,,,7.2,31.63,,,32.95,0.42,,0.16,0.07,62.61,0.85,25.49,94.7,48.4,11.13,8.95,,,,28.69,15.48,,,,,3.34,3.49,0.07,,,,6.72,,6.76,2.74,0.0,19.44,1.43,,,8.34,,17.25,2.78,8.94,5.55,,0.75,,,,,,,,,,,3.84,,,,,0.8,2.2,4.62,3.9,35.23,,17.84,,,,,,6,11544405347.0,Electric Utilities,Utilities
AFRM,33.43,49.7,66.11,,,,85.6,17.5,,1.59,11.1,39.54,,124.46,45.02,2.36,,15.58,0.3,60.9,64.66,,18.63,43.32,66.55,2.51,,,,,223.48,62.85,34.64,36.78,7.79,9.47,,0.28,15.07,2.01,,,,,26.03,39.2,65.71,,,,,,,6.74,,,,7.57,,,,,50.33,1.55,,,,12.79,34.9,,,,8.37,64.66,,,,,,,,,,,,,7293861260.0,Finance/Rental/Leasing,Finance
AFYA,,48.64,,1.2,12.1,,32.7,10.6,54.7,11.9,37.5,63.08,,,52.74,2.19,,0.9,0.27,15.88,1.6,0.45,126.67,62.76,2.29,0.76,,,,9.91,7.38,10.7,8.87,6.82,2.91,2.96,10.09,0.47,27.65,11.79,,10.76,27.28,30.71,3.96,16.97,62.43,2.75,,,18.26,,29.03,1.93,12.93,14.04,0.34,2.4,,,,,8.75,0.94,,,,,5.98,11.25,0.56,0.73,,1.6,7.26,66.82,13.65,15.16,,12.45,,1.2,,,,7,1469574000.0000002,Other Consumer Services,Consumer Services
AG,,38,,,9.1,,,,,,8,35.77,0.33,3.19,36.14,1.62,,1.86,0.94,5.49,3.03,51.44,36.36,8.18,2.7,0.17,,,0.33,,20.53,,,,3.08,3.36,,0.7,,,0.35,19.26,18.63,,5.53,5.97,11.66,,,,,,,1.28,,,,3.23,,,,,,0.92,,0.83,,,18.99,,,4.58,1.28,2.45,,,,,,,,,,,,2,1664184423.375635,Precious Metals,Non-Energy Minerals
