Ticker,12-1 Month Momentum %,14-Day RSI,3-Year Average Share Buyback Ratio,3-Year Book Growth Rate,3-Year Dividend Growth Rate,3-Year EBITDA Growth Rate,3-Year EPS without NRI Growth Rate,3-Year FCF Growth Rate,3-Year Revenue Growth Rate,5-Day RSI,5-Year Yield-on-Cost %,6-1 Month Momentum %,9-Day RSI,Altman Z-Score,Cash Ratio,Cash-To-Debt,ClosePrice,Current Ratio,Days Inventory,Days Payable,Days Sales Outstanding,Debt-to-EBITDA,Debt-to-Equity,Distress,Dividend Payout Ratio,Dividend Yield %,EV-to-EBIT,EV-to-EBITDA,EV-to-FCF,EV-to-Forward-EBIT,EV-to-Forward-EBITDA,EV-to-Forward-Revenue,EV-to-Revenue,Earnings Yield (Greenblatt) %,Equity-to-Asset,FCF Margin %,FCF Yield %,Forward Dividend Yield %,Forward PE Ratio,Forward Rate of Return (Yacktman) %,Future 3-5Y EPS without NRI Growth Rate,Future 3-5Y Total Revenue Growth Rate,GFValue,Gross Margin %,Interest Coverage,N/A,Net Margin %,Not Manipulator,Operating Margin %,PB Ratio,PE Ratio,PE Ratio without NRI,PEG Ratio,PS Ratio,Piotroski F-Score,Price-to-DCF (Earnings Based),Price-to-DCF (FCF Based),Price-to-FFO,Price-to-Free-Cash-Flow,Price-to-Graham-Number,Price-to-Median-PS-Value,Price-to-Net-Cash,Price-to-Net-Current-Asset-Value,Price-to-Operating-Cash-Flow,Price-to-Owner-Earnings,Price-to-Peter-Lynch-Fair-Value,Price-to-Projected-FCF,Price-to-Tangible-Book,Quick Ratio,ROA %,ROC (Joel Greenblatt) %,ROCE %,ROE %,ROIC,ROIC %,Safe,Shareholder Yield %,Shiller PE Ratio,WACC,WACC vs ROIC,Years of Profitability over Past 10-Year,Market Capitalization,Industry,Sector
A,,71.02,1.5,7.9,7.7,13.5,33.2,24.7,10.5,76.8,0.94,17.32,75.16,6.94,1.08,0.68,147.82,2.68,117.28,52.11,73.54,1.51,0.41,,0.18,0.62,30.95,26.08,26.76,26.62,23.35,6.43,6.54,3.23,0.57,24.48,3.81,0.64,26.95,16.39,9.5,3.58,142.46,50.56,14.22,,18.35,,19.42,7,35.2,28.87,2.41,6.5,,0.92,1.65,,26.48,5.59,1.31,,,22.25,32.49,2.08,2.23,24.35,2.04,11.42,62.86,15.64,21.32,,14.14,,2.2,50.28,,,10,33913792728.0,Medical Specialties,Health Technology
AA,,57.66,1.4,10.2,,,,,5.9,65.21,1.33,,61.78,1.01,0.31,0.49,30.56,1.45,86.07,58.94,24.77,12.36,0.45,,,1.33,,40.79,,15.73,5.84,0.59,0.6,,0.3,,,1.33,69.18,,,,40.32,7,,,,,,1.28,,,,0.5,,,,,,,,,,57.79,,,1.06,1.34,0.74,,,,,,,,,,,,3,5148271475.0,Aluminum,Non-Energy Minerals
AAL,,37.32,,10.4,,,,,27,15.72,,5.81,28.38,0.76,0.34,0.19,14.0,0.62,20.89,20.46,14.17,12.45,,,,,12.93,12.93,34.98,10.86,6.75,0.76,0.8,7.73,,2.29,13.17,,5.14,,17.44,4.15,19.68,22.37,1.87,,1.56,,7.6,,12.73,6.14,,0.18,,,,,7.04,,0.4,,,2.37,,,,,0.51,1.25,8.53,7.75,,,4.5,,32.04,9.4,,,8,8696254174.0,Airlines,Transportation
AAON,36.27,49.1,,26.3,8.1,29.5,31.8,,29.5,30.18,0.61,30.6,41.92,22.3,,0.01,80.7,3.23,98.85,15.62,46.26,0.18,0.07,,0.15,0.4,28.85,23.94,133.09,,,,5.63,3.47,0.78,4.23,0.75,0.4,,20.5,,,80.26,34.15,46.97,,15.2,,19.47,8.95,37.82,37.82,1.51,5.75,,2.08,11.83,,136.59,4.35,1.17,,32.41,42.34,77.06,1.75,6.61,11.24,1.54,19.75,39.21,30.05,27.34,,22.64,,0.52,80.7,,,10,4968385340.0,Industrial Machinery,Producer Manufacturing
AAP,,76.53,3.6,,26,,,,8.9,89.31,61.78,14.95,82.48,1.35,0.09,0.13,79.91,1.2,269.01,213.72,25.63,9.01,1.59,,2.7,2.89,77.35,19.81,187.21,21.33,11.81,0.72,0.72,1.29,0.21,0.4,0.94,1.26,21.27,10.02,14,1.34,196.15,40.37,1.5,,0.39,,1.17,1.89,107.99,107.99,,0.41,,,,,110.98,4.94,0.37,,,16.68,,,0.72,5.09,0.29,0.36,2.68,1.95,1.68,,1.62,,,10.4,,,10,3557510972.0,Specialty Stores,Retail Trade
AAPL,26.03,35.36,2.9,1.3,5.7,20.9,23.2,14.6,15.7,45.57,0.76,6.15,36.42,8.03,0.55,0.68,171.13,1.07,11.88,92.38,21.56,0.81,1.46,,0.15,0.55,22.31,20.39,25.36,22.49,20.58,6.97,7.02,4.48,0.21,27.71,4.04,0.55,26.27,21.42,12.46,2.63,178.38,45.03,40.5,,26.16,,30.76,35.73,26.66,26.66,1.58,6.98,,1.1,1.2,,25.11,6.51,1.75,,,23.09,26.68,1.46,1.99,35.73,1.02,29.33,279.4,57.36,159.97,,34.58,,3.8,40.37,,,10,2736146930271.0005,Telecommunications Equipment,Electronic Technology
AAT,13.85,45.29,,,9.7,8.1,22.2,18.4,8.5,53.6,7.69,9.42,46.92,0.62,0.84,0.05,21.23,1.94,,145.67,6.48,6.84,1.43,,1.57,6.26,22.38,11.7,27.67,,,,6.64,4.47,0.4,23.98,8.18,6.33,,6.38,,,33.04,62.84,1.88,,14.66,,27.6,1.08,25.27,25.27,10.99,3.68,,2.19,1.33,9.55,15.35,1.11,0.47,,,8.59,17.42,,0.98,1.1,1.94,2.15,576.18,4.53,5.34,,4.22,,3.29,27.57,,,10,1249105589.0,Real Estate Investment Trusts,Finance
ABBV,15.6,64.91,,,7.8,9.6,49.1,7.4,3.8,64.53,5.4,15.94,63.8,2.1,0.34,0.22,179.86,0.87,69.9,59.2,76.32,3.46,5.73,,0.67,3.31,43.18,21.31,16.6,14.55,13.96,6.73,6.74,2.32,0.08,40.62,6.94,3.44,16.01,26.24,32.5,0.85,137.61,62.42,6.09,,8.95,,24.92,30.64,65.88,20.3,1.31,5.82,,0.91,0.48,,14.24,,1.34,,,13.72,24.39,0.99,1.51,,0.76,3.58,171.32,8.18,36.93,,9.52,,6.76,39.79,,,10,268498884868.0,Pharmaceuticals: Major,Health Technology
ABCL,,45.07,,8.7,,,,,,45.37,,6.23,44.61,3.06,6.39,9.83,4.91,7.33,,,330.79,,0.07,,,,,,,,,8.29,19.8,,0.77,,,,,,,,1.41,,,,,,,1.24,,,,37.04,,,,,,,,3.36,2.67,,,,,1.45,7.32,,,,,,,,,,,,4,1545160366.0,Biotechnology,Health Technology
ABEV,0.78,47.02,,2.2,20.8,5.4,3.2,9.8,11,53.59,9.47,,49.15,3.32,0.4,4.67,2.53,0.89,106.25,196.84,24.3,0.14,0.04,,0.77,5.96,10.5,7.72,10.12,8.88,6.7,2.2,2.35,9.52,0.6,23.91,9.62,5.96,13.57,14.09,,5.85,3.25,50.72,6.73,,18.19,,23.76,2.53,13.68,12.97,2.65,2.52,,,,,10.73,1.93,0.44,,,8.14,12.25,2.06,0.76,6.49,0.67,10.71,61.69,18.14,17.21,,17.86,,5.6,12.65,,,10,43328543728.065,Beverages: Alcoholic,Consumer Non-Durables
