Ticker,12-1 Month Momentum %,14-Day RSI,3-1 Month Momentum %,3-Year Average Share Buyback Ratio,3-Year Book Growth Rate,3-Year Dividend Growth Rate,3-Year EBITDA Growth Rate,3-Year EPS without NRI Growth Rate,3-Year FCF Growth Rate,3-Year ROIIC %,3-Year Revenue Growth Rate,5-Day RSI,5-Year Yield-on-Cost %,6-1 Month Momentum %,9-Day RSI,Altman Z-Score,Cash Ratio,Cash-To-Debt,ClosePrice,Current Ratio,Days Inventory,Days Payable,Days Sales Outstanding,Debt-to-EBITDA,Debt-to-Equity,Distress,Dividend Payout Ratio,Dividend Yield %,EV-to-EBIT,EV-to-EBITDA,EV-to-FCF,EV-to-Forward-EBIT,EV-to-Forward-EBITDA,EV-to-Forward-Revenue,EV-to-Revenue,Earnings Yield (Greenblatt) %,Equity-to-Asset,FCF Margin %,FCF Yield %,Forward Dividend Yield %,Forward PE Ratio,Forward Rate of Return (Yacktman) %,Future 3-5Y EPS without NRI Growth Rate Estimate,Future 3-5Y Total Revenue Growth Rate Estimate,GFValue,Gross Margin %,Interest Coverage,N/A,Net Margin %,Not Manipulator,Operating Margin %,PB Ratio,PE Ratio,PE Ratio without NRI,PEG Ratio,PS Ratio,Piotroski F-Score,Price-to-DCF (Earnings Based),Price-to-DCF (FCF Based),Price-to-FFO,Price-to-Free-Cash-Flow,Price-to-GF-Value,Price-to-Graham-Number,Price-to-Median-PS-Value,Price-to-Net-Cash,Price-to-Net-Current-Asset-Value,Price-to-Operating-Cash-Flow,Price-to-Owner-Earnings,Price-to-Peter-Lynch-Fair-Value,Price-to-Projected-FCF,Price-to-Tangible-Book,Quick Ratio,ROA %,ROC (Joel Greenblatt) %,ROCE %,ROE %,ROIC,ROIC %,Safe,Shareholder Yield %,Shiller PE Ratio,WACC,WACC vs ROIC,Years of Profitability over Past 10-Year,Market Capitalization,Industry,Sector
A,5.4,52.75,,1.9,5,6.8,3.9,10.3,3.7,5.12,2.8,63.65,1.01,11.51,55.73,5.24,0.7,0.39,137.0,2.09,123.03,58.99,66.16,1.81,0.58,,0.18,0.7,25.47,21.98,30,23.7,21.09,6,6.33,3.93,0.5,21.09,3.51,0.72,24.61,15.25,8.61,5.95,136.09,54.3,15.5,,19.8,,22.86,6.62,31,25.9,2.27,6.12,,0.83,1.43,,28.98,1.01,7.17,1.21,,,22.73,29.3,2.1,2.03,44.63,1.58,11.63,71.45,17.6,21.45,,14.54,,3.51,42.44,,,10,33913792728.0,Medical Specialties,Health Technology
AAL,19.34,64.39,45.97,,10.4,,,,,597.78,27,63.45,,59.19,63.38,0.7,0.33,0.22,17.6,0.57,21.4,22.29,13.62,16.51,,,,,17.81,17.81,,8.59,5.84,0.74,0.79,5.61,,,,,7.47,,14.17,4.02,16.51,20.34,1.4,,0.51,,5.17,,53.33,16.19,,0.23,,,,,,1.07,,0.56,,,5.13,,,,,0.47,0.43,6.13,5.96,,,2.95,,23.91,15.32,,,8,8696254174.0,Airlines,Transportation
AAON,86.23,41.33,25.74,,26.3,8.1,29.5,31.8,,20.3,29.5,42.38,0.41,59.61,39.33,28.37,,,120.19,3.06,92.39,12.1,42.3,0.24,0.09,,0.14,0.27,40.32,32.53,95.51,,,,8.14,2.48,0.77,8.52,1.05,0.27,40.81,20.43,17.97,15.07,80.81,35.65,94.37,,15.78,,20.14,12.25,52.95,52.95,2.11,8.3,,2.88,8.45,,97.56,1.49,6,1.62,,50.29,41.29,62.89,2.12,8.15,15.31,1.79,19.56,38.79,29.01,25.52,,21.87,,0.54,105.21,,,10,4968385340.0,Industrial Machinery,Producer Manufacturing
AAPL,30.87,44.91,7.56,2.7,,4.9,6.2,6.4,8.6,,5.4,28.28,0.54,6.59,37.63,9.18,0.37,0.61,242.7,0.87,11.29,98.23,24.41,0.79,1.87,,0.15,0.41,30.11,27.55,34.1,28.06,25.83,8.9,9.49,3.32,0.16,27.83,2.97,0.41,32.81,18.12,11.43,6.9,189.36,46.21,,,23.97,,31.51,64.43,39.92,35.96,2.26,9.57,,1.51,1.68,,34.41,1.28,10.15,2.11,,,31.66,36.87,2.29,2.68,64.38,0.83,26.93,278.63,59.87,140.28,,32.51,,3.14,52.69,,,10,2736146930271.0005,Telecommunications Equipment,Electronic Technology
AAT,19.41,27.36,5.72,,,9.7,8.1,22.2,18.4,28.45,8.5,15.56,6.76,26.21,22.43,0.73,4.87,0.25,24.35,5.78,,148.94,6.31,7.97,1.8,,1.38,5.5,21.24,11.34,22.38,,,,6.64,4.71,0.35,29.66,9.14,5.5,49.19,9.54,,2.77,26.5,63.33,1.92,,16.36,,28.14,1.25,25.1,25.1,10.91,4.08,,2.18,1.19,10.18,13.74,0.92,1.19,0.53,,,9.07,16.71,,1.07,1.27,5.78,2.43,683.81,4.81,6.24,,4.5,,,29.52,,,10,1249105589.0,Real Estate Investment Trusts,Finance
ABBV,9.14,50.65,,,,7.8,9.6,1.7,7.4,21.19,3.8,47.88,5.67,5.81,51.82,1.82,0.17,0.1,178.5,0.65,84.15,73.91,75.86,3.9,11.78,,0.57,3.47,38.44,20.81,24.28,13.84,13.35,6.42,6.83,2.6,0.04,28.13,4.95,3.68,14.66,16.47,7.74,5.5,150.83,67.21,5.43,,9.22,,26.13,52.28,61.98,16.6,1.07,5.7,,0.6,0.67,,20.26,1.18,,1.3,,,19.17,35.74,1.65,1.6,,0.54,3.63,196.81,9.75,59.19,,8.83,,1.7,38.2,,,10,268498884868.0,Pharmaceuticals: Major,Health Technology
ABCL,,52.6,16.73,,8.7,,,,,,,45.6,,9.09,51.17,1.97,8.08,9.01,3.03,9.34,,,376.42,,0.07,,,,,,,,,8.29,9.81,,0.77,,,,,,,22.79,1.0,,,,,,,0.83,,,,26.81,,,,,,3.03,,,2.73,2.09,,,,,0.92,9.34,,,,,,,,1,,,,4,1545160366.0,Biotechnology,Health Technology
ABEV,,34.19,,,2.2,20.8,5.4,3.2,9.8,60.73,11,42.98,9.36,11.17,34.85,3.43,0.59,6.19,1.84,1.2,93.05,189.94,25.24,0.13,0.03,,0.85,5.89,8.23,6.17,7.89,7.43,5.7,1.81,1.98,12.15,0.67,25.25,11.49,5.89,10.22,16.76,3.83,6.6,2.72,50.98,7.91,,16.92,,23.87,1.83,12.9,12.63,2.58,2.19,,,,,8.76,0.68,1.51,0.42,,,6.92,9.36,1.53,0.64,4,0.9,10.03,70.19,19.21,15.52,,15.33,,6.21,11.08,,,10,43328543728.065,Beverages: Alcoholic,Consumer Non-Durables
ABG,24.06,43.12,13.45,,50.3,,28.2,37.8,,8.08,24,51.94,,13.95,43.26,2.76,0.03,0.01,241.99,1.2,48.06,16.14,4.32,6.36,1.52,,,,13.4,12.18,37.53,11.43,10.42,0.55,0.59,7.46,0.33,1.58,5.49,,8.86,30.99,,6.25,266.91,17.41,3.89,,2.16,,5.9,1.41,13.69,8.99,0.28,0.3,,0.29,1.59,,18.33,0.91,,1.03,,,9.68,81.97,0.36,0.5,,0.41,3.64,17.42,9.79,10.8,,7.97,,,12.84,,,10,4632090814.999999,Specialty Stores,Retail Trade
ABM,35.03,39.96,9.81,2.6,6.2,5.8,5.2,24.3,,,12.8,46.34,2.34,15.78,40.8,2.81,0.05,0.04,50.97,1.33,,,56.48,4.47,0.82,,0.26,1.84,20.85,14.02,27.25,11.11,8.83,0.54,0.55,4.8,0.35,2,5.28,2.08,13.65,24.96,8.13,2.33,52.16,,2.5,,0.98,,2.54,1.78,40.13,14.95,1.28,0.39,,0.77,1.68,,19.34,0.98,,0.98,,,14.28,60.39,0.81,0.89,,1.33,1.63,40.75,5.81,4.49,,3.02,,3.89,27.58,,,10,2657328642.9999995,Miscellaneous Commercial Services,Commercial Services
ABNB,,43.64,3.34,,38.3,,,,,322.31,8,35.68,,,40.97,4.56,0.99,4.98,130.8,1.62,,33.1,6.78,0.96,0.27,,,,31.7,30.91,17.67,20.66,20.33,5.93,6.71,3.15,0.38,37.96,5.04,,29.69,,,10.75,168.43,83.07,22.92,,16.96,,15.01,9.66,45.89,45.89,,7.82,,,,,20.65,0.78,4.66,,,17.7,20.65,34.62,,,10.64,1.62,7.98,839.68,21.23,22.05,,19.8,,4.22,,,,2,92399740712.0,Other Consumer Services,Consumer Services
ABT,2.85,49.57,0.85,0.7,6.3,12.3,6.8,6.7,,,5.8,59.98,3.6,13.2,52.58,5.22,0.52,0.52,114.25,1.6,134.18,82.06,59.46,1.42,0.38,,0.48,1.93,27.93,19.42,31.7,21.83,17.14,4.56,4.99,3.58,0.54,15.74,3.27,2.07,22.15,11.36,8.93,6.43,109.3,55.55,11.5,,13.99,,16.24,4.98,34.73,25.28,2.2,4.85,,1.36,1.6,,30.79,1.05,5.03,1.12,,,22.88,40.21,3.13,1.9,22.53,1.14,7.9,65.41,12.45,14.86,,10.65,,3.47,40.82,,,10,176555322492.0,Medical Specialties,Health Technology
ACA,36.6,32.16,16.58,,6.9,,13.2,4.1,,3.27,5.9,23.34,0.21,32.94,26.89,2.72,1.75,0.61,94.99,3.61,70.83,47.61,57.32,3.31,0.51,,0.06,0.21,25.72,13.67,42.29,,,1.72,2.06,3.89,0.56,4.86,2.61,0.21,21.48,18.32,27.02,11.51,78.35,19.84,4.58,,5.17,,7.87,1.9,36.12,29.41,1.46,1.86,,,,,38.36,1.21,2.33,,,,14.67,22.49,1.88,1.28,4.14,2.77,3.4,11.35,5.93,5.41,,5.14,,,,,,9,3644941042.999999,Trucks/Construction/Farm Machinery,Producer Manufacturing
ACAD,,52.9,19.5,,,,38.8,40.9,46.1,223.57,16.4,49.36,,5.88,51.77,2.99,1.64,11.45,17.6,2.29,235.21,82.57,38.31,0.4,0.09,,,,21.5,19.37,11.9,14.75,18.18,2.36,2.6,4.65,0.59,21.82,6.92,,23.13,,,16.17,34.29,91.61,,,13.83,,12.08,5.07,22.56,22.56,1.01,3.14,,,,,14.37,0.51,2.5,,17.6,7.52,14.37,21.97,,,6.2,2.11,15.57,203.67,21.17,27.32,,51.02,,,,,,,4047377469.0,Pharmaceuticals: Major,Health Technology
ACHC,,69.15,,,12.2,,,16.9,,,10.9,92.66,,,81.2,1.82,0.13,0.04,45.12,1.07,18.46,542.09,44.04,3.16,0.66,,,,12.71,9.8,,9.83,7.76,1.77,2,7.87,0.52,,,,13,0.65,10.67,8.87,85.45,96.45,5.11,,8.99,,17.48,1.37,14.79,12.87,,1.33,,,,,,0.53,1.85,0.62,,,31.95,,,1.36,5.97,1.06,5.05,19.42,10.06,9.78,,8.25,,,132.95,,,7,6460318360.000001,Medical/Nursing Services,Health Services
ACHR,49.19,58.97,173.27,,100.9,,,,,,,48.59,,84.82,55.79,,5.79,,,6.03,,,,,,,,,,,,,,95.18,,,,,,,,,25.03,,,,,,,,,9.52,,,,,,,,,,,,,13.97,13.1,,,,,9.53,6.03,,,,,,,,,,,,,1649497955.0,Aerospace & Defense,Electronic Technology
ACI,,57.77,4.88,,18.8,33.9,6,,,132.17,4.2,64.8,2.41,,59.95,3.54,0.04,0.02,19.88,0.9,31.65,26.16,3.64,3.36,4.7,,0.19,2.41,14.65,6.04,32.46,12.74,6.61,0.31,0.32,6.83,0.11,0.99,6.83,3.02,8.78,16.2,,1.78,21.49,27.85,3.83,,1.25,,2.28,3.81,11.63,7.95,0.59,0.15,,,,,14.72,0.93,,,,,4.31,14.6,1.26,0.84,,0.22,3.79,11.26,9.28,37.17,,6.52,,6.87,29.12,,,7,13551493187.000002,Food Retail,Retail Trade
ACIW,85.98,45.29,9.79,2.6,5.9,,7,21.8,,142.28,6.8,47.24,,42.17,45.07,3.61,0.26,0.17,52.12,1.56,,21.51,50.45,2.07,0.77,,,,17.07,12.75,22.63,,14,3.65,3.9,5.86,0.43,17.25,5.11,,27.72,13.34,23.1,7.94,34.13,52.2,4.73,,14.04,,22.14,4.11,24.58,22.47,1.87,3.46,,1.14,1.73,,20.07,1.53,,1.33,,,17.61,22.47,2.17,1.54,,1.56,6.9,262.89,15.7,17.86,,8.99,,3.5,53.17,,,10,2556336665.0,Packaged Software,Technology Services
ACLS,,47.5,,0.9,22.7,,62.7,72,31,57.41,34.8,58.13,,,52.42,6.62,2.3,13.15,73.1,4.45,183.28,30.95,67.21,0.16,0.05,,,,6.96,6.59,10.46,,7.13,1.7,1.71,14.37,0.73,16.36,7.4,,14.85,25.21,,,111.58,44.28,44.08,,20.65,,21.88,2.44,10.81,10.81,0.22,2.23,,,,,13.66,0.66,1.08,0.99,10.96,3.13,12.41,13.4,0.43,1.01,2.44,3.29,17.31,67.54,25.93,24.8,,28.79,,2.6,23.18,,,9,5489377800.999999,Industrial Machinery,Producer Manufacturing
ACLX,56.11,35.29,4.58,,,,2.6,0.1,,,,27.45,,51.6,31.92,8.24,4.19,8.79,72.26,4.29,,,71.34,,0.14,,,,,,948.51,,,36.53,21.81,,0.63,2.3,0.09,,,,,15.73,0.0,,,,,,,8.08,,,,23.84,,,,,491.56,,,,13.36,12.77,150.54,,,,8.07,4.29,,,,,,,,0.34,,,,,1598748014.0,Biotechnology,Health Technology
ACM,27.72,40.88,8.7,2.5,,,13,17,11,,9.8,45.32,0.86,36.36,39.52,2.39,0.25,0.52,107.32,1.13,,56.38,59.69,2.8,1.39,,0.19,0.86,17.54,14.64,22.39,14.31,12.76,2.04,0.98,5.7,0.18,4.4,4.98,0.97,21.06,10.23,11.48,4.13,102.37,6.73,4.98,,2.5,,5.74,6.51,36.26,23.74,2.45,0.91,,,,,20.65,1.05,,1.9,,,17.67,44.16,3.91,1.91,,1.13,3.46,112.49,16.41,18.05,,11.41,,3.46,156.81,,,7,11643339642.999998,Engineering & Construction,Industrial Services
ACN,6.57,50.54,0.64,0.4,13.6,13.6,5.4,10.7,1.4,10.85,9.3,58.47,2.64,21.11,52.07,6.91,0.48,1.02,357.73,1.47,,20.16,70.39,0.7,0.28,,0.44,1.5,22.2,19.39,24.79,21,17.16,3.28,3.38,4.5,0.49,13.65,4.05,1.65,28.04,12.38,8.87,7.03,335.28,32.45,133.92,,11.41,,15.04,7.66,30.01,29.13,3.13,3.42,,1.41,1.09,,25.09,1.07,7.2,1.2,,,23.53,35.17,3.32,1.75,40.06,1.47,13.88,245.06,27.33,27.23,,19.83,,1.92,38.33,,,10,207617355910.0,Information Technology Services,Technology Services
