Ticker,12-1 Month Momentum %,14-Day RSI,3-Year Average Share Buyback Ratio,3-Year Book Growth Rate,3-Year Dividend Growth Rate,3-Year EBITDA Growth Rate,3-Year EPS without NRI Growth Rate,3-Year FCF Growth Rate,3-Year ROIIC %,3-Year Revenue Growth Rate,5-Day RSI,5-Year Yield-on-Cost %,6-1 Month Momentum %,9-Day RSI,Altman Z-Score,Cash Ratio,Cash-To-Debt,ClosePrice,Current Ratio,Days Inventory,Days Payable,Days Sales Outstanding,Debt-to-EBITDA,Debt-to-Equity,Distress,Dividend Payout Ratio,Dividend Yield %,EV-to-EBIT,EV-to-EBITDA,EV-to-FCF,EV-to-Forward-EBIT,EV-to-Forward-EBITDA,EV-to-Forward-Revenue,EV-to-Revenue,Earnings Yield (Greenblatt) %,Equity-to-Asset,FCF Margin %,FCF Yield %,Forward Dividend Yield %,Forward PE Ratio,Forward Rate of Return (Yacktman) %,Future 3-5Y EPS without NRI Growth Rate Estimate,Future 3-5Y Total Revenue Growth Rate Estimate,GFValue,Gross Margin %,Interest Coverage,N/A,Net Margin %,Not Manipulator,Operating Margin %,PB Ratio,PE Ratio,PE Ratio without NRI,PEG Ratio,PS Ratio,Piotroski F-Score,Price-to-DCF (Earnings Based),Price-to-DCF (FCF Based),Price-to-FFO,Price-to-Free-Cash-Flow,Price-to-Graham-Number,Price-to-Median-PS-Value,Price-to-Net-Cash,Price-to-Net-Current-Asset-Value,Price-to-Operating-Cash-Flow,Price-to-Owner-Earnings,Price-to-Peter-Lynch-Fair-Value,Price-to-Projected-FCF,Price-to-Tangible-Book,Quick Ratio,ROA %,ROC (Joel Greenblatt) %,ROCE %,ROE %,ROIC,ROIC %,Safe,Shareholder Yield %,Shiller PE Ratio,WACC,WACC vs ROIC,Years of Profitability over Past 10-Year,Market Capitalization,Industry,Sector
A,24.01,56.28,1.5,7.9,7.7,13.5,33.2,24.7,58.71,10.5,50.17,1,,55.05,6.25,0.74,0.61,144.61,1.78,125.99,57.06,66.46,1.56,0.5,,0.18,0.66,26.14,22.65,29.99,25.5,22.29,6.22,6.54,3.83,0.54,21.81,3.41,0.66,25.59,15.6,4.88,2.33,133.75,54.39,17.3,,21.75,,22.9,7.04,30,27.76,2.31,6.55,,0.81,1.71,,29.87,5.76,1.29,,,23.69,29.86,2.14,2.22,26.88,1.37,13.03,74.15,18.1,23.78,,16.15,,3.11,46.65,,,10,33913792728.0,Medical Specialties,Health Technology
AA,5.08,57.25,1.4,10.2,,,,,75.95,5.9,44.37,1.07,,54.94,1.33,0.44,0.55,37.73,1.55,79.98,58.53,26.31,10.94,0.65,,,1.07,,48.71,,8.97,5.81,1.05,1.06,,0.27,,,1.07,14.53,,,3.14,39.83,8.14,,,,,,1.74,,,,0.66,,,,,,,,,,21.43,,,1.66,1.82,0.92,,,,,,,,,,,,3,5148271475.0,Aluminum,Non-Energy Minerals
AAL,,64.54,,10.4,,,,,597.78,27,75.54,,,68.15,0.66,0.34,0.21,11.92,0.6,20.92,21.96,14.01,19.76,,,,,19.33,19.33,,10.34,6.17,0.69,0.72,5.17,,,,,6.24,,,4.04,16.46,20.23,1.4,,,,5.34,,,12.33,,0.15,,,,,,,0.36,,,3.86,,,,,0.5,,5.17,4.89,,,12.18,,41.22,8.9,,,8,8696254174.0,Airlines,Transportation
AAON,52.58,76.71,,26.3,8.1,29.5,31.8,,20.3,29.5,83.91,0.46,,80.55,22.66,,,109.18,2.99,98.09,12.85,43.47,0.35,0.14,,0.14,0.3,36.34,29.79,86.17,,,,7.4,2.75,0.73,8.59,1.16,0.3,39.58,20.45,16.3,10.75,78.85,36.27,88.05,,15.61,,20.32,11.93,49.17,49.17,1.96,7.62,,2.45,7.14,,89.09,5.76,1.51,,57.77,40.28,62.88,1.97,8.03,15.16,1.7,19.5,39.13,29.71,25.86,,21.83,,0.51,100.14,,,10,4968385340.0,Industrial Machinery,Producer Manufacturing
AAP,,37.1,3.6,,26,,,,,8.9,45.77,54.73,,40.81,1.72,0.09,0.12,38.85,1.23,263.29,213.8,27.04,11.12,1.52,,100,2.56,127.6,16.32,16.51,21.77,10.44,0.51,0.52,0.78,0.21,3.13,15.2,2.56,14.25,7.12,82.69,,147.39,39.48,0.41,,,,0.3,0.89,3885,3885,,0.21,,,,,6.57,19.62,0.18,,,4.27,14.01,,0.34,2.23,0.3,,0.91,0.64,,,0.32,,,5.19,,,10,3557510972.0,Specialty Stores,Retail Trade
AAPL,24.41,51.33,2.9,1.3,5.7,20.9,23.2,14.6,102.85,15.7,50,0.59,31.09,50.55,9.97,0.47,0.61,225.77,0.95,11.42,91.36,22.13,0.75,1.52,,0.15,0.43,27.51,25.23,32.68,25.46,23.34,8,8.84,3.64,0.2,27.06,3.04,0.44,30.18,19.9,11.26,6.08,185.2,45.96,120.35,,26.44,,31.27,51.54,34.36,34.36,2.03,9.07,,1.29,1.46,,33.57,8.87,2.1,,,31,36.19,1.98,2.55,51.55,0.91,29.81,269.91,59,151.08,,35.41,,3.31,49.72,,,10,2736146930271.0005,Telecommunications Equipment,Electronic Technology
AAT,43.05,47.46,,,9.7,8.1,22.2,18.4,28.45,8.5,38.77,6.28,21.48,43.19,0.72,0.99,0.07,26.24,1.84,,145.05,6.23,6.69,1.44,,1.49,5.11,23.67,12.49,22.94,,,,7.19,4.22,0.4,31.33,8.73,5.13,36.96,8.21,,2.88,27.08,62.62,1.87,,15.39,,27.37,1.34,29.48,29.48,12.82,4.52,,2.36,1.15,11.52,14.43,1.34,0.58,,,9.81,19.75,,1.17,1.36,1.84,2.29,628.91,4.67,5.7,,4.27,,3.86,32.4,,,10,1249105589.0,Real Estate Investment Trusts,Finance
ABBV,30.46,47.16,,,7.8,9.6,49.1,7.4,26.06,3.8,32.32,5.22,13.9,42.07,2.02,0.31,0.19,193.01,0.81,73.4,65.71,76.62,3.91,10.42,,0.57,3.2,41.74,22.09,22.47,14.39,14.02,6.79,7.26,2.4,0.05,32.33,5.22,3.23,15.95,20.15,7.32,5.01,146.66,62.76,5.48,,9.71,,24.95,50.26,64.34,18.04,1.16,6.26,,0.74,0.57,,19.32,,1.41,,,18.43,32.59,1.25,1.73,,0.71,3.83,192.43,9.41,53.28,,9.12,,2.91,41.87,,,10,268498884868.0,Pharmaceuticals: Major,Health Technology
ABCL,,48.37,,8.7,,,,,,,51.79,,,49.71,1.94,9.52,9.3,2.57,10.96,,,406.96,,0.07,,,,,,,,,8.29,5.34,,0.79,,,,,,,32.02,1.06,,,,,,,0.68,,,,23.07,,,,,,,,2.05,1.6,,,,,0.77,10.96,,,,,,,,0.7,,,,4,1545160366.0,Biotechnology,Health Technology
ABEV,,48.98,,2.2,20.8,5.4,3.2,9.8,60.73,11,34.41,10.14,,44.53,3.76,0.44,4.44,2.37,1.11,97.74,188.94,24.71,0.13,0.04,,0.79,6.38,9.23,6.9,9.59,8.95,6.87,2.18,2.21,10.83,0.66,25.65,11,6.38,12.88,14.43,4.92,6.6,2.65,50.83,7.5,,17.86,,24.06,2.14,13.02,12.47,2.54,2.55,,,,,10.08,1.72,0.47,,,7.93,11.21,1.82,0.75,4.94,0.79,10.57,68.13,19.18,16.5,,16.25,,5.81,12.47,,,10,43328543728.065,Beverages: Alcoholic,Consumer Non-Durables
ABG,5.22,48.26,,50.3,,28.2,37.8,,8.08,24,44.57,,,47.56,2.67,0.03,0.02,228.28,1.25,45.36,16.38,4.15,6.36,1.58,,,,12.9,11.79,,10.86,9.95,0.55,0.61,7.75,0.32,,,,7.87,30.45,,6.95,259.76,17.75,4.56,,2.51,,6.31,1.37,11.71,7.89,0.25,0.29,,0.23,,,,,1,,,41.92,,0.32,0.53,,0.45,4.25,19.44,10.28,12.31,,8.62,,,12.48,,,10,4632090814.999999,Specialty Stores,Retail Trade
ABNB,,64.52,,38.3,,,,,322.31,8,76.74,,,69.89,3.47,0.71,4.95,132.5,1.41,,29.97,7.3,1.12,0.28,,,,37.23,36.27,16.88,21.04,20.7,6,6.99,2.69,0.3,41.38,5.19,,28.79,,,10.56,167.6,82.59,20.75,,46.11,,15.21,10.5,18.03,18.03,,8.11,,,,,19.61,3.05,,,21.34,19.55,14.76,,,11.63,1.41,21.22,720.92,19.41,63.33,,55.65,,3.47,,,,2,92399740712.0,Other Consumer Services,Consumer Services
ABT,17.53,55.2,0.7,6.3,12.3,6.8,6.7,,,5.8,65.99,3.55,3.02,56.9,5.31,0.52,0.49,114.63,1.68,135.1,83.18,58.61,1.42,0.38,,0.48,1.9,28.78,19.76,36.22,19.83,17.36,4.56,5.03,3.47,0.54,13.88,2.83,1.93,22.29,12.89,8.44,6.4,107.13,55.24,10.7,,13.65,,15.92,5.07,36.16,25.76,2.24,4.93,,0.82,1.68,,35.44,5.28,1.16,,,25.38,46.53,2.65,1.94,24.39,1.18,7.63,64.74,12.05,14.52,,10.37,,3.09,41.84,,,10,176555322492.0,Medical Specialties,Health Technology
ACAD,,33.84,,,,38.8,40.9,46.1,223.57,16.4,24.11,,,29.12,1.7,1.48,8.69,14.46,2.16,197.37,87.05,38.64,1.68,0.11,,,,87.66,58.36,24.84,12.15,9.71,1.95,2.25,1.14,0.57,9.04,3.36,,17.38,,,16.92,33.07,91.73,,,3.43,,2.56,4.63,80.33,80.33,3.6,2.71,,,,,29.83,4.58,,23.32,7.23,29.83,122.58,,,5.85,1.95,4.03,40.04,4.61,7.04,,7.75,,,,,,,4047377469.0,Pharmaceuticals: Major,Health Technology
ACHC,10.35,16.76,,12.2,,,16.9,,,10.9,6.35,,1.37,9.91,1.86,0.14,0.04,55.26,1.18,18.83,519.12,44.07,8.34,0.67,,,,73.33,29.58,,10.58,8.41,1.97,2.29,1.36,0.52,,,,13.91,,15.89,10.07,86.95,96.46,5.51,,,,17.58,1.72,,15.48,,1.64,,,,,,2.37,0.75,,,47.4,,,1.63,8.2,1.17,,3.96,2,,,,,,172.69,,,7,6460318360.000001,Medical/Nursing Services,Health Services
ACHR,,44.15,,100.9,,,,,,,47.88,,,46.32,,4.31,,,4.49,,,,,,,,,,,,,,19.19,,,,,,,,,11.38,,,,,,,,,3.2,,,,,,,,,,,,4.81,4.52,,,,,3.06,4.49,,,,,,,,,,,,,1649497955.0,Aerospace & Defense,Electronic Technology
