Ticker,12-1 Month Momentum %,14-Day RSI,3-1 Month Momentum %,3-Year Average Share Buyback Ratio,3-Year Book Growth Rate,3-Year Dividend Growth Rate,3-Year EBITDA Growth Rate,3-Year EPS without NRI Growth Rate,3-Year FCF Growth Rate,3-Year ROIIC %,3-Year Revenue Growth Rate,5-Day RSI,5-Year Yield-on-Cost %,6-1 Month Momentum %,9-Day RSI,Altman Z-Score,Cash Ratio,Cash-To-Debt,ClosePrice,Current Ratio,Days Inventory,Days Payable,Days Sales Outstanding,Debt-to-EBITDA,Debt-to-Equity,Distress,Dividend Payout Ratio,Dividend Yield %,EV-to-EBIT,EV-to-EBITDA,EV-to-FCF,EV-to-Forward-EBIT,EV-to-Forward-EBITDA,EV-to-Forward-Revenue,EV-to-Revenue,Earnings Yield (Greenblatt) %,Equity-to-Asset,FCF Margin %,FCF Yield %,Forward Dividend Yield %,Forward PE Ratio,Forward Rate of Return (Yacktman) %,Future 3-5Y EPS without NRI Growth Rate Estimate,Future 3-5Y Total Revenue Growth Rate Estimate,GFValue,Gross Margin %,Interest Coverage,N/A,Net Margin %,Not Manipulator,Operating Margin %,PB Ratio,PE Ratio,PE Ratio without NRI,PEG Ratio,PS Ratio,Piotroski F-Score,Price-to-DCF (Earnings Based),Price-to-DCF (FCF Based),Price-to-FFO,Price-to-Free-Cash-Flow,Price-to-GF-Value,Price-to-Graham-Number,Price-to-Median-PS-Value,Price-to-Net-Cash,Price-to-Net-Current-Asset-Value,Price-to-Operating-Cash-Flow,Price-to-Owner-Earnings,Price-to-Peter-Lynch-Fair-Value,Price-to-Projected-FCF,Price-to-Tangible-Book,Quick Ratio,ROA %,ROC (Joel Greenblatt) %,ROCE %,ROE %,ROIC,ROIC %,Safe,Shareholder Yield %,Shiller PE Ratio,WACC,WACC vs ROIC,Years of Profitability over Past 10-Year,Market Capitalization,Industry,Sector
A,8.27,54.16,,1.9,5,6.8,3.9,10.3,3.7,5.12,2.8,67.87,0.95,11.69,58.12,5.39,0.7,0.39,143.43,2.09,123.03,58.99,66.16,1.81,0.58,,0.18,0.66,26.35,22.73,31.03,24.51,21.81,6.2,6.54,3.8,0.5,21.09,3.35,0.69,25.77,15.15,8.55,5.93,136.2,54.3,15.5,,19.8,,22.86,6.94,32.45,27.11,2.38,6.43,,0.87,1.5,,30.38,1.05,7.51,1.27,,,23.78,30.69,2.2,2.12,46.72,1.58,11.63,71.45,17.6,21.45,,14.54,,3.38,44.41,,,10,33913792728.0,Medical Specialties,Health Technology
AAL,21.88,71.3,48.72,,10.4,,,,,597.78,27,80.83,,56.86,74.16,0.7,0.33,0.22,18.21,0.57,21.4,22.29,13.62,16.51,,,,,17.81,17.81,,8.59,5.84,0.74,0.79,5.61,,,,,7.44,,15.29,3.98,16.53,20.34,1.4,,0.51,,5.17,,55.18,16.75,,0.23,,,,,,1.1,,0.58,,,5.3,,,,,0.47,0.43,6.13,5.96,,,2.95,,23.91,15.83,,,8,8696254174.0,Airlines,Transportation
AAON,79.78,45.59,18.95,,26.3,8.1,29.5,31.8,,20.3,29.5,56.68,0.39,51.36,46.88,29.03,,,128.11,3.06,92.39,12.1,42.3,0.24,0.09,,0.14,0.26,41.39,33.39,98.04,,,,8.35,2.42,0.77,8.52,0.99,0.26,43.5,20.42,17.97,15.07,81.08,35.65,94.37,,15.78,,20.14,13.06,56.44,56.44,2.25,8.87,,3.07,9.01,,103.97,1.58,6.4,1.73,,53.6,44.04,67.03,2.26,8.69,16.32,1.79,19.56,38.79,29.01,25.52,,21.87,,0.52,112.38,,,10,4968385340.0,Industrial Machinery,Producer Manufacturing
AAP,,55.73,25.83,3.6,,26,,,,,8.9,52.15,47.46,,54.77,1.91,0.08,0.12,44.69,1.34,232.75,194.44,24.05,7.27,1.47,,1.28,2.22,29.13,11.5,27.55,30.46,13.77,0.71,0.49,3.43,0.21,1.77,8.19,2.22,27.33,3.7,,,93.71,40.02,2.38,,0.36,,1.55,1.03,61.22,57.29,,0.22,,,,,12.17,0.48,2.07,0.19,,,6.39,86.94,,0.42,1.68,0.62,0.36,4.12,2.95,1.7,,1.76,,4.18,6.16,,,10,3557510972.0,Specialty Stores,Retail Trade
AAPL,33.07,37.3,8.18,2.7,,4.9,6.2,6.4,8.6,,5.4,16.81,0.55,6.35,28.39,8.9,0.37,0.61,233.28,0.87,11.29,98.23,24.41,0.79,1.87,,0.15,0.42,28.94,26.48,32.78,26.98,24.83,8.56,9.12,3.46,0.16,27.83,3.1,0.43,31.53,18.2,11.41,6.9,189.54,46.21,,,23.97,,31.51,61.88,38.37,34.56,2.17,9.16,,1.46,1.61,,33.04,1.23,9.75,2.03,,,30.41,35.44,2.2,2.58,61.88,0.83,26.93,278.63,59.87,140.28,,32.51,,3.27,50.6,,,10,2736146930271.0005,Telecommunications Equipment,Electronic Technology
AAT,17.09,23.41,5.7,,,9.7,8.1,22.2,18.4,28.45,8.5,10.83,6.71,25.84,17.94,0.73,4.87,0.25,24.68,5.78,,148.94,6.31,7.97,1.8,,1.38,5.46,21.16,11.3,22.3,,,,6.61,4.73,0.35,29.66,9.02,5.46,49.86,9.57,,2.77,26.53,63.33,1.92,,16.36,,28.14,1.27,25.44,25.44,11.06,4.06,,2.21,1.21,10.34,13.96,0.93,1.21,0.54,,,9.15,16.93,,1.09,1.28,5.78,2.43,683.81,4.81,6.24,,4.5,,,30.1,,,10,1249105589.0,Real Estate Investment Trusts,Finance
ABBV,6.54,43.96,,,,7.8,9.6,1.7,7.4,21.19,3.8,29.44,5.8,4.48,40.72,1.8,0.17,0.1,175.55,0.65,84.15,73.91,75.86,3.9,11.78,,0.57,3.55,38.12,20.64,24.08,13.55,13.2,6.37,6.77,2.62,0.04,28.13,5.04,3.76,14.39,16.53,7.83,5.5,150.96,67.21,5.43,,9.22,,26.13,51.48,60.95,16.33,1.05,5.64,,0.59,0.65,,20.14,1.16,,1.27,,,19.06,35.51,1.62,1.58,,0.54,3.63,196.81,9.75,59.19,,8.83,,1.7,37.59,,,10,268498884868.0,Pharmaceuticals: Major,Health Technology
ABCL,,48.06,20.8,,8.7,,,,,,,35.15,,7.86,44.46,1.96,8.08,9.01,2.77,9.34,,,376.42,,0.07,,,,,,,,,8.29,9.54,,0.77,,,,,,,20.55,1.01,,,,,,,0.76,,,,26,,,,,,2.74,,,2.5,1.91,,,,,0.84,9.34,,,,,,,,1.01,,,,4,1545160366.0,Biotechnology,Health Technology
ABEV,,30.38,,,2.2,20.8,5.4,3.2,9.8,60.73,11,29.12,9.63,9.43,28.74,3.39,0.59,6.19,1.8,1.2,93.05,189.94,25.24,0.13,0.03,,0.85,6.06,6.72,5.05,7.75,7.3,5.6,1.78,1.62,14.88,0.67,25.25,14.15,6.06,10,16.89,3.83,6.6,2.73,50.98,7.91,,16.92,,23.87,1.82,10.47,10.23,2.09,2.14,,,,,8.68,0.66,1.49,0.41,,,6.85,9.25,1.51,0.63,4,0.9,10.03,70.19,19.21,15.52,,15.33,,6.41,11.25,,,10,43328543728.065,Beverages: Alcoholic,Consumer Non-Durables
ABG,22,38.34,15.74,,50.3,,28.2,37.8,,8.08,24,34.94,,12.96,35.44,2.76,0.03,0.01,248.59,1.2,48.06,16.14,4.32,6.36,1.52,,,,13.4,12.18,37.53,11.43,10.41,0.55,0.59,7.46,0.33,1.58,5.35,,9.1,30.99,,6.25,267.06,17.41,3.89,,2.16,,5.9,1.45,14.07,9.24,0.29,0.3,,0.3,1.63,,18.85,0.93,,1.06,,,9.98,84.24,0.37,0.51,,0.41,3.64,17.42,9.79,10.8,,7.97,,,13.19,,,10,4632090814.999999,Specialty Stores,Retail Trade
