Ticker,12-1 Month Momentum %,14-Day RSI,3-1 Month Momentum %,3-Year Average Share Buyback Ratio,3-Year Book Growth Rate,3-Year Dividend Growth Rate,3-Year EBITDA Growth Rate,3-Year EPS without NRI Growth Rate,3-Year FCF Growth Rate,3-Year ROIIC %,3-Year Revenue Growth Rate,5-Day RSI,5-Year Yield-on-Cost %,6-1 Month Momentum %,9-Day RSI,Altman Z-Score,Beneish M-Score,Cash Ratio,Cash-To-Debt,ClosePrice,Current Ratio,Days Inventory,Days Payable,Days Sales Outstanding,Debt-to-EBITDA,Debt-to-Equity,Distress,Dividend Payout Ratio,Dividend Yield %,EV-to-EBIT,EV-to-EBITDA,EV-to-FCF,EV-to-Forward-EBIT,EV-to-Forward-EBITDA,EV-to-Forward-Revenue,EV-to-Revenue,Earnings Yield (Greenblatt) %,Equity-to-Asset,FCF Margin %,FCF Yield %,Forward Dividend Yield %,Forward PE Ratio,Forward Rate of Return (Yacktman) %,Future 3-5Y EPS without NRI Growth Rate Estimate,Future 3-5Y Total Revenue Growth Rate Estimate,GFValue,Gross Margin %,Interest Coverage,Manipulator,N/A,Net Margin %,Not Manipulator,Operating Margin %,PB Ratio,PE Ratio,PE Ratio without NRI,PEG Ratio,PS Ratio,Piotroski F-Score,Price-to-DCF (Earnings Based),Price-to-DCF (FCF Based),Price-to-FFO,Price-to-Free-Cash-Flow,Price-to-GF-Value,Price-to-Graham-Number,Price-to-Median-PS-Value,Price-to-Net-Cash,Price-to-Net-Current-Asset-Value,Price-to-Operating-Cash-Flow,Price-to-Owner-Earnings,Price-to-Peter-Lynch-Fair-Value,Price-to-Projected-FCF,Price-to-Tangible-Book,Quick Ratio,ROA %,ROC (Joel Greenblatt) %,ROCE %,ROE %,ROIC,ROIC %,Safe,Shareholder Yield %,Shiller PE Ratio,WACC,WACC vs ROIC,Years of Profitability over Past 10-Year,Market Capitalization,Industry,Sector
ABNB,,40.33,12.75,,38.3,,,,,322.31,8,20.36,,,33.21,4.57,,0.99,4.98,130.95,1.62,,33.1,6.78,0.96,0.27,,,,31.74,30.95,17.7,20.69,20.35,5.93,6.72,3.15,0.38,37.96,5.03,,29.43,,,10.79,167.39,83.07,22.92,,,16.96,,15.01,9.67,45.95,45.95,,7.83,,,,,20.67,0.78,4.67,,,17.72,20.67,34.66,,,10.66,1.62,7.98,839.68,21.23,22.05,,19.8,,4.22,,,,2,92399740712.0,Other Consumer Services,Consumer Services
ABT,7.92,37.08,,0.7,6.3,12.3,6.8,6.7,,,5.8,17.91,3.62,11.88,29.11,5.2,,0.52,0.52,113.38,1.6,134.18,82.06,59.46,1.42,0.38,,0.48,1.94,27.7,19.26,31.43,21.75,17.18,4.53,4.95,3.61,0.54,15.74,3.3,1.94,21.96,11.39,8.91,6.49,108.78,55.55,11.5,,,13.99,,16.24,4.94,34.46,25.08,2.18,4.81,,1.35,1.58,,30.55,1.04,4.99,1.12,,,22.71,39.91,3.11,1.89,22.36,1.14,7.9,65.41,12.45,14.86,,10.65,,3.47,40.51,,,10,176555322492.0,Medical Specialties,Health Technology
ACA,30.15,62.1,12.96,,6.9,,13.2,4.1,,3.27,5.9,66.57,0.18,21.8,62.03,2.94,,1.75,0.61,109.14,3.61,70.83,47.61,57.32,3.31,0.51,,0.06,0.18,29.19,15.51,48,,,1.96,2.33,3.43,0.56,4.86,2.27,0.18,24.69,17.97,26.64,11.51,77.62,19.84,4.58,,,5.17,,7.87,2.19,41.5,33.79,1.67,2.14,,,,,44.08,1.41,2.67,,,,16.86,25.84,2.16,1.48,4.76,2.77,3.4,11.35,5.93,5.41,,5.14,,,,,,9,3644941042.999999,Trucks/Construction/Farm Machinery,Producer Manufacturing
ACAD,,53.74,7.78,,,,38.8,40.9,46.1,223.57,16.4,45.27,,16.57,51.56,2.9,,1.64,11.45,17.26,2.29,235.21,82.57,38.31,0.4,0.09,,,,20.99,18.92,11.62,14.4,17.76,2.3,2.54,4.76,0.59,21.82,7.06,,22.62,,,15.88,34.07,91.61,,,,13.83,,12.08,4.97,22.13,22.13,0.99,3.08,,,,,14.09,0.51,2.45,,17.26,7.38,14.09,21.55,,,6.08,2.11,15.57,203.67,21.17,27.32,,51.02,,,,,,,4047377469.0,Pharmaceuticals: Major,Health Technology
ACHC,,41.65,,,12.2,,,16.9,,,10.9,51.23,,,47.1,1.73,,0.13,0.04,40.66,1.07,18.46,542.09,44.04,3.16,0.66,,,,11.63,8.97,,9.17,7.24,1.65,1.83,8.6,0.52,,,,11.38,0.83,10.72,8.88,85.2,96.45,5.11,,,8.99,,17.48,1.23,13.33,11.59,,1.2,,,,,,0.48,1.67,0.56,,,28.8,,,1.22,5.38,1.06,5.05,19.42,10.06,9.78,,8.25,,,119.81,,,7,6460318360.000001,Medical/Nursing Services,Health Services
ACHR,,63.92,29.31,,100.9,,,,,,,65.91,,30.89,63.62,,,5.79,,,6.03,,,,,,,,,,,,,,63.98,,,,,,,,,23.13,,,,,,,,,,7.62,,,,,,,,,,,,,11.19,10.49,,,,,7.63,6.03,,,,,,,,,,,,,1649497955.0,Aerospace & Defense,Electronic Technology
ACLS,,41.95,,0.9,22.7,,62.7,72,31,57.41,34.8,45.72,,,44.9,6.74,,2.3,13.15,75.29,4.45,183.28,30.95,67.21,0.16,0.05,,,,7.23,6.84,10.87,,7.19,1.71,1.78,13.83,0.73,16.36,7.19,,15.3,25.06,,,112.82,44.28,44.08,,,20.65,,21.88,2.51,11.14,11.14,0.23,2.3,,,,,14.07,0.67,1.11,1.02,11.29,3.22,12.78,13.8,0.45,1.04,2.51,3.29,17.31,67.54,25.93,24.8,,28.79,,2.52,23.87,,,9,5489377800.999999,Industrial Machinery,Producer Manufacturing
ACLX,98.22,44.21,30.24,,,,2.6,0.1,,,,41.93,,79.49,42.35,9.57,,4.19,8.79,83.8,4.29,,,71.34,,0.14,,,,,,1122.67,,,43.24,25.82,,0.63,2.3,0.08,,,,,16.03,0.0,,,,,,,,9.37,,,,27.65,,,,,570.07,,,,15.49,14.81,174.58,,,,9.36,4.29,,,,,,,,0.3,,,,,1598748014.0,Biotechnology,Health Technology
ACM,21.37,47.42,15.02,2.5,,,13,17,11,,9.8,21.69,0.79,28.54,38.85,2.43,,0.25,0.52,111.51,1.13,,56.38,59.69,2.8,1.39,,0.19,0.79,17.95,14.98,22.91,14.82,13.21,2.11,1.01,5.57,0.18,4.4,4.79,0.93,21.89,10.07,11.48,4.13,101.9,6.73,4.98,,,2.5,,5.74,6.77,37.67,24.67,2.54,0.94,,,,,21.46,1.09,,1.97,,,18.36,45.89,4.06,1.98,,1.13,3.46,112.49,16.41,18.05,,11.41,,3.29,162.93,,,7,11643339642.999998,Engineering & Construction,Industrial Services
ACN,7.73,49.13,5.9,0.4,13.6,13.6,5.4,10.7,1.4,10.85,9.3,42.45,2.63,31.13,47.39,7.38,,0.26,1.22,358.68,1.1,,20.51,69.84,0.37,0.15,,0.43,1.49,22.88,19.95,25.91,20.97,17.07,3.26,3.44,4.37,0.51,13.27,3.84,1.65,28.22,13.21,9.03,7.03,331.23,32.61,162.73,,,11.19,,14.79,7.93,31.38,29.99,3.22,3.51,,1.45,1.15,,26.45,1.08,8.37,1.25,,,24.96,38.11,3.14,1.74,52.59,1.1,13.75,236.59,27.79,26.8,,19.63,,2.63,38.86,,,10,207617355910.0,Information Technology Services,Technology Services
ACVA,40.1,42.47,2.52,,,,,,,,30.6,21.26,,11.68,34.34,3.48,,0.68,2.5,20.3,1.51,,452.01,118.12,,0.25,,,,,,379.37,,,4.16,5.42,,0.44,1.43,0.25,,531.64,,,28.45,18.83,51.48,,,,,,,7.43,,,,5.58,,,,,414.29,1.08,,,,54.86,79.92,,,,29.85,1.51,,,,,,,,,,,,,2506975976.0,Internet Retail,Retail Trade
ADBE,,32.87,,2.5,0.9,,8.8,13.9,6.9,48.68,13.3,15.41,,16.08,25.95,10.92,,0.75,1.3,465.69,1.07,,51.08,33.15,0.76,0.43,,,,28.62,25.53,25.81,18.88,17.51,8.66,9.45,3.49,0.47,36.61,3.84,,22.79,18.29,12.16,9.64,574.02,89.04,45.8,,,25.85,,36,14.53,37.56,25.28,1.55,9.73,,0.81,0.85,,26.5,0.81,20.75,0.76,,,25.9,34.8,1.67,1.96,381.71,1.07,18.71,304.83,35.09,36.84,,23.74,,3.82,55.78,,,10,241068062221.0,Packaged Software,Technology Services
ADC,23.85,46.52,,,5.9,6.7,5.7,1.7,14.6,3.33,5.9,49.66,5.49,25.82,45.81,1.8,,0.08,0.01,74.66,0.74,,573.52,54.1,5.08,0.51,,1.67,4.01,36.89,20.78,24.95,31.91,19.22,16.67,18.22,2.71,0.65,73.03,5.41,4.07,40.66,11.72,2.17,11.35,74.02,87.94,2.87,,,31.62,,48.86,1.51,41.25,41.87,6.75,12.53,,3.63,1.35,17.65,17.17,1.01,1.83,1,,,17.17,,6.33,1.06,1.81,0.74,2.41,,3.83,3.64,,3.69,,,33.44,,,10,5725111028.0,Real Estate Investment Trusts,Finance
ADEA,8.05,69.86,,,,,,,,13.28,,87.28,0.25,4.06,77.12,2.11,,1.25,0.17,14.38,3.42,,,38.31,2.94,1.41,,0.19,1.39,20.2,11.11,15.46,,,5.16,5.87,4.95,0.35,37.93,8.3,1.39,10.21,11.59,,,9.54,,1.91,,,12.01,,30.96,4.15,39.94,13.44,4.34,4.73,,,,,12.45,1.51,,2.27,,,11.24,16.98,,0.74,,3.42,3.78,475.57,9.9,11.55,,10.09,,8.71,114.01,,,5,1062196184.9999998,Packaged Software,Technology Services
ADI,10.7,47.11,,1.9,,10.4,9.3,16.8,1.7,,1.2,45.12,2.93,,47.07,5.64,,0.79,0.31,216.61,1.84,136.23,40.16,47.5,1.82,0.22,,0.89,1.7,53.72,26.83,36.13,30.93,23.41,10.97,11.96,1.86,0.73,33.12,2.9,1.7,30.46,16.89,20.58,10.84,153.14,57.08,6.42,,,17.35,,21.96,3.06,65.84,53.31,4.89,11.46,,2.78,1.83,,34.6,1.41,,1.65,,,28.04,36.02,3.81,1.76,,1.35,3.37,46.57,4.62,4.63,,4.23,,1.45,50.08,,,10,90112565563.0,Semiconductors,Electronic Technology
ADM,,44.09,,2.6,9.4,7.7,25.1,24.8,,89.18,15,45.03,5.02,,45,3.11,,0.04,0.07,52.4,1.4,50.57,24.48,21.74,2.74,0.52,,0.39,3.82,11.82,8.6,10.1,13.81,9.66,0.43,0.41,8.46,0.42,4.05,14.07,3.82,11.32,23.14,,,78.13,7.08,3.58,,,2.07,,2.85,1.14,14.89,10.61,0.58,0.3,,,,,7.64,0.67,0.89,0.75,,,5.32,7.16,0.55,1.37,1.67,0.84,3.34,14.4,8.6,7.7,,4.13,,16.36,11.49,,,10,42539663009.00001,Agricultural Commodities/Milling,Process Industries
ADNT,,41.3,3.41,3.5,,,,,,,4.5,32.38,,,39.13,1.75,,0.26,0.39,18.96,1.11,21.21,66.18,45.49,3.67,1.13,,,,9.47,4.68,11.08,7.95,4.34,0.22,0.21,10.56,0.23,1.89,17.21,,9.46,26,30.6,,37.62,6.32,2.09,,,0.12,,2.72,0.75,82.43,10.32,0.53,0.12,,,,,6.04,0.5,,,,,3.11,9.42,0.5,0.57,,0.9,0.19,23.38,5.76,0.85,,4.79,,20.48,,,,5,3590797312.0,Auto Parts: OEM,Producer Manufacturing
ADP,28.54,44.27,10.81,1.2,,13.8,15.3,15.1,13,13.01,9,30.88,3.37,25.89,38.32,3.07,,0.19,0.79,296.76,1.01,,3.27,65.98,1.56,1.75,,0.59,1.93,22.67,20.55,30.14,22.92,21.17,6.02,6.66,4.41,0.11,22.11,3.37,2.08,29.82,14.88,8.76,7.46,271.66,42.56,9.92,,,20.87,,21.92,22.62,31.67,31.47,2.6,6.61,,1.55,1.7,,29.9,1.09,10.13,1.29,,,26.19,43.02,2.51,3,73.27,1.01,7.01,518.83,59.25,86.24,,6.18,,1.82,44.56,,,10,101064499899.00002,Data Processing Services,Technology Services
ADT,13.94,37.27,8.57,,3.7,,,,,,,19.5,3.06,3.26,28.63,0.42,,0.08,0.01,7.2,0.81,70.1,85.15,27.53,4.22,1.98,,0.38,3.06,28.95,7.67,12.7,,5.15,2.78,2.72,3.45,0.24,21.42,17.23,3.06,8.88,8.06,26.47,2.59,6.69,78.76,1.95,,,17.19,,20.04,1.68,7.5,13.82,,1.33,,,,,6.23,1.07,,,,,3.74,4.99,,0.57,,0.64,5.45,14.81,3.29,24.01,,10.07,,35.08,,,,3,5285531149.0,Miscellaneous Commercial Services,Commercial Services
ADUS,27.29,53.68,,,9.9,,22.2,30.1,,18.33,10.6,67.95,,6.16,58.6,8.53,,1.41,4.48,125.0,2.11,,11.17,35.23,0.41,0.05,,,,19.56,17.3,16.56,13.45,12.09,1.43,1.85,5.11,0.82,11.15,5.58,,21.35,23.69,13.56,13.67,101.0,32.28,12.12,,,6.5,,9.15,2.39,28.6,24.13,1.29,1.86,,1,0.54,,16.84,1.24,3.51,1.21,128.87,17.78,15.62,19.38,1.24,1.24,11.48,2.11,6.89,155.12,11.61,9.24,,9.02,,2.94,50.79,,,10,1355869330.0,Medical/Nursing Services,Health Services
AEHR,,44.31,,,99.7,,,,,52.85,46.7,38.99,,,43.35,9.82,,2.45,5.64,11.53,6.03,461.76,71.29,51.67,0.87,0.06,,,,50.72,40.11,,,,,5.29,1.97,0.84,,,,38.43,,,24.38,21.35,50.48,,,,49.64,,10.43,2.79,11.77,10.58,,5.8,,,,,,0.54,1.26,2.19,23.53,4.91,1921.67,19.31,,3.32,3.4,3.24,25.04,13.84,5.89,29.87,,34.92,,,,,,4,1353850723.0,Electronic Production Equipment,Electronic Technology
AEIS,7.56,55.7,14.38,0.9,13,,,,,,6.1,51.97,0.34,3.52,54.5,4.53,,2.25,0.99,117.22,4.62,139.39,54.35,65.57,5.33,0.57,,0.11,0.34,79.45,35.59,59.91,,12.08,2.8,3,1.26,0.53,5.01,1.67,0.34,23.54,15.11,,,85.21,35.16,2.31,,,2.91,,4.34,3.79,102.82,32.12,2.4,3,,1.64,3.89,,59.44,1.38,2.96,1.05,,13.92,33.29,91.65,2.53,1.81,6.13,3.32,1.74,8.27,2.59,3.75,,8.16,,,41.61,,,9,3937546139.0,Electronic Production Equipment,Electronic Technology
AEM,41.88,49.8,,,20.5,20.8,11.4,7.9,4,4.55,3.1,42.53,8.13,18.68,48.1,3.44,,0.59,0.61,83.72,1.75,111.46,54.12,0.39,0.48,0.08,,0.47,1.91,24.44,13.41,23.99,12.73,8.8,4.49,5.73,4.09,0.69,23.84,4.23,1.91,16.94,11.44,27.94,14.14,63.76,40.9,27.86,,,13.05,,34.15,2.15,43.61,25.56,1,5.62,,,,,23.58,1.31,1.75,1.27,,,12.36,27.16,2.76,1.97,2.7,0.83,3.5,8.35,6.58,5.13,,5.69,,2.42,54.74,,,9,24264092594.047283,Precious Metals,Non-Energy Minerals
AEO,,39.41,,,10.5,45.5,,,66.4,90.5,5.8,28.53,2.54,,36.71,3.76,,0.19,0.12,17.2,1.57,78.76,29.59,15.73,2.12,0.8,,0.3,2.91,10.49,6.91,23.59,9.5,6.52,0.82,0.84,9.53,0.47,3.56,5.82,2.91,9.45,1.45,10.09,3.09,17.92,38.95,,,,4.28,,8,1.89,14.7,10.42,,0.63,,,,,17.39,0.96,1.02,0.78,,,8.65,46.99,,1.12,2.24,0.63,6.46,18.28,15.69,13.34,,11.06,,7.94,14.88,,,9,3043221255.9999995,Apparel/Footwear Retail,Retail Trade
AEP,11.68,33.68,,,5.1,5.9,3.4,0.9,1.3,4.72,6.7,15.36,5.1,6.18,27,0.88,,0.04,0.01,92.71,0.57,84.7,104.49,18.81,5.79,1.66,,0.71,3.85,21.67,12.19,,16.73,10.61,4.21,4.75,4.61,0.27,,,4.01,15.77,0.96,12.99,4.64,93.96,61.23,2.17,,,13.46,,20.61,1.85,18.69,18.62,3.39,2.51,,,,,,0.99,1.24,1.07,,,7.66,,,10.91,1.86,0.41,2.7,5.48,4.94,10.22,,4.35,,0.78,19.72,,,10,41234689544.0,Electric Utilities,Utilities
AER,27.8,46.24,0.83,,6.4,,,5.5,,3.17,,41.59,0.78,5.03,43.73,0.74,,2.25,0.08,95.66,4.5,5.24,57.13,3.06,10.49,2.89,,0.05,0.78,30.47,13.61,,15.95,9.39,7.73,8.04,3.28,0.23,,,1.05,7.9,,12.74,2.68,85.17,32.61,,,,32.41,,26.37,1.08,7.73,9.82,,2.43,,,,,,1.12,0.74,1.42,,,3.42,7.38,,1.6,1.27,4.45,3.53,3.38,2.94,15.15,,2.69,,11.8,14.94,,,8,14432429370.0,Finance/Rental/Leasing,Finance
AES,,41.38,,,,5,,6.9,,,7.2,45.92,6.6,,45.26,0.42,,0.16,0.07,13.35,0.85,25.49,94.7,48.4,11.13,8.95,,0.3,5.17,25.88,13.97,,9.85,6.72,2.11,3.01,3.86,0.07,,,5.19,6.51,,6.61,3.2,21.38,19.44,1.43,,,8.34,,17.25,2.89,9.27,5.75,,0.77,,,,,,0.62,1.55,0.81,,,3.98,,,,9.34,0.8,2.2,4.62,3.9,35.23,,17.84,,,,,,6,11544405347.0,Electric Utilities,Utilities
AESI,26.09,56.66,2.33,,14.3,,129.9,,,49.89,64.1,55.82,3.89,5.86,56.07,2.38,,0.3,0.16,23.16,1.23,16.62,48.15,58.05,2.21,0.47,,0.99,3.89,22.35,13.22,,,6.8,2.5,3.21,4.47,0.53,,,4.15,11.99,,,26.12,0.0,26.47,4.92,,,8.78,,15.35,2.43,29.43,26.77,,2.7,,,,,,,1.88,,,,9.1,,,,2.95,1.08,4.84,10.74,8.84,10.25,,8.11,,,,,,3,2304000047.0,Construction Materials,Non-Energy Minerals
AFRM,23.47,61.73,24.56,,,,85.6,17.5,,1.59,11.1,58.56,,63.98,59.89,2.63,,15.58,0.3,70.7,64.66,,18.63,43.32,66.55,2.51,,,,,254.26,71.5,39.41,41.84,8.87,10.77,,0.28,15.07,1.71,,,,,26.03,38.78,65.71,,,,,,,7.83,,,,8.78,,,,,58.43,1.82,,,,14.85,40.52,,,,9.71,64.66,,,,,,,,,,,,,7293861260.0,Finance/Rental/Leasing,Finance
AG,1.31,42.86,0.82,,9.1,,,,,,8,36.86,0.3,1.48,41.09,1.77,,1.86,0.94,6.03,3.03,51.44,36.36,8.18,2.7,0.17,,,0.3,,22.33,,,,3.38,3.66,,0.7,,,0.32,22.93,18.74,,5.53,5.95,11.66,,,,,,,1.39,,,,3.51,,,,,,1.01,,0.9,,,20.67,,,4.98,1.39,2.45,,,,,,,,,,,,2,1664184423.375635,Precious Metals,Non-Energy Minerals
AGIO,157.47,28.25,25.51,6.9,36,,,,,39.42,,14.73,,25.29,21.35,10.03,,8.41,16.52,38.97,8.99,2295.73,1283.6,31.8,,0.04,,,,,,,,,12.69,38.89,,0.91,,,,,,,96.02,0.0,89.38,,,,2051.38,,,1.37,3.43,,,67.53,,,,,,,,,2.65,2.44,,3.59,,,1.37,8.77,62.91,,,71.3,,,,0.64,,,,1,1454238439.0,Pharmaceuticals: Major,Health Technology
AGL,,50.71,,,,,,,,,49.4,59.72,,,55.01,1.8,,0.28,8.95,2.24,1.29,,85,86.97,,0.08,,,,,,,,,0.09,0.1,,0.28,,,,,,22.91,20.75,44.78,,,,,,,,1.61,,,,0.16,,,,,,0.05,,,,3.11,,,,,1.93,1.29,,,,,,,,0.39,,,,,7602789688.0,Medical/Nursing Services,Health Services
AGR,7.43,41.62,,,1.1,,,4.2,,1.45,1.7,41.26,4.97,1.39,39.49,0.58,,0.02,0.01,35.59,0.51,33.36,118.37,61.82,5.25,0.76,,0.6,4.95,18.57,10.05,,19.99,10.58,3.19,3.28,5.39,0.42,,,4.95,14.68,,9.84,1.54,40.48,37.25,2.69,,,12.89,,15.07,0.7,12.23,12.23,,1.58,,,,,,0.88,0.68,,,,12.51,,,14.12,0.84,0.44,2.51,4.55,3.94,5.69,,2.75,,,11.76,,,10,13401612433.0,Electric Utilities,Utilities
