Ticker,12-1 Month Momentum %,14-Day RSI,3-Year Average Share Buyback Ratio,3-Year Book Growth Rate,3-Year Dividend Growth Rate,3-Year EBITDA Growth Rate,3-Year EPS without NRI Growth Rate,3-Year FCF Growth Rate,3-Year Revenue Growth Rate,5-Day RSI,5-Year Yield-on-Cost %,6-1 Month Momentum %,9-Day RSI,Altman Z-Score,Cash Ratio,Cash-To-Debt,ClosePrice,Current Ratio,Days Inventory,Days Payable,Days Sales Outstanding,Debt-to-EBITDA,Debt-to-Equity,Distress,Dividend Payout Ratio,Dividend Yield %,EV-to-EBIT,EV-to-EBITDA,EV-to-FCF,EV-to-Forward-EBIT,EV-to-Forward-EBITDA,EV-to-Forward-Revenue,EV-to-Revenue,Earnings Yield (Greenblatt) %,Equity-to-Asset,FCF Margin %,FCF Yield %,Forward Dividend Yield %,Forward PE Ratio,Forward Rate of Return (Yacktman) %,Future 3-5Y EPS without NRI Growth Rate,Future 3-5Y Total Revenue Growth Rate,GFValue,Gross Margin %,Interest Coverage,N/A,Net Margin %,Not Manipulator,Operating Margin %,PB Ratio,PE Ratio,PE Ratio without NRI,PEG Ratio,PS Ratio,Piotroski F-Score,Price-to-DCF (Earnings Based),Price-to-DCF (FCF Based),Price-to-FFO,Price-to-Free-Cash-Flow,Price-to-Graham-Number,Price-to-Median-PS-Value,Price-to-Net-Cash,Price-to-Net-Current-Asset-Value,Price-to-Operating-Cash-Flow,Price-to-Owner-Earnings,Price-to-Peter-Lynch-Fair-Value,Price-to-Projected-FCF,Price-to-Tangible-Book,Quick Ratio,ROA %,ROC (Joel Greenblatt) %,ROCE %,ROE %,ROIC,ROIC %,Safe,Shareholder Yield %,Shiller PE Ratio,WACC,WACC vs ROIC,Years of Profitability over Past 10-Year,Market Capitalization,Industry,Sector
A,,63.24,1.5,7.9,7.7,13.5,33.2,24.7,10.5,79.64,1,9.07,68.81,6.61,1.08,0.68,142.86,2.68,117.28,52.11,73.54,1.51,0.41,,0.18,0.66,29.18,24.59,25.2,25.07,21.98,6.05,6.17,3.43,0.57,24.48,3.94,0.68,26.09,16.55,9.5,3.58,142.35,50.56,14.22,,18.35,,19.42,6.76,34.01,27.9,2.33,6.27,,0.89,1.6,,25.61,5.4,1.27,,,21.52,31.43,2.01,2.16,23.54,2.04,11.42,62.86,15.64,21.32,,14.14,,2.35,48.59,,,10,33913792728.0,Medical Specialties,Health Technology
AA,,49.98,1.4,10.2,,,,,5.9,60.61,1.47,,53.08,0.98,0.31,0.49,27.48,1.45,86.07,58.94,24.77,12.36,0.45,,,1.47,,38.33,,14.79,5.49,0.55,0.56,,0.3,,,1.47,62.05,,,,40.31,7,,,,,,1.15,,,,0.46,,,,,,,,,,53.81,,,0.95,1.21,0.74,,,,,,,,,,,,3,5148271475.0,Aluminum,Non-Energy Minerals
AAL,,64.58,,10.4,,,,,27,77.68,,,69.58,0.77,0.34,0.19,14.81,0.62,20.89,20.46,14.17,12.45,,,,,13.27,13.27,35.91,11.15,6.93,0.78,0.82,7.54,,2.29,12.45,,5.27,,17.44,3.56,19.68,22.37,1.87,,1.56,,7.6,,13.46,6.49,,0.19,,,,,7.43,,0.43,,,2.58,,,,,0.51,1.25,8.53,7.75,,,4.5,,28.56,9.94,,,8,8696254174.0,Airlines,Transportation
AAON,17.1,59.21,,23.5,10.5,20.6,22,,22.6,44.69,0.6,11.67,55.44,18.65,,,82.5,3.03,97.77,18.07,48.15,0.36,0.13,,0.2,0.38,32.68,27.11,231.28,,,,6.15,3.06,0.72,2.66,0.44,0.38,,19.62,,,82.46,32.77,42.97,,15.18,,18.83,9.82,40.3,40.3,3.3,6.12,,2.55,20.07,,231.78,4.72,1.26,,41.04,54.89,121.67,2.1,7.54,12.44,1.5,19.51,38.13,29.02,27.91,,22.62,,0.35,85.94,,,10,4968385340.0,Industrial Machinery,Producer Manufacturing
AAP,,64.74,3.6,,26,,,,8.9,82.37,68.84,0.21,70.54,1.31,0.09,0.13,69.66,1.2,269.01,213.72,25.63,9.01,1.59,,2.7,3.22,55.36,17.16,174.55,20.64,10.84,0.66,0.68,1.81,0.21,0.39,1.05,1.45,18.92,11.13,14,1.84,196.27,40.37,1.5,,0.39,,1.17,1.64,94.14,94.14,,0.36,,,,,96.74,4.31,0.32,,,14.56,,,0.62,4.43,0.29,0.36,2.68,1.95,1.68,,1.62,,,9.07,,,10,3557510972.0,Specialty Stores,Retail Trade
AAPL,23.06,35.9,2.9,1.3,5.7,20.9,23.2,14.6,15.7,26.71,0.74,,31.9,8.25,0.55,0.68,175.1,1.07,11.88,92.38,21.56,0.81,1.46,,0.15,0.54,23.14,21.14,26.29,23.32,21.34,7.23,7.28,4.32,0.21,27.71,3.95,0.54,26.88,21.31,12.46,2.63,178.31,45.03,40.5,,26.16,,30.76,36.56,27.27,27.27,1.61,7.15,,1.13,1.22,,25.74,6.66,1.79,,,23.61,27.33,1.49,2.04,36.56,1.02,29.33,279.4,57.36,159.97,,34.58,,3.65,41.3,,,10,2736146930271.0005,Telecommunications Equipment,Electronic Technology
AAT,,45.61,,,9.7,8.1,22.2,18.4,8.5,54.11,7.54,3.44,46.71,0.63,0.84,0.05,21.47,1.94,,145.67,6.48,6.84,1.43,,1.57,6.14,22.5,11.76,27.84,,,,6.67,4.44,0.4,23.98,8.09,6.24,,6.33,,,32.99,62.84,1.88,,14.66,,27.6,1.09,25.56,25.56,11.11,3.73,,2.22,1.34,9.65,15.45,1.12,0.47,,,8.75,17.56,,0.99,1.11,1.94,2.15,576.18,4.53,5.34,,4.22,,3.24,27.88,,,10,1249105589.0,Real Estate Investment Trusts,Finance
ABBV,8.08,67.44,,,7.8,9.6,49.1,7.4,3.8,63.69,5.52,13.81,65.66,2.08,0.34,0.22,177.05,0.87,69.9,59.2,76.32,3.46,5.73,,0.67,3.38,42.79,21.12,16.44,14.41,13.83,6.66,6.68,2.34,0.08,40.62,7.05,3.51,15.78,26.31,32.5,0.85,137.63,62.42,6.09,,8.95,,24.92,30.16,64.85,19.98,1.29,5.75,,0.89,0.47,,14.24,,1.32,,,13.75,24.37,0.97,1.49,,0.76,3.58,171.32,8.18,36.93,,9.52,,6.82,39.17,,,10,268498884868.0,Pharmaceuticals: Major,Health Technology
ABCL,,47.45,,8.7,,,,,,49.46,,,47.64,3.03,6.39,9.83,5.01,7.33,,,330.79,,0.07,,,,,,,,,8.29,20.92,,0.77,,,,,,,,1.39,,,,,,,1.26,,,,37.93,,,,,,,,3.43,2.72,,,,,1.48,7.32,,,,,,,,,,,,4,1545160366.0,Biotechnology,Health Technology
ABG,,46.74,,58.9,,53,58.9,21.4,22.6,42.94,,,45.06,3.49,0.02,0.01,205.5,1.06,37.87,17.45,7.15,3.4,1.09,,,,8.05,7.53,48.76,7.37,6.84,0.43,0.53,12.42,0.39,1.08,3.78,,6.24,31.93,1.3,15.63,252.65,18.62,6.46,,4.07,,7.23,1.3,7.19,6.3,0.18,0.3,,0.2,0.89,,27.9,0.6,1.04,,,16.35,12.47,0.24,0.46,1.3,0.45,7.45,38.82,18.88,19.42,,13.63,,16.65,11.95,,,10,4632090814.999999,Specialty Stores,Retail Trade
