Ticker,12-1 Month Momentum %,14-Day RSI,3-Year Average Share Buyback Ratio,3-Year Book Growth Rate,3-Year Dividend Growth Rate,3-Year EBITDA Growth Rate,3-Year EPS without NRI Growth Rate,3-Year FCF Growth Rate,3-Year ROIIC %,3-Year Revenue Growth Rate,5-Day RSI,5-Year Yield-on-Cost %,6-1 Month Momentum %,9-Day RSI,Altman Z-Score,Beneish M-Score,Cash Ratio,Cash-To-Debt,ClosePrice,Current Ratio,Days Inventory,Days Payable,Days Sales Outstanding,Debt-to-EBITDA,Debt-to-Equity,Distress,Dividend Payout Ratio,Dividend Yield %,EV-to-EBIT,EV-to-EBITDA,EV-to-FCF,EV-to-Forward-EBIT,EV-to-Forward-EBITDA,EV-to-Forward-Revenue,EV-to-Revenue,Earnings Yield (Greenblatt) %,Equity-to-Asset,FCF Margin %,FCF Yield %,Forward Dividend Yield %,Forward PE Ratio,Forward Rate of Return (Yacktman) %,Future 3-5Y EPS without NRI Growth Rate Estimate,Future 3-5Y Total Revenue Growth Rate Estimate,GFValue,Gross Margin %,Interest Coverage,Manipulator,N/A,Net Margin %,Not Manipulator,Operating Margin %,PB Ratio,PE Ratio,PE Ratio without NRI,PEG Ratio,PS Ratio,Piotroski F-Score,Price-to-DCF (Earnings Based),Price-to-DCF (FCF Based),Price-to-FFO,Price-to-Free-Cash-Flow,Price-to-Graham-Number,Price-to-Median-PS-Value,Price-to-Net-Cash,Price-to-Net-Current-Asset-Value,Price-to-Operating-Cash-Flow,Price-to-Owner-Earnings,Price-to-Peter-Lynch-Fair-Value,Price-to-Projected-FCF,Price-to-Tangible-Book,Quick Ratio,ROA %,ROC (Joel Greenblatt) %,ROCE %,ROE %,ROIC,ROIC %,Safe,Shareholder Yield %,Shiller PE Ratio,WACC,WACC vs ROIC,Years of Profitability over Past 10-Year,Market Capitalization,Industry,Sector
A,32.2,48.22,1.5,7.9,7.7,13.5,33.2,24.7,58.71,10.5,48.79,1.03,1.27,49.32,6.01,,0.74,0.61,136.68,1.78,125.99,57.06,66.46,1.56,0.5,,0.18,0.69,24.86,21.55,28.53,24.26,21.21,5.92,6.22,4.02,0.54,21.81,3.61,0.69,24.2,15.74,4.77,2.33,134.08,54.39,17.3,,,21.75,,22.9,6.66,28.36,26.23,2.19,6.16,,0.84,1.76,,28.24,5.44,1.22,,,22.4,28.23,2.03,2.1,25.41,1.37,13.03,74.15,18.1,23.78,,16.15,,3.28,44.07,,,10,33913792728.0,Medical Specialties,Health Technology
AA,47.79,66.87,1.4,10.2,,,,,75.95,5.9,71.04,0.91,2.97,69.05,1.48,,0.38,0.45,44.78,1.41,78.33,59.38,26.65,4.45,0.56,,,0.89,1014.55,20.01,,7.19,5.23,1.14,1.2,0.1,0.36,,,0.89,14.03,,,4.06,34.18,11.35,1.6,,,,,2.02,2.2,,,,0.78,,,,,,,,,,21.71,,,1.75,2.28,0.8,,0.18,0.12,,,6.28,,,,,,3,5148271475.0,Aluminum,Non-Energy Minerals
AAL,,62.82,,10.4,,,,,597.78,27,60.35,,,61.63,0.67,,0.33,0.22,13.81,0.57,21.4,22.29,13.62,16.51,,,,,16.76,16.76,,6.19,4.55,0.7,0.74,5.97,,,,,6.83,,,4,16.16,20.34,1.4,,,0.51,,5.17,,41.85,12.7,,0.18,,,,,,,0.44,,,4.03,,,,,0.47,0.43,6.13,5.96,,,2.95,,30.47,12.02,,,8,8696254174.0,Airlines,Transportation
AAON,86.33,79,,26.3,8.1,29.5,31.8,,20.3,29.5,88.61,0.38,41.77,82.53,28.22,,,,138.24,2.99,98.09,12.85,43.47,0.35,0.14,,0.14,0.23,46.5,38.11,110.25,,,,9.47,2.15,0.73,8.59,0.91,0.23,48.85,20.35,16.6,10.85,79.14,36.27,88.05,,,15.61,,20.32,15.11,62.27,62.27,2.48,9.68,,3.38,9.78,,112.85,7.29,1.91,,73.14,51.01,79.63,2.49,10.16,19.2,1.7,19.5,39.13,29.71,25.86,,21.83,,0.39,126.25,,,10,4968385340.0,Industrial Machinery,Producer Manufacturing
AAP,,46.59,3.6,,26,,,,,8.9,51.29,56.44,,49.81,1.71,,0.09,0.12,37.9,1.23,263.29,213.8,27.04,11.12,1.52,,100,2.64,126.05,16.12,16.31,21.51,9.71,0.51,0.51,0.79,0.21,3.13,15.58,2.64,13.74,7.61,83.72,,147.04,39.48,0.41,,,,,0.3,0.87,3790,3790,,0.2,,,,,6.42,19.14,0.18,,,4.17,13.7,,0.33,2.18,0.3,,0.91,0.64,,,0.32,,,5.06,,,10,3557510972.0,Specialty Stores,Retail Trade
AAPL,23.45,48.43,2.7,,4.9,6.2,6.4,8.6,,5.4,52.98,0.56,23.55,48.07,8.72,,0.37,0.61,226.96,0.87,11.29,98.23,24.41,0.79,1.87,,0.15,0.44,28.18,25.78,31.91,26.26,24.21,8.31,8.88,3.55,0.16,27.83,3.17,0.44,30.72,18.28,11.61,6.86,187.36,46.21,,,,23.97,,31.51,60.25,37.33,33.62,2.11,8.95,,1.42,1.57,,32.17,9.49,1.98,,,29.6,34.47,2.14,2.51,60.2,0.83,26.93,278.63,59.87,140.28,,32.51,,3.36,49.27,,,10,2736146930271.0005,Telecommunications Equipment,Electronic Technology
AAT,38.25,58.44,,,9.7,8.1,22.2,18.4,28.45,8.5,65.19,5.91,18.84,60.22,0.79,,4.87,0.25,27.94,5.78,,148.94,6.31,7.97,1.8,,1.38,4.78,23.11,12.34,24.35,,,,7.22,4.33,0.35,29.66,7.96,4.8,38.81,8.93,,2.94,27.11,63.33,1.92,,,16.36,,28.14,1.43,28.8,28.8,12.52,4.68,,2.5,1.37,11.68,15.77,1.36,0.61,,,10.41,19.18,,1.23,1.45,5.78,2.43,683.81,4.81,6.24,,4.5,,,33.88,,,10,1249105589.0,Real Estate Investment Trusts,Finance
ABBV,35.89,58.01,,,7.8,9.6,1.7,7.4,21.19,3.8,53.27,5.04,20.29,58.41,1.98,,0.17,0.1,199.5,0.65,84.15,73.91,75.86,3.9,11.78,,0.57,3.11,42.2,22.84,26.65,15.19,14.65,7.05,7.5,2.37,0.04,28.13,4.43,3.29,16.44,15.8,7.57,5.47,147.37,67.21,5.43,,,9.22,,26.13,58.44,69.27,18.56,1.2,6.37,,0.67,0.74,,22.64,,1.45,,,21.43,39.94,1.84,1.79,,0.54,3.63,196.81,9.75,59.19,,8.83,,1.51,42.69,,,10,268498884868.0,Pharmaceuticals: Major,Health Technology
ABCL,,49.34,,8.7,,,,,,,41.01,,,46.93,1.79,,8.08,9.01,2.7,9.34,,,376.42,,0.07,,,,,,,,,8.29,6.85,,0.77,,,,,,,26.46,1.05,,,,,,,,0.74,,,,23.89,,,,,,,,2.43,1.86,,,,,0.82,9.34,,,,,,,,1.12,,,,4,1545160366.0,Biotechnology,Health Technology
ABEV,,37.54,,2.2,20.8,5.4,3.2,9.8,60.73,11,32.64,11.06,,35.15,3.6,,0.59,6.19,2.17,1.2,93.05,189.94,25.24,0.13,0.03,,0.85,6.96,8.91,6.68,8.55,8.08,6.2,1.97,2.14,11.22,0.67,25.25,10.64,6.96,11.54,16.13,4.12,6.42,2.76,50.98,7.91,,,16.92,,23.87,1.98,13.93,13.64,2.78,2.37,,,,,9.46,1.62,0.45,,,7.47,10.11,1.66,0.69,4.34,0.9,10.03,70.19,19.21,15.52,,15.33,,6.31,11.96,,,10,43328543728.065,Beverages: Alcoholic,Consumer Non-Durables
