Ticker,12-1 Month Momentum %,14-Day RSI,3-Year Average Share Buyback Ratio,3-Year Book Growth Rate,3-Year Dividend Growth Rate,3-Year EBITDA Growth Rate,3-Year EPS without NRI Growth Rate,3-Year FCF Growth Rate,3-Year Revenue Growth Rate,5-Day RSI,5-Year Yield-on-Cost %,6-1 Month Momentum %,9-Day RSI,Altman Z-Score,Beneish M-Score,Cash Ratio,Cash-To-Debt,ClosePrice,Current Ratio,Days Inventory,Days Payable,Days Sales Outstanding,Debt-to-EBITDA,Debt-to-Equity,Distress,Dividend Payout Ratio,Dividend Yield %,EV-to-EBIT,EV-to-EBITDA,EV-to-FCF,EV-to-Forward-EBIT,EV-to-Forward-EBITDA,EV-to-Forward-Revenue,EV-to-Revenue,Earnings Yield (Greenblatt) %,Equity-to-Asset,FCF Margin %,FCF Yield %,Forward Dividend Yield %,Forward PE Ratio,Forward Rate of Return (Yacktman) %,Future 3-5Y EPS without NRI Growth Rate,Future 3-5Y Total Revenue Growth Rate,GFValue,Gross Margin %,Interest Coverage,Manipulator,N/A,Net Margin %,Not Manipulator,Operating Margin %,PB Ratio,PE Ratio,PE Ratio without NRI,PEG Ratio,PS Ratio,Piotroski F-Score,Price-to-DCF (Earnings Based),Price-to-DCF (FCF Based),Price-to-FFO,Price-to-Free-Cash-Flow,Price-to-Graham-Number,Price-to-Median-PS-Value,Price-to-Net-Cash,Price-to-Net-Current-Asset-Value,Price-to-Operating-Cash-Flow,Price-to-Owner-Earnings,Price-to-Peter-Lynch-Fair-Value,Price-to-Projected-FCF,Price-to-Tangible-Book,Quick Ratio,ROA %,ROC (Joel Greenblatt) %,ROCE %,ROE %,ROIC,ROIC %,Safe,Shareholder Yield %,Shiller PE Ratio,WACC,WACC vs ROIC,Years of Profitability over Past 10-Year,Market Capitalization,Industry,Sector
A,17.83,35.46,1.5,7.9,7.7,13.5,33.2,24.7,10.5,30.3,1.06,9.05,30.85,6.46,,0.85,0.65,132.82,2.15,117.53,51.55,70.14,1.53,0.41,,0.17,0.7,28.12,23.79,25.91,25.8,22.49,6.16,6.05,3.56,0.57,23.33,3.97,0.72,25.46,15.96,4.95,102.1,136.79,50.63,14.64,,,18.84,,19.54,6.23,31.4,24.97,2.08,5.92,,0.8,1.59,,25.47,4.84,1.18,,,20.64,31.06,1.89,2,21.12,1.64,11.49,63.42,15.6,20.99,,14.11,,2.84,43.69,,,10,33913792728.0,Medical Specialties,Health Technology
AA,8.85,58.36,1.4,10.2,,,,,5.9,46.71,0.94,45.68,54.86,1.11,,0.45,0.53,42.65,1.61,83.25,57.67,25.57,134.11,0.64,,,0.94,,465.13,,23.84,8.61,0.86,0.84,,0.28,,,0.94,372.76,,63.4,3.09,39.45,6.37,,,,,,,1.92,,,,0.72,,,,,,,,,,234.72,,,1.93,2.01,0.93,,,,,,,,,,,,3,5148271475.0,Aluminum,Non-Energy Minerals
AAL,,27.05,,10.4,,,,,27,18.96,,5.48,21.38,0.67,,0.33,0.21,11.43,0.58,20.92,21.48,13.98,14.34,,,,,14.1,14.1,,11.95,6.95,0.71,0.74,7.09,,,,,5.32,,46,4,18.48,21.59,1.73,,,0.94,,6.83,,19.05,6.22,,0.15,,,,,,,0.33,,,2.86,,,,,0.48,0.76,7.26,6.75,,,3.98,,38.21,8.28,,,8,8696254174.0,Airlines,Transportation
AAON,29,36.95,,26.3,8.1,29.5,31.8,,29.5,38.11,0.67,23.64,36.42,24.86,,0.07,0.49,72.35,3.13,101.08,13.09,45.31,0.06,0.02,,0.15,0.44,26.22,21.55,47.57,,,,5.19,3.81,0.82,10.92,2.14,0.44,,20.69,,,77.29,35.56,58.55,,,15.44,,19.77,7.57,33.7,33.7,1.34,5.18,,1.86,4.12,,47.57,3.75,1.04,,26.5,24.56,36.24,1.45,5.14,9.4,1.57,19.39,38.08,29.18,25.9,,21.96,,0.91,69.57,,,10,4968385340.0,Industrial Machinery,Producer Manufacturing
AAPL,2.12,72.04,2.9,1.3,5.7,20.9,23.2,14.6,15.7,84.69,0.69,,76.78,9.19,,0.54,0.64,194.48,1.04,11.92,90.05,21.43,0.8,1.41,,0.15,0.5,25.34,23.14,29.84,23.56,21.8,7.35,7.97,3.95,0.22,26.71,3.42,0.51,26.45,20.55,10.5,5,178.32,45.59,59.12,,,26.31,,30.98,40.19,30.25,30.25,1.79,7.94,,1.25,1.42,,29.75,7.35,1.97,,,27.43,32.23,1.7,2.27,40.19,0.99,29.34,275.4,56.47,150.79,,34.62,,3.45,44,,,10,2736146930271.0005,Telecommunications Equipment,Electronic Technology
AAT,11.28,52.57,,,9.7,8.1,22.2,18.4,8.5,62.94,7.55,0.56,54.25,0.64,,0.98,0.06,21.66,2.06,,143.65,6.4,6.71,1.43,,1.49,6.15,21.75,11.54,24.1,,,,6.63,4.6,0.4,27.51,9.26,6.23,,8.02,,2.19,29.25,62.64,1.88,,,15.46,,27.6,1.1,24.34,24.34,10.58,3.72,,2.11,1.17,9.58,13.63,1.1,0.48,,,8.67,16.9,,0.97,1.12,2.06,2.29,612.23,4.67,5.68,,4.28,,3.91,27.08,,,10,1249105589.0,Real Estate Investment Trusts,Finance
ABBV,19.68,57.32,,,7.8,9.6,49.1,7.4,3.8,75.98,5.84,13.29,64.33,1.78,,0.44,0.24,168.57,0.94,71.9,58.89,77.13,4,9.24,,0.55,3.58,35.3,18.81,15.9,13.62,13.15,6.31,6.4,2.83,0.05,40.24,7.35,3.66,14.35,24.5,6.21,3.88,141.82,62.28,5.83,,,11.02,,24.96,37.13,50.02,15.38,0.99,5.39,,0.69,0.45,,13.44,,1.25,,,12.99,19.78,0.87,1.47,,0.83,4.34,199,9.56,52.94,,9.67,,5.21,36.73,,,10,268498884868.0,Pharmaceuticals: Major,Health Technology
ABCL,,41.76,,8.7,,,,,,27.87,,,38.77,2.44,,6.66,9.48,3.78,7.76,,,342.96,,0.07,,,,,,,,,8.29,13.36,,0.77,,,,,,,,1.19,,,,,,,,0.98,,,,30.42,,,,,,,,3.05,2.3,,,,,1.15,7.75,,,,,,,,,,,,4,1545160366.0,Biotechnology,Health Technology
ABEV,,35.46,,2.2,20.8,5.4,3.2,9.8,11,31.48,10.68,,32.69,3.47,,0.4,3.65,2.24,0.99,102.26,192.59,24.29,0.15,0.04,,0.77,6.72,8.9,6.57,8.55,8.07,6.13,2.04,2.06,11.24,0.65,25.4,11.63,6.72,12.65,14.66,6.1,6.23,2.99,50.66,6.83,,,18.25,,23.83,2.13,11.98,11.49,2.34,2.37,,,,,9.27,1.66,0.42,,,7.2,10.42,1.79,0.7,5.09,0.7,10.77,64.69,18.64,17.03,,17.22,,6.31,11.2,,,10,43328543728.065,Beverages: Alcoholic,Consumer Non-Durables
ABG,1.32,55.39,,50.3,,28.2,37.8,,24,53.1,,,54.7,2.7,,0.01,0.01,235.43,1.06,41.41,16.44,4.01,5.01,1.53,,,,10.34,9.64,100.4,10.92,10.06,0.56,0.64,9.67,0.33,0.64,2.07,,7.99,31.13,,9.41,249.81,18.22,5.43,,,3.68,,6.86,1.42,8.58,7.48,0.23,0.32,,0.24,4.26,,49.2,,1.08,,,15.17,127.74,0.3,0.52,,0.38,6.33,26.89,13.18,17.8,,9.59,,,12.94,,,10,4632090814.999999,Specialty Stores,Retail Trade
