Ticker,12-1 Month Momentum %,14-Day RSI,3-Year Average Share Buyback Ratio,3-Year Book Growth Rate,3-Year Dividend Growth Rate,3-Year EBITDA Growth Rate,3-Year EPS without NRI Growth Rate,3-Year FCF Growth Rate,3-Year ROIIC %,3-Year Revenue Growth Rate,5-Day RSI,5-Year Yield-on-Cost %,6-1 Month Momentum %,9-Day RSI,Altman Z-Score,Beneish M-Score,Cash Ratio,Cash-To-Debt,ClosePrice,Current Ratio,Days Inventory,Days Payable,Days Sales Outstanding,Debt-to-EBITDA,Debt-to-Equity,Distress,Dividend Payout Ratio,Dividend Yield %,EV-to-EBIT,EV-to-EBITDA,EV-to-FCF,EV-to-Forward-EBIT,EV-to-Forward-EBITDA,EV-to-Forward-Revenue,EV-to-Revenue,Earnings Yield (Greenblatt) %,Equity-to-Asset,FCF Margin %,FCF Yield %,Forward Dividend Yield %,Forward PE Ratio,Forward Rate of Return (Yacktman) %,Future 3-5Y EPS without NRI Growth Rate Estimate,Future 3-5Y Total Revenue Growth Rate Estimate,GFValue,Gross Margin %,Interest Coverage,Manipulator,N/A,Net Margin %,Not Manipulator,Operating Margin %,PB Ratio,PE Ratio,PE Ratio without NRI,PEG Ratio,PS Ratio,Piotroski F-Score,Price-to-DCF (Earnings Based),Price-to-DCF (FCF Based),Price-to-FFO,Price-to-Free-Cash-Flow,Price-to-Graham-Number,Price-to-Median-PS-Value,Price-to-Net-Cash,Price-to-Net-Current-Asset-Value,Price-to-Operating-Cash-Flow,Price-to-Owner-Earnings,Price-to-Peter-Lynch-Fair-Value,Price-to-Projected-FCF,Price-to-Tangible-Book,Quick Ratio,ROA %,ROC (Joel Greenblatt) %,ROCE %,ROE %,ROIC,ROIC %,Safe,Shareholder Yield %,Shiller PE Ratio,WACC,WACC vs ROIC,Years of Profitability over Past 10-Year,Market Capitalization,Industry,Sector
A,25.84,51.17,1.5,7.9,7.7,13.5,33.2,24.7,58.71,10.5,47.16,1,,50.03,6.18,,0.74,0.61,139.44,1.78,125.99,57.06,66.46,1.56,0.5,,0.18,0.66,25.78,22.34,29.58,25.15,21.99,6.14,6.45,3.88,0.54,21.81,3.54,0.67,24.65,15.64,4.89,,133.66,54.39,17.3,,,21.75,,22.9,6.79,28.93,26.76,2.23,6.29,,0.78,1.65,,28.77,5.55,1.24,,,22.88,28.77,2.07,2.14,25.92,1.37,13.03,74.15,18.1,23.78,,16.15,,3.15,44.98,,,10,33913792728.0,Medical Specialties,Health Technology
AA,27.38,61.12,1.4,10.2,,,,,75.95,5.9,68.05,1.1,6.47,65.21,1.24,,0.44,0.55,36.01,1.55,79.98,58.53,26.31,10.94,0.65,,,1.1,,45.72,,8.42,5.45,0.98,1,,0.27,,,1.1,13.11,,,2.33,39.61,8.14,,,,,,,1.66,,,,0.55,,,,,,,,,,19.93,,,1.59,1.74,0.92,,,,,,,,,,,,3,5148271475.0,Aluminum,Non-Energy Minerals
AAL,,56.49,,10.4,,,,,597.78,27,53.08,,,56.7,0.66,,0.34,0.21,11.0,0.6,20.92,21.96,14.01,19.76,,,,,19.16,19.16,,10.25,6.12,0.68,0.72,5.22,,,,,5.9,,,4.01,16.51,20.23,1.4,,,,,5.34,,,11.38,,0.14,,,,,,,0.33,,,3.56,,,,,0.5,,5.17,4.89,,,12.18,,43.14,8.21,,,8,8696254174.0,Airlines,Transportation
AAON,65.62,78.18,,26.3,8.1,29.5,31.8,,20.3,29.5,90.44,0.46,10.57,84.31,22.59,,,,107.3,2.99,98.09,12.85,43.47,0.35,0.14,,0.14,0.3,36.2,29.67,85.82,,,,7.37,2.76,0.73,8.59,1.18,0.3,38.88,20.45,16.31,10.76,78.76,36.27,88.05,,,15.61,,20.32,11.73,48.33,48.33,1.93,7.53,,2.4,7.02,,87.59,5.66,1.48,,56.77,39.59,61.8,1.93,7.89,14.9,1.7,19.5,39.13,29.71,25.86,,21.83,,0.51,98.44,,,10,4968385340.0,Industrial Machinery,Producer Manufacturing
AAP,,29.49,3.6,,26,,,,,8.9,29.34,54.52,,30.18,1.72,,0.09,0.12,39.6,1.23,263.29,213.8,27.04,11.12,1.52,,100,2.55,129.99,16.62,16.82,22.18,10.64,0.52,0.53,0.77,0.21,3.13,14.91,2.55,14.33,6.43,82.89,,147.5,39.48,0.41,,,,,0.3,0.91,3960,3960,,0.22,,,,,6.73,20,0.19,,,4.32,14.32,,0.35,2.27,0.3,,0.91,0.64,,,0.32,,,5.29,,,10,3557510972.0,Specialty Stores,Retail Trade
AAPL,28.83,55.36,2.9,1.3,5.7,20.9,23.2,14.6,102.85,15.7,58.27,0.61,32.77,56.73,10.16,,0.47,0.61,226.37,0.95,11.42,91.36,22.13,0.75,1.52,,0.15,0.44,28.21,25.87,33.52,26.11,23.96,8.2,9.07,3.54,0.2,27.06,3.03,0.45,30.26,19.84,11.24,6.08,184.64,45.96,120.35,,,26.44,,31.27,51.68,34.46,34.46,2.04,9.08,,1.3,1.46,,33.7,8.89,2.11,,,31.1,36.22,1.99,2.56,51.68,0.91,29.81,269.91,59,151.08,,35.41,,3.24,49.86,,,10,2736146930271.0005,Telecommunications Equipment,Electronic Technology
AAT,40.51,57.54,,,9.7,8.1,22.2,18.4,28.45,8.5,52.94,6.11,24.84,56.43,0.74,,0.99,0.07,27.04,1.84,,145.05,6.23,6.69,1.44,,1.49,4.97,24.13,12.73,23.38,,,,7.33,4.14,0.4,31.33,8.47,4.98,38.08,8.06,,2.74,26.96,62.62,1.87,,,15.39,,27.37,1.38,30.38,30.38,13.21,4.62,,2.43,1.19,11.87,14.88,1.38,0.6,,,10.13,20.4,,1.21,1.4,1.84,2.29,628.91,4.67,5.7,,4.27,,3.7,33.38,,,10,1249105589.0,Real Estate Investment Trusts,Finance
ABBV,27.74,44.92,,,7.8,9.6,49.1,7.4,26.06,3.8,25.69,5.21,10.65,37.15,2.02,,0.31,0.19,191.26,0.81,73.4,65.71,76.62,3.91,10.42,,0.57,3.19,41.72,22.08,22.46,14.38,14.01,6.78,7.26,2.4,0.05,32.33,5.26,3.22,15.82,20.15,7.21,4.99,146.52,62.76,5.48,,,9.71,,24.95,49.81,63.75,17.87,1.15,6.19,,0.73,0.57,,19.21,,1.4,,,18.33,32.44,1.24,1.71,,0.71,3.83,192.43,9.41,53.28,,9.12,,2.91,41.49,,,10,268498884868.0,Pharmaceuticals: Major,Health Technology
ABCL,,39.78,,8.7,,,,,,,27.26,,,36.09,1.88,,9.52,9.3,2.44,10.96,,,406.96,,0.07,,,,,,,,,8.29,4.41,,0.79,,,,,,,32.02,1.06,,,,,,,,0.65,,,,20.97,,,,,,,,1.95,1.53,,,,,0.73,10.96,,,,,,,,0.73,,,,4,1545160366.0,Biotechnology,Health Technology
ABEV,,51.71,,2.2,20.8,5.4,3.2,9.8,60.73,11,47.41,10.33,,49.49,3.68,,0.44,4.44,2.33,1.11,97.74,188.94,24.71,0.13,0.04,,0.79,6.5,9.02,6.74,9.28,8.65,6.64,2.11,2.16,11.09,0.66,25.65,11.19,6.5,12.73,14.65,4.92,6.6,2.63,50.83,7.5,,,17.86,,24.06,2.1,12.8,12.26,2.5,2.51,,,,,9.94,1.7,0.46,,,7.8,10.98,1.79,0.74,4.85,0.79,10.57,68.13,19.18,16.5,,16.25,,6.05,12.26,,,10,43328543728.065,Beverages: Alcoholic,Consumer Non-Durables
