Ticker,12-1 Month Momentum %,14-Day RSI,3-Year Average Share Buyback Ratio,3-Year Book Growth Rate,3-Year Dividend Growth Rate,3-Year EBITDA Growth Rate,3-Year EPS without NRI Growth Rate,3-Year FCF Growth Rate,3-Year Revenue Growth Rate,5-Day RSI,5-Year Yield-on-Cost %,6-1 Month Momentum %,9-Day RSI,Altman Z-Score,Cash Ratio,Cash-To-Debt,ClosePrice,Current Ratio,Days Inventory,Days Payable,Days Sales Outstanding,Debt-to-EBITDA,Debt-to-Equity,Distress,Dividend Payout Ratio,Dividend Yield %,EV-to-EBIT,EV-to-EBITDA,EV-to-FCF,EV-to-Forward-EBIT,EV-to-Forward-EBITDA,EV-to-Forward-Revenue,EV-to-Revenue,Earnings Yield (Greenblatt) %,Equity-to-Asset,FCF Margin %,FCF Yield %,Forward Dividend Yield %,Forward PE Ratio,Forward Rate of Return (Yacktman) %,Future 3-5Y EPS without NRI Growth Rate,Future 3-5Y Total Revenue Growth Rate,GFValue,Gross Margin %,Interest Coverage,N/A,Net Margin %,Not Manipulator,Operating Margin %,PB Ratio,PE Ratio,PE Ratio without NRI,PEG Ratio,PS Ratio,Piotroski F-Score,Price-to-DCF (Earnings Based),Price-to-DCF (FCF Based),Price-to-FFO,Price-to-Free-Cash-Flow,Price-to-Graham-Number,Price-to-Median-PS-Value,Price-to-Net-Cash,Price-to-Net-Current-Asset-Value,Price-to-Operating-Cash-Flow,Price-to-Owner-Earnings,Price-to-Peter-Lynch-Fair-Value,Price-to-Projected-FCF,Price-to-Tangible-Book,Quick Ratio,ROA %,ROC (Joel Greenblatt) %,ROCE %,ROE %,ROIC,ROIC %,Safe,Shareholder Yield %,Shiller PE Ratio,WACC,WACC vs ROIC,Years of Profitability over Past 10-Year,Market Capitalization,Industry,Sector
A,,48.35,1.5,7.9,7.7,13.5,33.2,24.7,10.5,40.08,1.03,10.5,45.96,6.18,0.99,0.58,132.03,2.61,116.07,53.51,73.66,1.6,0.47,,0.18,0.69,27.78,23.36,27.03,24.07,21.1,5.81,5.83,3.6,0.54,21.57,3.81,0.71,24.1,17.19,9.5,3.53,149.32,50.71,14.21,,18.15,,19.76,6.6,31.36,26.3,2.19,5.72,,0.84,1.66,,26.52,5.65,1.17,,,22.06,34.03,1.82,2.06,27.34,1.97,11.55,64.95,15.98,22.07,,14.5,,2.24,45.48,,,10,33913792728.0,Medical Specialties,Health Technology
AA,,42.15,1.4,10.2,,,,,5.9,38.05,1.48,2.43,40.67,0.97,0.31,0.49,26.52,1.45,86.07,58.94,24.77,12.36,0.45,,,1.51,,36.99,,14.27,5.3,0.53,0.54,,0.3,,,1.51,60.24,,,,40.29,7,,,,,,1.11,,,,0.45,,,,,,,,,,51.9,,,0.92,1.16,0.74,,,,,,,,,,,,3,5148271475.0,Aluminum,Non-Energy Minerals
AAL,,58.75,,10.4,,,,,27,65.07,,,60.78,0.76,0.34,0.19,15.13,0.62,20.89,20.46,14.17,12.45,,,,,13.16,13.16,35.62,11.06,6.87,0.77,0.81,7.6,,2.29,12.18,,5.44,,34.88,3.56,19.67,22.37,1.87,,1.56,,7.6,,13.75,6.63,,0.2,,,,,7.61,,0.44,,,2.64,,,,,0.51,1.25,8.53,7.75,,,4.5,,29.57,10.17,,,8,8696254174.0,Airlines,Transportation
AAPL,30.64,40.1,2.9,1.3,5.7,20.9,23.2,14.6,15.7,37.23,0.72,7.76,37.74,8.34,0.55,0.68,182.52,1.07,11.88,92.38,21.56,0.81,1.46,,0.15,0.53,23.5,21.48,26.7,23.68,21.67,7.34,7.4,4.26,0.21,27.71,3.79,0.53,28.01,21.26,12.46,2.63,178.25,45.03,40.5,,26.16,,30.76,38.08,28.43,28.43,1.68,7.43,,1.17,1.27,,26.82,6.94,1.87,,,24.62,28.45,1.55,2.12,38.1,1.02,29.33,279.4,57.36,159.97,,34.58,,3.6,43.04,,,10,2736146930271.0005,Telecommunications Equipment,Electronic Technology
AAT,,42.2,,,9.7,8.1,22.2,18.4,8.5,37.31,7.55,11.9,39.69,0.63,0.84,0.05,21.53,1.94,,145.67,6.48,6.84,1.43,,1.57,6.13,22.47,11.75,27.81,,,,6.67,4.45,0.4,23.98,8.07,6.22,,6.34,,,32.93,62.84,1.88,,14.66,,27.6,1.09,25.63,25.63,11.14,3.73,,2.22,1.35,9.67,15.53,1.13,0.47,,,8.71,17.65,,1,1.11,1.94,2.15,576.18,4.53,5.34,,4.22,,3.25,27.98,,,10,1249105589.0,Real Estate Investment Trusts,Finance
ABBV,10.15,72.7,,,7.8,9.6,49.1,7.4,3.8,74.17,5.52,13.88,73.1,2.08,0.34,0.22,178.09,0.87,69.9,59.2,76.32,3.46,5.73,,0.67,3.36,42.62,21.03,16.37,14.35,13.77,6.64,6.65,2.35,0.08,40.62,7.01,3.48,15.75,26.33,9.5,0.85,137.64,62.42,6.09,,8.95,,24.92,30.35,65.23,20.1,1.3,5.81,,0.9,0.47,,14.31,,1.33,,,13.82,24.52,0.98,1.5,,0.76,3.58,171.32,8.18,36.93,,9.52,,6.85,39.43,,,10,268498884868.0,Pharmaceuticals: Major,Health Technology
ABCL,,42.03,,8.7,,,,,,31.79,,,38.7,3.06,6.39,9.83,4.88,7.33,,,330.79,,0.07,,,,,,,,,8.29,19.57,,0.77,,,,,,,,1.37,,,,,,,1.23,,,,36.93,,,,,,,,3.34,2.65,,,,,1.44,7.32,,,,,,,,,,,,4,1545160366.0,Biotechnology,Health Technology
ABEV,3.49,40.64,,10.1,15.8,5.3,6.9,2,15.3,41.05,8.08,,41,3.77,0.52,4.74,2.56,1.11,107.16,185.4,23.19,0.17,0.04,,0.73,5.9,12.12,8.54,11.25,8.86,6.73,2.16,2.29,8.25,0.65,20.35,8.28,5.9,13.74,10.91,6.94,5.52,3.42,50.3,19.12,,18.29,,22.51,2.25,13.3,12.74,5.54,2.48,,,,,12.15,1.67,0.43,,,9.05,13.97,,0.81,4.92,0.79,10.98,52.73,15.37,17.44,,18.54,,5.41,12.44,,,10,43328543728.065,Beverages: Alcoholic,Consumer Non-Durables
ABG,,51.32,,58.9,,53,58.9,21.4,22.6,53.13,,,51.69,3.5,0.02,0.01,214.62,1.06,37.87,17.45,7.15,3.4,1.09,,,,8.16,7.62,49.38,7.46,6.92,0.44,0.53,12.25,0.39,1.08,3.62,,6.51,31.66,1.3,15.63,251.54,18.62,6.46,,4.07,,7.23,1.36,7.5,6.58,0.19,0.3,,0.21,0.93,,29.15,0.63,1.08,,,17.06,13.02,0.25,0.48,1.36,0.45,7.45,38.82,18.88,19.42,,13.63,,16.27,12.48,,,10,4632090814.999999,Specialty Stores,Retail Trade
ABNB,13.37,55.75,,38.3,,,,,8,53.59,,11.06,54.86,5.66,1.01,4.37,152.58,1.66,,30.09,8.04,1.03,0.28,,,,40.99,40.18,23.24,26.64,22.6,8.04,9.03,2.44,0.4,38.86,3.96,,33.33,,3.58,13,163.57,82.83,18.29,,48.32,,15.31,11.92,21.1,21.1,,10.18,,,,,26.33,3.52,,,24.14,26.13,18.03,,,13.2,1.66,24.12,820.81,23.88,72.17,,67.71,,2.37,,,,2,92399740712.0,Other Consumer Services,Consumer Services
