Ticker,12-1 Month Momentum %,14-Day RSI,3-1 Month Momentum %,3-Year Average Share Buyback Ratio,3-Year Book Growth Rate,3-Year Dividend Growth Rate,3-Year EBITDA Growth Rate,3-Year EPS without NRI Growth Rate,3-Year FCF Growth Rate,3-Year ROIIC %,3-Year Revenue Growth Rate,5-Day RSI,5-Year Yield-on-Cost %,6-1 Month Momentum %,9-Day RSI,Altman Z-Score,Cash Ratio,Cash-To-Debt,ClosePrice,Current Ratio,Days Inventory,Days Payable,Days Sales Outstanding,Debt-to-EBITDA,Debt-to-Equity,Distress,Dividend Payout Ratio,Dividend Yield %,EV-to-EBIT,EV-to-EBITDA,EV-to-FCF,EV-to-Forward-EBIT,EV-to-Forward-EBITDA,EV-to-Forward-Revenue,EV-to-Revenue,Earnings Yield (Greenblatt) %,Equity-to-Asset,FCF Margin %,FCF Yield %,Forward Dividend Yield %,Forward PE Ratio,Forward Rate of Return (Yacktman) %,Future 3-5Y EPS without NRI Growth Rate Estimate,Future 3-5Y Total Revenue Growth Rate Estimate,GFValue,Gross Margin %,Interest Coverage,N/A,Net Margin %,Not Manipulator,Operating Margin %,PB Ratio,PE Ratio,PE Ratio without NRI,PEG Ratio,PS Ratio,Piotroski F-Score,Price-to-DCF (Earnings Based),Price-to-DCF (FCF Based),Price-to-FFO,Price-to-Free-Cash-Flow,Price-to-GF-Value,Price-to-Graham-Number,Price-to-Median-PS-Value,Price-to-Net-Cash,Price-to-Net-Current-Asset-Value,Price-to-Operating-Cash-Flow,Price-to-Owner-Earnings,Price-to-Peter-Lynch-Fair-Value,Price-to-Projected-FCF,Price-to-Tangible-Book,Quick Ratio,ROA %,ROC (Joel Greenblatt) %,ROCE %,ROE %,ROIC,ROIC %,Safe,Shareholder Yield %,Shiller PE Ratio,WACC,WACC vs ROIC,Years of Profitability over Past 10-Year,Market Capitalization,Industry,Sector
A,,47.12,,1.9,5,6.8,3.9,10.3,3.7,5.12,2.8,45.04,1.01,5.61,45.31,5.2,0.7,0.39,135.54,2.09,123.03,58.99,66.16,1.81,0.58,,0.18,0.7,25.21,21.76,29.69,23.46,20.88,5.94,6.26,3.97,0.5,21.09,3.55,0.73,24.35,15.28,8.61,5.95,135.78,54.3,15.5,,19.8,,22.86,6.55,30.67,25.62,2.25,6.05,,0.82,1.42,,28.67,1,7.1,1.2,,,22.49,28.99,2.07,2,44.15,1.58,11.63,71.45,17.6,21.45,,14.54,,3.54,41.99,,,10,33913792728.0,Medical Specialties,Health Technology
AA,31.8,34.96,16.83,1.4,10.2,,,,,75.95,5.9,32.28,1.06,18.19,31.57,1.36,0.38,0.45,37.68,1.41,78.33,59.38,26.65,4.45,0.56,,,1.06,873.45,17.23,,4.8,3.72,0.92,1.03,0.11,0.36,,,1.06,9.24,,,6.69,31.5,11.35,1.6,,,,2.02,1.85,,,,0.65,,,,,,1.19,,,,,18.26,,,1.47,1.92,0.8,,0.18,0.12,,,6.28,,,,,,3,5148271475.0,Aluminum,Non-Energy Minerals
AAON,83.3,39.05,27.02,,26.3,8.1,29.5,31.8,,20.3,29.5,23.13,0.39,56.97,31.93,28.62,,,121.42,3.06,92.39,12.1,42.3,0.24,0.09,,0.14,0.26,40.73,32.86,96.48,,,,8.22,2.46,0.77,8.52,1.04,0.26,41.23,20.42,17.97,15.07,80.27,35.65,94.37,,15.78,,20.14,12.38,53.49,53.49,2.13,8.39,,2.91,8.54,,98.56,1.51,6.06,1.64,,50.8,41.71,63.54,2.14,8.23,15.47,1.79,19.56,38.79,29.01,25.52,,21.87,,0.52,106.28,,,10,4968385340.0,Industrial Machinery,Producer Manufacturing
AAP,,54.05,7.39,3.6,,26,,,,,8.9,54.48,48.53,,53.34,1.9,0.08,0.12,44.06,1.34,232.75,194.44,24.05,7.27,1.47,,1.28,2.27,28.9,11.41,27.34,30.22,13.66,0.7,0.48,3.46,0.21,1.77,8.3,2.27,25.86,3.92,,,95.94,40.02,2.38,,0.36,,1.55,1.01,60.36,56.49,,0.21,,,,,12.04,0.46,2.04,0.19,,,6.32,85.72,,0.42,1.66,0.62,0.36,4.12,2.95,1.7,,1.76,,4.23,6.07,,,10,3557510972.0,Specialty Stores,Retail Trade
AAPL,21.63,67.64,3.13,2.7,,4.9,6.2,6.4,8.6,,5.4,58.77,0.51,9.73,65.73,9.56,0.37,0.61,255.59,0.87,11.29,98.23,24.41,0.79,1.87,,0.15,0.39,31.69,29,35.89,29.54,27.18,9.37,9.99,3.16,0.16,27.83,2.82,0.39,34.56,17.99,11.41,6.91,188.97,46.21,,,23.97,,31.51,67.85,42.04,37.87,2.38,10.08,,1.6,1.77,,36.23,1.35,10.68,2.22,,,33.34,38.83,2.41,2.82,67.85,0.83,26.93,278.63,59.87,140.28,,32.51,,2.98,55.49,,,10,2736146930271.0005,Telecommunications Equipment,Electronic Technology
AAT,25.1,37.71,7.68,,,9.7,8.1,22.2,18.4,28.45,8.5,37.23,6.3,32.64,35.92,0.76,4.87,0.25,26.12,5.78,,148.94,6.31,7.97,1.8,,1.38,5.13,21.99,11.74,23.17,,,,6.87,4.55,0.35,29.66,8.52,5.13,52.77,9.22,,2.77,26.5,63.33,1.92,,16.36,,28.14,1.34,26.93,26.93,11.71,4.37,,2.33,1.28,10.92,14.74,0.99,1.28,0.57,,,9.73,17.93,,1.15,1.36,5.78,2.43,683.81,4.81,6.24,,4.5,,,31.67,,,10,1249105589.0,Real Estate Investment Trusts,Finance
ABBV,18.21,50.72,,,,7.8,9.6,1.7,7.4,21.19,3.8,57.49,5.68,8.34,54.39,1.81,0.17,0.1,178.01,0.65,84.15,73.91,75.86,3.9,11.78,,0.57,3.48,38.35,20.76,24.22,13.81,13.32,6.41,6.81,2.61,0.04,28.13,4.97,3.69,14.59,16.48,7.74,5.5,150.64,67.21,5.43,,9.22,,26.13,52.14,61.81,16.56,1.07,5.68,,0.6,0.66,,20.21,1.18,,1.29,,,19.12,35.64,1.64,1.6,,0.54,3.63,196.81,9.75,59.19,,8.83,,1.67,38.1,,,10,268498884868.0,Pharmaceuticals: Major,Health Technology
ABCL,,55.82,14.94,,8.7,,,,,,,64.09,,4.17,58.32,1.95,8.08,9.01,2.99,9.34,,,376.42,,0.07,,,,,,,,,8.29,9.45,,0.77,,,,,,,22.79,1.0,,,,,,,0.82,,,,26.46,,,,,,2.99,,,2.69,2.06,,,,,0.9,9.34,,,,,,,,1.01,,,,4,1545160366.0,Biotechnology,Health Technology
ABEV,,28.86,,,2.2,20.8,5.4,3.2,9.8,60.73,11,16.26,9.6,2.87,23.79,3.55,0.59,6.19,1.87,1.2,93.05,189.94,25.24,0.13,0.03,,0.85,6.04,8.74,6.56,8.39,7.9,6.06,1.92,2.1,11.44,0.67,25.25,10.87,6.04,10.39,16.3,3.83,6.6,2.39,50.98,7.91,,16.92,,23.87,1.93,13.64,13.35,2.72,2.32,,,,,9.26,0.68,1.59,0.44,,,7.31,9.89,1.61,0.67,4.25,0.9,10.03,70.19,19.21,15.52,,15.33,,5.93,11.71,,,10,43328543728.065,Beverages: Alcoholic,Consumer Non-Durables
ABG,16.09,41.13,6.42,,50.3,,28.2,37.8,,8.08,24,35.87,,14.99,36.97,2.77,0.03,0.01,244.53,1.2,48.06,16.14,4.32,6.36,1.52,,,,13.47,12.24,37.72,11.49,10.47,0.56,0.6,7.42,0.33,1.58,5.43,,8.96,30.87,,6.25,266.29,17.41,3.89,,2.16,,5.9,1.42,13.84,9.09,0.28,0.3,,0.29,1.61,,18.53,0.92,,1.05,,,9.78,82.84,0.36,0.5,,0.41,3.64,17.42,9.79,10.8,,7.97,,,12.97,,,10,4632090814.999999,Specialty Stores,Retail Trade
