Ticker,12-1 Month Momentum %,14-Day RSI,3-Year Average Share Buyback Ratio,3-Year Book Growth Rate,3-Year Dividend Growth Rate,3-Year EBITDA Growth Rate,3-Year EPS without NRI Growth Rate,3-Year FCF Growth Rate,3-Year Revenue Growth Rate,5-Day RSI,5-Year Yield-on-Cost %,6-1 Month Momentum %,9-Day RSI,Altman Z-Score,Beneish M-Score,Cash Ratio,Cash-To-Debt,ClosePrice,Current Ratio,Days Inventory,Days Payable,Days Sales Outstanding,Debt-to-EBITDA,Debt-to-Equity,Distress,Dividend Payout Ratio,Dividend Yield %,EV-to-EBIT,EV-to-EBITDA,EV-to-FCF,EV-to-Forward-EBIT,EV-to-Forward-EBITDA,EV-to-Forward-Revenue,EV-to-Revenue,Earnings Yield (Greenblatt) %,Equity-to-Asset,FCF Margin %,FCF Yield %,Forward Dividend Yield %,Forward PE Ratio,Forward Rate of Return (Yacktman) %,Future 3-5Y EPS without NRI Growth Rate,Future 3-5Y Total Revenue Growth Rate,GFValue,Gross Margin %,Interest Coverage,Manipulator,N/A,Net Margin %,Not Manipulator,Operating Margin %,PB Ratio,PE Ratio,PE Ratio without NRI,PEG Ratio,PS Ratio,Piotroski F-Score,Price-to-DCF (Earnings Based),Price-to-DCF (FCF Based),Price-to-FFO,Price-to-Free-Cash-Flow,Price-to-Graham-Number,Price-to-Median-PS-Value,Price-to-Net-Cash,Price-to-Net-Current-Asset-Value,Price-to-Operating-Cash-Flow,Price-to-Owner-Earnings,Price-to-Peter-Lynch-Fair-Value,Price-to-Projected-FCF,Price-to-Tangible-Book,Quick Ratio,ROA %,ROC (Joel Greenblatt) %,ROCE %,ROE %,ROIC,ROIC %,Safe,Shareholder Yield %,Shiller PE Ratio,WACC,WACC vs ROIC,Years of Profitability over Past 10-Year,Market Capitalization,Industry,Sector
A,4.02,66.65,1.5,7.9,7.7,13.5,33.2,24.7,10.5,84.03,0.98,,74.05,6.76,,0.85,0.65,142.86,2.15,117.53,51.55,70.14,1.53,0.41,,0.17,0.65,29.6,25.04,27.4,25.18,22.05,6.18,6.36,3.38,0.57,23.33,3.69,0.66,24.87,15.81,5.44,2.44,135.37,50.63,14.64,,,18.84,,19.54,6.7,33.77,26.85,2.24,6.41,,0.86,1.71,,27.35,5.21,1.26,,,22.22,33.41,2.04,2.15,22.71,1.64,11.49,63.42,15.6,20.99,,14.11,,2.66,46.84,,,10,33913792728.0,Medical Specialties,Health Technology
AA,12.85,33.43,1.4,10.2,,,,,5.9,39.62,1.27,33.72,32.9,1.03,,0.44,0.55,31.47,1.55,79.98,58.53,26.31,10.94,0.65,,,1.27,,30.41,,19.11,6.9,0.69,0.66,,0.27,,,1.27,264.62,,,2.82,39.6,8.14,,,,,,,1.45,,,,0.51,,,,,,,,,,16.49,,,1.39,1.45,0.92,,,,,,,,,,,,3,5148271475.0,Aluminum,Non-Energy Minerals
AAL,,44.13,,10.4,,,,,27,51.21,,,47.3,0.65,,0.34,0.21,10.14,0.6,20.92,21.96,14.01,19.76,,,,,19.03,19.03,,19.22,8.74,0.71,0.71,5.25,,,,,7.57,,,4.13,16.85,20.23,1.4,,,,,5.34,,,10.49,,0.14,,,,,,,0.31,,,3.26,,,,,0.5,,5.17,4.89,,,12.18,,44.75,7.57,,,8,8696254174.0,Airlines,Transportation
AAON,17.74,55.47,,26.3,8.1,29.5,31.8,,29.5,57.63,0.56,15.67,55.08,29.28,,0.07,0.49,86.91,3.13,101.08,13.09,45.31,0.06,0.02,,0.15,0.37,31.56,25.95,57.31,,,,6.25,3.17,0.82,10.92,1.78,0.37,,20.57,18.4,10.79,77.8,35.56,58.55,,,15.44,,19.77,9.09,40.48,40.48,1.61,6.27,,2.23,4.95,,57.17,4.51,1.25,,31.84,29.52,43.57,1.74,6.17,11.29,1.57,19.39,38.08,29.18,25.9,,21.96,,0.75,83.57,,,10,4968385340.0,Industrial Machinery,Producer Manufacturing
AAPL,10.81,53.76,2.9,1.3,5.7,20.9,23.2,14.6,15.7,56.23,0.61,16,51.14,10.1,,0.54,0.64,218.36,1.04,11.92,90.05,21.43,0.8,1.41,,0.15,0.44,28.71,26.22,33.78,26.58,24.69,8.24,9.03,3.48,0.22,26.71,3.04,0.45,29.45,20.22,10.04,5.41,180.02,45.59,59.12,,,26.31,,30.98,45.12,33.96,33.96,2.01,8.94,,1.4,1.59,,33.49,8.26,2.21,,,30.85,36.11,1.91,2.54,45.12,0.99,29.34,262.55,56.47,150.79,,34.83,,3.03,49.4,,,10,2736146930271.0005,Telecommunications Equipment,Electronic Technology
AAT,0.9,74.5,,,9.7,8.1,22.2,18.4,8.5,80.81,6.25,,77.02,0.72,,1.45,0.07,26.04,2.68,,145.05,6.23,6.61,1.42,,1.49,5.09,23.68,12.49,26.09,,,,7.18,4.22,0.4,27.44,7.7,5.12,,7.29,,2.7,29.12,62.62,1.87,,,15.39,,27.37,1.33,29.26,29.26,12.72,4.24,,2.54,1.41,10.75,15.6,1.32,0.57,,,9.95,19.42,,1.17,1.33,2.68,2.29,610.56,4.65,5.7,,4.29,,3.3,32.55,,,10,1249105589.0,Real Estate Investment Trusts,Finance
ABBV,14.7,67.26,,,7.8,9.6,49.1,7.4,3.8,69.78,5.29,1.66,69.38,1.95,,0.44,0.24,189.71,0.94,72.03,65.71,76.29,4.7,9.24,,0.57,3.24,40.93,24.32,17.62,15.48,14.73,6.91,6.96,2.44,0.05,39.8,6.53,3.28,17.61,23.72,7.38,4.98,142.81,62.76,6,,,9.71,,24.95,41.79,63.24,17.73,1.14,6.21,,0.79,0.5,,15.5,,1.41,,,14.93,22.77,0.98,1.65,,0.83,3.87,188.7,9.07,47.16,,9.28,,4.68,41.33,,,10,268498884868.0,Pharmaceuticals: Major,Health Technology
ABCL,,55.37,,8.7,,,,,,64.66,,,59.42,2.16,,6.66,9.48,3.06,7.76,,,342.96,,0.07,,,,,,,,,8.29,9.3,,0.77,,,,,,,31.92,1.23,,,,,,,,0.79,,,,24.4,,,,,,,,2.46,1.86,,,,,0.93,7.75,,,,,,,,,,,,4,1545160366.0,Biotechnology,Health Technology
ABEV,,38.27,,2.2,20.8,5.4,3.2,9.8,11,21.37,11.72,,33.49,3.47,,0.4,3.65,2.05,0.99,102.26,192.59,24.29,0.15,0.04,,0.77,7.38,8.22,6.06,8.54,8.38,6.37,2.01,1.9,12.17,0.65,25.4,12.73,7.38,12.46,14.66,5.16,6.39,2.94,50.66,6.83,,,18.25,,23.83,2.09,10.96,10.51,2.14,2.3,,,,,9.08,1.63,0.41,,,7.04,10.21,1.75,0.69,5,0.7,10.77,64.69,18.64,17.03,,17.22,,6.33,11.39,,,10,43328543728.065,Beverages: Alcoholic,Consumer Non-Durables
ABG,1.23,71.05,,50.3,,28.2,37.8,,24,84.25,,6.82,75.84,2.76,,0.01,0.01,263.43,1.06,41.41,16.44,4.01,5.01,1.53,,,,11.03,10.28,107.08,11.64,10.73,0.6,0.68,9.07,0.33,0.64,1.85,,9.02,29.79,,8.9,256.5,18.22,5.43,,,3.68,,6.86,1.59,9.6,8.37,0.26,0.35,,0.27,4.77,,55.04,,1.21,,,17.01,142.96,0.33,0.58,,0.38,6.33,26.89,13.18,17.8,,9.59,,,14.47,,,10,4632090814.999999,Specialty Stores,Retail Trade
ABM,10.56,75.54,2,8.4,5.9,40.8,24.6,,11.1,86.38,1.97,20.35,81.22,3.11,,0.05,0.04,55.3,1.44,,,58.62,2.69,0.76,,0.28,1.61,11.89,9.31,13.88,11.95,9.65,0.57,0.59,8.41,0.37,4.23,10.01,1.62,15.12,26.08,,2.09,50.7,,4.81,,,3.04,,4.88,1.88,14.48,17.61,1.09,0.44,,0.95,0.9,,10.37,,1.12,,,8.87,9.56,0.88,0.95,,1.44,5.04,65.99,10.75,13.69,,7.32,,2.47,28.21,,,10,2657328642.9999995,Miscellaneous Commercial Services,Commercial Services
ABNB,1.83,34.14,,38.3,,,,,8,25.02,,3.51,29.72,4,,0.78,5.4,135.09,1.44,,31.15,7.78,0.93,0.26,,,,37.29,36.49,18.87,23.38,20.07,7.06,7.83,2.68,0.32,40.97,4.89,,30.96,,,11.88,169.78,82.86,20.56,,,48.23,,15.86,10.89,18.08,18.08,,8.65,,,,,21.1,3.12,,,22.94,21,15.07,,,12.09,1.44,22.9,794.68,22.38,69.5,,64.25,,2.96,,,,2,92399740712.0,Other Consumer Services,Consumer Services
ABT,,55.67,0.7,6.3,12.3,6.8,6.7,,5.8,61.68,3.7,,57.98,5.06,,0.47,0.46,110.15,1.6,134.53,83.35,57.11,1.47,0.38,,0.48,1.98,26.88,18.46,38.97,20.67,17.85,4.59,4.7,3.72,0.54,13.88,2.95,2.02,23.57,14.74,8.41,6.41,107.86,55.24,12.37,,,13.65,,15.92,4.94,34.75,24.75,2.15,4.72,,0.86,2.03,,39.12,5.47,1.15,,,26.94,43.97,2.19,1.84,26.87,1.11,7.61,66.45,11.91,14.69,,10.43,,3.26,40.95,,,10,176555322492.0,Medical Specialties,Health Technology
ACA,5.2,63.42,,6.9,,13.2,4.1,,5.9,68.58,0.22,0.15,65.45,3.34,,0.41,0.29,90.92,2.28,70.68,47.28,58.62,1.66,0.26,,0.07,0.22,24.68,13.66,48.53,,,1.86,2.12,4.05,0.65,4.27,2.28,0.22,26.74,22.63,,,69.3,18.95,6.11,,,6.05,,7.6,1.86,31.14,33.3,1.65,1.85,,,,,43.48,2.41,,,,13.91,19.78,1.68,1.23,3.93,1.36,4.04,12.16,6.5,6.18,,4.91,,2.44,,,,9,3644941042.999999,Trucks/Construction/Farm Machinery,Producer Manufacturing
ACAD,,68.5,,,,38.8,40.9,46.1,16.4,69.06,,,69.4,2.36,,1.42,7.89,19.0,2.04,155.25,99.1,38.89,9.83,0.13,,,,,449.41,42.9,30.2,49.37,2.91,3.35,,0.54,7.83,2.03,,39.57,,,17.91,33.34,92.27,,,,,,,6.76,,,,3.85,,,,,49.47,,,39.58,11.05,49.47,1726.41,,,8.84,1.86,,,,,,0.28,,,,,,,4047377469.0,Pharmaceuticals: Major,Health Technology
ACHC,,45.19,,12.2,,,16.9,,10.9,41.19,,,44.11,2.14,,0.16,0.04,74.0,1.27,18.65,504.43,43.97,9.27,0.69,,,,102.56,36.94,,13.32,10.58,2.47,2.65,0.98,0.52,,,,20.96,1.05,15.49,9.88,85.69,96.44,5.93,,,,,17.7,2.37,,20.7,,2.35,,,,,,3.42,0.99,,,70.93,,,2.25,12.74,1.25,,3.32,1.65,,,3.15,,,255.48,,,7,6460318360.000001,Medical/Nursing Services,Health Services
ACHR,,46.36,,100.9,,,,,,29.38,,,40.09,,,5.78,,,6.01,,,,,,,,,,,,,,209.96,,,,,,,,,16.47,,,,,,,,,,3.37,,,,,,,,,,,,4.66,4.41,,,,,3.4,6.01,,,,,,,,,,,,,1649497955.0,Aerospace & Defense,Electronic Technology
ACI,,47.31,,18.8,33.9,6,,,4.2,40.82,2.42,,45.97,3.6,,0.04,0.02,19.76,0.88,31.49,25.97,3.45,3.24,4.86,,0.18,2.42,13.34,5.8,30.42,11,6.15,0.32,0.32,7.5,0.11,1.05,7.26,2.42,8.17,19.7,,1.65,21.79,27.84,3.99,,,1.41,,2.43,3.93,10.29,7.54,0.56,0.14,,,,,13.76,,,,,4.09,12.25,0.84,0.77,,0.21,4.28,12.32,10.22,45.12,,6.91,,4.55,30.4,,,7,13551493187.000002,Food Retail,Retail Trade
ACIW,68.15,67.89,2.6,5.9,,7,21.8,,6.8,66.83,,31.87,67.26,2.77,,0.19,0.17,45.74,1.37,,22.6,71.62,2.69,0.84,,,,20.76,13.88,26.52,,13.98,3.48,3.68,4.82,0.38,13.85,4.25,,24.69,14.47,23.83,6.2,31.88,50.52,3.24,,,9.88,,17.2,3.87,33.89,26.45,2.2,3.17,,1.34,2.08,,22.81,,1.32,,,18.58,24.95,2.37,1.44,,1.37,4.54,120.19,11.23,11.91,,6.74,,1.91,50.83,,,10,2556336665.0,Packaged Software,Technology Services
ACLS,,44.8,0.9,22.7,,62.7,72,31,34.8,49.3,,7.65,44.34,8.84,,1.92,11.83,112.82,4,174.18,32.12,62.57,0.15,0.05,,,,12.8,12.34,25,,11.25,2.98,3.25,7.81,0.69,13,3.94,,,22.52,,,116.45,44.58,50.74,,,22.16,,24,4.08,15.54,15.54,0.32,3.24,,,,,25.8,1.64,1.59,29.38,5.25,22.7,27.32,0.6,1.73,4.08,2.87,20.88,79.89,31.17,31.17,,36.43,,1.37,40.73,,,9,5489377800.999999,Industrial Machinery,Producer Manufacturing
ACLX,56.82,56.65,,,,2.6,0.1,,,45.56,,,53.34,6.99,,5.32,6.57,58.65,5.46,,,75.9,,0.18,,,,,,,,,18.09,21.49,,0.64,,,,,,,8.1,0.0,,,,,,,,6.29,,,,22.1,,,,,,,,10.74,10.22,,,,,6.29,5.46,,,,,,,,,,,,,1598748014.0,Biotechnology,Health Technology
ACM,,57.38,4.6,,,0.1,22.9,46.8,7.7,64.57,0.94,,60.16,2.17,,0.19,0.44,90.47,1.06,,54.74,60.22,4.7,1.23,,0.15,0.94,34.65,24.08,20.12,12.98,11.31,1.77,0.9,2.89,0.19,4.48,5.58,0.98,17,6.92,13.07,6.91,95.46,6.56,4.98,,,,,5.49,5.6,,23.88,8.53,0.81,,,,,18.24,,1.88,,,15.64,65.9,,1.77,,1.06,,45.39,7.23,,,9.55,,4.43,143.95,,,7,11643339642.999998,Engineering & Construction,Industrial Services
ACN,,68.57,0.3,15.1,11.9,7.8,16.1,6.2,13.6,68.55,2.56,,70.31,7.27,,0.3,1.2,328.08,1.16,,20.04,71.1,0.43,0.17,,0.42,1.54,22.01,19.13,23.78,18.43,15.98,3.03,3.2,4.54,0.51,13.44,4.22,1.54,25.22,14.21,6.41,4.64,325.4,32.58,171.01,,,10.79,,14.2,7.41,30.04,27.62,2.47,3.25,,1.41,0.94,,24.11,7,1.16,,,22.86,34.69,2.67,1.63,39.91,1.16,13.46,227.4,27.32,26.23,,19.64,,3.13,36.33,,,10,207617355910.0,Information Technology Services,Technology Services
ACVA,,42.37,,,,,,,30.6,33.57,,31.28,38.99,2.82,,0.79,2.73,16.3,1.62,,502.91,127.4,,0.27,,,,,,,,,4.25,5.15,,0.44,,,,529.62,,,28.84,17.07,50.08,,,,,,,5.87,,,,5.11,,,,,,,,,24.33,,,,,17.72,1.62,,,,,,,,,,,,,2506975976.0,Internet Retail,Retail Trade
ADBE,1.99,55.42,1.7,9.4,,17.7,14.1,11.4,16.8,62.01,,,55.02,12.79,,0.85,1.32,546.47,1.16,,49.57,33.69,0.82,0.41,,,,36.91,32.61,38.13,24.61,22.7,11.32,11.87,2.71,0.5,31.17,2.63,,30.06,20.6,13.83,11.16,581.67,88.24,58.8,,,24.86,,35.4,16.53,49.09,31.55,1.47,12.16,,1.01,1.25,,39.14,17.63,0.95,,,37.87,55.69,1.73,2.5,221.24,1.16,17.46,275.62,32.26,32.8,,22.15,,2.43,71.99,,,10,241068062221.0,Packaged Software,Technology Services
ADC,,73.59,,5.9,6.7,5.7,1.7,14.6,5.9,68.88,5.73,0.75,73.56,1.59,,0.07,,70.79,0.9,,535.71,52.31,5.24,0.52,,1.65,4.18,34.23,19.17,23.96,31.64,19.28,16.88,16.75,2.92,0.65,69.98,5.73,4.23,39.64,11.94,2.82,9.74,73.82,87.98,3.02,,,32.09,,48.78,1.43,39.33,39.39,6.35,12.1,,3.41,1.36,17.03,17.25,1.73,0.97,,,17.25,,6,1.04,1.72,0.9,2.43,,3.76,3.63,,3.67,,,31.74,,,10,5725111028.0,Real Estate Investment Trusts,Finance
ADEA,,57.66,,,,,,,,64.37,0.32,,59.68,1.76,,0.96,0.16,11.11,2.23,,,36.57,2.76,1.59,,0.26,1.77,16.31,8.63,12.32,,,4.36,4.9,6.13,0.32,39.85,11.74,1.77,9.09,19.16,,,7.94,,1.81,,,11.06,,31.03,3.44,32.65,14.34,4.63,3.73,,,,,9.36,,1.67,,,8.45,11.89,,0.58,,2.23,3.51,616.28,10.4,11.57,,9.33,,15.43,29.21,,,5,1062196184.9999998,Packaged Software,Technology Services
