Ticker,12-1 Month Momentum %,14-Day RSI,3-Year Average Share Buyback Ratio,3-Year Book Growth Rate,3-Year Dividend Growth Rate,3-Year EBITDA Growth Rate,3-Year EPS without NRI Growth Rate,3-Year FCF Growth Rate,3-Year ROIIC %,3-Year Revenue Growth Rate,5-Day RSI,5-Year Yield-on-Cost %,6-1 Month Momentum %,9-Day RSI,Altman Z-Score,Cash Ratio,Cash-To-Debt,ClosePrice,Current Ratio,Days Inventory,Days Payable,Days Sales Outstanding,Debt-to-EBITDA,Debt-to-Equity,Distress,Dividend Payout Ratio,Dividend Yield %,EV-to-EBIT,EV-to-EBITDA,EV-to-FCF,EV-to-Forward-EBIT,EV-to-Forward-EBITDA,EV-to-Forward-Revenue,EV-to-Revenue,Earnings Yield (Greenblatt) %,Equity-to-Asset,FCF Margin %,FCF Yield %,Forward Dividend Yield %,Forward PE Ratio,Forward Rate of Return (Yacktman) %,Future 3-5Y EPS without NRI Growth Rate Estimate,Future 3-5Y Total Revenue Growth Rate Estimate,GFValue,Gross Margin %,Interest Coverage,N/A,Net Margin %,Not Manipulator,Operating Margin %,PB Ratio,PE Ratio,PE Ratio without NRI,PEG Ratio,PS Ratio,Piotroski F-Score,Price-to-DCF (Earnings Based),Price-to-DCF (FCF Based),Price-to-FFO,Price-to-Free-Cash-Flow,Price-to-Graham-Number,Price-to-Median-PS-Value,Price-to-Net-Cash,Price-to-Net-Current-Asset-Value,Price-to-Operating-Cash-Flow,Price-to-Owner-Earnings,Price-to-Peter-Lynch-Fair-Value,Price-to-Projected-FCF,Price-to-Tangible-Book,Quick Ratio,ROA %,ROC (Joel Greenblatt) %,ROCE %,ROE %,ROIC,ROIC %,Safe,Shareholder Yield %,Shiller PE Ratio,WACC,WACC vs ROIC,Years of Profitability over Past 10-Year,Market Capitalization,Industry,Sector
A,24.04,41.16,1.5,7.9,7.7,13.5,33.2,24.7,58.71,10.5,21.63,1.03,1.1,33.83,6.09,0.74,0.61,137.42,1.78,125.99,57.06,66.46,1.56,0.5,,0.18,0.68,25.29,21.92,30.13,24.68,21.57,6.02,6.33,3.95,0.54,21.81,3.59,0.68,24.34,15.69,4.79,2.34,133.83,54.39,17.3,,21.75,,22.9,6.69,28.51,26.38,2.2,6.16,,0.84,1.77,,28.39,5.47,1.23,,,22.51,28.39,2.04,2.11,25.54,1.37,13.03,74.15,18.1,23.78,,16.15,,3.21,44.33,,,10,33913792728.0,Medical Specialties,Health Technology
AA,28.68,68.15,1.4,10.2,,,,,75.95,5.9,74.98,1,,71.23,1.38,0.44,0.55,40.35,1.55,79.98,58.53,26.31,10.94,0.65,,,1,,53.6,,7.1,5.11,1.09,1.17,,0.27,,,1,14.88,,,3.15,39.94,8.14,,,,,,1.86,,,,0.67,,,,,,,,,,21.74,,,1.78,1.95,0.92,,,,,,,,,,,,3,5148271475.0,Aluminum,Non-Energy Minerals
AAL,,73.96,,10.4,,,,,597.78,27,89.36,,,80.07,0.67,0.34,0.21,12.81,0.6,20.92,21.96,14.01,19.76,,,,,19.77,19.77,,10.58,6.31,0.7,0.74,5.06,,,,,6.51,,,4.04,16.42,20.23,1.4,,,,5.34,,,13.25,,0.17,,,,,,,0.39,,,4.1,,,,,0.5,,5.17,4.89,,,12.18,,36.93,9.56,,,8,8696254174.0,Airlines,Transportation
AAON,66.86,71.06,,26.3,8.1,29.5,31.8,,20.3,29.5,62.46,0.44,9.25,69.45,23.21,,,111.11,2.99,98.09,12.85,43.47,0.35,0.14,,0.14,0.29,37.35,30.62,88.67,,,,7.61,2.68,0.73,8.59,1.14,0.29,40.26,20.44,16.31,10.76,78.92,36.27,88.05,,15.61,,20.32,12.14,50.05,50.05,1.99,7.85,,2.72,7.86,,90.68,5.86,1.53,,58.79,41.03,64,2,8.17,15.43,1.7,19.5,39.13,29.71,25.86,,21.83,,0.49,101.94,,,10,4968385340.0,Industrial Machinery,Producer Manufacturing
AAP,,40.47,3.6,,26,,,,,8.9,47.5,54.73,,44.39,1.72,0.09,0.12,39.38,1.23,263.29,213.8,27.04,11.12,1.52,,100,2.56,126.99,16.24,16.58,21.67,10.39,0.51,0.51,0.79,0.21,3.13,14.99,2.56,14.35,7.31,83.56,,147.3,39.48,0.41,,,,0.3,0.9,3938,3938,,0.2,,,,,6.64,19.89,0.19,,,4.37,14.21,,0.34,2.26,0.3,,0.91,0.64,,,0.32,,,5.26,,,10,3557510972.0,Specialty Stores,Retail Trade
AAPL,21.04,57.51,2.9,1.3,5.7,20.9,23.2,14.6,102.85,15.7,60.45,0.58,27.71,58.88,10.32,0.47,0.61,232.15,0.95,11.42,91.36,22.13,0.75,1.52,,0.15,0.42,28.75,26.37,34.45,26.61,24.39,8.36,9.24,3.48,0.2,27.06,2.96,0.43,31.04,19.79,11.14,6.1,185.57,45.96,120.35,,26.44,,31.27,53,35.33,35.33,2.09,9.38,,1.46,1.64,,34.5,9.12,2.16,,,31.82,37.16,2.04,2.62,53,0.91,29.81,269.91,59,151.08,,35.41,,3.17,51.13,,,10,2736146930271.0005,Telecommunications Equipment,Electronic Technology
AAT,43.41,67.46,,,9.7,8.1,22.2,18.4,28.45,8.5,87.1,5.86,31.93,74.72,0.75,0.99,0.07,27.88,1.84,,145.05,6.23,6.69,1.44,,1.49,4.77,24.4,12.87,23.59,,,,7.41,4.1,0.4,31.33,8.22,4.79,39.27,7.97,,2.88,27.06,62.62,1.87,,15.39,,27.37,1.42,31.33,31.33,13.62,4.82,,2.71,1.32,12.28,15.37,1.42,0.61,,,10.5,21.04,,1.24,1.45,1.84,2.29,628.91,4.67,5.7,,4.27,,3.63,34.42,,,10,1249105589.0,Real Estate Investment Trusts,Finance
ABBV,32.94,40.71,,,7.8,9.6,49.1,7.4,26.06,3.8,25.73,5.34,20.42,34.49,2,0.31,0.19,188.57,0.81,73.4,65.71,76.62,3.91,10.42,,0.57,3.27,41.16,21.78,22.29,14.47,14.09,6.74,7.16,2.43,0.05,32.33,5.34,3.27,15.62,20.24,7.1,4.99,146.79,62.76,5.48,,9.71,,24.95,49.11,62.86,17.62,1.14,6.11,,0.79,0.62,,18.96,,1.38,,,18.07,31.9,1.22,1.69,,0.71,3.83,192.43,9.41,53.28,,9.12,,2.98,40.9,,,10,268498884868.0,Pharmaceuticals: Major,Health Technology
ABCL,,52.62,,8.7,,,,,,,62.87,,,56.16,1.94,9.52,9.3,2.68,10.96,,,406.96,,0.07,,,,,,,,,8.29,5.26,,0.79,,,,,,,32.02,1.06,,,,,,,0.71,,,,23.32,,,,,,,,2.14,1.68,,,,,0.81,10.96,,,,,,,,0.7,,,,4,1545160366.0,Biotechnology,Health Technology
ABG,1.68,55.95,,50.3,,28.2,37.8,,8.08,24,72.75,,1.58,60.93,2.68,0.03,0.02,235.28,1.25,45.36,16.38,4.15,6.36,1.58,,,,13.06,11.94,,11,10.07,0.55,0.62,7.66,0.32,,,,8.12,30.18,,6.45,260.38,17.75,4.56,,2.51,,6.31,1.41,12.07,8.14,0.25,0.3,,0.26,,,,,1.03,,,43.17,,0.33,0.54,,0.45,4.25,19.44,10.28,12.31,,8.62,,,12.86,,,10,4632090814.999999,Specialty Stores,Retail Trade
