Ticker,12-1 Month Momentum %,14-Day RSI,3-Year Average Share Buyback Ratio,3-Year Book Growth Rate,3-Year Dividend Growth Rate,3-Year EBITDA Growth Rate,3-Year EPS without NRI Growth Rate,3-Year FCF Growth Rate,3-Year ROIIC %,3-Year Revenue Growth Rate,5-Day RSI,5-Year Yield-on-Cost %,6-1 Month Momentum %,9-Day RSI,Altman Z-Score,Beneish M-Score,Cash Ratio,Cash-To-Debt,ClosePrice,Current Ratio,Days Inventory,Days Payable,Days Sales Outstanding,Debt-to-EBITDA,Debt-to-Equity,Distress,Dividend Payout Ratio,Dividend Yield %,EV-to-EBIT,EV-to-EBITDA,EV-to-FCF,EV-to-Forward-EBIT,EV-to-Forward-EBITDA,EV-to-Forward-Revenue,EV-to-Revenue,Earnings Yield (Greenblatt) %,Equity-to-Asset,FCF Margin %,FCF Yield %,Forward Dividend Yield %,Forward PE Ratio,Forward Rate of Return (Yacktman) %,Future 3-5Y EPS without NRI Growth Rate Estimate,Future 3-5Y Total Revenue Growth Rate Estimate,GFValue,Gross Margin %,Interest Coverage,Manipulator,N/A,Net Margin %,Not Manipulator,Operating Margin %,PB Ratio,PE Ratio,PE Ratio without NRI,PEG Ratio,PS Ratio,Piotroski F-Score,Price-to-DCF (Earnings Based),Price-to-DCF (FCF Based),Price-to-FFO,Price-to-Free-Cash-Flow,Price-to-Graham-Number,Price-to-Median-PS-Value,Price-to-Net-Cash,Price-to-Net-Current-Asset-Value,Price-to-Operating-Cash-Flow,Price-to-Owner-Earnings,Price-to-Peter-Lynch-Fair-Value,Price-to-Projected-FCF,Price-to-Tangible-Book,Quick Ratio,ROA %,ROC (Joel Greenblatt) %,ROCE %,ROE %,ROIC,ROIC %,Safe,Shareholder Yield %,Shiller PE Ratio,WACC,WACC vs ROIC,Years of Profitability over Past 10-Year,Market Capitalization,Industry,Sector
A,26.88,65.76,1.5,7.9,7.7,13.5,33.2,24.7,58.71,10.5,75.7,0.97,,70.07,6.1,,0.74,0.61,146.74,1.78,125.99,57.06,66.46,1.56,0.5,,0.18,0.64,25.35,21.97,29.09,24.73,21.62,6.04,6.34,3.94,0.54,21.81,3.36,0.65,25.94,15.68,4.89,,133.66,54.39,17.3,,,21.75,,22.9,7.15,30.44,28.17,2.35,6.62,,0.82,1.74,,30.3,5.84,1.31,,,24.06,30.29,2.18,2.26,27.28,1.37,13.03,74.15,18.1,23.78,,16.15,,3.19,47.34,,,10,33913792728.0,Medical Specialties,Health Technology
AA,33.64,68.99,1.4,10.2,,,,,75.95,5.9,81.72,1.01,9.44,75.04,1.27,,0.44,0.55,39.28,1.55,79.98,58.53,26.31,10.94,0.65,,,1.01,,44.87,,8.27,5.35,0.96,0.98,,0.27,,,1.01,14.68,,,2.33,39.61,8.14,,,,,,,1.81,,,,0.6,,,,,,,,,,19.63,,,1.73,1.9,0.92,,,,,,,,,,,,3,5148271475.0,Aluminum,Non-Energy Minerals
AAL,,69.54,,10.4,,,,,597.78,27,84.3,,,75.75,0.66,,0.34,0.21,11.81,0.6,20.92,21.96,14.01,19.76,,,,,19.15,19.15,,10.25,6.12,0.68,0.72,5.22,,,,,6.33,,,4.01,16.5,20.23,1.4,,,,,5.34,,,12.19,,0.15,,,,,,,0.36,,,3.77,,,,,0.5,,5.17,4.89,,,12.18,,43.28,8.8,,,8,8696254174.0,Airlines,Transportation
AAON,69.01,77.11,,26.3,8.1,29.5,31.8,,20.3,29.5,86.57,0.46,8.41,82.5,22.57,,,,107.02,2.99,98.09,12.85,43.47,0.35,0.14,,0.14,0.3,36.17,29.65,85.75,,,,7.36,2.76,0.73,8.59,1.18,0.3,38.78,20.45,16.31,10.76,78.77,36.27,88.05,,,15.61,,20.32,11.7,48.21,48.21,1.92,7.53,,2.4,7,,87.35,5.64,1.48,,56.62,39.48,61.65,1.93,7.87,14.86,1.7,19.5,39.13,29.71,25.86,,21.83,,0.51,98.18,,,10,4968385340.0,Industrial Machinery,Producer Manufacturing
AAP,,32.74,3.6,,26,,,,,8.9,40.96,52.38,,35.84,1.72,,0.09,0.12,40.23,1.23,263.29,213.8,27.04,11.12,1.52,,100,2.45,128.27,16.4,16.6,21.89,10.5,0.51,0.52,0.78,0.21,3.13,14.68,2.45,14.55,6.92,82.89,,147.49,39.48,0.41,,,,,0.3,0.92,4023,4023,,0.21,,,,,6.81,20.32,0.19,,,4.43,14.54,,0.35,2.31,0.3,,0.91,0.64,,,0.32,,,5.37,,,10,3557510972.0,Specialty Stores,Retail Trade
AAPL,32.11,57.48,2.9,1.3,5.7,20.9,23.2,14.6,102.85,15.7,64.34,0.59,33.86,60,10.17,,0.47,0.61,227.74,0.95,11.42,91.36,22.13,0.75,1.52,,0.15,0.43,28.08,25.76,33.36,26,23.85,8.17,9.03,3.56,0.2,27.06,3.02,0.44,30.41,19.84,11.24,6.08,184.69,45.96,120.35,,,26.44,,31.27,51.95,34.63,34.63,2.05,9.17,,1.3,1.47,,33.82,8.95,2.12,,,31.21,36.45,2,2.57,52,0.91,29.81,269.91,59,151.08,,35.41,,3.24,50.11,,,10,2736146930271.0005,Telecommunications Equipment,Electronic Technology
AAT,40.7,50.42,,,9.7,8.1,22.2,18.4,28.45,8.5,34.73,6.18,25.89,45.36,0.74,,0.99,0.07,26.49,1.84,,145.05,6.23,6.69,1.44,,1.49,5.03,24,12.67,23.26,,,,7.29,4.17,0.4,31.33,8.65,5.05,37.31,8.1,,2.74,26.96,62.62,1.87,,,15.39,,27.37,1.35,29.76,29.76,12.94,4.62,,2.38,1.16,11.72,14.72,1.35,0.58,,,9.98,20.09,,1.18,1.37,1.84,2.29,628.91,4.67,5.7,,4.27,,3.78,32.7,,,10,1249105589.0,Real Estate Investment Trusts,Finance
ABBV,28.28,46.85,,,7.8,9.6,49.1,7.4,26.06,3.8,34.95,5.13,10.18,40.93,2,,0.31,0.19,191.9,0.81,73.4,65.71,76.62,3.91,10.42,,0.57,3.14,41.3,21.86,22.23,14.24,13.87,6.72,7.19,2.42,0.05,32.33,5.25,3.18,15.87,20.22,7.21,4.99,146.52,62.76,5.48,,,9.71,,24.95,49.97,63.97,17.93,1.16,6.19,,0.73,0.57,,19.14,,1.41,,,18.27,32.35,1.25,1.72,,0.71,3.83,192.43,9.41,53.28,,9.12,,2.94,41.63,,,10,268498884868.0,Pharmaceuticals: Major,Health Technology
ABCL,,46.16,,8.7,,,,,,,47.29,,,46.58,1.83,,9.52,9.3,2.55,10.96,,,406.96,,0.07,,,,,,,,,8.29,3.65,,0.79,,,,,,,32.02,1.06,,,,,,,,0.68,,,,21.8,,,,,,,,2.04,1.59,,,,,0.77,10.96,,,,,,,,0.76,,,,4,1545160366.0,Biotechnology,Health Technology
ABEV,,55.8,,2.2,20.8,5.4,3.2,9.8,60.73,11,60.93,10.17,,56.36,3.66,,0.44,4.44,2.36,1.11,97.74,188.94,24.71,0.13,0.04,,0.79,6.4,9.17,6.85,9.22,8.6,6.6,2.09,2.2,10.91,0.66,25.65,11.05,6.4,12.9,14.69,4.92,6.6,2.63,50.83,7.5,,,17.86,,24.06,2.13,12.97,12.42,2.53,2.52,,,,,10,1.71,0.47,,,7.83,11.12,1.8,0.75,4.82,0.79,10.57,68.13,19.18,16.5,,16.25,,6.04,12.42,,,10,43328543728.065,Beverages: Alcoholic,Consumer Non-Durables
ABG,10.16,58.5,,50.3,,28.2,37.8,,8.08,24,81,,8.21,66.34,2.68,,0.03,0.02,238.21,1.25,45.36,16.38,4.15,6.36,1.58,,,,12.98,11.86,,10.92,10,0.55,0.62,7.7,0.32,,,,8.21,30.32,,6.95,258.25,17.75,4.56,,,2.51,,6.31,1.43,12.22,8.24,0.26,0.3,,0.24,,,,,1.05,,,43.75,,0.33,0.55,,0.45,4.25,19.44,10.28,12.31,,8.62,,,13.02,,,10,4632090814.999999,Specialty Stores,Retail Trade
ABM,43.2,47.5,2,8.4,5.9,40.8,24.6,,23.18,11.1,57.11,2.14,27.55,49.65,2.91,,0.07,0.06,51.73,1.38,,,56.6,3.53,0.8,,0.26,1.75,14.95,11.02,16.71,11.36,9.17,0.55,0.55,6.69,0.36,3.3,8.4,1.76,13.95,26.63,,1.35,51.34,,3.58,,,1.89,,3.62,1.77,21.38,14.91,0.93,0.39,,0.74,0.97,,12.19,,1.01,,,9.89,14.95,0.75,0.89,,1.38,3.14,55.18,8.09,8.51,,4.97,,3.54,26.8,,,10,2657328642.9999995,Miscellaneous Commercial Services,Commercial Services
ABNB,,61.31,,38.3,,,,,322.31,8,63.87,,,66.23,3.48,,0.71,4.95,129.25,1.41,,29.97,7.3,1.12,0.28,,,,37.39,36.42,16.95,21.13,20.79,6.03,7.01,2.67,0.3,41.38,5.32,,28.07,,,10.6,166.89,82.59,20.75,,,46.11,,15.21,10.24,17.59,17.59,,7.86,,,,,19.12,2.98,,,20.81,19.06,14.38,,,11.35,1.41,21.22,720.92,19.41,63.33,,55.65,,3.46,,,,2,92399740712.0,Other Consumer Services,Consumer Services
