Ticker,12-1 Month Momentum %,14-Day RSI,3-Year Average Share Buyback Ratio,3-Year Book Growth Rate,3-Year Dividend Growth Rate,3-Year EBITDA Growth Rate,3-Year EPS without NRI Growth Rate,3-Year FCF Growth Rate,3-Year Revenue Growth Rate,5-Day RSI,5-Year Yield-on-Cost %,6-1 Month Momentum %,9-Day RSI,Altman Z-Score,Cash Ratio,Cash-To-Debt,ClosePrice,Current Ratio,Days Inventory,Days Payable,Days Sales Outstanding,Debt-to-EBITDA,Debt-to-Equity,Distress,Dividend Payout Ratio,Dividend Yield %,EV-to-EBIT,EV-to-EBITDA,EV-to-FCF,EV-to-Forward-EBIT,EV-to-Forward-EBITDA,EV-to-Forward-Revenue,EV-to-Revenue,Earnings Yield (Greenblatt) %,Equity-to-Asset,FCF Margin %,FCF Yield %,Forward Dividend Yield %,Forward PE Ratio,Forward Rate of Return (Yacktman) %,Future 3-5Y EPS without NRI Growth Rate,Future 3-5Y Total Revenue Growth Rate,GFValue,Gross Margin %,Interest Coverage,N/A,Net Margin %,Not Manipulator,Operating Margin %,PB Ratio,PE Ratio,PE Ratio without NRI,PEG Ratio,PS Ratio,Piotroski F-Score,Price-to-DCF (Earnings Based),Price-to-DCF (FCF Based),Price-to-FFO,Price-to-Free-Cash-Flow,Price-to-Graham-Number,Price-to-Median-PS-Value,Price-to-Net-Cash,Price-to-Net-Current-Asset-Value,Price-to-Operating-Cash-Flow,Price-to-Owner-Earnings,Price-to-Peter-Lynch-Fair-Value,Price-to-Projected-FCF,Price-to-Tangible-Book,Quick Ratio,ROA %,ROC (Joel Greenblatt) %,ROCE %,ROE %,ROIC,ROIC %,Safe,Shareholder Yield %,Shiller PE Ratio,WACC,WACC vs ROIC,Years of Profitability over Past 10-Year,Market Capitalization,Industry,Sector
A,4.41,54.18,1.5,7.9,7.7,13.5,33.2,24.7,10.5,55.35,1.03,,54.53,6.61,0.85,0.65,136.03,2.15,117.53,51.55,70.14,1.53,0.41,,0.17,0.68,28.92,24.46,26.64,24.48,21.44,6.01,6.22,3.46,0.57,23.33,3.88,0.69,27.32,15.88,5.44,2.44,135.23,50.63,14.64,,18.84,,19.54,6.38,32.16,25.57,2.13,6.09,,0.74,1.49,,26.06,4.96,1.2,,,21.15,31.88,1.94,2.05,21.63,1.64,11.49,63.42,15.6,20.99,,14.11,,2.77,44.6,,,10,33913792728.0,Medical Specialties,Health Technology
AA,22.75,41.2,1.4,10.2,,,,,5.9,60.65,1.28,45.39,46.34,1.2,0.44,0.55,31.1,1.55,79.98,58.53,26.31,10.94,0.65,,,1.28,,39.98,,26.89,9.17,0.82,0.87,,0.27,,,1.28,239.1,,,2.82,39.31,8.14,,,,,,1.43,,,,0.53,,,,,,,,,,17.12,,,1.37,1.5,0.92,,,,,,,,,,,,3,5148271475.0,Aluminum,Non-Energy Minerals
AAL,,41.73,,10.4,,,,,27,50.55,,,44.39,0.65,0.34,0.21,9.74,0.6,20.92,21.96,14.01,19.76,,,,,18.76,18.76,,18.95,8.61,0.7,0.7,5.33,,,,,13.93,,,4.06,16.61,20.23,1.4,,,,5.34,,,10.07,,0.13,,,,,,,0.29,,,3.13,,,,,0.5,,5.17,4.89,,,12.18,,48.53,7.27,,,8,8696254174.0,Airlines,Transportation
AAON,40.32,53.97,,26.3,8.1,29.5,31.8,,29.5,63.54,0.56,10.18,54.91,19.02,,,87.97,2.99,98.09,12.85,43.47,0.35,0.14,,0.14,0.37,29.59,24.25,70.15,,,,6.02,3.38,0.73,8.59,1.44,0.37,39.44,20.56,18.37,11.35,78.29,36.27,88.05,,15.61,,20.32,9.61,39.63,39.63,1.58,6.18,,2,5.75,,71.81,4.64,1.21,,46.54,32.47,50.67,1.59,6.47,12.22,1.7,19.5,39.13,29.71,25.86,,21.83,,0.62,80.71,,,10,4968385340.0,Industrial Machinery,Producer Manufacturing
AAP,,47.88,3.6,,26,,,,8.9,52.35,35.92,,49.41,1.29,0.09,0.11,60.5,1.22,265.7,210.84,26.55,9.72,1.55,,3.26,1.68,70.54,17.38,15.1,20.73,10.95,0.63,0.63,1.42,0.21,4.18,13.06,1.68,16.66,6.72,102.47,1.3,163.68,39.77,1.15,,0.14,,0.85,1.41,87.68,87.68,,0.32,,,,,7.67,3.76,0.28,,,5.36,11.88,,0.53,3.64,0.29,0.13,1.96,1.42,0.62,,1.21,,,7.93,,,10,3557510972.0,Specialty Stores,Retail Trade
AAPL,28.46,55.09,2.9,1.3,5.7,20.9,23.2,14.6,15.7,69.46,0.61,25.19,58.06,9.82,0.47,0.61,221.72,0.95,11.42,91.36,22.13,0.75,1.52,,0.15,0.44,27.46,25.18,32.08,25.37,23.53,8.1,8.83,3.64,0.2,27.06,3.1,0.45,29.83,19.95,10.44,5.62,182.65,45.96,120.35,,26.44,,31.27,50.62,33.75,33.75,2,8.92,,1.27,1.43,,33.02,8.71,2.07,,,30.42,35.5,1.95,2.51,50.62,0.91,29.81,269.91,59,151.08,,35.41,,3.39,48.84,,,10,2736146930271.0005,Telecommunications Equipment,Electronic Technology
AAT,7.57,52.09,,,9.7,8.1,22.2,18.4,8.5,40.94,6.58,9.57,47.87,0.69,0.99,0.07,24.82,1.84,,145.05,6.23,6.69,1.44,,1.49,5.36,22.94,12.11,22.23,,,,6.97,4.36,0.4,31.33,9.23,5.4,37.87,8.48,,2.7,27.2,62.62,1.87,,15.39,,27.37,1.27,27.89,27.89,12.13,4.2,,2.23,1.09,10.68,13.39,1.26,0.55,,,9.09,18.31,,1.11,1.29,1.84,2.29,628.91,4.67,5.7,,4.27,,4.04,30.64,,,10,1249105589.0,Real Estate Investment Trusts,Finance
ABBV,11.83,67.76,,,7.8,9.6,49.1,7.4,3.8,72.56,5.26,,69.58,2,0.31,0.19,193.0,0.81,73.4,65.71,76.62,3.91,10.42,,0.57,3.22,41.3,21.85,22.23,15.94,15.32,7.11,7.19,2.42,0.05,32.33,5.22,3.24,36.16,20.22,7.41,5.2,146.02,62.76,5.48,,9.71,,24.95,50.26,64.33,18.04,1.16,6.17,,0.74,0.57,,19.13,,1.41,,,18.25,32.23,1.25,1.73,,0.71,3.83,192.43,9.41,53.28,,9.12,,2.98,41.87,,,10,268498884868.0,Pharmaceuticals: Major,Health Technology
ABCL,,39.48,,8.7,,,,,,35.42,,,37.35,1.97,9.52,9.3,2.62,10.96,,,406.96,,0.07,,,,,,,,,8.29,5.7,,0.79,,,,,,,31.92,1.13,,,,,,,0.69,,,,22.68,,,,,,,,2.1,1.64,,,,,0.79,10.96,,,,,,,,0.69,,,,4,1545160366.0,Biotechnology,Health Technology
ABEV,,74.63,,2.2,20.8,5.4,3.2,9.8,11,89.4,10.33,,81.8,3.64,0.44,4.44,2.32,1.11,97.74,188.94,24.71,0.13,0.04,,0.79,6.5,9,6.73,9.13,9.12,6.96,2.19,2.16,11.11,0.66,25.65,11.24,6.5,13.02,14.76,5.17,6.56,2.62,50.83,7.5,,17.86,,24.06,2.07,12.75,12.21,2.49,2.45,,,,,9.74,1.67,0.46,,,7.62,10.8,1.76,0.73,4.73,0.79,10.57,68.13,19.18,16.5,,16.25,,6.21,12.21,,,10,43328543728.065,Beverages: Alcoholic,Consumer Non-Durables
ABG,8.15,43.22,,50.3,,28.2,37.8,,24,38.4,,12.2,40.32,2.67,0.03,0.02,223.21,1.25,45.36,16.38,4.15,6.36,1.58,,,,12.93,11.81,,12.23,9.67,0.57,0.61,7.73,0.32,,,,7.72,30.41,,8.9,253.58,17.75,4.56,,2.51,,6.31,1.34,11.45,7.72,0.24,0.3,,0.22,,,,,0.98,,,40.94,,0.31,0.52,,0.45,4.25,19.44,10.28,12.31,,8.62,,,12.2,,,10,4632090814.999999,Specialty Stores,Retail Trade
ABM,11.92,51.73,2,8.4,5.9,40.8,24.6,,11.1,49.5,2.07,26.81,48.45,3.08,0.05,0.04,53.3,1.44,,,58.62,2.69,0.76,,0.28,1.69,11.49,9,13.43,11.56,9.34,0.55,0.57,8.7,0.37,4.23,10.38,1.7,16.16,26.37,,2.09,50.76,,4.81,,3.04,,4.88,1.81,13.95,16.97,1.05,0.42,,0.84,0.8,,10.02,,1.08,,,8.56,9.24,0.85,0.92,,1.44,5.04,65.99,10.75,13.69,,7.32,,2.54,27.19,,,10,2657328642.9999995,Miscellaneous Commercial Services,Commercial Services
ABT,,55.25,0.7,6.3,12.3,6.8,6.7,,5.8,48.16,3.72,,54.16,5.15,0.52,0.49,109.89,1.68,135.1,83.18,58.61,1.42,0.38,,0.48,1.99,27.53,18.9,34.64,21.1,18.22,4.68,4.81,3.63,0.54,13.88,2.96,2.02,31.78,13.04,8.41,6.41,106.47,55.24,10.7,,13.65,,15.92,4.86,34.67,24.69,2.15,4.74,,0.78,1.61,,33.95,5.06,1.11,,,24.32,44.56,2.54,1.86,23.38,1.18,7.63,64.74,12.05,14.52,,10.37,,3.23,40.11,,,10,176555322492.0,Medical Specialties,Health Technology
ACA,12.25,47.62,,6.9,,13.2,4.1,,5.9,55.17,0.24,6.59,48.32,2.99,0.24,0.15,83.43,2.31,71.3,47.91,58.17,1.84,0.29,,0.07,0.24,21.89,12.17,280.69,,,1.76,1.92,4.57,0.63,0.67,0.4,0.24,20.63,20.28,,,70.07,19.03,5.57,,6.05,,7.68,1.69,27.72,27.78,1.38,1.63,,,,,244.46,2.16,,,,17.68,27.3,1.57,1.18,3.78,1.36,4.09,12.41,6.71,6.29,,4.98,,0.64,,,,9,3644941042.999999,Trucks/Construction/Farm Machinery,Producer Manufacturing
ACAD,,38.75,,,,38.8,40.9,46.1,16.4,32.99,,,34.71,1.95,1.48,8.69,15.14,2.16,197.37,87.05,38.64,1.68,0.11,,,,94.94,63.19,26.9,21.83,33.78,2.28,2.43,1.05,0.57,9.04,3.21,,26.53,,,17.91,32.34,91.73,,,3.43,,2.56,4.85,84.11,84.11,3.77,2.77,,,,,31.23,4.79,,24.42,7.57,31.23,128.32,,,6.13,1.95,4.03,40.04,4.61,7.04,,7.75,,,,,,,4047377469.0,Pharmaceuticals: Major,Health Technology
