Ticker,12-1 Month Momentum %,14-Day RSI,3-Year Average Share Buyback Ratio,3-Year Book Growth Rate,3-Year Dividend Growth Rate,3-Year EBITDA Growth Rate,3-Year EPS without NRI Growth Rate,3-Year FCF Growth Rate,3-Year ROIIC %,3-Year Revenue Growth Rate,5-Day RSI,5-Year Yield-on-Cost %,6-1 Month Momentum %,9-Day RSI,Altman Z-Score,Cash Ratio,Cash-To-Debt,ClosePrice,Current Ratio,Days Inventory,Days Payable,Days Sales Outstanding,Debt-to-EBITDA,Debt-to-Equity,Distress,Dividend Payout Ratio,Dividend Yield %,EV-to-EBIT,EV-to-EBITDA,EV-to-FCF,EV-to-Forward-EBIT,EV-to-Forward-EBITDA,EV-to-Forward-Revenue,EV-to-Revenue,Earnings Yield (Greenblatt) %,Equity-to-Asset,FCF Margin %,FCF Yield %,Forward Dividend Yield %,Forward PE Ratio,Forward Rate of Return (Yacktman) %,Future 3-5Y EPS without NRI Growth Rate Estimate,Future 3-5Y Total Revenue Growth Rate Estimate,GFValue,Gross Margin %,Interest Coverage,N/A,Net Margin %,Not Manipulator,Operating Margin %,PB Ratio,PE Ratio,PE Ratio without NRI,PEG Ratio,PS Ratio,Piotroski F-Score,Price-to-DCF (Earnings Based),Price-to-DCF (FCF Based),Price-to-FFO,Price-to-Free-Cash-Flow,Price-to-Graham-Number,Price-to-Median-PS-Value,Price-to-Net-Cash,Price-to-Net-Current-Asset-Value,Price-to-Operating-Cash-Flow,Price-to-Owner-Earnings,Price-to-Peter-Lynch-Fair-Value,Price-to-Projected-FCF,Price-to-Tangible-Book,Quick Ratio,ROA %,ROC (Joel Greenblatt) %,ROCE %,ROE %,ROIC,ROIC %,Safe,Shareholder Yield %,Shiller PE Ratio,WACC,WACC vs ROIC,Years of Profitability over Past 10-Year,Market Capitalization,Industry,Sector
A,14.05,50.59,1.5,7.9,7.7,13.5,33.2,24.7,58.71,10.5,34.14,0.98,,45.96,6.22,0.74,0.61,138.96,1.78,125.99,57.06,69.2,1.56,0.5,,0.18,0.65,25.96,22.5,29.79,25.33,22.15,6.18,6.5,3.85,0.54,21.81,3.55,0.66,24.56,15.57,4.91,2.34,133.69,54.39,17.3,,21.75,,22.9,6.77,28.83,26.67,2.22,6.28,,0.78,1.65,,28.78,5.53,1.24,,,22.83,28.68,2.07,2.14,25.83,1.37,13.03,72.53,18.1,23.78,,16.15,,3.12,44.83,,,10,33913792728.0,Medical Specialties,Health Technology
AA,,38.04,1.4,10.2,,,,,75.95,5.9,23.93,1.34,6.47,34.37,1.2,0.44,0.55,30.22,1.55,79.98,58.53,26.31,10.94,0.65,,,1.34,,40.54,,27.26,9.29,0.84,0.88,,0.27,,,1.34,11.02,,,2.67,39.39,8.14,,,,,,1.48,,,,0.54,,,,,,,,,,17.45,,,1.33,1.46,0.92,,,,,,,,,,,,3,5148271475.0,Aluminum,Non-Energy Minerals
AAL,,56.55,,10.4,,,,,597.78,27,71.84,,,62.9,0.65,0.34,0.21,10.6,0.6,20.92,21.96,14.01,19.76,,,,,19.03,19.03,,19.22,8.74,0.71,0.71,5.25,,,,,5.81,,,4.06,16.6,20.23,1.4,,,,5.34,,,10.96,,0.14,,,,,,,0.32,,,3.44,,,,,0.5,,5.17,4.89,,,12.18,,44.83,7.91,,,8,8696254174.0,Airlines,Transportation
AAON,30.64,48.1,,26.3,8.1,29.5,31.8,,20.3,29.5,32.76,0.52,3.03,42.86,20.46,,,89.29,2.99,98.09,12.85,43.47,0.35,0.14,,0.14,0.34,32.25,26.44,76.48,,,,6.57,3.1,0.73,8.59,1.42,0.34,32.05,20.51,18.09,11.33,78.55,36.27,88.05,,15.61,,20.32,9.76,40.22,40.22,1.6,6.3,,2.03,5.84,,72.9,4.71,1.23,,47.24,32.93,51.49,1.61,6.57,12.4,1.7,19.5,39.13,29.71,25.86,,21.83,,0.56,81.92,,,10,4968385340.0,Industrial Machinery,Producer Manufacturing
AAP,,21.54,3.6,,26,,,,,8.9,6.87,48.53,,15.13,1.74,0.09,0.12,43.72,1.23,263.29,213.8,27.04,11.12,1.52,,100,2.27,135.74,17.36,17.57,13.56,8.09,0.55,0.55,0.74,0.21,3.13,13.5,2.27,15.51,4.98,83.9,,147.69,39.48,0.41,,,,0.3,1,4372,4372,,0.24,,,,,7.44,22.08,0.21,,,4.81,15.8,,0.38,2.51,0.3,,0.91,0.64,,,0.32,,,5.84,,,10,3557510972.0,Specialty Stores,Retail Trade
AAPL,16.05,49.1,2.9,1.3,5.7,20.9,23.2,14.6,102.85,15.7,32.55,0.59,22.38,44.1,10.22,0.47,0.61,222.62,0.95,11.42,91.36,22.13,0.75,1.52,,0.15,0.43,28.41,26.05,33.75,26.25,24.34,8.38,9.13,3.52,0.2,27.06,3.08,0.44,29.79,19.82,11.13,6.01,183.59,45.96,120.35,,26.44,,31.27,50.86,33.91,33.91,2.01,8.98,,1.28,1.44,,33.08,8.75,2.08,,,30.56,35.7,1.95,2.52,50.83,0.91,29.81,269.91,59,151.08,,35.41,,3.22,49.07,,,10,2736146930271.0005,Telecommunications Equipment,Electronic Technology
AAT,19.45,64.83,,,9.7,8.1,22.2,18.4,28.45,8.5,64.6,6.06,19.18,66.21,0.74,0.99,0.07,26.96,1.84,,145.05,6.23,6.69,1.44,,1.49,4.93,24.1,12.72,23.35,,,,7.32,4.15,0.4,31.33,8.5,4.97,37.97,8.07,,2.74,27.05,62.62,1.87,,15.39,,27.37,1.38,30.29,30.29,13.17,4.7,,2.43,1.18,12,15.01,1.37,0.59,,,10.23,20.55,,1.2,1.4,1.84,2.29,628.91,4.67,5.7,,4.27,,3.7,33.28,,,10,1249105589.0,Real Estate Investment Trusts,Finance
ABCL,,41.09,,8.7,,,,,,,41.58,,,41.01,1.9,9.52,9.3,2.5,10.96,,,406.96,,0.07,,,,,,,,,8.29,4.68,,0.79,,,,,,,32.02,1.06,,,,,,,0.68,,,,22.41,,,,,,,,2,1.56,,,,,0.75,10.96,,,,,,,,0.72,,,,4,1545160366.0,Biotechnology,Health Technology
ABEV,,49.05,,2.2,20.8,5.4,3.2,9.8,60.73,11,27.61,10.55,,42.39,3.7,0.44,4.44,2.27,1.11,97.74,188.94,24.71,0.13,0.04,,0.79,6.64,8.87,6.63,9.36,9.35,7.13,2.25,2.13,11.27,0.66,25.65,11.49,6.64,12.34,14.59,5.05,6.54,2.65,50.83,7.5,,17.86,,24.06,2.12,12.47,11.95,2.44,2.52,,,,,10.01,1.71,0.47,,,7.89,11.09,1.8,0.75,4.83,0.79,10.57,68.13,19.18,16.5,,16.25,,6,12.61,,,10,43328543728.065,Beverages: Alcoholic,Consumer Non-Durables
ABG,0.8,49.66,,50.3,,28.2,37.8,,8.08,24,45.05,,12.18,49.21,2.7,0.03,0.02,237.74,1.25,45.36,16.38,4.15,6.36,1.58,,,,13.34,12.2,,12.63,9.98,0.59,0.63,7.5,0.32,,,,8.01,29.74,,8.25,255.58,17.75,4.56,,2.51,,6.31,1.43,12.2,8.22,0.26,0.32,,0.24,,,,,1.04,,,43.69,,0.33,0.55,,0.45,4.25,19.44,10.28,12.31,,8.62,,,13,,,10,4632090814.999999,Specialty Stores,Retail Trade
ABM,19.52,69.07,2,8.4,5.9,40.8,24.6,,23.18,11.1,76.24,1.93,32.86,72.94,3.13,0.05,0.04,56.81,1.44,,,58.62,2.69,0.76,,0.28,1.58,12.13,9.49,14.17,12.2,9.85,0.59,0.6,8.24,0.37,4.23,9.74,1.58,15.38,25.91,,2.09,50.86,,4.81,,3.04,,4.88,1.93,14.87,18.09,1.12,0.45,,0.89,0.85,,10.66,,1.15,,,9.15,9.83,0.91,0.98,,1.44,5.04,65.99,10.75,13.69,,7.32,,2.36,28.98,,,10,2657328642.9999995,Miscellaneous Commercial Services,Commercial Services
ABNB,,38.47,,38.3,,,,,322.31,8,51.02,,,42.38,3.2,0.71,4.95,115.01,1.41,,29.97,7.3,1.12,0.28,,,,33.08,32.23,15,20.77,20.44,5.92,6.21,3.02,0.3,41.38,5.86,,25.09,,,10.6,165.82,82.59,20.75,,46.11,,15.21,9.29,15.96,15.96,,7.31,,,,,17.66,2.65,,,18.52,17.6,13.29,,,10.1,1.41,21.22,720.92,19.41,63.33,,55.65,,3.85,,,,2,92399740712.0,Other Consumer Services,Consumer Services
ABT,8.23,69.91,0.7,6.3,12.3,6.8,6.7,,,5.8,85.83,3.55,,76.18,5.3,0.52,0.49,114.66,1.68,135.1,83.18,58.61,1.42,0.38,,0.48,1.9,28.76,19.75,36.19,22.05,19.03,4.89,5.02,3.48,0.54,13.88,2.83,1.93,22.29,12.9,8.41,6.41,106.66,55.24,10.7,,13.65,,15.92,5.07,36.17,25.77,2.24,4.89,,0.82,1.68,,35.44,5.28,1.16,,,25.41,46.49,2.65,1.94,24.4,1.18,7.63,64.74,12.05,14.52,,10.37,,3.1,41.85,,,10,176555322492.0,Medical Specialties,Health Technology
ACA,0.39,60.28,,6.9,,13.2,4.1,,3.27,5.9,69.39,0.22,,64.43,3.2,0.24,0.15,86.23,2.31,71.3,47.91,58.17,1.84,0.29,,0.07,0.22,23.72,13.19,310.8,,,1.91,2.08,4.22,0.63,0.67,0.37,0.22,20.04,20,,,70.72,19.03,5.57,,6.05,,7.68,1.85,30.4,30.47,1.51,1.83,,,,,274.74,2.23,,,,19.85,30.68,1.62,1.22,3.9,1.36,4.09,12.41,6.71,6.29,,4.98,,0.57,,,,9,3644941042.999999,Trucks/Construction/Farm Machinery,Producer Manufacturing
ACAD,,49.84,,,,38.8,40.9,46.1,223.57,16.4,59.75,,,52.92,2.16,1.48,8.69,16.35,2.16,197.37,87.05,38.64,1.68,0.11,,,,101.04,67.26,28.63,23.23,35.95,2.43,2.59,0.99,0.57,9.04,2.97,,19.69,,,16.93,32.66,91.73,,,3.43,,2.56,5.24,90.89,90.89,4.08,3.06,,,,,33.73,5.17,,26.37,8.18,33.73,138.62,,,6.62,1.95,4.03,40.04,4.61,7.04,,7.75,,,,,,,4047377469.0,Pharmaceuticals: Major,Health Technology
