Ticker,12-1 Month Momentum %,14-Day RSI,3-Year Average Share Buyback Ratio,3-Year Book Growth Rate,3-Year Dividend Growth Rate,3-Year EBITDA Growth Rate,3-Year EPS without NRI Growth Rate,3-Year FCF Growth Rate,3-Year Revenue Growth Rate,5-Day RSI,5-Year Yield-on-Cost %,6-1 Month Momentum %,9-Day RSI,Altman Z-Score,Cash Ratio,Cash-To-Debt,ClosePrice,Current Ratio,Days Inventory,Days Payable,Days Sales Outstanding,Debt-to-EBITDA,Debt-to-Equity,Distress,Dividend Payout Ratio,Dividend Yield %,EV-to-EBIT,EV-to-EBITDA,EV-to-FCF,EV-to-Forward-EBIT,EV-to-Forward-EBITDA,EV-to-Forward-Revenue,EV-to-Revenue,Earnings Yield (Greenblatt) %,Equity-to-Asset,FCF Margin %,FCF Yield %,Forward Dividend Yield %,Forward PE Ratio,Forward Rate of Return (Yacktman) %,Future 3-5Y EPS without NRI Growth Rate,Future 3-5Y Total Revenue Growth Rate,GFValue,Gross Margin %,Interest Coverage,N/A,Net Margin %,Not Manipulator,Operating Margin %,PB Ratio,PE Ratio,PE Ratio without NRI,PEG Ratio,PS Ratio,Piotroski F-Score,Price-to-DCF (Earnings Based),Price-to-DCF (FCF Based),Price-to-FFO,Price-to-Free-Cash-Flow,Price-to-Graham-Number,Price-to-Median-PS-Value,Price-to-Net-Cash,Price-to-Net-Current-Asset-Value,Price-to-Operating-Cash-Flow,Price-to-Owner-Earnings,Price-to-Peter-Lynch-Fair-Value,Price-to-Projected-FCF,Price-to-Tangible-Book,Quick Ratio,ROA %,ROC (Joel Greenblatt) %,ROCE %,ROE %,ROIC,ROIC %,Safe,Shareholder Yield %,Shiller PE Ratio,WACC,WACC vs ROIC,Years of Profitability over Past 10-Year,Market Capitalization,Industry,Sector
A,,53.41,1.5,7.9,7.7,13.5,33.2,24.7,10.5,51.61,1.01,,53.14,6.59,0.85,0.65,136.9,2.15,117.53,51.55,70.14,1.53,0.41,,0.17,0.68,28.81,24.37,26.55,24.39,21.36,5.99,6.19,3.47,0.57,23.33,3.85,0.69,27.5,15.89,5.44,2.44,135.28,50.63,14.64,,18.84,,19.54,6.42,32.36,25.73,2.14,6.12,,0.75,1.5,,26.23,4.99,1.21,,,21.27,32.05,1.95,2.06,21.76,1.64,11.49,63.42,15.6,20.99,,14.11,,2.76,44.86,,,10,33913792728.0,Medical Specialties,Health Technology
AAON,32.84,51.54,,26.3,8.1,29.5,31.8,,29.5,53.29,0.56,3.17,50.43,18.86,,,86.67,2.99,98.09,12.85,43.47,0.35,0.14,,0.14,0.37,29.29,24.01,69.46,,,,5.97,3.41,0.73,8.59,1.46,0.37,38.81,20.56,18.37,11.35,78.26,36.27,88.05,,15.61,,20.32,9.48,39.04,39.04,1.56,6.07,,1.97,5.67,,70.75,4.57,1.2,,45.86,31.98,49.93,1.56,6.37,12.04,1.7,19.5,39.13,29.71,25.86,,21.83,,0.63,79.15,,,10,4968385340.0,Industrial Machinery,Producer Manufacturing
AAP,,46.74,3.6,,26,,,,8.9,49.14,35.06,,47.71,1.29,0.09,0.11,60.21,1.22,265.7,210.84,26.55,9.72,1.55,,3.26,1.66,70.55,17.38,15.1,20.73,10.95,0.63,0.63,1.42,0.21,4.18,13.13,1.66,16.56,6.71,102.47,1.3,163.68,39.77,1.15,,0.14,,0.85,1.4,87.26,87.26,,0.32,,,,,7.62,3.75,0.28,,,5.34,11.85,,0.52,3.62,0.29,0.13,1.96,1.42,0.62,,1.21,,,7.89,,,10,3557510972.0,Specialty Stores,Retail Trade
AAPL,28.33,48.77,2.9,1.3,5.7,20.9,23.2,14.6,15.7,55.4,0.62,21.09,48.57,9.78,0.47,0.61,216.24,0.95,11.42,91.36,22.13,0.75,1.52,,0.15,0.45,26.84,24.62,31.89,25.68,23.87,7.96,8.63,3.73,0.2,27.06,3.17,0.46,29.11,19.97,10.44,5.62,182.48,45.96,120.35,,26.44,,31.27,49.35,32.91,32.91,1.95,8.7,,1.24,1.4,,32.15,8.5,2.02,,,29.68,34.64,1.9,2.44,49.37,0.91,29.81,269.91,59,151.08,,35.41,,3.4,47.63,,,10,2736146930271.0005,Telecommunications Equipment,Electronic Technology
AAT,,56.15,,,9.7,8.1,22.2,18.4,8.5,46.89,6.47,,52.94,0.7,0.99,0.07,25.13,1.84,,145.05,6.23,6.69,1.44,,1.49,5.29,23.14,12.21,22.43,,,,7.03,4.32,0.4,31.33,9.12,5.33,39.41,8.41,,2.7,27.21,62.62,1.87,,15.39,,27.37,1.28,28.24,28.24,12.28,4.31,,2.26,1.1,11.01,13.77,1.28,0.55,,,9.38,18.85,,1.12,1.3,1.84,2.29,628.91,4.67,5.7,,4.27,,3.99,30.88,,,10,1249105589.0,Real Estate Investment Trusts,Finance
ABBV,11.46,66.07,,,7.8,9.6,49.1,7.4,3.8,67.67,5.26,,67.16,1.99,0.31,0.19,189.93,0.81,73.4,65.71,76.62,3.91,10.42,,0.57,3.23,41.06,21.73,22.1,15.88,15.11,7.08,7.14,2.44,0.05,32.33,5.3,3.26,36.02,20.26,7.41,5.2,145.99,62.76,5.48,,9.71,,24.95,49.49,63.31,17.75,1.15,6.12,,0.73,0.57,,18.94,,1.39,,,18.06,31.92,1.23,1.7,,0.71,3.83,192.43,9.41,53.28,,9.12,,2.97,41.21,,,10,268498884868.0,Pharmaceuticals: Major,Health Technology
ABCL,,39.02,,8.7,,,,,,32.62,,,36.33,1.97,9.52,9.3,2.68,10.96,,,406.96,,0.07,,,,,,,,,8.29,5.79,,0.79,,,,,,,31.92,1.12,,,,,,,0.71,,,,23.51,,,,,,,,2.14,1.68,,,,,0.81,10.96,,,,,,,,0.69,,,,4,1545160366.0,Biotechnology,Health Technology
ABG,,44.87,,50.3,,28.2,37.8,,24,39.64,,3.09,41.92,2.69,0.01,0.01,233.92,1.06,39.87,15.83,3.89,6.19,1.53,,,,12.97,11.85,99.82,12.27,9.7,0.57,0.62,7.71,0.33,0.62,2.08,,8.07,31.27,,8.9,257.62,17.75,4.56,,2.51,,6.31,1.41,12,8.09,0.25,0.3,,0.24,3.91,,48.87,,1.07,,,15.12,126.92,0.3,0.52,,0.38,4.45,21.33,10.46,12.53,,9.09,,,12.85,,,10,4632090814.999999,Specialty Stores,Retail Trade
ABM,5.45,49.81,2,8.4,5.9,40.8,24.6,,11.1,39.85,2.1,21.79,44.2,3.08,0.05,0.04,52.8,1.44,,,58.62,2.69,0.76,,0.28,1.7,11.45,8.97,13.39,11.52,9.31,0.55,0.57,8.73,0.37,4.23,10.48,1.7,15.96,26.4,,2.09,50.74,,4.81,,3.04,,4.88,1.8,13.82,16.82,1.04,0.42,,0.83,0.79,,9.92,,1.07,,,8.49,9.15,0.84,0.91,,1.44,5.04,65.99,10.75,13.69,,7.32,,2.56,26.98,,,10,2657328642.9999995,Miscellaneous Commercial Services,Commercial Services
ABNB,10.58,24.11,,38.3,,,,,8,22,,3.29,22.13,3.15,0.71,4.95,115.08,1.41,,29.97,7.3,1.12,0.28,,,,32.37,31.54,14.68,20.33,16.43,5.79,6.07,3.09,0.3,41.38,5.97,,27.63,,,11.88,165.23,82.59,20.75,,46.11,,15.21,9.12,15.66,15.66,,7.17,,,,,17.33,2.65,,,18.53,17.27,13.04,,,10.1,1.41,21.22,720.92,19.41,63.33,,55.65,,3.93,,,,2,92399740712.0,Other Consumer Services,Consumer Services
ABT,,57.08,0.7,6.3,12.3,6.8,6.7,,5.8,51.57,3.75,,56.85,5.16,0.52,0.49,108.71,1.68,135.1,83.18,58.61,1.42,0.38,,0.48,1.99,27.64,18.98,34.79,21.19,18.3,4.7,4.83,3.62,0.54,13.88,2.99,2.02,31.45,13.03,8.41,6.41,106.41,55.24,10.7,,13.65,,15.92,4.81,34.29,24.43,2.12,4.67,,0.78,1.59,,33.61,5.01,1.1,,,24.06,44.1,2.51,1.84,23.13,1.18,7.63,64.74,12.05,14.52,,10.37,,3.23,39.64,,,10,176555322492.0,Medical Specialties,Health Technology
ACA,5.22,43.2,,6.9,,13.2,4.1,,5.9,42.62,0.24,,41.61,2.98,0.24,0.15,81.33,2.31,71.3,47.91,58.17,1.84,0.29,,0.07,0.25,21.4,11.9,280.39,,,1.72,1.88,4.67,0.63,0.67,0.41,0.25,20.62,20.29,,,69.97,19.03,5.57,,6.05,,7.68,1.64,27.02,27.08,1.34,1.63,,,,,244.23,2.1,,,,17.65,27.27,1.53,1.15,3.68,1.36,4.09,12.41,6.71,6.29,,4.98,,0.64,,,,9,3644941042.999999,Trucks/Construction/Farm Machinery,Producer Manufacturing
ACAD,,36.34,,,,38.8,40.9,46.1,16.4,24.26,,,30.42,1.92,1.48,8.69,15.63,2.16,197.37,87.05,38.64,1.68,0.11,,,,94.21,62.71,26.69,21.66,33.52,2.26,2.41,1.06,0.57,9.04,3.11,,27.36,,,17.91,32.49,91.73,,,3.43,,2.56,5.02,86.83,86.83,3.89,2.9,,,,,32.23,4.95,,25.21,7.82,32.23,132.46,,,6.33,1.95,4.03,40.04,4.61,7.04,,7.75,,,,,,,4047377469.0,Pharmaceuticals: Major,Health Technology
ACHC,,58.28,,12.2,,,16.9,,10.9,62.16,,,60.39,2.21,0.14,0.04,71.58,1.18,18.83,519.12,44.07,8.34,0.67,,,,89.5,36.11,,14.31,11.4,2.67,2.79,1.12,0.52,,,,20.52,,15.72,10.23,85.8,96.46,5.51,,,,17.58,2.22,,20.05,,2.15,,,,,,3.08,0.97,,,62.03,,,2.11,10.62,1.17,,3.96,2,,,,,,222.87,,,7,6460318360.000001,Medical/Nursing Services,Health Services
ACHR,,37.04,,100.9,,,,,,22.68,,,30.04,,5.78,,,6.01,,,,,,,,,,,,,,209.96,,,,,,,,,16.47,,,,,,,,,3.07,,,,,,,,,,,,4.23,4,,,,,3.08,6.01,,,,,,,,,,,,,1649497955.0,Aerospace & Defense,Electronic Technology
ACI,,43.04,,18.8,33.9,6,,,4.2,38.59,2.46,,41.21,3.59,0.04,0.02,19.51,0.88,31.49,25.97,3.45,3.24,4.86,,0.18,2.46,13.25,5.76,30.29,10.92,6.1,0.31,0.32,7.55,0.11,1.05,7.35,2.46,9.79,19.8,,1.71,21.8,27.84,3.99,,1.41,,2.43,3.88,10.16,7.45,0.55,0.14,,,,,13.68,,,,,4.08,12.18,0.83,0.76,,0.21,4.28,12.32,10.22,45.12,,6.91,,4.63,30.06,,,7,13551493187.000002,Food Retail,Retail Trade
ACIW,64.65,69.13,2.6,5.9,,7,21.8,,6.8,71.4,,27.42,69.55,2.84,0.15,0.15,46.59,1.32,,22.1,60.56,2.39,0.84,,,,18.54,13.23,23.32,,15.06,3.65,3.77,5.39,0.37,16.16,5.07,,30.92,13.64,23.91,6.24,32.43,50.71,3.86,,12.01,,19.46,3.95,27.41,24.91,2.08,3.3,,1.16,1.62,,20.33,,1.28,,,17.37,22.39,2.38,1.46,,1.32,5.59,174.23,13.31,14.81,,7.6,,3.14,50.73,,,10,2556336665.0,Packaged Software,Technology Services
ACLS,,41.91,0.9,22.7,,62.7,72,31,34.8,47.92,,20.54,42.66,9.02,2.25,12.33,112.47,4.42,179.55,30.91,63.45,0.15,0.05,,,,11.2,10.65,20.71,,11.25,2.98,2.85,8.93,0.73,13.75,4.17,,17.76,23.11,,,121.71,44.63,48.8,,21.54,,23.4,3.92,15.49,15.49,0.32,3.34,,,,,24.25,1.64,1.55,18.84,5.06,21.57,25.77,0.62,1.64,3.92,3.26,19.31,74.1,28.93,28.19,,33.01,,1.6,37.83,,,9,5489377800.999999,Industrial Machinery,Producer Manufacturing
ACLX,65.05,52.88,,,,2.6,0.1,,,64.4,,,55.01,7.59,5.85,6.96,59.05,6.01,,,69.04,,0.15,,,,,,,,,17.48,20.75,,0.66,,,,,,,8.1,0.0,,,,,,,6.5,,,,20.68,,,,,,,,11.74,11.18,,,,,6.5,6.01,,,,,,,,,,,,,1598748014.0,Biotechnology,Health Technology
ACM,,67,4.6,,,0.1,22.9,46.8,7.7,78.29,0.89,,71.63,2.28,0.26,0.55,96.58,1.13,,55.01,59.44,3.29,1.31,,0.21,0.87,19.38,15.61,20.56,13.42,11.69,1.83,0.9,5.16,0.19,4.4,5.38,0.91,17.98,8.41,13.04,6.91,96.37,6.58,4.87,,1.61,,5.59,5.7,51.92,24.05,8.59,0.84,,,,,19.11,,1.81,,,16.34,24.96,,1.8,,1.13,2.22,88.12,13.4,11.18,,10.64,,3.71,151.17,,,7,11643339642.999998,Engineering & Construction,Industrial Services
ACN,,47.19,0.3,15.1,11.9,7.8,16.1,6.2,13.6,31.2,2.74,,40.55,7.05,0.3,1.2,315.83,1.16,,20.04,71.1,0.43,0.17,,0.42,1.63,20.99,18.25,22.72,17.6,15.26,2.89,3.05,4.76,0.51,13.44,4.38,1.63,24.85,14.39,6.4,4.64,325.7,32.58,171.01,,10.79,,14.2,7.13,28.92,26.59,2.37,3.12,,1.36,0.91,,23.22,6.74,1.12,,,22,33.42,2.57,1.57,38.42,1.16,13.46,227.4,27.32,26.23,,19.64,,3.26,34.97,,,10,207617355910.0,Information Technology Services,Technology Services
ACVA,4.92,54.31,,,,,,,30.6,66.92,,20.57,58.39,3.11,0.66,2.48,17.79,1.49,,469.19,121.47,,0.24,,,,,,,,,4.55,5.15,,0.45,,,,494.38,,,28.84,17.09,50.64,,,,,,6.46,,,,5.32,,,,,,,,,48.08,508.29,,,,25.41,1.49,,,,,,,,,,,,,2506975976.0,Internet Retail,Retail Trade
ADBE,10.17,50.31,1.7,9.4,,17.7,14.1,11.4,16.8,59.19,,,51.25,12.52,0.85,1.32,536.3,1.16,,49.57,33.69,0.82,0.41,,,,35.88,31.7,37.03,21.39,19.98,9.86,11.54,2.79,0.5,31.17,2.68,,33.45,20.67,13.83,11.16,583.43,88.24,58.8,,24.86,,35.4,16.22,48.19,30.96,1.45,11.97,,0.9,1.12,,38.41,17.31,0.93,,,37.15,54.66,1.7,2.45,217.13,1.16,17.46,275.62,32.26,32.8,,22.15,,2.5,70.71,,,10,241068062221.0,Packaged Software,Technology Services
