Ticker,12-1 Month Momentum %,14-Day RSI,3-Year Average Share Buyback Ratio,3-Year Book Growth Rate,3-Year Dividend Growth Rate,3-Year EBITDA Growth Rate,3-Year EPS without NRI Growth Rate,3-Year FCF Growth Rate,3-Year Revenue Growth Rate,5-Day RSI,5-Year Yield-on-Cost %,6-1 Month Momentum %,9-Day RSI,Altman Z-Score,Beneish M-Score,Cash Ratio,Cash-To-Debt,ClosePrice,Current Ratio,Days Inventory,Days Payable,Days Sales Outstanding,Debt-to-EBITDA,Debt-to-Equity,Distress,Dividend Payout Ratio,Dividend Yield %,EV-to-EBIT,EV-to-EBITDA,EV-to-FCF,EV-to-Forward-EBIT,EV-to-Forward-EBITDA,EV-to-Forward-Revenue,EV-to-Revenue,Earnings Yield (Greenblatt) %,Equity-to-Asset,FCF Margin %,FCF Yield %,Forward Dividend Yield %,Forward PE Ratio,Forward Rate of Return (Yacktman) %,Future 3-5Y EPS without NRI Growth Rate,Future 3-5Y Total Revenue Growth Rate,GFValue,Gross Margin %,Interest Coverage,Manipulator,N/A,Net Margin %,Not Manipulator,Operating Margin %,PB Ratio,PE Ratio,PE Ratio without NRI,PEG Ratio,PS Ratio,Piotroski F-Score,Price-to-DCF (Earnings Based),Price-to-DCF (FCF Based),Price-to-FFO,Price-to-Free-Cash-Flow,Price-to-Graham-Number,Price-to-Median-PS-Value,Price-to-Net-Cash,Price-to-Net-Current-Asset-Value,Price-to-Operating-Cash-Flow,Price-to-Owner-Earnings,Price-to-Peter-Lynch-Fair-Value,Price-to-Projected-FCF,Price-to-Tangible-Book,Quick Ratio,ROA %,ROC (Joel Greenblatt) %,ROCE %,ROE %,ROIC,ROIC %,Safe,Shareholder Yield %,Shiller PE Ratio,WACC,WACC vs ROIC,Years of Profitability over Past 10-Year,Market Capitalization,Industry,Sector
A,,48.33,1.5,7.9,7.7,13.5,33.2,24.7,10.5,40,1.03,12.67,45.92,6.18,,0.99,0.58,132.03,2.61,116.07,53.51,73.66,1.6,0.47,,0.18,0.68,27.7,23.3,27.02,24.06,21.1,5.81,5.81,3.61,0.54,21.57,3.81,0.71,24.11,17.19,9.5,3.53,149.32,50.71,14.21,,,18.15,,19.76,6.6,31.36,26.3,2.19,5.7,,0.84,1.66,,26.49,5.65,1.17,,,22.04,34.04,1.82,2.06,27.34,1.97,11.55,64.95,15.98,22.07,,14.5,,2.24,45.53,,,10,33913792728.0,Medical Specialties,Health Technology
AA,,47.5,1.4,10.2,,,,,5.9,54.63,1.48,,49.19,0.98,,0.31,0.49,26.52,1.45,86.07,58.94,24.77,12.36,0.45,,,1.48,,38.37,,14.82,5.5,0.55,0.56,,0.3,,,1.48,62.78,,,,40.24,7,,,,,,,1.11,,,,0.47,,,,,,,,,,54.14,,,0.92,1.16,0.74,,,,,,,,,,,,3,5148271475.0,Aluminum,Non-Energy Minerals
AAL,,60.57,,10.4,,,,,27,72.83,,,64.15,0.76,,0.34,0.19,15.13,0.62,20.89,20.46,14.17,12.45,,,,,13.18,13.18,35.67,11.07,6.88,0.77,0.82,7.59,,2.29,12.18,,5.45,,34.88,3.56,19.67,22.37,1.87,,,1.56,,7.6,,13.75,6.63,,0.2,,,,,7.62,,0.44,,,2.59,,,,,0.51,1.25,8.53,7.75,,,4.5,,29.37,10.15,,,8,8696254174.0,Airlines,Transportation
AAON,38.6,64.89,,23.5,10.5,20.6,22,,22.6,62.06,0.62,20.59,64.79,18.5,,,,84.05,3.03,97.77,18.07,48.15,0.36,0.13,,0.2,0.39,32.37,26.85,229.06,,,,6.1,3.09,0.72,2.66,0.44,0.39,,19.63,,,82.02,32.77,42.97,,,15.18,,18.83,10.01,41.06,41.06,3.37,6.26,,2.6,20.45,,236.1,4.81,1.28,,41.82,55.93,123.98,2.14,7.68,12.68,1.5,19.51,38.13,29.02,27.91,,22.62,,0.36,87.55,,,10,4968385340.0,Industrial Machinery,Producer Manufacturing
AAP,,39.07,5.1,,192.4,8,16.8,,10.4,20.39,137.51,,31.59,1.89,,0.06,0.08,61.1,1.23,275.59,217.45,25.94,6.26,1.51,,0.77,3.68,21.73,11.4,,19.71,10.34,0.63,0.64,4.6,0.22,,,1.6,16.74,16.67,,2.05,208.06,41.67,3.92,,,1.72,,2.98,1.37,19.58,14.51,1.56,0.32,,0.98,,,,1.49,0.28,,,13.56,,2.39,0.51,3.43,0.27,1.6,6.46,4.79,7.26,,3.59,,,7.78,,,10,3557510972.0,Specialty Stores,Retail Trade
AAPL,30.21,44.07,2.9,1.3,5.7,20.9,23.2,14.6,15.7,51.01,0.72,9.4,44.24,8.4,,0.55,0.68,182.52,1.07,11.88,92.38,21.56,0.81,1.46,,0.15,0.52,23.74,21.69,26.97,23.92,21.89,7.41,7.47,4.21,0.21,27.71,3.79,0.52,27.94,21.23,12.46,2.63,178.23,45.03,40.5,,,26.16,,30.76,38.1,28.43,28.43,1.68,7.41,,1.17,1.27,,26.82,6.94,1.87,,,24.61,28.43,1.55,2.12,38.1,1.02,29.33,279.4,57.36,159.97,,34.58,,3.57,43.05,,,10,2736146930271.0005,Telecommunications Equipment,Electronic Technology
AAT,,43.22,,,9.7,8.1,22.2,18.4,8.5,40.62,7.55,14.96,41.31,0.63,,0.84,0.05,21.53,1.94,,145.67,6.48,6.84,1.43,,1.57,6.15,22.49,11.75,27.86,,,,6.67,4.45,0.4,23.98,8.07,6.25,,6.32,,,32.89,62.84,1.88,,,14.66,,27.6,1.09,25.63,25.63,11.14,3.73,,2.22,1.35,9.65,15.51,1.13,0.47,,,8.67,17.61,,1,1.11,1.94,2.15,576.18,4.53,5.34,,4.22,,3.24,27.96,,,10,1249105589.0,Real Estate Investment Trusts,Finance
ABBV,9.77,70.48,,,7.8,9.6,49.1,7.4,3.8,67.27,5.52,11.57,69.53,2.06,,0.34,0.22,178.09,0.87,69.9,59.2,76.32,3.46,5.73,,0.67,3.38,42.21,20.83,16.26,14.26,13.68,6.6,6.59,2.37,0.08,40.62,7.01,3.51,15.74,26.38,9.5,1.38,135.85,62.42,6.09,,,8.95,,24.92,30.34,65.23,20.1,1.3,5.82,,0.9,0.47,,14.21,,1.33,,,13.74,24.35,0.98,1.5,,0.76,3.58,171.32,8.18,36.93,,9.52,,6.92,39.4,,,10,268498884868.0,Pharmaceuticals: Major,Health Technology
ABCL,,41.46,,8.7,,,,,,29.58,,0.18,37.71,3.05,,6.39,9.83,4.87,7.33,,,330.79,,0.07,,,,,,,,,8.29,19.41,,0.77,,,,,,,,1.61,,,,,,,,1.23,,,,36.81,,,,,,,,3.34,2.65,,,,,1.44,7.32,,,,,,,,,,,,4,1545160366.0,Biotechnology,Health Technology
ABEV,4.33,44.34,,10.1,15.8,5.3,6.9,2,15.3,55.64,8.08,,47.53,3.79,,0.52,4.74,2.56,1.11,107.16,185.4,23.19,0.17,0.04,,0.73,5.9,12.3,8.66,11.32,8.91,6.77,2.17,2.33,8.13,0.65,20.35,8.22,5.9,13.45,10.87,6.94,5.52,3.42,50.3,19.12,,,18.29,,22.51,2.23,13.4,12.86,5.59,2.46,,,,,12.08,1.66,0.43,,,8.97,13.88,,0.8,4.92,0.79,10.98,52.73,15.37,17.44,,18.54,,5.41,12.19,,,10,43328543728.065,Beverages: Alcoholic,Consumer Non-Durables
ABM,,42.92,2,8.4,5.9,40.8,24.6,,11.1,43.68,2.67,,43.19,2.88,,0.06,0.05,40.62,1.4,,,59.87,2.7,0.8,,0.28,2.18,9.49,7.34,20.55,10.23,8.04,0.48,0.48,10.54,0.37,2.36,7.42,2.22,12.32,24.58,,1.68,53.2,,4.97,,,3.1,,5.06,1.42,10.72,13.06,0.81,0.33,,0.7,1.21,,14,,0.85,,,10.97,12.28,0.8,0.77,,1.4,5.1,67.17,11.18,14.12,,7.45,,,21.96,,,10,2657328642.9999995,Miscellaneous Commercial Services,Commercial Services
ABNB,11.63,59.43,,38.3,,,,,8,63.08,,11.75,60.17,5.74,,1.01,4.37,152.66,1.66,,30.09,8.04,1.03,0.28,,,,41.77,40.95,23.68,27.15,23.05,8.2,9.2,2.39,0.4,38.86,3.96,,34,,3.58,12.78,181.94,82.83,18.29,,,48.32,,15.31,11.93,21.11,21.11,,10.36,,,,,26.83,3.52,,,24.16,26.62,18.37,,,13.21,1.66,24.12,820.81,23.88,72.17,,67.71,,2.32,,,,2,92399740712.0,Other Consumer Services,Consumer Services
ABT,11.2,70.18,0.7,6.3,12.3,6.8,21.3,,5.8,86.54,3.27,8.6,75.67,5.34,,0.53,0.47,119.46,1.64,133.76,86.26,57.28,1.48,0.41,,0.49,1.75,29.3,20.29,42.47,23.21,20.14,5.12,5.33,3.41,0.53,12.61,2.44,1.85,25.99,15.96,0.9,1.81,106.58,55.19,10.17,,,14.27,,16.15,5.37,36.64,28.7,2.5,5.19,,1.06,2.14,,41.25,6.57,1.28,,,28.78,42.87,2.21,1.92,33.94,1.16,7.8,72.21,12.35,15.31,,10.58,,2.74,45.77,,,10,176555322492.0,Medical Specialties,Health Technology
ACA,39.81,55.13,,6.8,,13.2,4.5,,5.9,55.9,0.22,5.27,55.15,3.21,,0.24,0.18,81.31,2.12,68.99,45.13,58.86,1.48,0.24,,0.09,0.22,11.23,8.01,76.22,,,1.76,1.96,8.9,0.65,,,0.22,23.64,22.92,,6.9,63.96,19.23,6.5,,,6.9,,7.92,1.7,13.83,34.73,1.72,1.76,,,,,,2.26,,,,20.57,12.33,1.39,1.12,3.7,1.18,4.6,13.78,7.31,7.01,,5.02,,0.88,,,,9,3644941042.999999,Trucks/Construction/Farm Machinery,Producer Manufacturing
ACHC,5.81,59.76,,3.1,,15.1,48.7,,7.6,72.16,,13.31,63.2,2.4,,0.12,0.07,84.29,0.81,18.13,447.67,43.2,7.9,0.56,,,,144.4,48.26,106.13,15.5,12.44,2.85,3.22,0.69,0.51,3.03,1.12,,23.28,7.97,,11.04,84.62,96.32,6.15,,,,,17.44,2.83,,25.2,10.08,2.69,,,,,88.56,4.57,1.16,,,16.69,,4.45,2.06,18.61,0.81,,2.93,1.39,,,7.69,,1.33,401.38,,,8,6460318360.000001,Medical/Nursing Services,Health Services
ACI,2.53,40.25,,,,13.9,48,21.1,10.6,43.03,2.25,,41.65,3.54,,0.03,0.02,21.44,0.85,31.8,26.09,3.33,3.19,5.83,,0.16,2.25,12.34,5.79,68.49,10.67,6.11,0.33,0.34,8.1,0.1,0.49,3.16,2.25,8.25,22.81,3.62,1.85,21.9,27.77,3.79,,,1.71,,2.6,4.88,9.16,7.22,0.28,0.15,,,,,30.88,,,,,4.88,19.53,0.49,0.94,,0.19,5.02,14.24,12.08,73.94,,7.61,,,39.7,,,7,13551493187.000002,Food Retail,Retail Trade
ACIW,17.45,52.46,2.3,4.3,,14.6,29.6,8.3,5.5,49.71,,33.83,51.51,2.27,,0.15,0.13,30.9,1.3,,22.68,72.2,3.25,0.91,,,,21.27,12.66,53.35,,11.89,2.78,3,4.7,0.37,5.62,2.39,,18.83,17.16,,4.79,31.15,49.84,2.62,,,6.24,,13.75,2.77,38.63,22.55,1.31,2.37,,1.47,3.04,,42.04,,0.91,,,27.21,56.9,1.73,1.17,,1.3,2.82,94.88,8.74,7.5,,4.65,,3.25,37.23,,,10,2556336665.0,Packaged Software,Technology Services
ACLS,12.76,34.65,,16.5,,87.5,121.9,,39.3,27.39,,,30.23,8.14,,1.78,11.2,109.65,3.79,162.49,34,59.97,0.15,0.05,,,,11.21,10.84,15.96,,11.25,2.98,2.81,8.92,0.68,17.63,5.56,,,22.5,,27.25,111.05,43.46,49.71,,,21.78,,23.51,4.14,14.76,14.76,0.45,3.22,,,,,18.25,1.65,1.81,40.31,5.41,17.04,20.27,0.63,1.92,4.14,2.71,21.61,84.29,32.35,32.58,,38.22,,1.4,46.27,,,8,5489377800.999999,Industrial Machinery,Producer Manufacturing
