Ticker,12-1 Month Momentum %,14-Day RSI,3-Year Average Share Buyback Ratio,3-Year Book Growth Rate,3-Year Dividend Growth Rate,3-Year EBITDA Growth Rate,3-Year EPS without NRI Growth Rate,3-Year FCF Growth Rate,3-Year ROIIC %,3-Year Revenue Growth Rate,5-Day RSI,5-Year Yield-on-Cost %,6-1 Month Momentum %,9-Day RSI,Altman Z-Score,Cash Ratio,Cash-To-Debt,ClosePrice,Current Ratio,Days Inventory,Days Payable,Days Sales Outstanding,Debt-to-EBITDA,Debt-to-Equity,Distress,Dividend Payout Ratio,Dividend Yield %,EV-to-EBIT,EV-to-EBITDA,EV-to-FCF,EV-to-Forward-EBIT,EV-to-Forward-EBITDA,EV-to-Forward-Revenue,EV-to-Revenue,Earnings Yield (Greenblatt) %,Equity-to-Asset,FCF Margin %,FCF Yield %,Forward Dividend Yield %,Forward PE Ratio,Forward Rate of Return (Yacktman) %,Future 3-5Y EPS without NRI Growth Rate Estimate,Future 3-5Y Total Revenue Growth Rate Estimate,GFValue,Gross Margin %,Interest Coverage,N/A,Net Margin %,Not Manipulator,Operating Margin %,PB Ratio,PE Ratio,PE Ratio without NRI,PEG Ratio,PS Ratio,Piotroski F-Score,Price-to-DCF (Earnings Based),Price-to-DCF (FCF Based),Price-to-FFO,Price-to-Free-Cash-Flow,Price-to-Graham-Number,Price-to-Median-PS-Value,Price-to-Net-Cash,Price-to-Net-Current-Asset-Value,Price-to-Operating-Cash-Flow,Price-to-Owner-Earnings,Price-to-Peter-Lynch-Fair-Value,Price-to-Projected-FCF,Price-to-Tangible-Book,Quick Ratio,ROA %,ROC (Joel Greenblatt) %,ROCE %,ROE %,ROIC,ROIC %,Safe,Shareholder Yield %,Shiller PE Ratio,WACC,WACC vs ROIC,Years of Profitability over Past 10-Year,Market Capitalization,Industry,Sector
AA,56.53,54.86,1.4,10.2,,,,,75.95,5.9,43.28,0.98,14.39,50.47,1.41,0.38,0.45,40.57,1.41,78.33,59.38,26.65,4.45,0.56,,,0.99,930.88,18.36,,6.6,4.8,1.05,1.1,0.11,0.36,,,0.99,12.71,,,4.05,34.57,11.35,1.6,,,,2.02,2,,,,0.7,,,,,,,,,,19.67,,,1.59,2.07,0.8,,0.18,0.12,,,6.28,,,,,,3,5148271475.0,Aluminum,Non-Energy Minerals
AAL,,66.81,,10.4,,,,,597.78,27,59.84,,,65.59,0.67,0.33,0.22,13.54,0.57,21.4,22.29,13.62,16.51,,,,,16.69,16.69,,6.16,4.53,0.7,0.74,5.99,,,,,6.75,,,3.98,16.16,20.34,1.4,,0.51,,5.17,,41.03,12.46,,0.17,,,,,,,0.43,,,3.95,,,,,0.47,0.43,6.13,5.96,,,2.95,,31.08,11.79,,,8,8696254174.0,Airlines,Transportation
AAP,,37.74,3.6,,26,,,,,8.9,38.26,59.01,,37.77,1.71,0.09,0.12,36.25,1.23,263.29,213.8,27.04,11.12,1.52,,100,2.76,123.89,15.84,16.03,21.14,9.54,0.5,0.5,0.81,0.21,3.13,16.29,2.76,13.12,8.35,83.75,,147.12,39.48,0.41,,,,0.3,0.83,3625,3625,,0.19,,,,,6.14,18.31,0.17,,,3.99,13.11,,0.32,2.08,0.3,,0.91,0.64,,,0.32,,,4.84,,,10,3557510972.0,Specialty Stores,Retail Trade
AAPL,30.03,39.45,2.7,,4.9,6.2,2.7,8.6,,5.4,18.33,0.61,33.61,31.57,8.6,0.37,0.61,222.91,0.87,11.29,98.23,24.41,0.79,1.87,,0.16,0.44,27.68,25.33,31.35,25.51,23.38,8.01,8.72,3.61,0.16,27.83,3.23,0.45,29.92,18.97,11.11,6.06,187.33,46.21,,,23.97,,31.51,59.17,36.66,36.66,2.26,8.79,,1.61,1.54,,31.6,9.82,1.95,,,29.07,33.84,2.24,2.46,59.13,0.83,26.93,265.82,59.87,140.28,,31.92,,3.51,48.39,,,10,2736146930271.0005,Telecommunications Equipment,Electronic Technology
AAT,46.69,44.06,,,9.7,8.1,22.2,18.4,28.45,8.5,28.42,6.2,22.89,38.2,0.74,6.41,0.25,26.64,7.59,,148.94,6.31,7.89,1.78,,1.38,5.01,22.55,12.04,23.08,,,,7.05,4.43,0.35,30.53,8.6,5.03,37,8.15,,2.87,27.09,63.33,1.92,,16.36,,28.14,1.37,27.46,27.46,11.94,4.46,,2.38,1.26,10.86,14.6,1.29,0.59,,,9.95,19.98,,1.19,1.37,7.59,2.43,664.38,4.78,6.24,,4.54,,4.53,32.74,,,10,1249105589.0,Real Estate Investment Trusts,Finance
ABBV,38.25,68.77,,,7.8,9.6,1.7,7.4,21.19,3.8,84.6,4.96,21.79,75.23,2.1,0.31,0.19,203.55,0.81,82.56,73.91,75.89,4.41,10.42,,0.57,3.05,42.82,26.03,23.45,15.22,14.68,7.1,7.51,2.34,0.05,32.02,4.95,3.22,16.81,19.87,7.09,4.96,146.99,67.21,5.91,,9.22,,27.02,53.04,70.68,18.93,1.22,6.5,,0.69,0.67,,20.29,,1.49,,,19.36,34.21,1.32,1.82,,0.71,3.67,195.79,9.57,51.11,,9.39,,2.8,44.16,,,10,268498884868.0,Pharmaceuticals: Major,Health Technology
ABCL,,52.09,,8.7,,,,,,,44.86,,,50.82,2,9.52,9.3,2.73,10.96,,,406.96,,0.07,,,,,,,,,8.29,6.24,,0.79,,,,,,,32.02,1.06,,,,,,,0.72,,,,23.95,,,,,,,,2.18,1.71,,,,,0.82,10.96,,,,,,,,0.68,,,,4,1545160366.0,Biotechnology,Health Technology
ABG,18.86,49.03,,50.3,,28.2,37.8,,8.08,24,47.38,,10.79,48.75,2.74,0.03,0.01,227.98,1.2,48.06,16.14,4.32,6.36,1.52,,,,13.03,11.84,36.48,11.11,10.12,0.53,0.58,7.67,0.33,1.58,5.83,,8.14,31.66,,6.45,260.53,17.41,3.89,,2.16,,5.9,1.33,12.9,8.47,0.26,0.28,,0.27,1.5,,17.27,,0.97,,,9.12,77.23,0.34,0.47,,0.41,3.64,17.42,9.79,10.8,,7.97,,,12.09,,,10,4632090814.999999,Specialty Stores,Retail Trade
ABNB,5.02,58.64,,38.3,,,,,322.31,8,57.43,,,58.08,3.59,0.71,4.95,136.46,1.41,,29.97,7.3,1.12,0.28,,,,39.23,38.22,17.79,21.77,21.44,6.32,7.36,2.55,0.3,41.38,5.04,,29.62,,,10.64,168.77,82.59,20.75,,46.11,,15.21,10.81,18.57,18.57,,8.5,,,,,20.55,3.14,,,21.97,20.48,15.46,,,11.98,1.41,21.22,720.92,19.41,63.33,,55.65,,3.31,,,,2,92399740712.0,Other Consumer Services,Consumer Services
ABT,19.52,59.91,0.7,6.3,12.3,6.8,6.7,,,5.8,70.57,3.47,6.84,62.97,5.36,0.52,0.52,118.6,1.6,134.18,82.06,59.46,1.42,0.38,,0.48,1.85,28.93,20.12,32.82,22.72,17.94,4.73,5.17,3.46,0.54,15.74,3.15,1.85,22.98,11.24,8.91,6.5,107.9,55.55,11.5,,13.99,,16.24,5.17,36.05,26.24,2.28,5.03,,1.42,1.66,,31.96,5.22,1.17,,,23.75,41.75,3.25,1.98,23.39,1.14,7.9,65.41,12.45,14.86,,10.65,,3.31,42.38,,,10,176555322492.0,Medical Specialties,Health Technology
ACA,34.13,50.84,,6.9,,13.2,4.1,,3.27,5.9,43.48,0.21,22.12,47.96,2.7,1.75,0.61,93.69,3.61,70.83,47.61,57.32,3.31,0.51,,0.06,0.21,25.4,13.5,41.77,,,1.7,2.03,3.94,0.56,4.86,2.65,0.21,20.84,18.35,27.72,12.61,72.6,19.84,4.58,,5.17,,7.87,1.88,35.62,29.01,1.44,1.84,,,,,37.84,2.3,,,,14.47,22.18,1.85,1.27,4.09,2.77,3.4,11.35,5.93,5.41,,5.14,,,,,,9,3644941042.999999,Trucks/Construction/Farm Machinery,Producer Manufacturing
ACAD,,47.27,,,,38.8,40.9,46.1,223.57,16.4,57.57,,,50.68,1.72,1.48,8.69,14.81,2.16,197.37,87.05,38.64,1.68,0.11,,,,88.25,58.74,25,12.23,9.77,1.97,2.26,1.13,0.57,9.04,3.28,,18.19,,,16.61,33.34,91.73,,,3.43,,2.56,4.75,82.28,82.28,3.69,2.75,,,,,30.54,4.69,,23.89,7.41,30.54,125.51,,,6,1.95,4.03,40.04,4.61,7.04,,7.75,,,,,,,4047377469.0,Pharmaceuticals: Major,Health Technology
ACHC,,19.99,,12.2,,,16.9,,,10.9,11.12,,,16.64,1.76,0.13,0.04,42.02,1.07,18.46,542.09,44.04,3.16,0.66,,,,11.89,9.17,,8.81,7,1.64,1.87,8.41,0.52,,,,10.77,0.77,15.85,10.03,87.37,96.45,5.11,,8.99,,17.48,1.27,13.78,11.98,,1.24,,,,,,1.72,0.57,,,29.76,,,1.27,5.56,1.06,5.05,19.42,10.06,9.78,,8.25,,,123.82,,,7,6460318360.000001,Medical/Nursing Services,Health Services
ACHR,,53.38,,100.9,,,,,,,55.79,,,55.13,,4.31,,,4.49,,,,,,,,,,,,,,19.99,,,,,,,,,11.38,,,,,,,,,3.3,,,,,,,,,,,,5.21,4.9,,,,,3.31,4.49,,,,,,,,,,,,,1649497955.0,Aerospace & Defense,Electronic Technology
ACI,,52.17,,18.8,33.9,6,,,132.17,4.2,61.1,2.55,,55.21,3.52,0.04,0.02,18.66,0.9,31.65,26.16,3.64,3.36,4.7,,0.19,2.57,14.19,5.86,31.45,12.35,6.4,0.3,0.31,7.05,0.11,0.99,7.27,2.57,8.22,16.85,,1.85,21.44,27.85,3.83,,1.25,,2.28,3.58,10.91,7.46,0.55,0.14,,,,,13.81,,,,,4.04,13.7,1.18,0.78,,0.22,3.79,11.26,9.28,37.17,,6.52,,7.31,27.33,,,7,13551493187.000002,Food Retail,Retail Trade
