Ticker,12-1 Month Momentum %,14-Day RSI,3-Year Average Share Buyback Ratio,3-Year Book Growth Rate,3-Year Dividend Growth Rate,3-Year EBITDA Growth Rate,3-Year EPS without NRI Growth Rate,3-Year FCF Growth Rate,3-Year ROIIC %,3-Year Revenue Growth Rate,5-Day RSI,5-Year Yield-on-Cost %,6-1 Month Momentum %,9-Day RSI,Altman Z-Score,Cash Ratio,Cash-To-Debt,ClosePrice,Current Ratio,Days Inventory,Days Payable,Days Sales Outstanding,Debt-to-EBITDA,Debt-to-Equity,Distress,Dividend Payout Ratio,Dividend Yield %,EV-to-EBIT,EV-to-EBITDA,EV-to-FCF,EV-to-Forward-EBIT,EV-to-Forward-EBITDA,EV-to-Forward-Revenue,EV-to-Revenue,Earnings Yield (Greenblatt) %,Equity-to-Asset,FCF Margin %,FCF Yield %,Forward Dividend Yield %,Forward PE Ratio,Forward Rate of Return (Yacktman) %,Future 3-5Y EPS without NRI Growth Rate Estimate,Future 3-5Y Total Revenue Growth Rate Estimate,GFValue,Gross Margin %,Interest Coverage,N/A,Net Margin %,Not Manipulator,Operating Margin %,PB Ratio,PE Ratio,PE Ratio without NRI,PEG Ratio,PS Ratio,Piotroski F-Score,Price-to-DCF (Earnings Based),Price-to-DCF (FCF Based),Price-to-FFO,Price-to-Free-Cash-Flow,Price-to-Graham-Number,Price-to-Median-PS-Value,Price-to-Net-Cash,Price-to-Net-Current-Asset-Value,Price-to-Operating-Cash-Flow,Price-to-Owner-Earnings,Price-to-Peter-Lynch-Fair-Value,Price-to-Projected-FCF,Price-to-Tangible-Book,Quick Ratio,ROA %,ROC (Joel Greenblatt) %,ROCE %,ROE %,ROIC,ROIC %,Safe,Shareholder Yield %,Shiller PE Ratio,WACC,WACC vs ROIC,Years of Profitability over Past 10-Year,Market Capitalization,Industry,Sector
A,14.51,59.33,1.5,7.9,7.7,13.5,33.2,24.7,58.71,10.5,67.79,1,0.23,62.3,6.14,0.74,0.61,141.06,1.78,125.99,57.06,69.2,1.56,0.5,,0.18,0.66,25.66,22.24,29.32,25.04,21.89,6.11,6.42,3.9,0.54,21.81,3.49,0.67,24.89,15.61,4.99,2.37,133.65,54.39,17.3,,21.75,,22.9,6.87,29.27,27.07,2.26,6.41,,0.79,1.68,,29.23,5.62,1.26,,,23.18,29.14,2.1,2.17,26.22,1.37,13.03,72.53,18.1,23.78,,16.15,,3.18,45.5,,,10,33913792728.0,Medical Specialties,Health Technology
AA,17.38,44.65,1.4,10.2,,,,,75.95,5.9,37.13,1.26,27.01,44.26,1.24,0.44,0.55,32.09,1.55,79.98,58.53,26.31,10.94,0.65,,,1.26,,42.97,,28.9,9.85,0.89,0.94,,0.27,,,1.26,51.18,,,2.82,39.31,8.14,,,,,,1.58,,,,0.57,,,,,,,,,,18.64,,,1.41,1.55,0.92,,,,,,,,,,,,3,5148271475.0,Aluminum,Non-Energy Minerals
AAL,,47.99,,10.4,,,,,597.78,27,48,,,49.94,0.65,0.34,0.21,10.15,0.6,20.92,21.96,14.01,19.76,,,,,18.88,18.88,,19.07,8.67,0.7,0.7,5.3,,,,,9.99,,,4.06,16.63,20.23,1.4,,,,5.34,,,10.5,,0.13,,,,,,,0.31,,,3.25,,,,,0.5,,5.17,4.89,,,12.18,,46.81,7.57,,,8,8696254174.0,Airlines,Transportation
AAON,44.11,61.24,,26.3,8.1,29.5,31.8,,20.3,29.5,59.43,0.52,0.79,62.56,20.03,,,92.77,2.99,98.09,12.85,43.47,0.35,0.14,,0.14,0.34,31.46,25.79,74.61,,,,6.41,3.18,0.73,8.59,1.36,0.34,40.96,20.52,18.09,11.33,78.49,36.27,88.05,,15.61,,20.32,10.14,41.79,41.79,1.66,6.55,,2.11,6.07,,75.73,4.89,1.28,,49.08,34.26,53.42,1.67,6.82,12.88,1.7,19.5,39.13,29.71,25.86,,21.83,,0.58,85.11,,,10,4968385340.0,Industrial Machinery,Producer Manufacturing
AAP,,24.84,3.6,,26,,,,,8.9,10.6,45.75,,18.84,1.75,0.09,0.12,46.64,1.23,263.29,213.8,27.04,11.12,1.52,,100,2.14,139.07,17.79,18,13.9,8.29,0.56,0.56,0.72,0.21,3.13,12.66,2.14,18.68,4.26,88.62,,147.81,39.48,0.41,,,,0.3,1.07,4664,4664,,0.25,,,,,7.88,23.56,0.22,,,5.18,16.86,,0.41,2.68,0.3,,0.91,0.64,,,0.32,,,6.23,,,10,3557510972.0,Specialty Stores,Retail Trade
AAPL,20.96,58.6,2.9,1.3,5.7,20.9,23.2,14.6,102.85,15.7,57.95,0.59,20.14,60.14,10.19,0.47,0.61,226.49,0.95,11.42,91.36,22.13,0.75,1.52,,0.15,0.43,28.29,25.95,33.61,26.14,24.24,8.35,9.09,3.53,0.2,27.06,3.03,0.44,30.25,19.83,10.44,5.62,183.31,45.96,120.35,,26.44,,31.27,51.65,34.43,34.43,2.04,9.08,,1.3,1.46,,33.63,8.9,2.11,,,31.05,36.23,1.99,2.56,51.71,0.91,29.81,269.91,59,151.08,,35.41,,3.23,49.83,,,10,2736146930271.0005,Telecommunications Equipment,Electronic Technology
AAT,18.4,67.32,,,9.7,8.1,22.2,18.4,28.45,8.5,81.29,6.06,18.68,71.67,0.73,0.99,0.07,26.96,1.84,,145.05,6.23,6.69,1.44,,1.49,4.93,23.94,12.63,23.2,,,,7.27,4.18,0.4,31.33,8.5,4.97,35.95,8.12,,2.7,27.17,62.62,1.87,,15.39,,27.37,1.38,30.29,30.29,13.17,4.66,,2.43,1.18,11.85,14.86,1.37,0.59,,,10.12,20.35,,1.2,1.4,1.84,2.29,628.91,4.67,5.7,,4.27,,3.78,33.28,,,10,1249105589.0,Real Estate Investment Trusts,Finance
ABBV,25.59,65.72,,,7.8,9.6,49.1,7.4,26.06,3.8,49.33,5.18,4.02,62.94,2.04,0.31,0.19,195.4,0.81,73.4,65.71,76.62,3.91,10.42,,0.57,3.17,42.16,22.31,22.7,16.28,15.65,7.26,7.34,2.37,0.05,32.33,5.15,3.21,17.95,20.08,7.41,5.2,146.27,62.76,5.48,,9.71,,24.95,50.89,65.13,18.26,1.18,6.33,,0.75,0.58,,19.57,,1.43,,,18.67,32.98,1.27,1.75,,0.71,3.83,192.43,9.41,53.28,,9.12,,2.89,42.39,,,10,268498884868.0,Pharmaceuticals: Major,Health Technology
ABEV,,57.92,,2.2,20.8,5.4,3.2,9.8,60.73,11,43.76,10.26,,54.4,3.73,0.44,4.44,2.34,1.11,97.74,188.94,24.71,0.13,0.04,,0.79,6.46,8.98,6.72,9.49,9.48,7.23,2.28,2.16,11.14,0.66,25.65,11.14,6.46,13.53,14.5,5.17,6.56,2.66,50.83,7.5,,17.86,,24.06,2.13,12.86,12.32,2.51,2.54,,,,,10,1.71,0.47,,,7.87,11.07,1.8,0.75,4.88,0.79,10.57,68.13,19.18,16.5,,16.25,,5.9,12.32,,,10,43328543728.065,Beverages: Alcoholic,Consumer Non-Durables
ABG,14.65,53.39,,50.3,,28.2,37.8,,8.08,24,61.98,,22.05,56.17,2.69,0.03,0.02,241.68,1.25,45.36,16.38,4.15,6.36,1.58,,,,13.2,12.07,,12.49,9.87,0.58,0.63,7.58,0.32,,,,8.89,29.95,,8.9,254.81,17.75,4.56,,2.51,,6.31,1.45,12.4,8.36,0.26,0.31,,0.24,,,,,1.06,,,44.38,,0.33,0.56,,0.45,4.25,19.44,10.28,12.31,,8.62,,,13.21,,,10,4632090814.999999,Specialty Stores,Retail Trade
