Ticker,12-1 Month Momentum %,14-Day RSI,3-Year Average Share Buyback Ratio,3-Year Book Growth Rate,3-Year Dividend Growth Rate,3-Year EBITDA Growth Rate,3-Year EPS without NRI Growth Rate,3-Year FCF Growth Rate,3-Year ROIIC %,3-Year Revenue Growth Rate,5-Day RSI,5-Year Yield-on-Cost %,6-1 Month Momentum %,9-Day RSI,Altman Z-Score,Cash Ratio,Cash-To-Debt,ClosePrice,Current Ratio,Days Inventory,Days Payable,Days Sales Outstanding,Debt-to-EBITDA,Debt-to-Equity,Distress,Dividend Payout Ratio,Dividend Yield %,EV-to-EBIT,EV-to-EBITDA,EV-to-FCF,EV-to-Forward-EBIT,EV-to-Forward-EBITDA,EV-to-Forward-Revenue,EV-to-Revenue,Earnings Yield (Greenblatt) %,Equity-to-Asset,FCF Margin %,FCF Yield %,Forward Dividend Yield %,Forward PE Ratio,Forward Rate of Return (Yacktman) %,Future 3-5Y EPS without NRI Growth Rate Estimate,Future 3-5Y Total Revenue Growth Rate Estimate,GFValue,Gross Margin %,Interest Coverage,N/A,Net Margin %,Not Manipulator,Operating Margin %,PB Ratio,PE Ratio,PE Ratio without NRI,PEG Ratio,PS Ratio,Piotroski F-Score,Price-to-DCF (Earnings Based),Price-to-DCF (FCF Based),Price-to-FFO,Price-to-Free-Cash-Flow,Price-to-Graham-Number,Price-to-Median-PS-Value,Price-to-Net-Cash,Price-to-Net-Current-Asset-Value,Price-to-Operating-Cash-Flow,Price-to-Owner-Earnings,Price-to-Peter-Lynch-Fair-Value,Price-to-Projected-FCF,Price-to-Tangible-Book,Quick Ratio,ROA %,ROC (Joel Greenblatt) %,ROCE %,ROE %,ROIC,ROIC %,Safe,Shareholder Yield %,Shiller PE Ratio,WACC,WACC vs ROIC,Years of Profitability over Past 10-Year,Market Capitalization,Industry,Sector
A,27.81,68.24,1.5,7.9,7.7,13.5,33.2,24.7,58.71,10.5,79.24,0.95,,73.05,6.39,0.74,0.61,148.48,1.78,125.99,57.06,66.46,1.56,0.5,,0.18,0.63,26.87,23.29,30.84,26.22,22.92,6.4,6.73,3.72,0.54,21.81,3.32,0.64,26.25,15.52,4.89,,133.68,54.39,17.3,,21.75,,22.9,7.23,30.8,28.5,2.38,6.69,,0.83,1.76,,30.69,5.91,1.33,,,24.33,30.68,2.2,2.28,27.6,1.37,13.03,74.15,18.1,23.78,,16.15,,3.01,47.9,,,10,33913792728.0,Medical Specialties,Health Technology
AA,10.46,65.69,1.4,10.2,,,,,75.95,5.9,71.51,1.06,,69.71,1.33,0.44,0.55,38.58,1.55,79.98,58.53,26.31,10.94,0.65,,,1.06,,48.49,,8.93,5.78,1.04,1.06,,0.27,,,1.06,14.63,,,2.64,39.74,8.14,,,,,,1.78,,,,0.65,,,,,,,,,,20.97,,,1.7,1.86,0.92,,,,,,,,,,,,3,5148271475.0,Aluminum,Non-Energy Minerals
AAL,,56.09,,10.4,,,,,597.78,27,50.26,,,55,0.66,0.34,0.21,11.23,0.6,20.92,21.96,14.01,19.76,,,,,19.33,19.33,,10.35,6.17,0.69,0.72,5.17,,,,,6.03,,,4.01,16.49,20.23,1.4,,,,5.34,,,11.62,,0.15,,,,,,,0.34,,,3.64,,,,,0.5,,5.17,4.89,,,12.18,,41.18,8.39,,,8,8696254174.0,Airlines,Transportation
AAON,67.94,78.12,,26.3,8.1,29.5,31.8,,20.3,29.5,88.74,0.46,8.41,83.78,22.53,,,107.84,2.99,98.09,12.85,43.47,0.35,0.14,,0.14,0.3,36.1,29.59,85.59,,,,7.35,2.77,0.73,8.59,1.17,0.3,39.1,20.46,16.31,10.76,78.78,36.27,88.05,,15.61,,20.32,11.79,48.58,48.58,1.94,7.53,,2.42,7.05,,88.01,5.68,1.49,,57.06,39.8,62.12,1.94,7.93,14.98,1.7,19.5,39.13,29.71,25.86,,21.83,,0.51,98.94,,,10,4968385340.0,Industrial Machinery,Producer Manufacturing
AAP,,32.32,3.6,,26,,,,,8.9,33.4,55.16,,33.74,1.73,0.09,0.12,38.99,1.23,263.29,213.8,27.04,11.12,1.52,,100,2.58,130.6,16.7,16.9,22.28,10.69,0.52,0.53,0.77,0.21,3.13,15.14,2.58,14.11,6.26,82.89,,147.46,39.48,0.41,,,,0.3,0.89,3899,3899,,0.22,,,,,6.62,19.69,0.18,,,4.25,14.09,,0.34,2.24,0.3,,0.91,0.64,,,0.32,,,5.21,,,10,3557510972.0,Specialty Stores,Retail Trade
AAPL,33.75,64.88,2.9,1.3,5.7,20.9,23.2,14.6,102.85,15.7,80.9,0.58,33.54,70.71,10.18,0.47,0.61,233.0,0.95,11.42,91.36,22.13,0.75,1.52,,0.15,0.42,28.26,25.92,33.57,26.16,24,8.22,9.08,3.54,0.2,27.06,2.95,0.43,31.13,19.84,11.24,6.08,184.88,45.96,120.35,,26.44,,31.27,53.17,35.45,35.45,2.1,9.36,,1.34,1.5,,34.66,9.16,2.17,,,31.97,37.34,2.04,2.63,53.2,0.91,29.81,269.91,59,151.08,,35.41,,3.23,51.3,,,10,2736146930271.0005,Telecommunications Equipment,Electronic Technology
AAT,40.1,53.16,,,9.7,8.1,22.2,18.4,28.45,8.5,46.02,6.11,24.37,50.32,0.73,0.99,0.07,26.72,1.84,,145.05,6.23,6.69,1.44,,1.49,4.97,23.79,12.55,23.05,,,,7.22,4.2,0.4,31.33,8.57,5,37.63,8.17,,2.74,26.94,62.62,1.87,,15.39,,27.37,1.36,30.02,30.02,13.05,4.61,,2.41,1.17,11.68,14.67,1.36,0.59,,,9.96,20.04,,1.19,1.39,1.84,2.29,628.91,4.67,5.7,,4.27,,3.81,32.99,,,10,1249105589.0,Real Estate Investment Trusts,Finance
ABBV,31.7,60.34,,,7.8,9.6,49.1,7.4,26.06,3.8,74.2,5.11,7.8,63.66,2.03,0.31,0.19,197.48,0.81,73.4,65.71,76.62,3.91,10.42,,0.57,3.13,41.95,22.2,22.58,14.46,14.09,6.82,7.3,2.38,0.05,32.33,5.1,3.16,16.33,20.11,7.21,4.99,146.59,62.76,5.48,,9.71,,24.95,51.43,65.83,18.46,1.19,6.37,,0.75,0.59,,19.72,,1.45,,,18.79,33.2,1.28,1.77,,0.71,3.83,192.43,9.41,53.28,,9.12,,2.9,42.84,,,10,268498884868.0,Pharmaceuticals: Major,Health Technology
ABCL,,48.79,,8.7,,,,,,,53.7,,,50.56,1.93,9.52,9.3,2.6,10.96,,,406.96,,0.07,,,,,,,,,8.29,5.17,,0.79,,,,,,,32.02,1.06,,,,,,,0.69,,,,22.83,,,,,,,,2.08,1.63,,,,,0.78,10.96,,,,,,,,0.71,,,,4,1545160366.0,Biotechnology,Health Technology
ABEV,,64.72,,2.2,20.8,5.4,3.2,9.8,60.73,11,80.11,9.85,,69.56,3.71,0.44,4.44,2.44,1.11,97.74,188.94,24.71,0.13,0.04,,0.79,6.2,9.32,6.97,9.4,8.77,6.73,2.13,2.24,10.73,0.66,25.65,10.69,6.2,13.26,14.56,4.92,6.6,2.65,50.83,7.5,,17.86,,24.06,2.16,13.41,12.84,2.62,2.61,,,,,10.22,1.74,0.48,,,8.05,11.37,1.85,0.76,4.98,0.79,10.57,68.13,19.18,16.5,,16.25,,5.97,12.84,,,10,43328543728.065,Beverages: Alcoholic,Consumer Non-Durables
