Ticker,12-1 Month Momentum %,14-Day RSI,3-1 Month Momentum %,3-Year Average Share Buyback Ratio,3-Year Book Growth Rate,3-Year Dividend Growth Rate,3-Year EBITDA Growth Rate,3-Year EPS without NRI Growth Rate,3-Year FCF Growth Rate,3-Year ROIIC %,3-Year Revenue Growth Rate,5-Day RSI,5-Year Yield-on-Cost %,6-1 Month Momentum %,9-Day RSI,Altman Z-Score,Cash Ratio,Cash-To-Debt,ClosePrice,Current Ratio,Days Inventory,Days Payable,Days Sales Outstanding,Debt-to-EBITDA,Debt-to-Equity,Distress,Dividend Payout Ratio,Dividend Yield %,EV-to-EBIT,EV-to-EBITDA,EV-to-FCF,EV-to-Forward-EBIT,EV-to-Forward-EBITDA,EV-to-Forward-Revenue,EV-to-Revenue,Earnings Yield (Greenblatt) %,Equity-to-Asset,FCF Margin %,FCF Yield %,Forward Dividend Yield %,Forward PE Ratio,Forward Rate of Return (Yacktman) %,Future 3-5Y EPS without NRI Growth Rate Estimate,Future 3-5Y Total Revenue Growth Rate Estimate,GFValue,Gross Margin %,Interest Coverage,N/A,Net Margin %,Not Manipulator,Operating Margin %,PB Ratio,PE Ratio,PE Ratio without NRI,PEG Ratio,PS Ratio,Piotroski F-Score,Price-to-DCF (Earnings Based),Price-to-DCF (FCF Based),Price-to-FFO,Price-to-Free-Cash-Flow,Price-to-GF-Value,Price-to-Graham-Number,Price-to-Median-PS-Value,Price-to-Net-Cash,Price-to-Net-Current-Asset-Value,Price-to-Operating-Cash-Flow,Price-to-Owner-Earnings,Price-to-Peter-Lynch-Fair-Value,Price-to-Projected-FCF,Price-to-Tangible-Book,Quick Ratio,ROA %,ROC (Joel Greenblatt) %,ROCE %,ROE %,ROIC,ROIC %,Safe,Shareholder Yield %,Shiller PE Ratio,WACC,WACC vs ROIC,Years of Profitability over Past 10-Year,Market Capitalization,Industry,Sector
ABM,35.03,39.96,9.81,2.6,6.2,5.8,5.2,24.3,,,12.8,46.34,2.38,15.78,40.8,2.8,0.05,0.04,50.97,1.33,,,56.48,4.47,0.82,,0.26,1.87,20.62,13.86,26.94,10.98,8.73,0.53,0.54,4.85,0.35,2,5.28,2.13,13.65,25.07,8.13,2.33,52.16,,2.5,,0.98,,2.54,1.78,40.13,14.95,1.28,0.38,,0.77,1.68,,19.31,0.98,,0.98,,,14.26,60.39,0.81,0.89,,1.33,1.63,40.75,5.81,4.49,,3.02,,3.91,27.55,,,10,2657328642.9999995,Miscellaneous Commercial Services,Commercial Services
ABNB,,43.64,3.34,,38.3,,,,,322.31,8,35.68,,,40.97,4.58,0.99,4.98,130.8,1.62,,33.1,6.78,0.96,0.27,,,,31.84,31.04,17.75,20.75,20.41,5.95,6.74,3.14,0.38,37.96,5.04,,29.69,,,10.75,168.43,83.07,22.92,,16.96,,15.01,9.66,45.89,45.89,,7.81,,,,,20.66,0.78,4.66,,,17.7,20.66,34.61,,,10.64,1.62,7.98,839.68,21.23,22.05,,19.8,,4.21,,,,2,92399740712.0,Other Consumer Services,Consumer Services
ABT,2.85,49.57,0.85,0.7,6.3,12.3,6.8,6.7,,,5.8,59.98,3.64,13.2,52.58,5.2,0.52,0.52,114.25,1.6,134.18,82.06,59.46,1.42,0.38,,0.48,1.95,27.73,19.28,31.47,21.67,17.02,4.53,4.95,3.61,0.54,15.74,3.27,2.11,22.15,11.38,8.93,6.43,109.28,55.55,11.5,,13.99,,16.24,4.98,34.73,25.28,2.2,4.85,,1.36,1.6,,30.74,1.05,5.03,1.12,,,22.87,40.2,3.13,1.9,22.53,1.14,7.9,65.41,12.45,14.86,,10.65,,3.47,40.8,,,10,176555322492.0,Medical Specialties,Health Technology
ACA,36.6,32.16,16.58,,6.9,,13.2,4.1,,3.27,5.9,23.34,0.21,32.94,26.89,2.72,1.75,0.61,94.99,3.61,70.83,47.61,57.32,3.31,0.51,,0.06,0.21,25.74,13.68,42.33,,,1.72,2.06,3.89,0.56,4.86,2.61,0.21,21.48,18.31,27.02,11.51,78.35,19.84,4.58,,5.17,,7.87,1.9,36.12,29.41,1.46,1.88,,,,,38.59,1.21,2.33,,,,14.74,22.64,1.88,1.28,4.14,2.77,3.4,11.35,5.93,5.41,,5.14,,,,,,9,3644941042.999999,Trucks/Construction/Farm Machinery,Producer Manufacturing
ACAD,,52.9,19.5,,,,38.8,40.9,46.1,223.57,16.4,49.36,,5.88,51.77,2.94,1.64,11.45,17.6,2.29,235.21,82.57,38.31,0.4,0.09,,,,21.18,19.09,11.73,14.53,17.92,2.32,2.56,4.72,0.59,21.82,6.92,,23.13,,,16.17,34.29,91.61,,,13.83,,12.08,5.07,22.56,22.56,1.01,3.17,,,,,14.36,0.51,2.5,,17.6,7.52,14.36,22.03,,,6.2,2.11,15.57,203.67,21.17,27.32,,51.02,,,,,,,4047377469.0,Pharmaceuticals: Major,Health Technology
ACHC,,69.15,,,12.2,,,16.9,,,10.9,92.66,,,81.2,1.82,0.13,0.04,45.12,1.07,18.46,542.09,44.04,3.16,0.66,,,,12.71,9.8,,9.83,7.77,1.77,2,7.87,0.52,,,,12.85,0.65,10.67,8.87,85.45,96.45,5.11,,8.99,,17.48,1.37,14.79,12.87,,1.28,,,,,,0.53,1.85,0.62,,,31.33,,,1.36,5.97,1.06,5.05,19.42,10.06,9.78,,8.25,,,132.71,,,7,6460318360.000001,Medical/Nursing Services,Health Services
ACI,,57.77,4.88,,18.8,33.9,6,,,132.17,4.2,64.8,2.4,,59.95,3.53,0.04,0.02,19.88,0.9,31.65,26.16,3.64,3.36,4.7,,0.19,2.4,14.55,6,32.23,12.66,6.56,0.31,0.32,6.87,0.11,0.99,6.83,2.97,8.77,16.28,,1.78,21.49,27.85,3.83,,1.25,,2.28,3.82,11.63,7.95,0.59,0.14,,,,,14.72,0.93,,,,,4.32,14.6,1.26,0.84,,0.22,3.79,11.26,9.28,37.17,,6.52,,6.97,29.24,,,7,13551493187.000002,Food Retail,Retail Trade
ACIW,85.98,45.29,9.79,2.6,5.9,,7,21.8,,142.28,6.8,47.24,,42.17,45.07,3.57,0.26,0.17,52.12,1.56,,21.51,50.45,2.07,0.77,,,,16.79,12.54,22.25,,13.77,3.59,3.84,5.96,0.43,17.25,5.11,,27.72,13.4,23.1,7.94,34.13,52.2,4.73,,14.04,,22.14,4.11,24.58,22.47,1.87,3.5,,1.14,1.73,,20.09,1.53,,1.33,,,17.58,22.49,2.17,1.54,,1.56,6.9,262.89,15.7,17.86,,8.99,,3.57,53.18,,,10,2556336665.0,Packaged Software,Technology Services
ACLS,,47.5,,0.9,22.7,,62.7,72,31,57.41,34.8,58.13,,,52.42,6.65,2.3,13.15,73.1,4.45,183.28,30.95,67.21,0.16,0.05,,,,7.04,6.66,10.58,,7.13,1.7,1.73,14.2,0.73,16.36,7.4,,14.85,25.17,,,111.59,44.28,44.08,,20.65,,21.88,2.44,10.81,10.81,0.22,2.26,,,,,13.69,0.66,1.08,0.99,10.96,3.13,12.39,13.42,0.43,1.01,2.44,3.29,17.31,67.54,25.93,24.8,,28.79,,2.58,23.21,,,9,5489377800.999999,Industrial Machinery,Producer Manufacturing
ACLX,56.11,35.29,4.58,,,,2.6,0.1,,,,27.45,,51.6,31.92,8.79,4.19,8.79,72.26,4.29,,,71.34,,0.14,,,,,,1020.8,,,39.32,23.47,,0.63,2.3,0.09,,,,,15.73,0.0,,,,,,,8.07,,,,24.89,,,,,512.93,,,,13.36,12.77,157.06,,,,8.07,4.29,,,,,,,,0.32,,,,,1598748014.0,Biotechnology,Health Technology
ACM,27.72,40.88,8.7,2.5,,,13,17,11,,9.8,45.32,0.87,36.36,39.52,2.39,0.25,0.52,107.32,1.13,,56.38,59.69,2.8,1.39,,0.19,0.87,17.51,14.62,22.36,14.29,12.74,2.03,0.98,5.71,0.18,4.4,4.98,0.97,21.06,10.23,11.48,4.13,102.35,6.73,4.98,,2.5,,5.74,6.51,36.26,23.74,2.45,0.91,,,,,20.81,1.05,,1.9,,,17.85,44.51,3.91,1.91,,1.13,3.46,112.49,16.41,18.05,,11.41,,3.47,157.82,,,7,11643339642.999998,Engineering & Construction,Industrial Services
ACN,6.57,50.54,0.64,0.4,13.6,13.6,5.4,10.7,1.4,10.85,9.3,58.47,2.64,21.11,52.07,6.89,0.48,1.02,357.73,1.47,,20.16,70.39,0.7,0.28,,0.44,1.5,22.12,19.32,24.7,20.92,17.09,3.27,3.37,4.52,0.49,13.65,4.05,1.67,28.04,12.39,8.87,7.03,335.23,32.45,133.92,,11.41,,15.04,7.66,30.01,29.13,3.13,3.41,,1.41,1.09,,25.11,1.07,7.2,1.2,,,23.54,35.18,3.32,1.75,40.06,1.47,13.88,245.06,27.33,27.23,,19.83,,1.88,38.34,,,10,207617355910.0,Information Technology Services,Technology Services
ADBE,,24.66,11.43,2.5,0.9,,8.8,13.9,6.9,48.68,13.3,9.01,,,17.77,10.22,0.75,1.3,419.58,1.07,,51.08,33.15,0.76,0.43,,,,25.95,23.15,23.4,17.12,15.88,7.84,8.57,3.85,0.47,36.61,4.26,,20.56,18.61,11.92,9.63,569.31,89.04,45.8,,25.85,,36,13.1,33.84,22.78,1.4,8.76,,0.73,0.76,,23.82,0.74,18.7,0.68,,,23.28,31.37,1.5,1.77,343.92,1.07,18.71,304.83,35.09,36.84,,23.74,,4.21,50.31,,,10,241068062221.0,Packaged Software,Technology Services
ADC,17.28,35.4,1.19,,5.9,6.7,5.7,1.7,14.6,3.33,5.9,33.12,5.92,20.57,34.07,1.69,0.08,0.01,69.69,0.74,,573.52,54.1,5.08,0.51,,1.67,4.32,35.2,19.83,23.81,30.56,18.39,15.91,17.39,2.84,0.65,73.03,5.8,4.36,37.25,12.06,4.22,10.59,74.46,87.94,2.87,,31.62,,48.86,1.4,38.5,39.09,6.3,11.7,,3.39,1.26,16.49,16.03,0.94,1.71,0.93,,,16.03,,5.91,0.99,1.69,0.74,2.41,,3.83,3.64,,3.69,,,30.97,,,10,5725111028.0,Real Estate Investment Trusts,Finance
ADEA,10.69,50.37,14.48,,,,,,,13.28,,36.9,0.27,19.29,45.4,2.07,1.25,0.17,13.6,3.42,,,38.31,2.94,1.41,,0.19,1.47,19.63,10.79,15.03,,,5.02,5.7,5.09,0.35,37.93,8.77,1.47,9.66,12.17,,,9.7,,1.91,,12.01,,30.96,3.93,37.78,12.71,4.1,4.46,,,,,11.78,1.4,,2.15,,,10.63,16.06,,0.7,,3.42,3.78,475.57,9.9,11.55,,10.09,,9.04,104.62,,,5,1062196184.9999998,Packaged Software,Technology Services
ADI,15.46,56.4,,1.9,,10.4,9.3,16.8,1.7,,1.2,69.5,2.84,,61.44,5.62,0.79,0.31,220.44,1.84,136.23,40.16,47.5,1.82,0.22,,0.89,1.65,53.55,26.74,36.01,30.83,23.34,10.94,11.93,1.87,0.73,33.12,2.85,1.65,31.02,16.9,20.61,10.88,153.9,57.08,6.42,,17.35,,21.96,3.11,67,54.26,4.98,11.66,,2.83,1.86,,35.2,1.43,,1.68,,,28.58,36.69,3.88,1.79,,1.35,3.37,46.57,4.62,4.63,,4.23,,1.44,50.91,,,10,90112565563.0,Semiconductors,Electronic Technology
ADM,,38.89,,2.6,9.4,7.7,25.1,24.8,,89.18,15,42.03,5.25,,39.07,3.09,0.04,0.07,49.84,1.4,50.57,24.48,21.74,2.74,0.52,,0.39,4,11.45,8.32,9.79,13.26,9.27,0.41,0.4,8.73,0.42,4.05,14.79,4,10.76,23.37,,,78.69,7.08,3.58,,2.07,,2.85,1.08,14.16,10.09,0.55,0.29,,,,,7.23,0.63,0.84,0.71,,,5.09,6.79,0.52,1.3,1.59,0.84,3.34,14.4,8.6,7.7,,4.13,,17.37,10.93,,,10,42539663009.00001,Agricultural Commodities/Milling,Process Industries
ADP,28.64,45.39,6.71,1.2,,13.8,15.3,15.1,13,13.01,9,52.12,3.48,30.47,46.24,3.02,0.19,0.79,291.89,1.01,,3.27,65.98,1.56,1.75,,0.59,1.99,22.04,19.98,29.3,22.29,20.59,5.85,6.48,4.54,0.11,22.11,3.43,2.14,29.33,14.95,8.76,7.46,274.2,42.56,9.92,,20.87,,21.92,22.25,31.15,30.95,2.56,6.47,,1.52,1.67,,29.38,1.06,9.96,1.27,,,25.76,42.35,2.47,2.95,72.07,1.01,7.01,518.83,59.25,86.24,,6.18,,1.87,43.83,,,10,101064499899.00002,Data Processing Services,Technology Services
ADSK,30.69,47.76,11.86,0.9,25.4,,21.7,23.3,,,14.2,55.82,,24.1,48.41,5.68,0.38,0.66,296.37,0.65,,102.91,35.66,1.75,0.99,,,,48.76,43.11,50.67,31.95,29.77,9.23,10.66,2.05,0.26,21.04,1.96,,32.13,22.35,11.65,11.74,262.57,90.71,,,18.3,,21.86,24.41,58.8,35.79,0.65,10.76,,,,,51.16,1.13,,1.01,,,47.47,100.75,1.43,2.85,,0.65,11.12,392,23.35,51.52,,9.86,,0.72,221.17,,,6,45606470933.0,Packaged Software,Technology Services
ADUS,33.03,51.07,,,9.9,,22.2,30.1,,18.33,10.6,52.93,,1.6,50.87,8.57,1.41,4.48,126.42,2.11,,11.17,35.23,0.41,0.05,,,,19.67,17.4,16.66,13.54,12.16,1.44,1.86,5.08,0.82,11.15,5.51,,21.3,23.66,13.89,13.9,100.39,32.28,12.12,,6.5,,9.15,2.43,28.93,24.41,1.31,1.87,,1.01,0.55,,16.99,1.26,3.55,1.22,130.33,17.98,15.79,19.55,1.25,1.25,11.61,2.11,6.89,155.12,11.61,9.24,,9.02,,2.92,51.39,,,10,1355869330.0,Medical/Nursing Services,Health Services
AEE,22.94,48.26,5.81,,6.5,8,7.3,6.3,10.2,5.28,6.9,55.58,4.16,29.81,49.68,0.88,,,89.24,0.63,73.28,83.66,27.63,5.15,1.54,,0.61,3.01,21.33,11.81,,18.99,10.93,5,5.73,4.69,0.27,,,3.01,18.08,1.15,7.85,3.97,83.28,49.45,2.94,,15.52,,25.95,2.01,21,20.79,3.78,3.25,,1.51,,,,1.07,1.39,1.25,,,9.59,,3,,2.09,0.41,2.73,5.71,5.17,9.9,,3.91,,,22.54,,,10,21222279644.0,Electric Utilities,Utilities
AEHR,,59.72,,,99.7,,,,,52.85,46.7,49.57,,,57.96,14.58,2.45,5.64,16.46,6.03,461.76,71.29,51.67,0.87,0.06,,,,80.97,64.04,,,,,8.44,1.24,0.84,,,,54.87,,,24.38,21.7,50.48,,,49.64,,10.43,3.98,16.8,15.1,,8.24,,,,,,0.76,1.8,3.12,33.59,7,2743.32,27.55,,4.74,4.86,3.24,25.04,13.84,5.89,29.87,,34.92,,,,,,4,1353850723.0,Electronic Production Equipment,Electronic Technology
AEIS,13.55,52.99,11.15,0.9,13,,,,,,6.1,49.43,0.33,7.97,52.18,4.71,2.25,0.99,118.67,4.62,139.39,54.35,65.57,5.33,0.57,,0.11,0.33,84.87,38.01,64,,12.08,2.99,3.21,1.18,0.53,5.01,1.65,0.33,23.78,14.95,,,85.34,35.16,2.31,,2.91,,4.34,3.84,104.1,32.51,2.43,3.01,,1.66,3.94,,60.14,1.39,3,1.06,,14.09,33.71,92.8,2.56,1.83,6.21,3.32,1.74,8.27,2.59,3.75,,8.16,,,42.08,,,9,3937546139.0,Electronic Production Equipment,Electronic Technology
AEM,59.34,56.27,6.92,,20.5,20.8,11.4,7.9,4,4.55,3.1,71.57,8.17,19.53,61.67,3.38,0.59,0.61,83.36,1.75,111.46,54.12,0.39,0.48,0.08,,0.47,1.92,22.73,12.44,23.47,11.56,7.87,4.3,5.3,4.4,0.69,23.84,4.45,1.92,16.8,11.49,28.22,14.4,64.66,40.9,27.86,,13.05,,34.15,2.16,41.68,24.25,0.95,5.68,,,,,23.68,1.29,1.76,1.28,,,12.42,27.26,2.78,1.98,2.71,0.83,3.5,8.35,6.58,5.13,,5.69,,2.52,54.84,,,9,24264092594.047283,Precious Metals,Non-Energy Minerals
AEO,,39.96,,,10.5,45.5,,,66.4,90.5,5.8,34.06,2.63,,38.72,3.73,0.19,0.12,16.52,1.57,78.76,29.59,15.73,2.12,0.8,,0.3,3.02,10.28,6.77,23.11,9.31,6.39,0.8,0.82,9.73,0.47,3.56,6.06,3.02,9.07,1.59,10.05,3.02,17.91,38.95,,,4.28,,8,1.82,14.12,10.01,,0.58,,,,,16.7,0.92,0.98,0.75,,,8.37,45.13,,1.08,2.15,0.63,6.46,18.28,15.69,13.34,,11.06,,8.18,14.24,,,9,3043221255.9999995,Apparel/Footwear Retail,Retail Trade
AEP,13.42,44.99,,,5.1,5.9,3.4,0.9,1.3,4.72,6.7,58.4,5.12,10.03,49.1,0.87,0.04,0.01,92.26,0.57,84.7,104.49,18.81,5.79,1.66,,0.71,3.86,21.39,12.04,,16.52,10.48,4.15,4.69,4.68,0.27,,,4.03,15.69,0.87,13,4.64,94.45,61.23,2.17,,13.46,,20.61,1.85,18.6,18.53,3.37,2.47,,,,,,0.98,1.23,1.07,,,7.65,,,10.85,1.85,0.41,2.7,5.48,4.94,10.22,,4.35,,0.78,19.63,,,10,41234689544.0,Electric Utilities,Utilities
AER,30.85,52.05,1.88,,6.4,,,5.5,,3.17,,61.97,0.79,2.92,54.83,0.74,2.25,0.08,96.15,4.5,5.24,57.13,3.06,10.49,2.89,,0.05,0.79,30.42,13.59,,15.95,9.39,7.73,8.02,3.29,0.23,,,1.04,7.91,,12.74,2.68,85.83,32.61,,,32.41,,26.37,1.09,7.77,9.87,,2.39,,,,,,1.12,0.75,1.43,,,3.42,7.43,,1.61,1.27,4.45,3.53,3.38,2.94,15.15,,2.69,,11.87,15,,,8,14432429370.0,Finance/Rental/Leasing,Finance
AES,,36.47,,,,5,,6.9,,,7.2,25.73,7.06,,33.88,0.42,0.16,0.07,12.4,0.85,25.49,94.7,48.4,11.13,8.95,,0.3,5.53,28.73,15.51,,9.78,6.67,2.09,3.34,3.48,0.07,,,5.55,6.04,,6.76,2.74,21.42,19.44,1.43,,8.34,,17.25,2.68,8.61,5.34,,0.73,,,,,,0.58,1.44,0.75,,,3.71,,,,8.67,0.8,2.2,4.62,3.9,35.23,,17.84,,,,,,6,11544405347.0,Electric Utilities,Utilities
AESC,,30.99,,,,5,,6.9,,,7.2,31.57,,,31.88,0.42,0.16,0.07,62.61,0.85,25.49,94.7,48.4,11.13,8.95,,,,28.73,15.51,,,,,3.34,3.48,0.07,,,,6.72,,6.76,2.74,0.0,19.44,1.43,,8.34,,17.25,2.8,8.99,5.58,,0.75,,,,,,,,,,,3.86,,,,,0.8,2.2,4.62,3.9,35.23,,17.84,,,,,,6,11544405347.0,Electric Utilities,Utilities
AESI,35.66,46.58,2.61,,14.3,,129.9,,,49.89,64.1,37.28,4.09,11.13,43.38,2.27,0.3,0.16,21.93,1.23,16.62,48.15,58.05,2.21,0.47,,0.99,4.09,21.73,12.86,,,6.62,2.43,3.12,4.6,0.53,,,4.34,11.46,,,26.12,0.0,26.47,4.92,,8.78,,15.35,2.3,27.87,25.35,,2.56,,,,,,,1.78,,,,8.65,,,,2.8,1.08,4.84,10.74,8.84,10.25,,8.11,,,,,,3,2304000047.0,Construction Materials,Non-Energy Minerals
AFRM,58.54,41.46,74.68,,,,85.6,17.5,,1.59,11.1,28.25,,155.35,35.67,2.37,15.58,0.3,58.67,64.66,,18.63,43.32,66.55,2.51,,,,,224.62,63.16,34.82,36.97,7.83,9.52,,0.28,15.07,2.09,,,,,26.02,39.4,65.71,,,,,,6.5,,,,7.43,,,,,49.61,1.49,,,,12.33,34.42,,,,8.06,64.66,,,,,,,,,,,,,7293861260.0,Finance/Rental/Leasing,Finance
AFYA,,39.96,,1.2,12.1,,32.7,10.6,54.7,11.9,37.5,36.32,,,38.5,2.14,0.9,0.27,15.08,1.6,0.45,126.67,62.76,2.29,0.76,,,,9.51,7.08,10.27,8.55,6.57,2.81,2.84,10.52,0.47,27.65,12.42,,10.17,27.69,30.73,3.99,17.03,62.43,2.75,,18.26,,29.03,1.83,12.28,13.33,0.32,2.26,,,,,8.33,0.89,,,,,5.67,10.72,0.53,0.69,,1.6,7.26,66.82,13.65,15.16,,12.45,,1.27,,,,7,1469574000.0000002,Other Consumer Services,Consumer Services
