Ticker,12-1 Month Momentum %,14-Day RSI,3-Year Average Share Buyback Ratio,3-Year Book Growth Rate,3-Year Dividend Growth Rate,3-Year EBITDA Growth Rate,3-Year EPS without NRI Growth Rate,3-Year FCF Growth Rate,3-Year Revenue Growth Rate,5-Day RSI,5-Year Yield-on-Cost %,6-1 Month Momentum %,9-Day RSI,Altman Z-Score,Cash Ratio,Cash-To-Debt,ClosePrice,Current Ratio,Days Inventory,Days Payable,Days Sales Outstanding,Debt-to-EBITDA,Debt-to-Equity,Distress,Dividend Payout Ratio,Dividend Yield %,EV-to-EBIT,EV-to-EBITDA,EV-to-FCF,EV-to-Forward-EBIT,EV-to-Forward-EBITDA,EV-to-Forward-Revenue,EV-to-Revenue,Earnings Yield (Greenblatt) %,Equity-to-Asset,FCF Margin %,FCF Yield %,Forward Dividend Yield %,Forward PE Ratio,Forward Rate of Return (Yacktman) %,Future 3-5Y EPS without NRI Growth Rate,Future 3-5Y Total Revenue Growth Rate,GFValue,Gross Margin %,Interest Coverage,N/A,Net Margin %,Not Manipulator,Operating Margin %,PB Ratio,PE Ratio,PE Ratio without NRI,PEG Ratio,PS Ratio,Piotroski F-Score,Price-to-DCF (Earnings Based),Price-to-DCF (FCF Based),Price-to-FFO,Price-to-Free-Cash-Flow,Price-to-Graham-Number,Price-to-Median-PS-Value,Price-to-Net-Cash,Price-to-Net-Current-Asset-Value,Price-to-Operating-Cash-Flow,Price-to-Owner-Earnings,Price-to-Peter-Lynch-Fair-Value,Price-to-Projected-FCF,Price-to-Tangible-Book,Quick Ratio,ROA %,ROC (Joel Greenblatt) %,ROCE %,ROE %,ROIC,ROIC %,Safe,Shareholder Yield %,Shiller PE Ratio,WACC,WACC vs ROIC,Years of Profitability over Past 10-Year,Market Capitalization,Industry,Sector
A,2.84,60.26,1.5,7.9,7.7,13.5,33.2,24.7,10.5,73.04,1.01,,65.88,6.61,0.85,0.65,139.49,2.15,117.53,51.55,70.14,1.53,0.41,,0.17,0.67,28.91,24.46,26.64,24.48,21.44,6.01,6.22,3.46,0.57,23.33,3.78,0.68,24.29,15.88,5.44,2.44,135.4,50.63,14.64,,18.84,,19.54,6.55,32.98,26.22,2.19,6.26,,0.84,1.67,,26.7,5.08,1.23,,,21.67,32.64,1.99,2.1,22.18,1.64,11.49,63.42,15.6,20.99,,14.11,,2.76,45.73,,,10,33913792728.0,Medical Specialties,Health Technology
AA,14.44,28.1,1.4,10.2,,,,,5.9,20.36,1.29,29.96,22.8,1.04,0.44,0.55,31.77,1.55,79.98,58.53,26.31,10.94,0.65,,,1.29,,30.39,,19.1,6.9,0.69,0.66,,0.27,,,1.29,265.78,,,2.82,39.81,8.14,,,,,,1.46,,,,0.55,,,,,,,,,,18.16,,,1.4,1.46,0.92,,,,,,,,,,,,3,5148271475.0,Aluminum,Non-Energy Minerals
AAL,,39.1,,10.4,,,,,27,40.76,,,40.34,0.65,0.34,0.21,10.75,0.6,20.92,21.96,14.01,19.76,,,,,18.96,18.96,,19.16,8.71,0.71,0.71,5.27,,,,,7.98,,,4.27,16.91,20.23,1.4,,,,5.34,,,11.13,,0.13,,,,,,,0.33,,,3.47,,,,,0.5,,5.17,4.89,,,12.18,,45.65,8.03,,,8,8696254174.0,Airlines,Transportation
AAON,27.02,53.34,,26.3,8.1,29.5,31.8,,29.5,50.07,0.56,18.26,51.45,28.97,0.07,0.49,86.57,3.13,101.08,13.09,45.31,0.06,0.02,,0.15,0.37,31.2,25.65,56.62,,,,6.18,3.21,0.82,10.92,1.79,0.37,,20.58,18.4,10.79,77.78,35.56,58.55,,15.44,,19.77,9.06,40.32,40.32,1.61,6.18,,2.22,4.94,,56.97,4.49,1.25,,31.71,29.39,43.35,1.74,6.15,11.24,1.57,19.39,38.08,29.18,25.9,,21.96,,0.77,83.24,,,10,4968385340.0,Industrial Machinery,Producer Manufacturing
AAP,,47.24,3.6,,26,,,,8.9,56.41,34.42,,50.26,1.29,0.09,0.11,63.09,1.22,265.7,210.84,26.55,9.72,1.55,,3.26,1.61,71.01,17.49,15.2,19.31,10.51,0.63,0.64,1.41,0.21,4.18,12.53,1.61,17.37,6.58,102.47,1.3,163.68,39.77,1.15,,0.14,,0.85,1.47,91.43,91.43,,0.32,,,,,7.99,3.93,0.29,,,5.6,12.38,,0.55,3.79,0.29,0.13,1.96,1.42,0.62,,1.21,,,8.27,,,10,3557510972.0,Specialty Stores,Retail Trade
AAPL,7.55,47.64,2.9,1.3,5.7,20.9,23.2,14.6,15.7,27.81,0.61,12.01,39.38,9.97,0.54,0.64,218.7,1.04,11.92,90.05,21.43,0.8,1.41,,0.15,0.44,28.2,25.75,33.2,26.12,24.27,8.1,8.87,3.55,0.22,26.71,3.04,0.46,29.48,20.26,10.11,5.4,179.91,45.59,59.12,,26.31,,30.98,45.21,34.03,34.03,2.01,8.95,,1.4,1.59,,33.54,8.27,2.21,,,30.9,36.16,1.91,2.55,45.19,0.99,29.34,262.55,56.47,150.79,,34.83,,3.09,49.5,,,10,2736146930271.0005,Telecommunications Equipment,Electronic Technology
AAT,,65.1,,,9.7,8.1,22.2,18.4,8.5,60.57,6.3,,64.33,0.7,0.98,0.06,25.82,2.06,,143.65,6.4,6.71,1.43,,1.49,5.13,23.11,12.26,25.61,,,,7.04,4.33,0.4,27.51,7.77,5.16,,7.45,,2.41,29.12,62.64,1.88,,15.46,,27.6,1.31,29.01,29.01,12.61,4.4,,2.51,1.4,11.27,16.01,1.31,0.57,,,10.22,19.87,,1.16,1.33,2.06,2.29,612.23,4.67,5.68,,4.28,,3.47,32.28,,,10,1249105589.0,Real Estate Investment Trusts,Finance
ABBV,13.7,65.51,,,7.8,9.6,49.1,7.4,3.8,68.18,5.39,4,67.72,1.91,0.44,0.24,186.78,0.94,72.03,65.71,76.29,4.7,9.24,,0.57,3.3,40.34,23.97,17.23,15.24,14.5,6.8,6.86,2.48,0.05,39.8,6.64,3.34,16.93,23.88,7.11,5.05,142.61,62.76,6,,9.71,,24.95,41.14,62.26,17.46,1.13,5.88,,0.78,0.5,,14.77,,1.38,,,14.24,21.7,0.96,1.63,,0.83,3.87,188.7,9.07,47.16,,9.28,,4.8,40.69,,,10,268498884868.0,Pharmaceuticals: Major,Health Technology
ABCL,,53.74,,8.7,,,,,,61.78,,,57.52,2.16,6.66,9.48,3.23,7.76,,,342.96,,0.07,,,,,,,,,8.29,9.09,,0.77,,,,,,,31.92,1.23,,,,,,,0.84,,,,26.03,,,,,,,,2.6,1.97,,,,,0.98,7.75,,,,,,,,,,,,4,1545160366.0,Biotechnology,Health Technology
ABEV,,47.38,,2.2,20.8,5.4,3.2,9.8,11,46.08,11.44,,48.07,3.52,0.4,3.65,2.09,0.99,102.26,192.59,24.29,0.15,0.04,,0.77,7.2,8.33,6.15,8.73,8.56,6.51,2.05,1.93,12,0.65,25.4,12.49,7.2,12.72,14.5,5.16,6.39,2.94,50.66,6.83,,18.25,,23.83,2.13,11.18,10.72,2.19,2.35,,,,,9.2,1.66,0.42,,,7.15,10.35,1.79,0.7,5.1,0.7,10.77,64.69,18.64,17.03,,17.22,,6.21,11.61,,,10,43328543728.065,Beverages: Alcoholic,Consumer Non-Durables
ABM,11.93,74.77,2,8.4,5.9,40.8,24.6,,11.1,89.91,1.96,20.63,81.13,3.11,0.05,0.04,55.67,1.44,,,58.62,2.69,0.76,,0.28,1.6,11.81,9.25,13.81,11.88,9.6,0.57,0.58,8.47,0.37,4.23,9.94,1.61,15.21,26.13,,2.09,50.69,,4.81,,3.04,,4.88,1.89,14.57,17.73,1.1,0.43,,0.96,0.91,,10.48,,1.12,,,8.95,9.67,0.89,0.96,,1.44,5.04,65.99,10.75,13.69,,7.32,,2.46,28.4,,,10,2657328642.9999995,Miscellaneous Commercial Services,Commercial Services
ABNB,,34.96,,38.3,,,,,8,22.76,,1.47,29.95,4.03,0.78,5.4,138.99,1.44,,31.15,7.78,0.93,0.26,,,,37.19,36.39,19.07,23.94,20.19,7.14,7.81,2.69,0.32,40.97,4.76,,31.87,,,11.87,169.58,82.86,20.56,,48.23,,15.86,11.21,18.61,18.61,,8.92,,,,,21.85,3.21,,,23.6,21.73,15.64,,,12.44,1.44,22.9,794.68,22.38,69.5,,64.25,,2.94,,,,2,92399740712.0,Other Consumer Services,Consumer Services
