Ticker,12-1 Month Momentum %,14-Day RSI,3-Year Average Share Buyback Ratio,3-Year Book Growth Rate,3-Year Dividend Growth Rate,3-Year EBITDA Growth Rate,3-Year EPS without NRI Growth Rate,3-Year FCF Growth Rate,3-Year Revenue Growth Rate,5-Day RSI,5-Year Yield-on-Cost %,6-1 Month Momentum %,9-Day RSI,Altman Z-Score,Beneish M-Score,Cash Ratio,Cash-To-Debt,ClosePrice,Current Ratio,Days Inventory,Days Payable,Days Sales Outstanding,Debt-to-EBITDA,Debt-to-Equity,Distress,Dividend Payout Ratio,Dividend Yield %,EV-to-EBIT,EV-to-EBITDA,EV-to-FCF,EV-to-Forward-EBIT,EV-to-Forward-EBITDA,EV-to-Forward-Revenue,EV-to-Revenue,Earnings Yield (Greenblatt) %,Equity-to-Asset,FCF Margin %,FCF Yield %,Forward Dividend Yield %,Forward PE Ratio,Forward Rate of Return (Yacktman) %,Future 3-5Y EPS without NRI Growth Rate,Future 3-5Y Total Revenue Growth Rate,GFValue,Gross Margin %,Interest Coverage,Manipulator,N/A,Net Margin %,Not Manipulator,Operating Margin %,PB Ratio,PE Ratio,PE Ratio without NRI,PEG Ratio,PS Ratio,Piotroski F-Score,Price-to-DCF (Earnings Based),Price-to-DCF (FCF Based),Price-to-FFO,Price-to-Free-Cash-Flow,Price-to-Graham-Number,Price-to-Median-PS-Value,Price-to-Net-Cash,Price-to-Net-Current-Asset-Value,Price-to-Operating-Cash-Flow,Price-to-Owner-Earnings,Price-to-Peter-Lynch-Fair-Value,Price-to-Projected-FCF,Price-to-Tangible-Book,Quick Ratio,ROA %,ROC (Joel Greenblatt) %,ROCE %,ROE %,ROIC,ROIC %,Safe,Shareholder Yield %,Shiller PE Ratio,WACC,WACC vs ROIC,Years of Profitability over Past 10-Year,Market Capitalization,Industry,Sector
A,,53.2,1.5,7.9,7.7,13.5,33.2,24.7,10.5,51.6,1.01,,53.04,6.48,,0.85,0.65,136.9,2.15,117.53,51.55,70.14,1.53,0.41,,0.17,0.67,28.78,24.35,25.99,24.37,21.34,5.99,6.19,3.47,0.57,23.33,3.85,0.68,27.5,15.95,5.44,2.44,135.29,50.63,14.64,,,18.84,,19.54,6.42,32.36,25.73,2.14,6.12,,0.75,1.5,,26.31,4.99,1.21,,,21.25,32.06,1.95,2.06,21.76,1.64,11.49,63.42,15.6,20.99,,14.11,,2.81,44.89,,,10,33913792728.0,Medical Specialties,Health Technology
AA,19.96,35.85,1.4,10.2,,,,,5.9,47.22,1.32,49.98,38.06,1.15,,0.44,0.55,30.56,1.55,79.98,58.53,26.31,10.94,0.65,,,1.32,,38.91,,24.46,8.83,0.88,0.85,,0.27,,,1.32,234.87,,,2.82,39.28,8.14,,,,,,,1.41,,,,0.5,,,,,,,,,,15.81,,,1.35,1.47,0.92,,,,,,,,,,,,3,5148271475.0,Aluminum,Non-Energy Minerals
AAL,,40.97,,10.4,,,,,27,50.74,,,43.65,0.65,,0.34,0.21,9.86,0.6,20.92,21.96,14.01,19.76,,,,,18.79,18.79,,18.98,8.63,0.7,0.7,5.32,,,,,14.15,,,4.06,16.77,20.23,1.4,,,,,5.34,,,10.2,,0.12,,,,,,,0.3,,,3.16,,,,,0.5,,5.17,4.89,,,12.18,,51.36,7.36,,,8,8696254174.0,Airlines,Transportation
AAON,32.84,51.72,,26.3,8.1,29.5,31.8,,29.5,53.31,0.56,3.17,50.58,18.72,,,,86.67,2.99,98.09,12.85,43.47,0.35,0.14,,0.14,0.37,29.06,23.82,68.87,,,,5.92,3.44,0.73,8.59,1.46,0.37,38.81,20.57,18.37,11.35,78.26,36.27,88.05,,,15.61,,20.32,9.47,39.04,39.04,1.56,6.1,,1.97,5.67,,70.87,4.57,1.2,,45.86,32.09,49.95,1.56,6.37,12.04,1.7,19.5,39.13,29.71,25.86,,21.83,,0.61,79.51,,,10,4968385340.0,Industrial Machinery,Producer Manufacturing
AAP,,46.55,3.6,,26,,,,8.9,49.13,35.06,,47.61,1.28,,0.09,0.11,60.21,1.22,265.7,210.84,26.55,9.72,1.55,,3.26,1.64,70.97,17.48,14.95,20.86,11.02,0.63,0.63,1.41,0.21,4.18,13.13,1.64,16.56,6.93,102.47,1.3,163.68,39.77,1.15,,,0.14,,0.85,1.4,87.26,87.26,,0.31,,,,,7.59,3.75,0.28,,,5.38,11.79,,0.52,3.62,0.29,0.13,1.96,1.42,0.62,,1.21,,,7.89,,,10,3557510972.0,Specialty Stores,Retail Trade
AAPL,28.33,49.11,2.9,1.3,5.7,20.9,23.2,14.6,15.7,55.41,0.62,21.09,48.73,9.56,,0.47,0.61,216.24,0.95,11.42,91.36,22.13,0.75,1.52,,0.15,0.45,26.49,24.29,30.95,25.35,23.55,7.86,8.51,3.78,0.2,27.06,3.17,0.47,29.11,20.05,10.44,5.62,182.44,45.96,120.35,,,26.44,,31.27,49.37,32.91,32.91,1.95,8.7,,1.24,1.4,,32.15,8.5,2.02,,,29.68,34.6,1.9,2.44,49.37,0.91,29.81,269.91,59,151.08,,35.41,,3.5,47.63,,,10,2736146930271.0005,Telecommunications Equipment,Electronic Technology
AAT,,56.15,,,9.7,8.1,22.2,18.4,8.5,46.89,6.47,,52.94,0.7,,0.99,0.07,25.13,1.84,,145.05,6.23,6.69,1.44,,1.49,5.27,23.18,12.23,22.5,,,,7.04,4.31,0.4,31.33,9.12,5.31,39.41,8.38,,2.7,27.21,62.62,1.87,,,15.39,,27.37,1.28,28.24,28.24,12.28,4.31,,2.26,1.1,11.03,13.82,1.28,0.55,,,9.44,18.9,,1.12,1.3,1.84,2.29,628.91,4.67,5.7,,4.27,,4.01,31.02,,,10,1249105589.0,Real Estate Investment Trusts,Finance
ABBV,11.46,66.07,,,7.8,9.6,49.1,7.4,3.8,67.67,5.26,,67.16,1.98,,0.31,0.19,189.93,0.81,73.4,65.71,76.62,3.91,10.42,,0.57,3.22,41.14,21.77,21.86,15.91,15.14,7.1,7.16,2.43,0.05,32.33,5.3,3.27,36.02,20.33,7.41,5.2,145.99,62.76,5.48,,,9.71,,24.95,49.46,63.31,17.75,1.15,6,,0.73,0.46,,15.12,,1.39,,,17.79,31.42,1.23,1.7,,0.71,3.83,192.43,9.41,53.28,,9.12,,3.06,41.2,,,10,268498884868.0,Pharmaceuticals: Major,Health Technology
ABCL,,38.87,,8.7,,,,,,32.61,,,36.27,1.95,,9.52,9.3,2.68,10.96,,,406.96,,0.07,,,,,,,,,8.29,6.5,,0.79,,,,,,,31.92,1.12,,,,,,,,0.71,,,,22.47,,,,,,,,2.14,1.68,,,,,0.81,10.96,,,,,,,,0.7,,,,4,1545160366.0,Biotechnology,Health Technology
ABEV,,70.45,,2.2,20.8,5.4,3.2,9.8,11,89.12,10.61,,78.73,3.63,,0.44,4.44,2.27,1.11,98.87,188.94,24.71,0.13,0.04,,0.79,6.68,8.73,6.53,9.08,8.96,6.84,2.15,2.09,11.45,0.66,25.65,11.49,6.68,13.22,14.71,5.17,6.56,2.63,50.83,7.78,,,17.86,,24.2,2.08,12.47,11.95,2.44,2.51,,,,,9.87,1.68,0.46,,,7.74,10.9,1.8,0.74,4.83,0.78,10.57,67.86,19.1,16.5,,16.34,,6.41,12.61,,,10,43328543728.065,Beverages: Alcoholic,Consumer Non-Durables
