Ticker,12-1 Month Momentum %,14-Day RSI,3-1 Month Momentum %,3-Year Average Share Buyback Ratio,3-Year Book Growth Rate,3-Year Dividend Growth Rate,3-Year EBITDA Growth Rate,3-Year EPS without NRI Growth Rate,3-Year FCF Growth Rate,3-Year ROIIC %,3-Year Revenue Growth Rate,5-Day RSI,5-Year Yield-on-Cost %,6-1 Month Momentum %,9-Day RSI,Altman Z-Score,Cash Ratio,Cash-To-Debt,ClosePrice,Current Ratio,Days Inventory,Days Payable,Days Sales Outstanding,Debt-to-EBITDA,Debt-to-Equity,Distress,Dividend Payout Ratio,Dividend Yield %,EV-to-EBIT,EV-to-EBITDA,EV-to-FCF,EV-to-Forward-EBIT,EV-to-Forward-EBITDA,EV-to-Forward-Revenue,EV-to-Revenue,Earnings Yield (Greenblatt) %,Equity-to-Asset,FCF Margin %,FCF Yield %,Forward Dividend Yield %,Forward PE Ratio,Forward Rate of Return (Yacktman) %,Future 3-5Y EPS without NRI Growth Rate Estimate,Future 3-5Y Total Revenue Growth Rate Estimate,GFValue,Gross Margin %,Interest Coverage,N/A,Net Margin %,Not Manipulator,Operating Margin %,PB Ratio,PE Ratio,PE Ratio without NRI,PEG Ratio,PS Ratio,Piotroski F-Score,Price-to-DCF (Earnings Based),Price-to-DCF (FCF Based),Price-to-FFO,Price-to-Free-Cash-Flow,Price-to-GF-Value,Price-to-Graham-Number,Price-to-Median-PS-Value,Price-to-Net-Cash,Price-to-Net-Current-Asset-Value,Price-to-Operating-Cash-Flow,Price-to-Owner-Earnings,Price-to-Peter-Lynch-Fair-Value,Price-to-Projected-FCF,Price-to-Tangible-Book,Quick Ratio,ROA %,ROC (Joel Greenblatt) %,ROCE %,ROE %,ROIC,ROIC %,Safe,Shareholder Yield %,Shiller PE Ratio,WACC,WACC vs ROIC,Years of Profitability over Past 10-Year,Market Capitalization,Industry,Sector
ACN,5.18,54.98,6.2,0.4,13.6,13.6,5.4,10.7,1.4,10.85,9.3,58.6,2.59,16.63,56.39,7.02,0.48,1.02,366.37,1.47,,20.16,70.39,0.7,0.28,,0.44,1.47,22.73,19.85,25.39,21.85,17.8,3.4,3.46,4.4,0.49,13.65,3.95,1.63,28.8,12.29,8.67,6.91,334.35,32.45,133.92,,11.41,,15.04,7.84,30.74,29.83,3.21,3.51,,1.44,1.12,,25.7,1.1,7.38,1.23,,,24.1,36.02,3.4,1.79,41.03,1.47,13.88,245.06,27.33,27.23,,19.83,,1.88,39.26,,,10,207617355910.0,Information Technology Services,Technology Services
ACVA,45.87,54.64,2.99,,,,,,,,30.6,61.6,,20.8,55.47,3.76,0.68,2.5,21.89,1.51,,452.01,118.12,,0.25,,,,,,410.67,,,4.29,5.87,,0.44,1.43,0.23,,573.29,,,28.45,18.84,51.48,,,,,,8.02,,,,6.02,,,,,446.73,1.16,,,,59.16,86.18,,,,32.19,1.51,,,,,,,,,,,,,2506975976.0,Internet Retail,Retail Trade
ADBE,,31.63,,2.5,0.9,,8.8,13.9,6.9,48.68,13.3,25.57,,,27.35,10.62,0.75,1.3,447.17,1.07,,51.08,33.15,0.76,0.43,,,,27.47,24.51,24.77,17.72,16.44,8.12,9.07,3.64,0.47,36.61,4,,21.91,18.42,12.13,9.76,570.81,89.04,45.8,,25.85,,36,13.96,36.06,24.28,1.49,9.34,,0.78,0.81,,25.45,0.78,19.93,0.73,,,24.87,33.42,1.6,1.88,366.53,1.07,18.71,304.83,35.09,36.84,,23.74,,3.98,53.59,,,10,241068062221.0,Packaged Software,Technology Services
ADC,24.39,31.04,3.44,,5.9,6.7,5.7,1.7,14.6,3.33,5.9,24.53,5.84,25.79,26.9,1.69,0.08,0.01,70.17,0.74,,573.52,54.1,5.08,0.51,,1.67,4.26,35.25,19.85,23.84,30.25,18.23,15.81,17.41,2.84,0.65,73.03,5.76,4.32,37.85,12.05,2.92,11.71,74.1,87.94,2.87,,31.62,,48.86,1.42,38.77,39.36,6.35,11.77,,3.41,1.27,16.59,16.13,0.95,1.72,0.94,,,16.13,,5.95,0.99,1.7,0.74,2.41,,3.83,3.64,,3.69,,,31.18,,,10,5725111028.0,Real Estate Investment Trusts,Finance
ADEA,0.52,56.44,,,,,,,,13.28,,41.38,0.27,4.54,53.6,2.05,1.25,0.17,13.66,3.42,,,38.31,2.94,1.41,,0.19,1.47,19.41,10.67,14.86,,,4.98,5.64,5.15,0.35,37.93,8.74,1.47,9.7,12.4,,,9.6,,1.91,,12.01,,30.96,3.94,37.94,12.77,4.12,4.49,,,,,11.83,1.42,,2.16,,,10.68,16.13,,0.7,,3.42,3.78,475.57,9.9,11.55,,10.09,,9.18,108.3,,,5,1062196184.9999998,Packaged Software,Technology Services
ADI,9.79,43.33,,1.9,,10.4,9.3,16.8,1.7,,1.2,43.64,3.03,,42.39,5.53,0.79,0.31,211.78,1.84,136.23,40.16,47.5,1.82,0.22,,0.89,1.76,52.58,26.26,35.36,29.72,22.5,10.55,11.71,1.9,0.73,33.12,2.97,1.76,29.81,16.96,20.59,10.86,153.32,57.08,6.42,,17.35,,21.96,2.99,64.37,52.12,4.78,11.2,,2.72,1.79,,33.83,1.38,,1.61,,,27.42,35.21,3.73,1.72,,1.35,3.37,46.57,4.62,4.63,,4.23,,1.51,48.96,,,10,90112565563.0,Semiconductors,Electronic Technology
ADM,,38.56,,2.6,9.4,7.7,25.1,24.8,,89.18,15,39.48,5.23,,38.01,3.1,0.04,0.07,50.49,1.4,50.57,24.48,21.74,2.74,0.52,,0.39,3.98,11.61,8.45,9.93,13.25,9.27,0.41,0.4,8.61,0.42,4.05,14.6,3.98,10.9,23.28,,,78.36,7.08,3.58,,2.07,,2.85,1.1,14.34,10.22,0.56,0.29,,,,,7.36,0.64,0.86,0.72,,,5.13,6.9,0.53,1.32,1.61,0.84,3.34,14.4,8.6,7.7,,4.13,,17,11.07,,,10,42539663009.00001,Agricultural Commodities/Milling,Process Industries
ADNT,,27.72,,3.5,,,,,,,4.5,9.71,,,20.72,1.73,0.26,0.39,16.85,1.11,21.21,66.18,45.49,3.67,1.13,,,,10.15,5.02,11.88,7.58,4.14,0.21,0.22,9.85,0.23,1.89,19.37,,8.58,26.76,30.6,,37.62,6.32,2.09,,0.12,,2.72,0.67,73.26,9.17,0.47,0.1,,,,,5.37,0.45,,,,,2.77,8.37,0.44,0.51,,0.9,0.19,23.38,5.76,0.85,,4.79,,23.04,,,,5,3590797312.0,Auto Parts: OEM,Producer Manufacturing
ADP,28.58,43.41,8.02,1.2,,13.8,15.3,15.1,13,13.01,9,43.74,3.41,21.35,41.19,3.05,0.19,0.79,294.02,1.01,,3.27,65.98,1.56,1.75,,0.59,1.95,22.46,20.36,29.86,22.51,20.79,5.91,6.6,4.45,0.11,22.11,3.4,2.09,29.54,14.91,8.76,7.46,272.3,42.56,9.92,,20.87,,21.92,22.41,31.38,31.18,2.58,6.55,,1.53,1.69,,29.62,1.08,10.03,1.28,,,25.95,42.62,2.49,2.97,72.6,1.01,7.01,518.83,59.25,86.24,,6.18,,1.84,44.15,,,10,101064499899.00002,Data Processing Services,Technology Services
ADSK,30.05,47.22,15.17,0.9,25.4,,21.7,23.3,,,14.2,43.8,,26.42,44.64,5.8,0.38,0.66,298.27,0.65,,102.91,35.66,1.75,0.99,,,,50,44.2,51.95,32.25,30.06,9.32,10.93,2,0.26,21.04,1.95,,32.34,22.29,11.65,11.74,261.26,90.71,,,18.3,,21.86,24.57,59.18,36.02,0.66,10.85,,,,,51.53,1.14,,1.01,,,47.81,101.38,1.44,2.87,,0.65,11.12,392,23.35,51.52,,9.86,,0.69,222.78,,,6,45606470933.0,Packaged Software,Technology Services
ADT,15.27,27.47,4.14,,3.7,,,,,,,15.36,3.22,5.15,19.54,0.4,0.08,0.01,6.83,0.81,70.1,85.15,27.53,4.22,1.98,,0.38,3.22,28.27,7.49,12.41,,5.15,2.71,2.66,3.54,0.24,21.42,18.16,3.22,8.42,8.86,26.47,2.59,6.69,78.76,1.95,,17.19,,20.04,1.6,7.11,13.11,,1.26,,,,,5.91,1.02,,,,,3.55,4.74,,0.54,,0.64,5.45,14.81,3.29,24.01,,10.07,,36.97,,,,3,5285531149.0,Miscellaneous Commercial Services,Commercial Services
ADUS,27.82,63.89,,,9.9,,22.2,30.1,,18.33,10.6,78.84,,3.5,70.64,8.87,1.41,4.48,131.4,2.11,,11.17,35.23,0.41,0.05,,,,20.64,18.25,17.48,13.99,12.57,1.49,1.95,4.84,0.82,11.15,5.3,,22.14,23.48,13.56,13.67,100.92,32.28,12.12,,6.5,,9.15,2.51,30.07,25.37,1.36,1.95,,1.05,0.57,,17.7,1.3,3.69,1.27,135.46,18.69,16.42,20.38,1.3,1.3,12.07,2.11,6.89,155.12,11.61,9.24,,9.02,,2.8,53.39,,,10,1355869330.0,Medical/Nursing Services,Health Services
AEE,28.04,44.88,7.73,,6.5,8,7.3,6.3,10.2,5.28,6.9,49.44,4.14,29.81,43.55,0.89,,,89.29,0.63,73.28,83.66,27.63,5.15,1.54,,0.61,2.99,21.51,11.91,,19.06,10.97,5.02,5.78,4.65,0.27,,,2.99,18.08,1.24,7.87,3.92,82.8,49.45,2.94,,15.52,,25.95,2.01,21.01,20.8,3.78,3.26,,1.51,,,,1.08,1.39,1.25,,,9.59,,3,,2.09,0.41,2.73,5.71,5.17,9.9,,3.91,,,22.56,,,10,21222279644.0,Electric Utilities,Utilities
AEHR,,60.18,,,99.7,,,,,52.85,46.7,67.25,,5.62,63.89,11.9,2.45,5.64,14.25,6.03,461.76,71.29,51.67,0.87,0.06,,,,63.9,50.54,,,,,6.66,1.56,0.84,,,,47.51,,,24.38,21.44,50.48,,,49.64,,10.43,3.44,14.54,13.08,,7.17,,,,,,0.66,1.56,2.7,29.09,6.07,2375.58,23.88,,4.11,4.2,3.24,25.04,13.84,5.89,29.87,,34.92,,,,,,4,1353850723.0,Electronic Production Equipment,Electronic Technology
AEIS,2.48,44.67,9.04,0.9,13,,,,,,6.1,30.11,0.35,1.97,39.4,4.44,2.25,0.99,112.97,4.62,139.39,54.35,65.57,5.33,0.57,,0.11,0.35,76.57,34.3,57.74,,12.08,2.72,2.9,1.31,0.53,5.01,1.73,0.35,22.58,15.2,,,85.18,35.16,2.31,,2.91,,4.34,3.65,99.1,30.95,2.31,2.89,,1.58,3.75,,57.29,1.33,2.85,1.01,,13.42,32.08,88.33,2.44,1.74,5.91,3.32,1.74,8.27,2.59,3.75,,8.16,,,40.1,,,9,3937546139.0,Electronic Production Equipment,Electronic Technology
AEM,53.13,38.43,,,20.5,20.8,11.4,7.9,4,4.55,3.1,26.31,8.68,25.32,33.3,3.28,0.59,0.61,78.16,1.75,111.46,54.12,0.39,0.48,0.08,,0.47,2.04,23.07,12.66,22.64,12.73,8.8,4.18,5.4,4.33,0.69,23.84,4.49,2.04,15.73,11.57,28.29,14.43,64.03,40.9,27.86,,13.05,,34.15,2.03,41.12,24.1,0.95,5.3,,,,,22.23,1.22,1.65,1.2,,,11.65,25.61,2.61,1.86,2.55,0.83,3.5,8.35,6.58,5.13,,5.69,,2.59,51.61,,,9,24264092594.047283,Precious Metals,Non-Energy Minerals
AEO,,38.01,,,10.5,45.5,,,66.4,90.5,5.8,34.96,2.58,,36,3.73,0.19,0.12,16.69,1.57,78.76,29.59,15.73,2.12,0.8,,0.3,2.96,10.27,6.76,23.08,9.17,6.29,0.79,0.82,9.74,0.47,3.56,6,2.96,9.17,1.6,10.05,3.02,17.92,38.95,,,4.28,,8,1.84,14.26,10.12,,0.61,,,,,16.88,0.93,0.99,0.75,,,8.4,45.6,,1.09,2.17,0.63,6.46,18.28,15.69,13.34,,11.06,,8.14,14.44,,,9,3043221255.9999995,Apparel/Footwear Retail,Retail Trade
AEP,20.52,39.55,,,5.1,5.9,3.4,0.9,1.3,4.72,6.7,49.25,5.14,10.15,40.2,0.88,0.04,0.01,92.75,0.57,84.7,104.49,18.81,5.79,1.66,,0.71,3.88,21.68,12.2,,16.59,10.53,4.17,4.75,4.61,0.27,,,4.05,15.78,0.97,12.99,4.6,94.1,61.23,2.17,,13.46,,20.61,1.86,18.7,18.62,3.39,2.51,,,,,,0.99,1.24,1.07,,,7.67,,,10.91,1.86,0.41,2.7,5.48,4.94,10.22,,4.35,,0.81,19.73,,,10,41234689544.0,Electric Utilities,Utilities
AER,32.55,45.64,,,6.4,,,5.5,,3.17,,47.74,0.8,3.48,45.23,0.74,2.25,0.08,94.53,4.5,5.24,57.13,3.06,10.49,2.89,,0.05,0.8,30.36,13.56,,15.95,9.39,7.73,8.01,3.29,0.23,,,1.06,7.81,,12.74,2.68,85.4,32.61,,,32.41,,26.37,1.07,7.64,9.7,,2.4,,,,,,1.11,0.73,1.41,,,3.38,7.29,,1.58,1.25,4.45,3.53,3.38,2.94,15.15,,2.69,,11.96,14.76,,,8,14432429370.0,Finance/Rental/Leasing,Finance
AES,,42.2,,,,5,,6.9,,,7.2,51.09,6.79,,45.73,0.42,0.16,0.07,13.0,0.85,25.49,94.7,48.4,11.13,8.95,,0.3,5.32,28.76,15.52,,9.68,6.6,2.07,3.34,3.48,0.07,,,5.34,6.34,,6.76,2.84,21.3,19.44,1.43,,8.34,,17.25,2.81,9.03,5.6,,0.75,,,,,,0.61,1.51,0.79,,,3.88,,,,9.09,0.8,2.2,4.62,3.9,35.23,,17.84,,,,,,6,11544405347.0,Electric Utilities,Utilities
AESC,,33.83,,,,5,,6.9,,,7.2,31.64,,,33.16,0.42,0.16,0.07,62.61,0.85,25.49,94.7,48.4,11.13,8.95,,,,28.76,15.52,,,,,3.34,3.48,0.07,,,,6.72,,6.76,2.84,0.0,19.44,1.43,,8.34,,17.25,2.81,9.03,5.6,,0.75,,,,,,,,,,,3.88,,,,,0.8,2.2,4.62,3.9,35.23,,17.84,,,,,,6,11544405347.0,Electric Utilities,Utilities
