Ticker,12-1 Month Momentum %,14-Day RSI,3-Year Average Share Buyback Ratio,3-Year Book Growth Rate,3-Year Dividend Growth Rate,3-Year EBITDA Growth Rate,3-Year EPS without NRI Growth Rate,3-Year FCF Growth Rate,3-Year Revenue Growth Rate,5-Day RSI,5-Year Yield-on-Cost %,6-1 Month Momentum %,9-Day RSI,Altman Z-Score,Cash Ratio,Cash-To-Debt,ClosePrice,Current Ratio,Days Inventory,Days Payable,Days Sales Outstanding,Debt-to-EBITDA,Debt-to-Equity,Distress,Dividend Payout Ratio,Dividend Yield %,EV-to-EBIT,EV-to-EBITDA,EV-to-FCF,EV-to-Forward-EBIT,EV-to-Forward-EBITDA,EV-to-Forward-Revenue,EV-to-Revenue,Earnings Yield (Greenblatt) %,Equity-to-Asset,FCF Margin %,FCF Yield %,Forward Dividend Yield %,Forward PE Ratio,Forward Rate of Return (Yacktman) %,Future 3-5Y EPS without NRI Growth Rate,Future 3-5Y Total Revenue Growth Rate,GFValue,Gross Margin %,Interest Coverage,N/A,Net Margin %,Not Manipulator,Operating Margin %,PB Ratio,PE Ratio,PE Ratio without NRI,PEG Ratio,PS Ratio,Piotroski F-Score,Price-to-DCF (Earnings Based),Price-to-DCF (FCF Based),Price-to-FFO,Price-to-Free-Cash-Flow,Price-to-Graham-Number,Price-to-Median-PS-Value,Price-to-Net-Cash,Price-to-Net-Current-Asset-Value,Price-to-Operating-Cash-Flow,Price-to-Owner-Earnings,Price-to-Peter-Lynch-Fair-Value,Price-to-Projected-FCF,Price-to-Tangible-Book,Quick Ratio,ROA %,ROC (Joel Greenblatt) %,ROCE %,ROE %,ROIC,ROIC %,Safe,Shareholder Yield %,Shiller PE Ratio,WACC,WACC vs ROIC,Years of Profitability over Past 10-Year,Market Capitalization,Industry,Sector
A,26.7,31.93,1.5,7.9,7.7,13.5,33.2,24.7,10.5,22.64,1.09,9.65,26.81,6.32,0.85,0.65,129.85,2.15,117.53,51.55,70.14,1.53,0.41,,0.17,0.71,27.36,23.15,25.21,25.1,21.88,5.99,5.88,3.65,0.57,23.33,4.06,0.73,24.88,16.04,4.95,102.1,135.98,50.63,14.64,,18.84,,19.54,6.09,30.7,24.41,2.03,5.8,,0.78,1.55,,24.88,4.73,1.15,,,20.18,30.4,1.85,1.96,20.64,1.64,11.49,63.42,15.6,20.99,,14.11,,2.9,42.71,,,10,33913792728.0,Medical Specialties,Health Technology
AA,10.24,38.83,1.4,10.2,,,,,5.9,13.91,1.06,33.21,28.86,1.05,0.45,0.53,37.9,1.61,83.25,57.67,25.57,134.11,0.64,,,1.06,,420.81,,21.57,7.79,0.78,0.76,,0.28,,,1.06,312.5,,63.4,3.09,39.52,6.37,,,,,,1.7,,,,0.64,,,,,,,,,,209.39,,,1.71,1.79,0.93,,,,,,,,,,,,3,5148271475.0,Aluminum,Non-Energy Minerals
AAL,,28.19,,10.4,,,,,27,26.93,,4.11,25.34,0.66,0.33,0.21,11.28,0.58,20.92,21.48,13.98,14.34,,,,,14.02,14.02,,11.88,6.91,0.71,0.74,7.13,,,,,5.22,,46,4,18.53,21.59,1.73,,0.94,,6.83,,18.8,6.14,,0.15,,,,,,,0.32,,,2.83,,,,,0.48,0.76,7.26,6.75,,,3.98,,39.36,8.17,,,8,8696254174.0,Airlines,Transportation
AAON,19.56,49.24,,26.3,8.1,29.5,31.8,,29.5,73.45,0.65,5.85,57.04,25.59,0.07,0.49,75.96,3.13,101.08,13.09,45.31,0.06,0.02,,0.15,0.42,27.1,22.28,49.18,,,,5.37,3.69,0.82,10.92,2.04,0.42,,20.67,,,77.38,35.56,58.55,,15.44,,19.77,7.95,35.38,35.38,1.41,5.45,,1.95,4.33,,49.97,3.94,1.09,,27.82,25.78,38.06,1.52,5.39,9.86,1.57,19.39,38.08,29.18,25.9,,21.96,,0.88,72.76,,,10,4968385340.0,Industrial Machinery,Producer Manufacturing
AAP,7.75,36.99,3.6,,26,,,,8.9,34.96,33.35,18.24,35.99,1.3,0.09,0.11,63.42,1.22,265.7,210.84,26.55,9.72,1.55,,3.26,1.58,72.44,17.85,15.51,19.41,10.64,0.65,0.65,1.38,0.21,4.18,12.46,1.58,17.24,6.18,116.65,1.3,163.69,39.77,1.15,,0.14,,0.85,1.47,91.91,91.91,,0.34,,,,,8.02,3.95,0.3,,,5.62,12.48,,0.55,3.81,0.29,0.13,1.96,1.42,0.62,,1.21,,,8.31,,,10,3557510972.0,Specialty Stores,Retail Trade
AAPL,1.89,75.8,2.9,1.3,5.7,20.9,23.2,14.6,15.7,78.15,0.62,,77.69,9.77,0.54,0.64,212.49,1.04,11.92,90.05,21.43,0.8,1.41,,0.15,0.46,27.46,25.08,32.34,25.53,23.62,7.96,8.64,3.64,0.22,26.71,3.13,0.47,28.9,20.33,10.5,5,178.56,45.59,59.12,,26.31,,30.98,43.93,33.05,33.05,1.96,8.69,,1.36,1.55,,32.56,8.03,2.15,,,30.02,35.18,1.86,2.48,43.9,0.99,29.34,275.4,56.47,150.79,,34.62,,3.18,48.12,,,10,2736146930271.0005,Telecommunications Equipment,Electronic Technology
AAT,15.91,50.93,,,9.7,8.1,22.2,18.4,8.5,55.53,7.51,,52.06,0.64,0.98,0.06,21.65,2.06,,143.65,6.4,6.71,1.43,,1.49,6.14,21.66,11.49,24.01,,,,6.6,4.62,0.4,27.51,9.27,6.19,,8.06,,2.19,29.23,62.64,1.88,,15.46,,27.6,1.1,24.33,24.33,10.58,3.72,,2.11,1.17,9.54,13.54,1.1,0.47,,,8.63,16.81,,0.97,1.12,2.06,2.29,612.23,4.67,5.68,,4.28,,3.96,27.03,,,10,1249105589.0,Real Estate Investment Trusts,Finance
ABCL,,26.19,,8.7,,,,,,6.9,,,17.96,2.16,6.66,9.48,3.23,7.76,,,342.96,,0.07,,,,,,,,,8.29,9.09,,0.77,,,,,,,,1.2,,,,,,,0.84,,,,26.05,,,,,,,,2.6,1.97,,,,,0.98,7.75,,,,,,,,,,,,4,1545160366.0,Biotechnology,Health Technology
ABEV,,34.4,,2.2,20.8,5.4,3.2,9.8,11,37.31,11.36,,33.82,3.4,0.4,3.65,2.11,0.99,102.26,192.59,24.29,0.15,0.04,,0.77,7.15,9.05,6.69,8.28,8.12,6.17,1.94,2.1,11.05,0.65,25.4,11.39,7.15,12.09,14.89,6.1,6.19,2.98,50.66,6.83,,18.25,,23.83,2.04,12.23,11.7,2.39,2.24,,,,,8.84,1.59,0.4,,,6.85,9.95,1.7,0.67,4.8,0.7,10.77,64.69,18.64,17.03,,17.22,,6.57,10.9,,,10,43328543728.065,Beverages: Alcoholic,Consumer Non-Durables
ABG,9.53,47.85,,50.3,,28.2,37.8,,24,35.79,,3.69,43.6,2.69,0.01,0.01,229.93,1.06,41.41,16.44,4.01,5.01,1.53,,,,10.2,9.5,99.01,10.77,9.92,0.55,0.63,9.8,0.33,0.64,2.12,,7.78,31.46,,9.41,251.08,18.22,5.43,,3.68,,6.86,1.39,8.38,7.31,0.23,0.31,,0.23,4.16,,48.03,,1.05,,,14.86,124.76,0.29,0.51,,0.38,6.33,26.89,13.18,17.8,,9.59,,,12.63,,,10,4632090814.999999,Specialty Stores,Retail Trade
