Ticker,12-1 Month Momentum %,14-Day RSI,3-Year Average Share Buyback Ratio,3-Year Book Growth Rate,3-Year Dividend Growth Rate,3-Year EBITDA Growth Rate,3-Year EPS without NRI Growth Rate,3-Year FCF Growth Rate,3-Year Revenue Growth Rate,5-Day RSI,5-Year Yield-on-Cost %,6-1 Month Momentum %,9-Day RSI,Altman Z-Score,Cash Ratio,Cash-To-Debt,ClosePrice,Current Ratio,Days Inventory,Days Payable,Days Sales Outstanding,Debt-to-EBITDA,Debt-to-Equity,Distress,Dividend Payout Ratio,Dividend Yield %,EV-to-EBIT,EV-to-EBITDA,EV-to-FCF,EV-to-Forward-EBIT,EV-to-Forward-EBITDA,EV-to-Forward-Revenue,EV-to-Revenue,Earnings Yield (Greenblatt) %,Equity-to-Asset,FCF Margin %,FCF Yield %,Forward Dividend Yield %,Forward PE Ratio,Forward Rate of Return (Yacktman) %,Future 3-5Y EPS without NRI Growth Rate,Future 3-5Y Total Revenue Growth Rate,GFValue,Gross Margin %,Interest Coverage,N/A,Net Margin %,Not Manipulator,Operating Margin %,PB Ratio,PE Ratio,PE Ratio without NRI,PEG Ratio,PS Ratio,Piotroski F-Score,Price-to-DCF (Earnings Based),Price-to-DCF (FCF Based),Price-to-FFO,Price-to-Free-Cash-Flow,Price-to-Graham-Number,Price-to-Median-PS-Value,Price-to-Net-Cash,Price-to-Net-Current-Asset-Value,Price-to-Operating-Cash-Flow,Price-to-Owner-Earnings,Price-to-Peter-Lynch-Fair-Value,Price-to-Projected-FCF,Price-to-Tangible-Book,Quick Ratio,ROA %,ROC (Joel Greenblatt) %,ROCE %,ROE %,ROIC,ROIC %,Safe,Shareholder Yield %,Shiller PE Ratio,WACC,WACC vs ROIC,Years of Profitability over Past 10-Year,Market Capitalization,Industry,Sector
A,19.73,34.59,1.5,7.9,7.7,13.5,33.2,24.7,10.5,28.26,1.06,9.08,29.72,6.44,0.85,0.65,132.98,2.15,117.53,51.55,70.14,1.53,0.41,,0.17,0.7,27.97,23.66,25.77,25.66,22.37,6.12,6.01,3.58,0.57,23.33,3.96,0.72,25.48,15.98,4.95,102.1,136.59,50.63,14.64,,18.84,,19.54,6.24,31.44,25,2.08,5.93,,0.8,1.59,,25.48,4.85,1.18,,,20.68,31.09,1.9,2,21.14,1.64,11.49,63.42,15.6,20.99,,14.11,,2.84,43.74,,,10,33913792728.0,Medical Specialties,Health Technology
AA,8.02,58.57,1.4,10.2,,,,,5.9,47.58,0.97,48.57,55.23,1.11,0.45,0.53,40.91,1.61,83.25,57.67,25.57,134.11,0.64,,,0.97,,465.7,,23.87,8.62,0.86,0.84,,0.28,,,0.97,372.76,,63.4,3.09,39.45,6.37,,,,,,1.84,,,,0.73,,,,,,,,,,235.64,,,1.85,1.93,0.93,,,,,,,,,,,,3,5148271475.0,Aluminum,Non-Energy Minerals
AAL,,25.67,,10.4,,,,,27,15.77,,8.68,19.63,0.66,0.33,0.21,11.5,0.58,20.92,21.48,13.98,14.34,,,,,14.06,14.06,,11.91,6.93,0.71,0.74,7.11,,,,,5.32,,46,4,18.49,21.59,1.73,,0.94,,6.83,,19.17,6.26,,0.15,,,,,,,0.33,,,2.88,,,,,0.48,0.76,7.26,6.75,,,3.98,,38.84,8.33,,,8,8696254174.0,Airlines,Transportation
AAON,22.84,34.62,,26.3,8.1,29.5,31.8,,29.5,30.88,0.67,19.17,32.63,24.53,0.07,0.49,71.99,3.13,101.08,13.09,45.31,0.06,0.02,,0.15,0.44,25.82,21.22,46.85,,,,5.11,3.87,0.82,10.92,2.15,0.44,,20.7,,,77.3,35.56,58.55,,15.44,,19.77,7.53,33.53,33.53,1.34,5.13,,1.85,4.1,,47.39,3.73,1.04,,26.37,24.5,36.06,1.44,5.11,9.35,1.57,19.39,38.08,29.18,25.9,,21.96,,0.92,69.22,,,10,4968385340.0,Industrial Machinery,Producer Manufacturing
AAP,11.79,36.88,3.6,,26,,,,8.9,33.95,33.35,33.9,35.5,1.3,0.09,0.11,64.58,1.22,265.7,210.84,26.55,9.72,1.55,,3.26,1.56,73.12,18.01,15.65,19.59,10.73,0.65,0.65,1.37,0.21,4.18,12.24,1.56,17.5,6,116.65,1.3,163.69,39.77,1.15,,0.14,,0.85,1.5,93.59,93.59,,0.34,,,,,8.17,4.02,0.3,,,5.72,12.7,,0.56,3.88,0.29,0.13,1.96,1.42,0.62,,1.21,,,8.46,,,10,3557510972.0,Specialty Stores,Retail Trade
AAPL,1.4,67.47,2.9,1.3,5.7,20.9,23.2,14.6,15.7,66.05,0.69,,68.38,9.14,0.54,0.64,196.89,1.04,11.92,90.05,21.43,0.8,1.41,,0.15,0.5,25.16,22.98,29.63,23.39,21.64,7.3,7.91,3.97,0.22,26.71,3.38,0.51,26.8,20.57,10.5,5,178.35,45.59,59.12,,26.31,,30.98,40.68,30.62,30.62,1.81,8.02,,1.26,1.43,,30.17,7.44,1.99,,,27.87,32.6,1.72,2.29,40.68,0.99,29.34,275.4,56.47,150.79,,34.62,,3.47,44.55,,,10,2736146930271.0005,Telecommunications Equipment,Electronic Technology
AAT,10.03,50.15,,,9.7,8.1,22.2,18.4,8.5,53.49,7.63,2.6,50.32,0.64,0.98,0.06,21.41,2.06,,143.65,6.4,6.71,1.43,,1.49,6.21,21.67,11.49,24.01,,,,6.61,4.61,0.4,27.51,9.37,6.27,,8.06,,2.19,29.25,62.64,1.88,,15.46,,27.6,1.09,24.06,24.06,10.46,3.74,,2.08,1.16,9.57,13.6,1.09,0.47,,,8.66,16.9,,0.96,1.1,2.06,2.29,612.23,4.67,5.68,,4.28,,3.97,26.76,,,10,1249105589.0,Real Estate Investment Trusts,Finance
ABBV,20.16,62.3,,,7.8,9.6,49.1,7.4,3.8,82.29,5.81,11.17,70.3,1.78,0.44,0.24,169.42,0.94,71.9,58.89,77.13,4,9.24,,0.55,3.56,35.86,19.11,15.9,13.84,13.36,6.41,6.5,2.79,0.05,40.24,7.32,3.66,14.31,24.5,6.21,3.88,141.82,62.28,5.83,,11.02,,24.96,37.32,50.27,15.46,1,5.48,,0.69,0.45,,13.61,,1.26,,,13.13,20.03,0.87,1.47,,0.83,4.34,199,9.56,52.94,,9.67,,5.21,36.91,,,10,268498884868.0,Pharmaceuticals: Major,Health Technology
ABCL,,43.4,,8.7,,,,,,35.21,,,41.76,2.46,6.66,9.48,3.62,7.76,,,342.96,,0.07,,,,,,,,,8.29,13.61,,0.77,,,,,,,,1.19,,,,,,,0.98,,,,30.48,,,,,,,,2.92,2.21,,,,,1.1,7.75,,,,,,,,,,,,4,1545160366.0,Biotechnology,Health Technology
ABEV,,42.44,,2.2,20.8,5.4,3.2,9.8,11,53.5,11.1,,44.31,3.52,0.4,3.65,2.17,0.99,102.26,192.59,24.29,0.15,0.04,,0.77,6.99,8.82,6.51,8.74,8.25,6.27,2.08,2.04,11.34,0.65,25.4,12.01,6.99,12.32,14.5,6.1,6.23,2.99,50.66,6.83,,18.25,,23.83,2.09,11.6,11.13,2.27,2.24,,,,,8.99,1.62,0.41,,,6.95,10.16,1.74,0.68,4.93,0.7,10.77,64.69,18.64,17.03,,17.22,,6.37,10.85,,,10,43328543728.065,Beverages: Alcoholic,Consumer Non-Durables
