Ticker,12-1 Month Momentum %,14-Day RSI,3-Year Average Share Buyback Ratio,3-Year Book Growth Rate,3-Year Dividend Growth Rate,3-Year EBITDA Growth Rate,3-Year EPS without NRI Growth Rate,3-Year FCF Growth Rate,3-Year ROIIC %,3-Year Revenue Growth Rate,5-Day RSI,5-Year Yield-on-Cost %,6-1 Month Momentum %,9-Day RSI,Altman Z-Score,Cash Ratio,Cash-To-Debt,ClosePrice,Current Ratio,Days Inventory,Days Payable,Days Sales Outstanding,Debt-to-EBITDA,Debt-to-Equity,Distress,Dividend Payout Ratio,Dividend Yield %,EV-to-EBIT,EV-to-EBITDA,EV-to-FCF,EV-to-Forward-EBIT,EV-to-Forward-EBITDA,EV-to-Forward-Revenue,EV-to-Revenue,Earnings Yield (Greenblatt) %,Equity-to-Asset,FCF Margin %,FCF Yield %,Forward Dividend Yield %,Forward PE Ratio,Forward Rate of Return (Yacktman) %,Future 3-5Y EPS without NRI Growth Rate Estimate,Future 3-5Y Total Revenue Growth Rate Estimate,GFValue,Gross Margin %,Interest Coverage,N/A,Net Margin %,Not Manipulator,Operating Margin %,PB Ratio,PE Ratio,PE Ratio without NRI,PEG Ratio,PS Ratio,Piotroski F-Score,Price-to-DCF (Earnings Based),Price-to-DCF (FCF Based),Price-to-FFO,Price-to-Free-Cash-Flow,Price-to-Graham-Number,Price-to-Median-PS-Value,Price-to-Net-Cash,Price-to-Net-Current-Asset-Value,Price-to-Operating-Cash-Flow,Price-to-Owner-Earnings,Price-to-Peter-Lynch-Fair-Value,Price-to-Projected-FCF,Price-to-Tangible-Book,Quick Ratio,ROA %,ROC (Joel Greenblatt) %,ROCE %,ROE %,ROIC,ROIC %,Safe,Shareholder Yield %,Shiller PE Ratio,WACC,WACC vs ROIC,Years of Profitability over Past 10-Year,Market Capitalization,Industry,Sector
A,26.44,58.93,1.5,7.9,7.7,13.5,33.2,24.7,58.71,10.5,68.61,0.98,,62.39,6.11,0.74,0.61,141.87,1.78,125.99,57.06,66.46,1.56,0.5,,0.18,0.65,25.41,22.02,29.16,24.79,21.68,6.05,6.36,3.94,0.54,21.81,3.48,0.66,25.08,15.68,4.89,,133.66,54.39,17.3,,21.75,,22.9,6.91,29.43,27.23,2.27,6.35,,0.79,1.68,,29.33,5.65,1.27,,,23.26,29.33,2.1,2.18,26.37,1.37,13.03,74.15,18.1,23.78,,16.15,,3.21,45.76,,,10,33913792728.0,Medical Specialties,Health Technology
AA,19.65,64.71,1.4,10.2,,,,,75.95,5.9,79.2,1.1,8.03,71.07,1.24,0.44,0.55,36.78,1.55,79.98,58.53,26.31,10.94,0.65,,,1.1,,42.9,,7.9,5.11,0.92,0.93,,0.27,,,1.1,13.39,,,2.33,39.61,8.14,,,,,,1.69,,,,0.57,,,,,,,,,,18.69,,,1.62,1.78,0.92,,,,,,,,,,,,3,5148271475.0,Aluminum,Non-Energy Minerals
AAL,,57.49,,10.4,,,,,597.78,27,57.13,,,58.49,0.66,0.34,0.21,11.04,0.6,20.92,21.96,14.01,19.76,,,,,19.14,19.14,,10.24,6.11,0.68,0.71,5.22,,,,,5.93,,,4.01,16.51,20.23,1.4,,,,5.34,,,11.42,,0.14,,,,,,,0.33,,,3.56,,,,,0.5,,5.17,4.89,,,12.18,,43.36,8.24,,,8,8696254174.0,Airlines,Transportation
AAON,66.02,78.51,,26.3,8.1,29.5,31.8,,20.3,29.5,91.5,0.46,9.37,84.84,22.66,,,107.39,2.99,98.09,12.85,43.47,0.35,0.14,,0.14,0.3,36.34,29.79,86.16,,,,7.4,2.75,0.73,8.59,1.18,0.3,38.91,20.45,16.31,10.76,78.75,36.27,88.05,,15.61,,20.32,11.74,48.37,48.37,1.93,7.51,,2.44,7.02,,87.67,5.66,1.48,,56.82,39.63,61.89,1.93,7.9,14.92,1.7,19.5,39.13,29.71,25.86,,21.83,,0.52,98.52,,,10,4968385340.0,Industrial Machinery,Producer Manufacturing
AAP,,32.52,3.6,,26,,,,,8.9,43.63,52.59,,36.05,1.72,0.09,0.12,40.91,1.23,263.29,213.8,27.04,11.12,1.52,,100,2.46,129.54,16.57,16.76,22.1,10.6,0.52,0.52,0.77,0.21,3.13,14.43,2.46,14.8,6.55,82.89,,147.51,39.48,0.41,,,,0.3,0.94,4091,4091,,0.22,,,,,6.91,20.66,0.19,,,4.53,14.81,,0.36,2.35,0.3,,0.91,0.64,,,0.32,,,5.46,,,10,3557510972.0,Specialty Stores,Retail Trade
AAPL,29.78,57.34,2.9,1.3,5.7,20.9,23.2,14.6,102.85,15.7,64.78,0.59,31.67,59.97,10.13,0.47,0.61,227.4,0.95,11.42,91.36,22.13,0.75,1.52,,0.15,0.43,28.1,25.77,33.38,26.01,23.86,8.17,9.03,3.56,0.2,27.06,3.02,0.44,30.39,19.85,11.24,6.08,184.6,45.96,120.35,,26.44,,31.27,51.91,34.61,34.61,2.05,9.15,,1.3,1.47,,33.8,8.94,2.12,,,31.22,36.38,1.99,2.57,51.92,0.91,29.81,269.91,59,151.08,,35.41,,3.25,50.08,,,10,2736146930271.0005,Telecommunications Equipment,Electronic Technology
AAT,40.21,61.65,,,9.7,8.1,22.2,18.4,28.45,8.5,67.32,5.99,26.56,63.44,0.74,0.99,0.07,27.32,1.84,,145.05,6.23,6.69,1.44,,1.49,4.88,24.04,12.68,23.29,,,,7.3,4.16,0.4,31.33,8.38,4.9,38.48,8.09,,2.74,26.96,62.62,1.87,,15.39,,27.37,1.4,30.7,30.7,13.35,4.69,,2.46,1.2,11.95,14.97,1.39,0.6,,,10.22,20.49,,1.22,1.42,1.84,2.29,628.91,4.67,5.7,,4.27,,3.74,33.73,,,10,1249105589.0,Real Estate Investment Trusts,Finance
ABBV,29.34,50.94,,,7.8,9.6,49.1,7.4,26.06,3.8,42.83,5.16,10.7,46.43,2.02,0.31,0.19,193.51,0.81,73.4,65.71,76.62,3.91,10.42,,0.57,3.16,41.78,22.11,22.45,14.4,14.03,6.79,7.27,2.39,0.05,32.33,5.2,3.2,16,20.15,7.21,4.99,146.52,62.76,5.48,,9.71,,24.95,50.39,64.5,18.09,1.17,6.2,,0.74,0.58,,19.28,,1.42,,,18.41,32.56,1.26,1.73,,0.71,3.83,192.43,9.41,53.28,,9.12,,2.92,41.98,,,10,268498884868.0,Pharmaceuticals: Major,Health Technology
ABCL,,43.49,,8.7,,,,,,,35.59,,,41.72,1.86,9.52,9.3,2.53,10.96,,,406.96,,0.07,,,,,,,,,8.29,4.01,,0.79,,,,,,,32.02,1.06,,,,,,,0.67,,,,21.68,,,,,,,,2.02,1.58,,,,,0.76,10.96,,,,,,,,0.74,,,,4,1545160366.0,Biotechnology,Health Technology
ABEV,,51.71,,2.2,20.8,5.4,3.2,9.8,60.73,11,47.41,10.29,,49.49,3.68,0.44,4.44,2.33,1.11,97.74,188.94,24.71,0.13,0.04,,0.79,6.48,9.13,6.83,9.27,8.65,6.63,2.1,2.19,10.95,0.66,25.65,11.19,6.48,12.73,14.65,4.92,6.6,2.63,50.83,7.5,,17.86,,24.06,2.12,12.8,12.26,2.5,2.49,,,,,10,1.71,0.47,,,7.83,11.07,1.81,0.75,4.85,0.79,10.57,68.13,19.18,16.5,,16.25,,6.04,12.26,,,10,43328543728.065,Beverages: Alcoholic,Consumer Non-Durables
