Ticker,12-1 Month Momentum %,14-Day RSI,3-Year Average Share Buyback Ratio,3-Year Book Growth Rate,3-Year Dividend Growth Rate,3-Year EBITDA Growth Rate,3-Year EPS without NRI Growth Rate,3-Year FCF Growth Rate,3-Year ROIIC %,3-Year Revenue Growth Rate,5-Day RSI,5-Year Yield-on-Cost %,6-1 Month Momentum %,9-Day RSI,Altman Z-Score,Cash Ratio,Cash-To-Debt,ClosePrice,Current Ratio,Days Inventory,Days Payable,Days Sales Outstanding,Debt-to-EBITDA,Debt-to-Equity,Distress,Dividend Payout Ratio,Dividend Yield %,EV-to-EBIT,EV-to-EBITDA,EV-to-FCF,EV-to-Forward-EBIT,EV-to-Forward-EBITDA,EV-to-Forward-Revenue,EV-to-Revenue,Earnings Yield (Greenblatt) %,Equity-to-Asset,FCF Margin %,FCF Yield %,Forward Dividend Yield %,Forward PE Ratio,Forward Rate of Return (Yacktman) %,Future 3-5Y EPS without NRI Growth Rate Estimate,Future 3-5Y Total Revenue Growth Rate Estimate,GFValue,Gross Margin %,Interest Coverage,N/A,Net Margin %,Not Manipulator,Operating Margin %,PB Ratio,PE Ratio,PE Ratio without NRI,PEG Ratio,PS Ratio,Piotroski F-Score,Price-to-DCF (Earnings Based),Price-to-DCF (FCF Based),Price-to-FFO,Price-to-Free-Cash-Flow,Price-to-Graham-Number,Price-to-Median-PS-Value,Price-to-Net-Cash,Price-to-Net-Current-Asset-Value,Price-to-Operating-Cash-Flow,Price-to-Owner-Earnings,Price-to-Peter-Lynch-Fair-Value,Price-to-Projected-FCF,Price-to-Tangible-Book,Quick Ratio,ROA %,ROC (Joel Greenblatt) %,ROCE %,ROE %,ROIC,ROIC %,Safe,Shareholder Yield %,Shiller PE Ratio,WACC,WACC vs ROIC,Years of Profitability over Past 10-Year,Market Capitalization,Industry,Sector
A,12.59,62.77,1.5,7.9,7.7,13.5,33.2,24.7,58.71,10.5,79.88,1,0.01,68.29,6.16,0.74,0.61,142.53,1.78,125.99,57.06,69.2,1.56,0.5,,0.18,0.66,25.68,22.25,29.44,25.03,21.88,6.11,6.43,3.89,0.54,21.81,3.46,0.67,25.15,15.6,4.99,2.37,133.65,54.39,17.3,,21.75,,22.9,6.94,29.57,27.36,2.28,6.43,,0.8,1.69,,29.56,5.68,1.27,,,23.44,29.46,2.12,2.19,26.49,1.37,13.03,72.53,18.1,23.78,,16.15,,3.17,45.98,,,10,33913792728.0,Medical Specialties,Health Technology
AA,11.52,46.45,1.4,10.2,,,,,75.95,5.9,42.61,1.23,21.35,47.06,1.2,0.44,0.55,32.47,1.55,79.98,58.53,26.31,10.94,0.65,,,1.23,,40.58,,27.25,9.29,0.84,0.88,,0.27,,,1.23,51.79,,,2.82,39.31,8.14,,,,,,1.5,,,,0.54,,,,,,,,,,17.47,,,1.43,1.57,0.92,,,,,,,,,,,,3,5148271475.0,Aluminum,Non-Energy Minerals
AAL,,52.86,,10.4,,,,,597.78,27,64.23,,,57.72,0.65,0.34,0.21,10.39,0.6,20.92,21.96,14.01,19.76,,,,,18.88,18.88,,19.06,8.67,0.7,0.71,5.3,,,,,10.23,,,4.06,16.62,20.23,1.4,,,,5.34,,,10.74,,0.13,,,,,,,0.31,,,3.37,,,,,0.5,,5.17,4.89,,,12.18,,46.91,7.75,,,8,8696254174.0,Airlines,Transportation
AAON,39.36,63.5,,26.3,8.1,29.5,31.8,,20.3,29.5,67.26,0.52,4.14,66.25,19.96,,,93.7,2.99,98.09,12.85,43.47,0.35,0.14,,0.14,0.34,31.39,25.73,74.27,,,,6.39,3.19,0.73,8.59,1.35,0.34,41.37,20.53,18.09,11.33,78.5,36.27,88.05,,15.61,,20.32,10.24,42.21,42.21,1.68,6.56,,2.13,6.13,,76.48,4.94,1.29,,49.58,34.58,53.96,1.69,6.89,13.01,1.7,19.5,39.13,29.71,25.86,,21.83,,0.58,85.96,,,10,4968385340.0,Industrial Machinery,Producer Manufacturing
AAP,,24.28,3.6,,26,,,,,8.9,9.94,46.61,,18.21,1.75,0.09,0.12,46.15,1.23,263.29,213.8,27.04,11.12,1.52,,100,2.18,137.45,17.58,17.79,13.74,8.2,0.56,0.56,0.73,0.21,3.13,12.79,2.18,18.9,4.59,85.27,,147.79,39.48,0.41,,,,0.3,1.06,4615,4615,,0.25,,,,,7.79,23.31,0.22,,,5.09,16.68,,0.4,2.65,0.3,,0.91,0.64,,,0.32,,,6.16,,,10,3557510972.0,Specialty Stores,Retail Trade
AAPL,18.53,63.43,2.9,1.3,5.7,20.9,23.2,14.6,102.85,15.7,74.13,0.58,20.74,68.14,10.13,0.47,0.61,229.79,0.95,11.42,91.36,22.13,0.75,1.52,,0.15,0.42,28.14,25.81,33.38,25.96,24.08,8.29,9.05,3.55,0.2,27.06,2.99,0.43,30.73,19.85,11.13,6.01,183.36,45.96,120.35,,26.44,,31.27,52.46,34.98,34.98,2.07,9.22,,1.32,1.48,,34.14,9.03,2.14,,,31.53,36.84,2.02,2.6,52.46,0.91,29.81,269.91,59,151.08,,35.41,,3.25,50.61,,,10,2736146930271.0005,Telecommunications Equipment,Electronic Technology
AAT,15.47,68.1,,,9.7,8.1,22.2,18.4,28.45,8.5,83.07,6.02,15.25,72.85,0.73,0.99,0.07,27.07,1.84,,145.05,6.23,6.69,1.44,,1.49,4.9,23.97,12.65,23.22,,,,7.28,4.17,0.4,31.33,8.46,4.94,36.09,8.11,,2.7,27.17,62.62,1.87,,15.39,,27.37,1.38,30.42,30.42,13.23,4.62,,2.44,1.19,11.77,14.7,1.38,0.6,,,10,20.14,,1.21,1.4,1.84,2.29,628.91,4.67,5.7,,4.27,,3.73,33.42,,,10,1249105589.0,Real Estate Investment Trusts,Finance
ABBV,23.27,64.95,,,7.8,9.6,49.1,7.4,26.06,3.8,46.46,5.13,3.35,61.51,2.04,0.31,0.19,195.18,0.81,73.4,65.71,76.62,3.91,10.42,,0.57,3.14,42.09,22.27,22.64,16.24,15.61,7.24,7.32,2.38,0.05,32.33,5.16,3.17,17.93,20.09,7.41,5.2,146.27,62.76,5.48,,9.71,,24.95,50.83,65.06,18.24,1.18,6.29,,0.75,0.58,,19.46,,1.43,,,18.55,32.79,1.27,1.75,,0.71,3.83,192.43,9.41,53.28,,9.12,,2.92,42.34,,,10,268498884868.0,Pharmaceuticals: Major,Health Technology
ABCL,,39.69,,8.7,,,,,,,36.12,,,38.56,1.9,9.52,9.3,2.53,10.96,,,406.96,,0.07,,,,,,,,,8.29,4.72,,0.79,,,,,,,31.92,1.06,,,,,,,0.68,,,,22.46,,,,,,,,2.02,1.58,,,,,0.76,10.96,,,,,,,,0.72,,,,4,1545160366.0,Biotechnology,Health Technology
ABEV,,50.22,,2.2,20.8,5.4,3.2,9.8,60.73,11,29.48,10.53,,43.92,3.72,0.44,4.44,2.28,1.11,97.74,188.94,24.71,0.13,0.04,,0.79,6.63,8.8,6.58,9.42,9.42,7.18,2.26,2.11,11.36,0.66,25.65,11.44,6.63,13.18,14.54,5.17,6.56,2.66,50.83,7.5,,17.86,,24.06,2.07,12.53,12,2.45,2.48,,,,,9.82,1.68,0.46,,,7.71,10.86,1.77,0.73,4.75,0.79,10.57,68.13,19.18,16.5,,16.25,,5.92,12,,,10,43328543728.065,Beverages: Alcoholic,Consumer Non-Durables
