Ticker,12-1 Month Momentum %,14-Day RSI,3-Year Average Share Buyback Ratio,3-Year Book Growth Rate,3-Year Dividend Growth Rate,3-Year EBITDA Growth Rate,3-Year EPS without NRI Growth Rate,3-Year FCF Growth Rate,3-Year ROIIC %,3-Year Revenue Growth Rate,5-Day RSI,5-Year Yield-on-Cost %,6-1 Month Momentum %,9-Day RSI,Altman Z-Score,Cash Ratio,Cash-To-Debt,ClosePrice,Current Ratio,Days Inventory,Days Payable,Days Sales Outstanding,Debt-to-EBITDA,Debt-to-Equity,Distress,Dividend Payout Ratio,Dividend Yield %,EV-to-EBIT,EV-to-EBITDA,EV-to-FCF,EV-to-Forward-EBIT,EV-to-Forward-EBITDA,EV-to-Forward-Revenue,EV-to-Revenue,Earnings Yield (Greenblatt) %,Equity-to-Asset,FCF Margin %,FCF Yield %,Forward Dividend Yield %,Forward PE Ratio,Forward Rate of Return (Yacktman) %,Future 3-5Y EPS without NRI Growth Rate Estimate,Future 3-5Y Total Revenue Growth Rate Estimate,GFValue,Gross Margin %,Interest Coverage,N/A,Net Margin %,Not Manipulator,Operating Margin %,PB Ratio,PE Ratio,PE Ratio without NRI,PEG Ratio,PS Ratio,Piotroski F-Score,Price-to-DCF (Earnings Based),Price-to-DCF (FCF Based),Price-to-FFO,Price-to-Free-Cash-Flow,Price-to-Graham-Number,Price-to-Median-PS-Value,Price-to-Net-Cash,Price-to-Net-Current-Asset-Value,Price-to-Operating-Cash-Flow,Price-to-Owner-Earnings,Price-to-Peter-Lynch-Fair-Value,Price-to-Projected-FCF,Price-to-Tangible-Book,Quick Ratio,ROA %,ROC (Joel Greenblatt) %,ROCE %,ROE %,ROIC,ROIC %,Safe,Shareholder Yield %,Shiller PE Ratio,WACC,WACC vs ROIC,Years of Profitability over Past 10-Year,Market Capitalization,Industry,Sector
A,44.07,32.14,1.5,7.9,7.7,13.5,33.2,24.7,58.71,10.5,25.2,1.09,6.07,27.1,5.83,0.74,0.61,131.23,1.78,125.99,57.06,66.46,1.56,0.5,,0.18,0.72,23.95,20.76,27.49,23.37,20.43,5.7,5.99,4.18,0.54,21.81,3.76,0.72,23.23,15.85,4.82,2.34,133.88,54.39,17.3,,21.75,,22.9,6.39,27.23,25.19,2.1,5.92,,0.81,1.69,,27.09,5.23,1.17,,,21.53,27.08,1.95,2.02,24.39,1.37,13.03,74.15,18.1,23.78,,16.15,,3.41,42.33,,,10,33913792728.0,Medical Specialties,Health Technology
AA,67.04,57.34,1.4,10.2,,,,,75.95,5.9,43.36,0.96,4.3,53.54,1.42,0.38,0.45,40.96,1.41,78.33,59.38,26.65,4.45,0.56,,,0.96,947.53,18.69,,6.72,4.89,1.07,1.12,0.11,0.36,,,0.96,12.84,,,4.05,34.57,11.35,1.6,,,,2.02,2.02,,,,0.72,,,,,,,,,,20.1,,,1.6,2.02,0.8,,0.18,0.12,,,6.28,,,,,,3,5148271475.0,Aluminum,Non-Energy Minerals
AAL,5.86,77.06,,10.4,,,,,597.78,27,87.62,,,81.8,0.67,0.33,0.22,13.82,0.57,21.4,22.29,13.62,16.51,,,,,16.7,16.7,,6.17,4.53,0.7,0.74,5.99,,,,,7.04,,,4.01,16.18,20.34,1.4,,0.51,,5.17,,41.88,12.71,,0.17,,,,,,,0.43,,,3.99,,,,,0.47,0.43,6.13,5.96,,,2.95,,30.94,12.02,,,8,8696254174.0,Airlines,Transportation
AAON,99.27,71.26,,26.3,8.1,29.5,31.8,,20.3,29.5,74.79,0.39,14.11,72.34,25.09,,,119.25,2.99,98.09,12.85,43.47,0.35,0.14,,0.14,0.26,40.84,33.48,96.83,,,,8.32,2.45,0.73,8.59,1.06,0.26,43.08,20.4,16.34,10.7,79.03,36.27,88.05,,15.61,,20.32,13.03,53.7,53.7,2.14,8.37,,2.92,8.43,,97.31,6.29,1.65,,63.1,44.02,68.65,2.15,8.77,16.56,1.7,19.5,39.13,29.71,25.86,,21.83,,0.46,109.37,,,10,4968385340.0,Industrial Machinery,Producer Manufacturing
AAPL,35.41,57.33,2.9,1.3,5.7,20.9,23.2,14.6,102.85,15.7,59.96,0.58,31.29,58.11,10.37,0.47,0.61,233.78,0.95,11.42,91.36,22.13,0.75,1.52,,0.15,0.42,28.95,26.55,34.39,26.79,24.58,8.42,9.31,3.45,0.2,27.06,2.94,0.43,31.3,19.78,11.11,6.06,186.04,45.96,120.35,,26.44,,31.27,53.35,35.57,35.57,2.1,9.43,,1.47,1.65,,34.74,9.19,2.18,,,32.08,37.43,2.05,2.64,53.37,0.91,29.81,269.91,59,151.08,,35.41,,3.15,51.47,,,10,2736146930271.0005,Telecommunications Equipment,Electronic Technology
AAT,50.03,53.58,,,9.7,8.1,22.2,18.4,28.45,8.5,42.51,6.01,22.33,50.81,0.74,0.99,0.07,27.34,1.84,,145.05,6.23,6.69,1.44,,1.49,4.89,24.19,12.76,23.44,,,,7.34,4.13,0.4,31.33,8.38,4.91,38.51,8.04,,2.87,27.09,62.62,1.87,,15.39,,27.37,1.4,30.72,30.72,13.36,4.65,,2.66,1.3,11.97,14.99,1.39,0.6,,,10.26,20.47,,1.22,1.42,1.84,2.29,628.91,4.67,5.7,,4.27,,3.72,33.75,,,10,1249105589.0,Real Estate Investment Trusts,Finance
ABBV,40.21,45,,,7.8,9.6,1.7,7.4,21.19,3.8,50.02,5.34,20.6,45.33,1.99,0.31,0.19,189.45,0.81,73.4,65.71,76.62,3.91,10.42,,0.57,3.27,41.01,21.7,22.08,14.42,14.04,6.71,7.14,2.44,0.05,32.33,5.31,3.27,15.7,20.27,7.09,4.96,146.99,62.76,4.9,,9.71,,22.31,49.34,63.15,17.71,1.14,6.11,,0.64,0.62,,18.92,,1.39,,,18.04,31.89,1.23,1.7,,0.71,3.83,192.43,9.41,53.28,,8.16,,3.02,41.1,,,10,268498884868.0,Pharmaceuticals: Major,Health Technology
ABCL,,57.38,,8.7,,,,,,,58.98,,,59.02,2.1,9.52,9.3,2.83,10.96,,,406.96,,0.07,,,,,,,,,8.29,7.66,,0.79,,,,,,,32.02,1.06,,,,,,,0.75,,,,24.78,,,,,,,,2.26,1.77,,,,,0.85,10.96,,,,,,,,0.64,,,,4,1545160366.0,Biotechnology,Health Technology
ABEV,,44.26,,2.2,20.8,5.4,3.2,9.8,60.73,11,48.73,10.5,1.69,43.42,3.71,0.44,4.44,2.28,1.11,97.74,188.94,24.71,0.13,0.04,,0.79,6.61,8.76,6.55,9.38,8.75,6.71,2.13,2.1,11.42,0.66,25.65,11.43,6.61,12.46,14.58,4.9,6.71,2.64,50.83,7.5,,17.86,,24.06,2.13,12.53,12,2.45,2.52,,,,,10.04,1.71,0.47,,,7.84,11.18,1.81,0.75,4.85,0.79,10.57,68.13,19.18,16.5,,16.25,,6.05,12.67,,,10,43328543728.065,Beverages: Alcoholic,Consumer Non-Durables
ABG,30.98,52.85,,50.3,,28.2,37.8,,8.08,24,61.47,,11.85,55.38,2.67,0.03,0.02,231.42,1.25,45.36,16.38,4.15,6.36,1.58,,,,12.81,11.71,,10.79,9.88,0.54,0.61,7.81,0.32,,,,8.05,30.6,,6.45,261.77,17.75,4.56,,2.51,,6.31,1.39,11.87,8,0.25,0.28,,0.26,,,,,1.02,,,42.46,,0.32,0.53,,0.45,4.25,19.44,10.28,12.31,,8.62,,,12.65,,,10,4632090814.999999,Specialty Stores,Retail Trade
