Ticker,12-1 Month Momentum %,14-Day RSI,3-1 Month Momentum %,3-Year Average Share Buyback Ratio,3-Year Book Growth Rate,3-Year Dividend Growth Rate,3-Year EBITDA Growth Rate,3-Year EPS without NRI Growth Rate,3-Year FCF Growth Rate,3-Year ROIIC %,3-Year Revenue Growth Rate,5-Day RSI,5-Year Yield-on-Cost %,6-1 Month Momentum %,9-Day RSI,Altman Z-Score,Cash Ratio,Cash-To-Debt,ClosePrice,Current Ratio,Days Inventory,Days Payable,Days Sales Outstanding,Debt-to-EBITDA,Debt-to-Equity,Distress,Dividend Payout Ratio,Dividend Yield %,EV-to-EBIT,EV-to-EBITDA,EV-to-FCF,EV-to-Forward-EBIT,EV-to-Forward-EBITDA,EV-to-Forward-Revenue,EV-to-Revenue,Earnings Yield (Greenblatt) %,Equity-to-Asset,FCF Margin %,FCF Yield %,Forward Dividend Yield %,Forward PE Ratio,Forward Rate of Return (Yacktman) %,Future 3-5Y EPS without NRI Growth Rate Estimate,Future 3-5Y Total Revenue Growth Rate Estimate,GFValue,Gross Margin %,Interest Coverage,N/A,Net Margin %,Not Manipulator,Operating Margin %,PB Ratio,PE Ratio,PE Ratio without NRI,PEG Ratio,PS Ratio,Piotroski F-Score,Price-to-DCF (Earnings Based),Price-to-DCF (FCF Based),Price-to-FFO,Price-to-Free-Cash-Flow,Price-to-GF-Value,Price-to-Graham-Number,Price-to-Median-PS-Value,Price-to-Net-Cash,Price-to-Net-Current-Asset-Value,Price-to-Operating-Cash-Flow,Price-to-Owner-Earnings,Price-to-Peter-Lynch-Fair-Value,Price-to-Projected-FCF,Price-to-Tangible-Book,Quick Ratio,ROA %,ROC (Joel Greenblatt) %,ROCE %,ROE %,ROIC,ROIC %,Safe,Shareholder Yield %,Shiller PE Ratio,WACC,WACC vs ROIC,Years of Profitability over Past 10-Year,Market Capitalization,Industry,Sector
A,7.45,60.12,,1.9,5,6.8,3.9,10.3,3.7,5.12,2.8,63.77,0.97,2.74,63.44,5.34,0.7,0.39,141.93,2.09,123.03,58.99,71.61,1.81,0.58,,0.18,0.66,26.07,22.49,30.7,24.82,22.08,6.28,6.48,3.84,0.5,21.09,3.34,0.69,25.49,15.16,8.66,5.96,135.02,54.3,15.5,,19.8,,22.86,6.96,32.58,27.22,2.39,6.43,,0.86,1.49,,30.51,1.05,7.43,1.26,,,23.97,30.99,2.17,2.12,46.91,1.58,11.63,68.51,17.6,21.45,,14.54,,3.41,44.58,,,10,33913792728.0,Medical Specialties,Health Technology
AA,78.98,39.27,58.96,1.4,10.2,,,,,75.95,5.9,15.79,0.94,8.79,30.14,1.45,0.38,0.45,41.09,1.41,78.33,59.38,26.65,4.45,0.56,,,0.95,969.04,19.12,,6.8,4.95,1.08,1.14,0.1,0.36,,,0.95,12.13,,,4.18,32.2,11.35,1.6,,,,2.02,2.11,,,,0.74,,,,,,1.27,,,,,20.77,,,1.61,2.18,0.8,,0.18,0.12,,,6.28,,,,,,3,5148271475.0,Aluminum,Non-Energy Minerals
AAON,111.57,48.86,56.63,,26.3,8.1,29.5,31.8,,20.3,29.5,29.82,0.35,90.91,41.4,31.92,,,129.17,3.06,92.39,12.1,42.3,0.24,0.09,,0.14,0.25,46.01,37.11,108.96,,,,9.28,2.17,0.77,8.52,0.98,0.25,43.86,20.38,17.97,15.07,80.01,35.65,94.37,,15.78,,20.14,13.16,56.85,56.85,2.26,8.93,,3.09,9.08,,104.76,1.61,6.45,1.74,,54.05,44.33,67.53,2.28,8.76,16.44,1.79,19.56,38.79,29.01,25.52,,21.87,,0.46,113.21,,,10,4968385340.0,Industrial Machinery,Producer Manufacturing
AAP,,66.33,,3.6,,26,,,,,8.9,76.08,43.83,,70.57,1.91,0.08,0.12,47.06,1.34,232.75,194.44,24.05,7.27,1.47,,1.28,2.11,29.16,11.51,27.59,31.24,14.12,0.73,0.49,3.43,0.21,1.77,7.71,2.11,27,3.67,,,102.32,40.02,2.38,,0.36,,1.55,1.09,64.99,60.82,,0.22,,,,,13.01,0.46,2.18,0.2,,,6.84,92.31,,0.44,1.78,0.62,0.36,4.12,2.95,1.7,,1.76,,4.14,6.53,,,10,3557510972.0,Specialty Stores,Retail Trade
AAPL,15.97,77.92,3.11,2.7,,4.9,6.2,6.4,8.6,,5.4,95.53,0.54,17.52,87.03,9.19,0.37,0.61,247.77,0.87,11.29,98.23,24.41,0.79,1.87,,0.15,0.4,30.13,27.57,34.12,28.5,26.25,9.05,9.49,3.32,0.16,27.83,2.92,0.41,33.51,18.11,11.49,6.89,188.31,46.21,,,23.97,,31.51,65.45,40.58,36.56,2.3,9.73,,1.55,1.71,,35,1.32,10.36,2.15,,,32.21,37.46,2.34,2.74,65.45,0.83,26.93,278.63,59.87,140.28,,32.51,,3.14,53.52,,,10,2736146930271.0005,Telecommunications Equipment,Electronic Technology
AAT,29.89,49.44,7.21,,,9.7,8.1,22.2,18.4,28.45,8.5,38.99,5.85,30.32,45.76,0.8,4.87,0.25,27.81,5.78,,148.94,6.31,7.97,1.8,,1.38,4.79,23.02,12.29,24.26,,,,7.2,4.34,0.35,29.66,7.86,4.79,56.57,8.88,,2.18,27.79,63.33,1.92,,16.36,,28.14,1.45,29.19,29.19,12.69,4.74,,2.49,1.36,11.83,15.98,1,1.36,0.61,,,10.54,19.43,,1.23,1.47,5.78,2.43,683.81,4.81,6.24,,4.5,,,34.32,,,10,1249105589.0,Real Estate Investment Trusts,Finance
ABBV,33.64,41.31,0.08,,,7.8,9.6,1.7,7.4,21.19,3.8,33.9,5.75,17.04,40.51,1.81,0.17,0.1,175.67,0.65,84.15,73.91,75.86,3.9,11.78,,0.57,3.51,38.02,20.58,24.01,13.72,13.23,6.36,6.76,2.63,0.04,28.13,4.99,3.72,14.5,16.51,7.68,5.5,150.33,67.21,5.43,,9.22,,26.13,51.94,61.57,16.49,1.06,5.66,,0.59,0.66,,20.13,1.17,,1.28,,,19.04,35.5,1.62,1.58,,0.54,3.63,196.81,9.75,59.19,,8.83,,1.71,37.95,,,10,268498884868.0,Pharmaceuticals: Major,Health Technology
ABEV,,58.38,,,2.2,20.8,5.4,3.2,9.8,60.73,11,65.08,10.42,0.93,61.82,3.97,0.59,6.19,2.32,1.2,93.05,189.94,25.24,0.13,0.03,,0.85,6.56,8.74,6.56,9.99,9.44,7.24,2.3,2.11,11.44,0.67,25.25,11.07,6.56,12.43,15.08,3.83,6.6,2.74,50.98,7.91,,16.92,,23.87,2.3,13.37,13.07,2.67,2.75,,,,,10.94,0.85,1.9,0.52,,,8.65,11.69,1.93,0.81,5,0.9,10.03,70.19,19.21,15.52,,15.33,,5.47,13.53,,,10,43328543728.065,Beverages: Alcoholic,Consumer Non-Durables
ABG,21.02,51.98,20.28,,50.3,,28.2,37.8,,8.08,24,31.95,,12.52,46.08,2.79,0.03,0.01,256.74,1.2,48.06,16.14,4.32,6.36,1.52,,,,13.86,12.6,38.81,11.78,10.73,0.57,0.61,7.22,0.33,1.58,5.17,,9.4,30.27,,6.16,264.07,17.41,3.89,,2.16,,5.9,1.5,14.56,9.56,0.3,0.32,,0.31,1.69,,19.5,0.97,,1.09,,,10.28,87.15,0.38,0.53,,0.41,3.64,17.42,9.79,10.8,,7.97,,,13.65,,,10,4632090814.999999,Specialty Stores,Retail Trade
ABM,32.2,54.47,15.65,2,8.4,5.9,40.8,24.6,,23.18,11.1,49.6,1.96,15.25,52.72,2.99,0.07,0.06,56.88,1.38,,,56.6,3.53,0.8,,0.26,1.58,16.33,12.03,18.25,12.31,9.93,0.59,0.6,6.12,0.36,3.3,7.65,1.87,15.52,25.85,,1.62,51.54,,3.58,,1.89,,3.62,1.94,23.48,16.38,1.02,0.44,,0.88,1.16,,13.33,1.1,,1.11,,,10.85,16.46,0.82,0.98,,1.38,3.14,55.18,8.09,8.51,,4.97,,3.14,29.45,,,10,2657328642.9999995,Miscellaneous Commercial Services,Commercial Services
