Ticker,12-1 Month Momentum %,14-Day RSI,3-1 Month Momentum %,3-Year Average Share Buyback Ratio,3-Year Book Growth Rate,3-Year Dividend Growth Rate,3-Year EBITDA Growth Rate,3-Year EPS without NRI Growth Rate,3-Year FCF Growth Rate,3-Year ROIIC %,3-Year Revenue Growth Rate,5-Day RSI,5-Year Yield-on-Cost %,6-1 Month Momentum %,9-Day RSI,Altman Z-Score,Beneish M-Score,Cash Ratio,Cash-To-Debt,ClosePrice,Current Ratio,Days Inventory,Days Payable,Days Sales Outstanding,Debt-to-EBITDA,Debt-to-Equity,Distress,Dividend Payout Ratio,Dividend Yield %,EV-to-EBIT,EV-to-EBITDA,EV-to-FCF,EV-to-Forward-EBIT,EV-to-Forward-EBITDA,EV-to-Forward-Revenue,EV-to-Revenue,Earnings Yield (Greenblatt) %,Equity-to-Asset,FCF Margin %,FCF Yield %,Forward Dividend Yield %,Forward PE Ratio,Forward Rate of Return (Yacktman) %,Future 3-5Y EPS without NRI Growth Rate Estimate,Future 3-5Y Total Revenue Growth Rate Estimate,GFValue,Gross Margin %,Interest Coverage,Manipulator,N/A,Net Margin %,Not Manipulator,Operating Margin %,PB Ratio,PE Ratio,PE Ratio without NRI,PEG Ratio,PS Ratio,Piotroski F-Score,Price-to-DCF (Earnings Based),Price-to-DCF (FCF Based),Price-to-FFO,Price-to-Free-Cash-Flow,Price-to-GF-Value,Price-to-Graham-Number,Price-to-Median-PS-Value,Price-to-Net-Cash,Price-to-Net-Current-Asset-Value,Price-to-Operating-Cash-Flow,Price-to-Owner-Earnings,Price-to-Peter-Lynch-Fair-Value,Price-to-Projected-FCF,Price-to-Tangible-Book,Quick Ratio,ROA %,ROC (Joel Greenblatt) %,ROCE %,ROE %,ROIC,ROIC %,Safe,Shareholder Yield %,Shiller PE Ratio,WACC,WACC vs ROIC,Years of Profitability over Past 10-Year,Market Capitalization,Industry,Sector
A,2.85,57.45,,1.9,5,6.8,3.9,10.3,3.7,5.12,2.8,77.19,0.98,,64.24,5.27,,0.7,0.39,137.97,2.09,123.03,58.99,71.61,1.81,0.58,,0.18,0.68,25.61,22.1,30.16,23.83,21.2,6.03,6.36,3.9,0.5,21.09,3.49,0.72,24.37,15.22,8.71,5.68,134.74,54.3,15.5,,,19.8,,22.86,6.67,31.21,26.08,2.29,6.17,,0.83,1.45,,29.24,1.02,7.22,1.22,,,22.93,29.72,2.11,2.06,44.94,1.58,11.63,68.51,17.6,21.45,,14.54,,3.47,42.75,,,10,33913792728.0,Medical Specialties,Health Technology
AA,54.92,60.95,26.15,1.4,10.2,,,,,75.95,5.9,58.4,0.86,,60.58,1.51,,0.38,0.45,46.43,1.41,78.33,59.38,26.65,4.45,0.56,,,0.86,1047.34,20.66,,7.42,5.4,1.18,1.24,0.1,0.36,,,0.86,14.62,,,4.06,32.97,11.35,1.6,,,,,2.02,2.28,,,,0.81,,,,,,1.41,,,,,22.51,,,1.82,2.37,0.8,,0.18,0.12,,,6.28,,,,,,3,5148271475.0,Aluminum,Non-Energy Minerals
AAL,13,61.13,33.01,,10.4,,,,,597.78,27,53.25,,18.93,58.81,0.68,,0.33,0.22,14.52,0.57,21.4,22.29,13.62,16.51,,,,,16.96,16.96,,8.43,5.68,0.71,0.75,5.9,,,,,7.13,,,4.01,16.19,20.34,1.4,,,0.51,,5.17,,44,13.36,,0.19,,,,,,0.9,,0.47,,,4.23,,,,,0.47,0.43,6.13,5.96,,,2.95,,28.98,12.64,,,8,8696254174.0,Airlines,Transportation
AAON,92.15,63.81,27.23,,26.3,8.1,29.5,31.8,,20.3,29.5,55.08,0.35,59.22,61.37,31.73,,,,136.34,3.06,92.39,12.1,42.3,0.24,0.09,,0.14,0.23,45.7,36.87,108.24,,,,9.22,2.19,0.77,8.52,0.93,0.23,46.33,20.38,17.97,15.07,79.87,35.65,94.37,,,15.78,,20.14,13.9,60.06,60.06,2.39,9.42,,3.26,9.59,,110.67,1.71,6.81,1.84,,57.05,46.84,71.34,2.4,9.24,17.37,1.79,19.56,38.79,29.01,25.52,,21.87,,0.48,119.34,,,10,4968385340.0,Industrial Machinery,Producer Manufacturing
AAP,,52.93,,3.6,,26,,,,,8.9,43.95,51.74,,51.73,1.89,,0.08,0.12,41.35,1.34,232.75,194.44,24.05,7.27,1.47,,1.28,2.42,28.12,11.1,26.6,29.4,13.29,0.69,0.47,3.56,0.21,1.77,8.85,2.42,24.98,4.75,,,105.82,40.02,2.38,,,0.36,,1.55,0.95,56.64,53.01,,0.2,,,,,11.3,0.39,1.91,0.18,,,5.93,80.45,,0.39,1.56,0.62,0.36,4.12,2.95,1.7,,1.76,,4.49,5.69,,,10,3557510972.0,Specialty Stores,Retail Trade
AAPL,23.39,66.67,1.69,2.7,,4.9,6.2,6.4,8.6,,5.4,88.24,0.55,22.8,75.18,9.03,,0.37,0.61,237.33,0.87,11.29,98.23,24.41,0.79,1.87,,0.15,0.42,29.45,26.95,33.35,27.42,25.26,8.7,9.28,3.4,0.16,27.83,3.03,0.42,32.04,18.17,11.49,6.89,187.95,46.21,,,,23.97,,31.51,63,39.03,35.16,2.21,9.36,,1.48,1.64,,33.64,1.26,9.92,2.06,,,30.95,36.04,2.24,2.62,62.95,0.83,26.93,278.63,59.87,140.28,,32.51,,3.21,51.53,,,10,2736146930271.0005,Telecommunications Equipment,Electronic Technology
AAT,38.08,60.9,1,,,9.7,8.1,22.2,18.4,28.45,8.5,65.82,5.76,30.75,63.55,0.8,,4.87,0.25,28.44,5.78,,148.94,6.31,7.97,1.8,,1.38,4.69,23.32,12.45,24.57,,,,7.29,4.29,0.35,29.66,7.82,4.71,57.46,8.86,,2.18,27.61,63.33,1.92,,,16.36,,28.14,1.46,29.32,29.32,12.75,4.76,,2.54,1.39,11.88,16.05,1.03,1.39,0.62,,,10.59,19.52,,1.25,1.48,5.78,2.43,683.81,4.81,6.24,,4.5,,,34.48,,,10,1249105589.0,Real Estate Investment Trusts,Finance
ABCL,,58.84,11.86,,8.7,,,,,,,68.9,,,62.02,1.96,,8.08,9.01,3.01,9.34,,,376.42,,0.07,,,,,,,,,8.29,9.63,,0.77,,,,,,,,1.02,,,,,,,,0.82,,,,26.64,,,,,,2.95,,,2.71,2.08,,,,,0.91,9.34,,,,,,,,1,,,,4,1545160366.0,Biotechnology,Health Technology
ABEV,,35.75,,,2.2,20.8,5.4,3.2,9.8,60.73,11,25.71,11.31,3.64,32.26,3.68,,0.59,6.19,2.12,1.2,93.05,189.94,25.24,0.13,0.03,,0.85,7.12,9.23,6.92,8.85,8.37,6.42,2.04,2.22,10.83,0.67,25.25,10.3,7.12,11.28,15.88,3.83,6.46,2.76,50.98,7.91,,,16.92,,23.87,2.04,14.38,14.08,2.87,2.44,,,,,9.76,0.77,1.67,0.46,,,7.71,10.43,1.71,0.71,4.51,0.9,10.03,70.19,19.21,15.52,,15.33,,6.26,12.35,,,10,43328543728.065,Beverages: Alcoholic,Consumer Non-Durables
ABM,31.01,60.38,,2,8.4,5.9,40.8,24.6,,23.18,11.1,65.99,1.92,16,61.93,2.99,,0.07,0.06,57.17,1.38,,,56.6,3.53,0.8,,0.26,1.57,16.28,11.99,18.19,12.36,9.98,0.59,0.6,6.14,0.36,3.3,7.6,1.57,15.58,25.88,,1.62,51.52,,3.58,,,1.89,,3.62,1.96,23.62,16.48,1.02,0.44,,0.89,1.17,,13.45,1.11,,1.12,,,10.93,16.53,0.83,0.99,,1.38,3.14,55.18,8.09,8.51,,4.97,,3.16,29.7,,,10,2657328642.9999995,Miscellaneous Commercial Services,Commercial Services
ABNB,8.93,50.99,18.16,,38.3,,,,,322.31,8,46.07,,,49.64,4.77,,0.99,4.98,136.11,1.62,,33.1,6.78,0.96,0.27,,,,33.74,32.89,18.81,21.6,21.25,6.18,7.14,2.96,0.38,37.96,4.76,,30.63,,,10.67,166.35,83.07,22.92,,,16.96,,15.01,10.21,48.52,48.52,,8.27,,,,,21.83,0.82,4.85,,,18.42,21.83,36.6,,,11.07,1.62,7.98,839.68,21.23,22.05,,19.8,,3.99,,,,2,92399740712.0,Other Consumer Services,Consumer Services
ABT,9.43,58.99,0.57,0.7,6.3,12.3,6.8,6.7,,,5.8,68.39,3.45,12.58,62.41,5.36,,0.52,0.52,118.77,1.6,134.18,82.06,59.46,1.42,0.38,,0.48,1.85,28.97,20.14,32.87,22.75,17.96,4.73,5.17,3.45,0.54,15.74,3.15,1.85,23.02,11.23,8.9,6.48,108.44,55.55,11.5,,,13.99,,16.24,5.18,36.1,26.28,2.29,5.04,,1.42,1.66,,32,1.1,5.23,1.17,,,23.79,41.81,3.26,1.98,23.43,1.14,7.9,65.41,12.45,14.86,,10.65,,3.31,42.44,,,10,176555322492.0,Medical Specialties,Health Technology
ACA,28.06,63.81,4.22,,6.9,,13.2,4.1,,3.27,5.9,58.19,0.18,9.02,62.52,2.93,,1.75,0.61,108.64,3.61,70.83,47.61,57.32,3.31,0.51,,0.06,0.18,29.07,15.45,47.8,,,1.95,2.32,3.44,0.56,4.86,2.28,0.18,24.54,17.98,26.64,11.51,76.87,19.84,4.58,,,5.17,,7.87,2.18,41.31,33.63,1.66,2.13,,,,,43.88,1.41,2.66,,,,16.78,25.72,2.15,1.47,4.74,2.77,3.4,11.35,5.93,5.41,,5.14,,,,,,9,3644941042.999999,Trucks/Construction/Farm Machinery,Producer Manufacturing
ACAD,,51.98,,,,,38.8,40.9,46.1,223.57,16.4,45.1,,0.82,49.54,2.67,,1.64,11.45,16.32,2.29,235.21,82.57,38.31,0.4,0.09,,,,19.6,17.66,10.85,13.44,16.58,2.15,2.37,5.1,0.59,21.82,7.47,,21.33,,,15.88,33.8,91.61,,,,13.83,,12.08,4.7,20.92,20.92,0.94,2.91,,,,,13.32,0.48,2.31,,16.32,6.97,13.32,20.37,,,5.75,2.11,15.57,203.67,21.17,27.32,,51.02,,,,,,,4047377469.0,Pharmaceuticals: Major,Health Technology
ACHC,,38.15,,,12.2,,,16.9,,,10.9,58.49,,,46.41,1.75,,0.13,0.04,40.63,1.07,18.46,542.09,44.04,3.16,0.66,,,,11.75,9.06,,9.16,7.24,1.65,1.85,8.51,0.52,,,,11.3,0.8,10.74,8.88,85.03,96.45,5.11,,,8.99,,17.48,1.23,13.32,11.59,,1.21,,,,,,0.48,1.66,0.56,,,29.24,,,1.22,5.37,1.06,5.05,19.42,10.06,9.78,,8.25,,,119.5,,,7,6460318360.000001,Medical/Nursing Services,Health Services
ACHR,,88.42,,,100.9,,,,,,,93.47,,11.63,90.88,,,5.79,,,6.03,,,,,,,,,,,,,,72.73,,,,,,,,,17.54,,,,,,,,,,8.69,,,,,,,,,,,,,12.76,11.96,,,,,8.7,6.03,,,,,,,,,,,,,1649497955.0,Aerospace & Defense,Electronic Technology
ACIW,83.76,59.35,0.44,2.6,5.9,,7,21.8,,142.28,6.8,54.8,,43.53,58.33,3.78,,0.26,0.17,56.82,1.56,,21.51,50.45,2.07,0.77,,,,18.4,13.74,24.39,,15.09,3.94,4.21,5.43,0.43,17.25,4.68,,28.72,13.09,31.06,7.94,34.11,52.2,4.73,,,14.04,,22.14,4.48,26.8,24.49,2.04,3.77,,1.24,1.88,,21.88,1.67,,1.45,,,19.2,24.49,2.36,1.68,,1.56,6.9,262.89,15.7,17.86,,8.99,,3.2,57.97,,,10,2556336665.0,Packaged Software,Technology Services
ACLS,,35.5,,0.9,22.7,,62.7,72,31,57.41,34.8,45.2,,,38.31,6.68,,2.3,13.15,74.24,4.45,183.28,30.95,67.21,0.16,0.05,,,,7.1,6.72,10.67,,7.06,1.68,1.75,14.08,0.73,16.36,7.29,,15.06,25.13,,,113.89,44.28,44.08,,,20.65,,21.88,2.47,10.98,10.98,0.22,2.27,,,,,13.87,0.65,1.1,1,11.13,3.18,12.6,13.61,0.44,1.02,2.47,3.29,17.31,67.54,25.93,24.8,,28.79,,2.56,23.54,,,9,5489377800.999999,Industrial Machinery,Producer Manufacturing
ACLX,72.12,46.9,29.3,,,,2.6,0.1,,,,37.68,,72.94,43.01,10.06,,4.19,8.79,88.07,4.29,,,71.34,,0.14,,,,,,1187.12,,,45.72,27.3,,0.63,2.3,0.08,,,,,12.84,0.0,,,,,,,,9.84,,,,29.06,,,,,599.12,,,,16.28,15.56,183.48,,,,9.84,4.29,,,,,,,,0.28,,,,,1598748014.0,Biotechnology,Health Technology
ACM,23.53,68.51,8.97,2.5,,,13,17,11,,9.8,80.93,0.75,26.87,72.28,2.47,,0.25,0.52,116.97,1.13,,56.38,59.69,2.8,1.39,,0.19,0.75,18.75,15.65,23.93,15.48,13.8,2.2,1.05,5.33,0.18,4.4,4.57,0.89,22.89,9.88,11.6,,101.52,6.73,4.98,,,2.5,,5.74,7.1,39.52,25.88,2.67,0.99,,,,,22.51,1.15,,2.07,,,19.26,48.14,4.26,2.08,,1.13,3.46,112.49,16.41,18.05,,11.41,,3.14,170.91,,,7,11643339642.999998,Engineering & Construction,Industrial Services
ACN,8.91,54.27,6.71,0.4,13.6,13.6,5.4,10.7,1.4,10.85,9.3,60.81,2.61,23.58,56.12,7.43,,0.26,1.22,362.37,1.1,,20.51,69.84,0.37,0.15,,0.43,1.48,23.11,20.16,26.18,21.18,17.25,3.29,3.48,4.33,0.51,13.27,3.8,1.63,28.19,13.17,8.98,7.11,331.1,32.61,162.73,,,11.19,,14.79,8.01,31.7,30.3,3.26,3.55,,1.46,1.16,,26.73,1.09,8.46,1.26,,,25.22,38.5,3.18,1.76,53.13,1.1,13.75,236.59,27.79,26.8,,19.63,,2.61,39.26,,,10,207617355910.0,Information Technology Services,Technology Services
