Ticker,12-1 Month Momentum %,14-Day RSI,3-1 Month Momentum %,3-Year Average Share Buyback Ratio,3-Year Book Growth Rate,3-Year Dividend Growth Rate,3-Year EBITDA Growth Rate,3-Year EPS without NRI Growth Rate,3-Year FCF Growth Rate,3-Year ROIIC %,3-Year Revenue Growth Rate,5-Day RSI,5-Year Yield-on-Cost %,6-1 Month Momentum %,9-Day RSI,Altman Z-Score,Beneish M-Score,Cash Ratio,Cash-To-Debt,ClosePrice,Current Ratio,Days Inventory,Days Payable,Days Sales Outstanding,Debt-to-EBITDA,Debt-to-Equity,Distress,Dividend Payout Ratio,Dividend Yield %,EV-to-EBIT,EV-to-EBITDA,EV-to-FCF,EV-to-Forward-EBIT,EV-to-Forward-EBITDA,EV-to-Forward-Revenue,EV-to-Revenue,Earnings Yield (Greenblatt) %,Equity-to-Asset,FCF Margin %,FCF Yield %,Forward Dividend Yield %,Forward PE Ratio,Forward Rate of Return (Yacktman) %,Future 3-5Y EPS without NRI Growth Rate Estimate,Future 3-5Y Total Revenue Growth Rate Estimate,GFValue,Gross Margin %,Interest Coverage,Manipulator,N/A,Net Margin %,Not Manipulator,Operating Margin %,PB Ratio,PE Ratio,PE Ratio without NRI,PEG Ratio,PS Ratio,Piotroski F-Score,Price-to-DCF (Earnings Based),Price-to-DCF (FCF Based),Price-to-FFO,Price-to-Free-Cash-Flow,Price-to-GF-Value,Price-to-Graham-Number,Price-to-Median-PS-Value,Price-to-Net-Cash,Price-to-Net-Current-Asset-Value,Price-to-Operating-Cash-Flow,Price-to-Owner-Earnings,Price-to-Peter-Lynch-Fair-Value,Price-to-Projected-FCF,Price-to-Tangible-Book,Quick Ratio,ROA %,ROC (Joel Greenblatt) %,ROCE %,ROE %,ROIC,ROIC %,Safe,Shareholder Yield %,Shiller PE Ratio,WACC,WACC vs ROIC,Years of Profitability over Past 10-Year,Market Capitalization,Industry,Sector
ACVA,14.67,66.99,,,,,,,,,30.6,67.55,,,68.57,3.88,,0.68,2.5,22.62,1.51,,452.01,118.12,,0.25,,,,,,425.05,,,4.59,6.07,,0.44,1.43,0.22,,592.46,,,29.19,18.63,51.48,,,,,,,8.28,,,,6.22,,,,,461.63,1.21,,,,61.14,89.06,,,,33.26,1.51,,,,,,,,,,,,,2506975976.0,Internet Retail,Retail Trade
ADBE,,54.82,,1.7,9.4,,17.7,16.7,11.4,,16.8,56.2,,1.63,56.23,12.16,,0.78,1.24,515.93,1.11,,49.25,33.27,0.78,0.42,,,,32.73,29.1,34.45,20.49,19.14,9.48,10.77,3.06,0.49,31.27,2.88,,25.09,19.24,13.4,10.79,584.21,88.66,51.2,,,25.59,,35.93,15.78,43.58,28.86,1.35,11.17,,0.92,1.14,,35.67,0.88,18.37,0.87,,,34.7,50.78,1.74,2.29,263.23,1.11,18.17,291.22,33.73,34.74,,22.82,,2.99,64.76,,,10,241068062221.0,Packaged Software,Technology Services
ADC,26.57,55.49,1.4,,5.9,6.7,5.7,1.7,14.6,3.33,5.9,50.54,5.34,25.48,54.76,1.84,,0.08,0.01,76.8,0.74,,573.52,54.1,5.08,0.51,,1.67,3.9,37.67,21.22,25.48,32.58,19.63,17.03,18.61,2.65,0.65,73.03,5.26,3.95,41.85,11.58,2.17,11.35,74.15,87.94,2.87,,,31.62,,48.86,1.55,42.43,43.07,6.95,12.89,,3.73,1.39,18.16,17.66,1.04,1.89,1.03,,,17.66,,6.51,1.09,1.86,0.74,2.41,,3.83,3.64,,3.69,,,34.4,,,10,5725111028.0,Real Estate Investment Trusts,Finance
ADEA,33.23,50.21,2.66,,,,,,,13.28,,55.97,0.3,11.35,51.21,1.9,,1.25,0.17,12.12,3.42,,,38.31,2.94,1.41,,0.19,1.65,17.73,9.75,13.57,,,4.75,5.15,5.64,0.35,37.93,9.85,1.65,8.9,14.46,,,9.32,,1.91,,,12.01,,30.96,3.5,33.67,11.33,3.65,3.98,,,,,10.49,1.3,,1.91,,,9.48,14.31,,0.62,,3.42,3.78,475.57,9.9,11.55,,10.09,,10.36,96.09,,,5,1062196184.9999998,Packaged Software,Technology Services
ADI,28.75,48.34,1.88,1.9,,10.4,9.3,16.8,1.7,,1.2,55.41,2.86,3.1,50.67,5.67,,0.79,0.31,218.05,1.84,136.23,40.16,47.5,1.82,0.22,,0.89,1.66,54.06,27,36.36,31.12,23.56,11.04,12.04,1.85,0.73,33.12,2.88,1.69,29.2,16.87,20.75,11.22,152.71,57.08,6.42,,,17.35,,21.96,3.08,66.28,53.67,4.92,11.53,,2.8,1.84,,34.83,1.43,,1.66,,,28.23,36.26,3.84,1.77,,1.35,3.37,46.57,4.62,4.63,,4.23,,1.38,50.41,,,10,90112565563.0,Semiconductors,Electronic Technology
ADM,,52.72,,2.6,9.4,7.7,25.1,24.8,,89.18,15,77.25,4.81,,61.15,3.14,,0.04,0.07,54.6,1.4,50.57,24.48,21.74,2.74,0.52,,0.39,3.66,12.17,8.85,10.4,13.99,9.73,0.43,0.42,8.22,0.42,4.05,13.5,3.66,10.9,22.98,,,78.16,7.08,3.58,,,2.07,,2.85,1.19,15.51,11.05,0.6,0.32,,,,,7.96,0.7,0.93,0.78,,,5.54,7.46,0.57,1.43,1.74,0.84,3.34,14.4,8.6,7.7,,4.13,,15.7,11.97,,,10,42539663009.00001,Agricultural Commodities/Milling,Process Industries
ADNT,,40.75,,3.5,,,,,,,4.5,39.77,,,40.11,1.75,,0.26,0.39,19.23,1.11,21.21,66.18,45.49,3.67,1.13,,,,9.54,4.71,11.16,8.01,4.37,0.22,0.21,10.48,0.23,1.89,16.97,,9.63,25.92,30.81,,37.64,6.32,2.09,,,0.12,,2.72,0.76,83.61,10.46,0.54,0.12,,,,,6.13,0.51,,,,,3.16,9.56,0.51,0.58,,0.9,0.19,23.38,5.76,0.85,,4.79,,20.19,,,,5,3590797312.0,Auto Parts: OEM,Producer Manufacturing
ADP,25.65,65.11,5.34,1.2,,13.8,15.3,15.1,13,13.01,9,68.4,3.18,19.93,65.84,3.12,,0.19,0.79,306.93,1.01,,3.27,65.98,1.56,1.75,,0.59,1.82,23.43,21.24,31.15,23.7,21.89,6.22,6.89,4.27,0.11,22.11,3.26,2.01,30.84,14.81,8.76,7.46,270.08,42.56,9.92,,,20.87,,21.92,23.4,32.76,32.55,2.69,6.84,,1.6,1.76,,30.92,1.14,10.48,1.34,,,27.09,44.5,2.6,3.1,75.79,1.01,7.01,518.83,59.25,86.24,,6.18,,1.7,46.09,,,10,101064499899.00002,Data Processing Services,Technology Services
ADSK,35.45,43.88,12.17,0.9,25.4,,21.7,23.3,,,14.2,27.22,,38.92,37.38,5.69,,0.38,0.66,291.9,0.65,,102.91,35.66,1.79,0.99,,,,48.94,44.26,50.85,41.76,38.89,9.3,10.7,2.04,0.26,21.04,1.99,,31.8,22.34,11.52,11.61,259.68,90.71,651.5,,,18.3,,21.86,24.05,57.92,35.25,0.64,10.61,,,,,50.43,1.12,,0.99,,,46.79,116.99,1.41,2.81,,0.65,11.12,392,23.35,51.52,,9.86,,0.72,218.02,,,6,45606470933.0,Packaged Software,Technology Services
ADUS,47.98,46.29,,,9.9,,22.2,30.1,,18.33,10.6,51.11,,16.98,47.72,8.42,,1.41,4.48,122.84,2.11,,11.17,35.23,0.41,0.05,,,,19.19,16.97,16.25,13.2,11.86,1.41,1.81,5.21,0.82,11.15,5.67,,21.02,23.76,12.51,12.28,102.47,32.28,12.12,,,6.5,,9.15,2.35,28.11,23.71,1.27,1.82,,0.98,0.53,,16.55,1.2,3.45,1.19,126.64,17.47,15.35,19.05,1.22,1.22,11.28,2.11,6.89,155.12,11.61,9.24,,9.02,,2.99,49.91,,,10,1355869330.0,Medical/Nursing Services,Health Services
AEE,11.72,65.3,4.53,,6.5,8,7.3,6.3,10.2,5.28,6.9,63.99,3.87,22.7,66.34,0.91,,,,94.39,0.63,73.28,83.66,27.63,5.15,1.54,,0.61,2.8,22.14,12.26,,19.77,11.38,5.2,5.95,4.52,0.27,,,2.84,19.18,1.55,7.76,3.78,82.31,49.45,2.94,,,15.52,,25.95,2.13,22.21,21.99,4,3.44,,1.6,,,,1.15,1.47,1.32,,,10.14,,3.17,,2.21,0.41,2.73,5.71,5.17,9.9,,3.91,,,23.85,,,10,21222279644.0,Electric Utilities,Utilities
AEHR,,45.42,6.69,,99.7,,,,,52.85,46.7,51.58,,44.34,47.11,10.1,,2.45,5.64,11.89,6.03,461.76,71.29,51.67,0.87,0.06,,,,52.46,41.49,,,,,5.47,1.91,0.84,,,,39.67,,,24.38,21.13,50.48,,,,49.64,,10.43,2.87,12.13,10.91,,5.98,,,,,,0.56,1.3,2.26,24.27,5.06,1981.67,19.92,,3.43,3.51,3.24,25.04,13.84,5.89,29.87,,34.92,,,,,,4,1353850723.0,Electronic Production Equipment,Electronic Technology
AEIS,14.07,56.91,3.71,0.9,13,,,,,,6.1,55.68,0.35,6.42,56.61,4.49,,2.25,0.99,115.04,4.62,139.39,54.35,65.57,5.33,0.57,,0.11,0.35,77.97,34.92,58.8,,12.08,2.74,2.95,1.28,0.53,5.01,1.7,0.35,23.07,15.15,,,85.29,35.16,2.31,,,2.91,,4.34,3.72,100.91,31.52,2.35,2.94,,1.61,3.82,,58.34,1.35,2.9,1.03,,13.66,32.67,89.95,2.49,1.78,6.02,3.32,1.74,8.27,2.59,3.75,,8.16,,,40.83,,,9,3937546139.0,Electronic Production Equipment,Electronic Technology
AEM,66.35,54.75,8.23,,20.5,20.8,11.4,7.9,4,4.55,3.1,63.16,8.09,31.84,57.49,3.41,,0.59,0.61,84.42,1.75,111.46,54.12,0.39,0.48,0.08,,0.47,1.9,24.2,13.28,23.76,12.73,8.8,4.52,5.67,4.13,0.69,23.84,4.27,1.9,17.54,11.46,24.84,12.86,62.99,40.9,27.86,,,13.05,,34.15,2.13,43.18,25.31,0.99,5.57,,,,,23.35,1.34,1.73,1.26,,,12.24,26.89,2.74,1.96,2.67,0.83,3.5,8.35,6.58,5.13,,5.69,,2.43,54.2,,,9,24264092594.047283,Precious Metals,Non-Energy Minerals
AEO,4.97,54.76,,,10.5,45.5,,,66.4,90.5,5.8,71.76,2.27,,61.31,4.11,,0.24,0.15,19.24,1.57,75.18,28.64,16.47,1.99,0.78,,0.29,2.6,11.12,7.27,16.44,9.53,6.61,0.86,0.89,8.99,0.48,5.42,7.94,2.6,9.93,0.93,11.57,3.38,18.03,39.18,,,,4.58,,8.01,2.18,15.39,11.59,,0.7,,,,,12.83,1.07,1.16,0.86,,,8,23.67,,1.24,2.59,0.74,7.04,18.72,16.01,14.43,,11.24,,12.36,17.21,,,9,3043221255.9999995,Apparel/Footwear Retail,Retail Trade
AEP,22.94,59.15,,,5.1,5.9,3.4,0.9,1.3,4.72,6.7,80.49,4.75,11.34,66.72,0.91,,0.04,0.01,99.86,0.57,84.7,104.49,18.81,5.79,1.66,,0.71,3.58,22.55,12.69,,17.41,11.05,4.38,4.94,4.43,0.27,,,3.73,17,1.23,12.97,4.81,93.61,61.23,2.17,,,13.46,,20.61,2,20.13,20.05,3.65,2.7,,,,,,1.07,1.34,1.16,,,8.25,,,11.75,2,0.41,2.7,5.48,4.94,10.22,,4.35,,0.72,21.24,,,10,41234689544.0,Electric Utilities,Utilities
AER,43.98,60.78,,,6.4,,,5.5,,3.17,,66.07,0.75,5.94,63.69,0.75,,2.25,0.08,99.36,4.5,5.24,57.13,3.06,10.49,2.89,,0.05,0.75,30.81,13.76,,15.95,9.39,7.73,8.13,3.25,0.23,,,1.01,8.16,,12.74,2.68,84.59,32.61,,,,32.41,,26.37,1.13,8.03,10.2,,2.52,,,,,,1.17,0.77,1.48,,,3.56,7.67,,1.66,1.32,4.45,3.53,3.38,2.94,15.15,,2.69,,11.37,15.51,,,8,14432429370.0,Finance/Rental/Leasing,Finance
AESC,,35.37,,,,5,,6.9,,,7.2,31.65,,,33.46,0.42,,0.16,0.07,62.61,0.85,25.49,94.7,48.4,11.13,8.95,,,,25.73,13.89,,,,,2.99,3.89,0.07,,,,6.72,,6.56,3.94,0.0,19.44,1.43,,,8.34,,17.25,2.82,9.06,5.62,,0.76,,,,,,,,,,,3.89,,,,,0.8,2.2,4.62,3.9,35.23,,17.84,,,,,,6,11544405347.0,Electric Utilities,Utilities
AESI,20.75,66,,,14.3,,129.9,,,49.89,64.1,76.93,3.82,,70.85,2.41,,0.3,0.16,23.57,1.23,16.62,48.15,58.05,2.21,0.47,,0.99,3.82,22.69,13.42,,,6.91,2.53,3.26,4.41,0.53,,,4.07,12.16,,,25.7,0.0,26.47,4.92,,,8.78,,15.35,2.48,29.95,27.25,,2.75,,,,,,,1.91,,,,9.26,,,,3.01,1.08,4.84,10.74,8.84,10.25,,8.11,,,,,,3,2304000047.0,Construction Materials,Non-Energy Minerals
AFRM,25.64,72.57,2.9,,,,85.6,17.5,,1.59,11.1,75.47,,49.27,74.39,2.62,,15.58,0.3,70.01,64.66,,18.63,43.32,66.55,2.51,,,,,252.23,70.93,39.1,41.51,8.8,10.69,,0.28,15.07,1.73,,,,,25.58,38.19,65.71,,,,,,,7.75,,,,8.7,,,,,57.86,1.83,,,,14.71,40.12,,,,9.62,64.66,,,,,,,,,,,,,7293861260.0,Finance/Rental/Leasing,Finance
AFYA,,42.18,,1.2,12.1,,32.7,10.6,54.7,11.9,37.5,33.21,,,38.95,2.22,,0.9,0.27,16.23,1.6,0.45,126.67,62.76,2.29,0.76,,,,10.09,7.51,10.9,8.36,6.55,2.8,3.01,9.91,0.47,27.65,11.54,,9.71,27.12,35.25,6.16,18.53,62.43,2.75,,,18.26,,29.03,1.97,13.21,14.35,0.34,2.45,,,,,8.94,0.88,,,,,6.11,11.5,0.57,0.74,,1.6,7.26,66.82,13.65,15.16,,12.45,,1.18,,,,7,1469574000.0000002,Other Consumer Services,Consumer Services
