Ticker,12-1 Month Momentum %,14-Day RSI,3-Year Average Share Buyback Ratio,3-Year Book Growth Rate,3-Year Dividend Growth Rate,3-Year EBITDA Growth Rate,3-Year EPS without NRI Growth Rate,3-Year FCF Growth Rate,3-Year ROIIC %,3-Year Revenue Growth Rate,5-Day RSI,5-Year Yield-on-Cost %,6-1 Month Momentum %,9-Day RSI,Altman Z-Score,Cash Ratio,Cash-To-Debt,ClosePrice,Current Ratio,Days Inventory,Days Payable,Days Sales Outstanding,Debt-to-EBITDA,Debt-to-Equity,Distress,Dividend Payout Ratio,Dividend Yield %,EV-to-EBIT,EV-to-EBITDA,EV-to-FCF,EV-to-Forward-EBIT,EV-to-Forward-EBITDA,EV-to-Forward-Revenue,EV-to-Revenue,Earnings Yield (Greenblatt) %,Equity-to-Asset,FCF Margin %,FCF Yield %,Forward Dividend Yield %,Forward PE Ratio,Forward Rate of Return (Yacktman) %,Future 3-5Y EPS without NRI Growth Rate Estimate,Future 3-5Y Total Revenue Growth Rate Estimate,GFValue,Gross Margin %,Interest Coverage,N/A,Net Margin %,Not Manipulator,Operating Margin %,PB Ratio,PE Ratio,PE Ratio without NRI,PEG Ratio,PS Ratio,Piotroski F-Score,Price-to-DCF (Earnings Based),Price-to-DCF (FCF Based),Price-to-FFO,Price-to-Free-Cash-Flow,Price-to-Graham-Number,Price-to-Median-PS-Value,Price-to-Net-Cash,Price-to-Net-Current-Asset-Value,Price-to-Operating-Cash-Flow,Price-to-Owner-Earnings,Price-to-Peter-Lynch-Fair-Value,Price-to-Projected-FCF,Price-to-Tangible-Book,Quick Ratio,ROA %,ROC (Joel Greenblatt) %,ROCE %,ROE %,ROIC,ROIC %,Safe,Shareholder Yield %,Shiller PE Ratio,WACC,WACC vs ROIC,Years of Profitability over Past 10-Year,Market Capitalization,Industry,Sector
A,9.67,57.9,1.5,7.9,7.7,13.5,33.2,24.7,58.71,10.5,64.09,1,,60.08,6.13,0.74,0.61,140.87,1.78,125.99,57.06,69.2,1.56,0.5,,0.18,0.66,25.5,22.11,29.27,24.78,21.7,6.09,6.38,3.92,0.54,21.81,3.5,0.66,24.67,15.62,5.44,2.44,133.52,54.39,17.3,,21.75,,22.9,6.86,29.23,27.04,2.25,6.37,,0.79,1.67,,29.2,5.61,1.26,,,23.15,29.11,2.1,2.17,26.18,1.37,13.03,72.53,18.1,23.78,,16.15,,3.17,45.44,,,10,33913792728.0,Medical Specialties,Health Technology
AA,17.67,46.75,1.4,10.2,,,,,75.95,5.9,50.42,1.17,27.83,50.29,1.21,0.44,0.55,33.92,1.55,79.98,58.53,26.31,10.94,0.65,,,1.17,,41,,27.57,9.4,0.84,0.89,,0.27,,,1.17,60.36,,,2.82,39.24,8.14,,,,,,1.5,,,,0.54,,,,,,,,,,17.67,,,1.5,1.64,0.92,,,,,,,,,,,,3,5148271475.0,Aluminum,Non-Energy Minerals
AAL,,47.89,,10.4,,,,,597.78,27,51.74,,,50.94,0.65,0.34,0.21,10.39,0.6,20.92,21.96,14.01,19.76,,,,,18.87,18.87,,19.06,8.66,0.7,0.7,5.3,,,,,10.23,,,4.06,16.65,20.23,1.4,,,,5.34,,,10.74,,0.13,,,,,,,0.31,,,3.32,,,,,0.5,,5.17,4.89,,,12.18,,46.95,7.75,,,8,8696254174.0,Airlines,Transportation
AAP,,30.11,3.6,,26,,,,,8.9,16.28,42.97,,24.66,1.25,0.09,0.11,49.15,1.22,265.7,210.84,26.55,9.72,1.55,,3.26,2.01,143.32,18.33,13.87,19.04,10.06,0.58,0.58,0.7,0.21,3.13,12.01,2.01,13.53,8.59,102.47,1.3,163.68,39.77,1.15,,0.14,,0.85,1.14,4915,4915,,0.27,,,,,6.2,3.06,0.23,,,4.35,9.66,,0.43,2.96,0.29,0.13,1.96,1.42,0.62,,1.21,,,6.44,,,10,3557510972.0,Specialty Stores,Retail Trade
AAPL,24.23,57.21,2.9,1.3,5.7,20.9,23.2,14.6,102.85,15.7,58.54,0.61,23.28,58.93,10.07,0.47,0.61,226.84,0.95,11.42,91.36,22.13,0.75,1.52,,0.15,0.44,27.86,25.55,33.1,25.74,23.87,8.22,8.96,3.59,0.2,27.06,3.03,0.45,30.55,19.87,10.44,5.62,182.86,45.96,120.35,,26.44,,31.27,51.79,34.53,34.53,2.04,9.14,,1.3,1.46,,33.77,8.91,2.11,,,31.18,36.34,1.99,2.56,51.79,0.91,29.81,269.91,59,151.08,,35.41,,3.27,49.96,,,10,2736146930271.0005,Telecommunications Equipment,Electronic Technology
AAT,18.92,61.45,,,9.7,8.1,22.2,18.4,28.45,8.5,69.17,6.13,15.61,63,0.72,0.99,0.07,26.64,1.84,,145.05,6.23,6.69,1.44,,1.49,4.99,23.55,12.43,22.83,,,,7.15,4.25,0.4,31.33,8.6,5.02,35.52,8.25,,2.7,27.16,62.62,1.87,,15.39,,27.37,1.36,29.93,29.93,13.01,4.42,,2.4,1.17,11.3,14.11,1.36,0.59,,,9.62,19.34,,1.19,1.38,1.84,2.29,628.91,4.67,5.7,,4.27,,3.89,32.89,,,10,1249105589.0,Real Estate Investment Trusts,Finance
ABBV,17.73,71.58,,,7.8,9.6,49.1,7.4,26.06,3.8,77.96,5.09,,74.72,2.04,0.31,0.19,197.55,0.81,73.4,65.71,76.62,3.91,10.42,,0.57,3.12,42.25,22.35,22.74,16.31,15.68,7.27,7.35,2.37,0.05,32.33,5.13,3.16,18.16,20.07,7.41,5.2,146.22,62.76,5.48,,9.71,,24.95,51.16,65.46,18.35,1.18,6.33,,0.75,0.59,,19.58,,1.45,,,18.68,33,1.28,1.77,,0.71,3.83,192.43,9.41,53.28,,9.12,,2.87,42.6,,,10,268498884868.0,Pharmaceuticals: Major,Health Technology
ABCL,,36.68,,8.7,,,,,,,29.58,,,33.85,1.87,9.52,9.3,2.61,10.96,,,406.96,,0.07,,,,,,,,,8.29,4.27,,0.79,,,,,,,31.92,1.13,,,,,,,0.67,,,,22.02,,,,,,,,2.09,1.63,,,,,0.79,10.96,,,,,,,,0.73,,,,4,1545160366.0,Biotechnology,Health Technology
ABEV,,61.01,,2.2,20.8,5.4,3.2,9.8,60.73,11,47.92,9.98,,58.81,3.73,0.44,4.44,2.4,1.11,97.74,188.94,24.71,0.13,0.04,,0.79,6.28,9.26,6.92,9.46,9.46,7.21,2.27,2.22,10.8,0.66,25.65,10.86,6.28,13.71,14.52,5.17,6.56,2.62,50.83,7.5,,17.86,,24.06,2.2,13.19,12.63,2.58,2.62,,,,,10.42,1.78,0.49,,,8.19,11.53,1.88,0.78,5.11,0.79,10.57,68.13,19.18,16.5,,16.25,,5.96,13.33,,,10,43328543728.065,Beverages: Alcoholic,Consumer Non-Durables
ABG,11.3,46.5,,50.3,,28.2,37.8,,8.08,24,48.81,,15.26,46.4,2.67,0.03,0.02,241.78,1.25,45.36,16.38,4.15,6.36,1.58,,,,12.95,11.84,,12.26,9.69,0.57,0.61,7.72,0.32,,,,8.28,30.36,,8.9,254.85,17.75,4.56,,2.51,,6.31,1.45,12.41,8.36,0.26,0.3,,0.24,,,,,1.06,,,44.39,,0.33,0.56,,0.45,4.25,19.44,10.28,12.31,,8.62,,,13.22,,,10,4632090814.999999,Specialty Stores,Retail Trade
