Ticker,12-1 Month Momentum %,14-Day RSI,3-Year Average Share Buyback Ratio,3-Year Book Growth Rate,3-Year Dividend Growth Rate,3-Year EBITDA Growth Rate,3-Year EPS without NRI Growth Rate,3-Year FCF Growth Rate,3-Year Revenue Growth Rate,5-Day RSI,5-Year Yield-on-Cost %,6-1 Month Momentum %,9-Day RSI,Altman Z-Score,Beneish M-Score,Cash Ratio,Cash-To-Debt,ClosePrice,Current Ratio,Days Inventory,Days Payable,Days Sales Outstanding,Debt-to-EBITDA,Debt-to-Equity,Distress,Dividend Payout Ratio,Dividend Yield %,EV-to-EBIT,EV-to-EBITDA,EV-to-FCF,EV-to-Forward-EBIT,EV-to-Forward-EBITDA,EV-to-Forward-Revenue,EV-to-Revenue,Earnings Yield (Greenblatt) %,Equity-to-Asset,FCF Margin %,FCF Yield %,Forward Dividend Yield %,Forward PE Ratio,Forward Rate of Return (Yacktman) %,Future 3-5Y EPS without NRI Growth Rate,Future 3-5Y Total Revenue Growth Rate,GFValue,Gross Margin %,Interest Coverage,Manipulator,N/A,Net Margin %,Not Manipulator,Operating Margin %,PB Ratio,PE Ratio,PE Ratio without NRI,PEG Ratio,PS Ratio,Piotroski F-Score,Price-to-DCF (Earnings Based),Price-to-DCF (FCF Based),Price-to-FFO,Price-to-Free-Cash-Flow,Price-to-Graham-Number,Price-to-Median-PS-Value,Price-to-Net-Cash,Price-to-Net-Current-Asset-Value,Price-to-Operating-Cash-Flow,Price-to-Owner-Earnings,Price-to-Peter-Lynch-Fair-Value,Price-to-Projected-FCF,Price-to-Tangible-Book,Quick Ratio,ROA %,ROC (Joel Greenblatt) %,ROCE %,ROE %,ROIC,ROIC %,Safe,Shareholder Yield %,Shiller PE Ratio,WACC,WACC vs ROIC,Years of Profitability over Past 10-Year,Market Capitalization,Industry,Sector
A,,73.8,1.5,7.9,7.7,13.5,33.2,24.7,10.5,91.7,0.92,15.19,81.42,6.88,,1.08,0.68,149.31,2.68,117.28,52.11,73.54,1.51,0.41,,0.18,0.62,30.66,25.83,26.48,26.34,23.09,6.36,6.48,3.26,0.57,24.48,3.85,0.65,26.67,16.42,9.5,3.58,142.39,50.56,14.22,,,18.35,,19.42,6.92,34.81,28.56,2.38,6.42,,0.93,1.67,,26.19,5.65,1.33,,,22.03,32.17,2.1,2.26,24.09,2.04,11.42,62.86,15.64,21.32,,14.14,,2.22,49.73,,,10,33913792728.0,Medical Specialties,Health Technology
AA,,52.99,1.4,10.2,,,,,5.9,64.96,1.38,,57.14,0.99,,0.31,0.49,29.87,1.45,86.07,58.94,24.77,12.36,0.45,,,1.42,,38.96,,15.03,5.58,0.56,0.57,,0.3,,,1.42,61.85,,,,40.31,7,,,,,,,1.18,,,,0.45,,,,,,,,,,55.23,,,1.04,1.3,0.74,,,,,,,,,,,,3,5148271475.0,Aluminum,Non-Energy Minerals
AAL,,50.25,,10.4,,,,,27,40.22,,3.98,46.46,0.76,,0.34,0.19,14.9,0.62,20.89,20.46,14.17,12.45,,,,,13.11,13.11,35.48,11.02,6.84,0.77,0.81,7.63,,2.29,12.39,,5.4,,17.44,3.56,19.68,22.37,1.87,,,1.56,,7.6,,13.53,6.52,,0.19,,,,,7.48,,0.43,,,2.59,,,,,0.51,1.25,8.53,7.75,,,4.5,,30.06,9.99,,,8,8696254174.0,Airlines,Transportation
AAON,16.18,51.86,,26.3,8.1,29.5,31.8,,29.5,29.55,0.61,10.44,44.8,22.54,,,0.01,81.12,3.23,98.85,15.62,46.26,0.18,0.07,,0.15,0.4,29.2,24.23,134.76,,,,5.7,3.42,0.78,4.23,0.75,0.4,,20.5,,,80.0,34.15,46.97,,,15.2,,19.47,8.98,37.95,37.95,1.51,5.77,,2.09,11.89,,137.04,4.37,1.17,,32.58,42.51,77.35,1.76,6.64,11.28,1.54,19.75,39.21,30.05,27.34,,22.64,,0.51,81.28,,,10,4968385340.0,Industrial Machinery,Producer Manufacturing
AAP,,68.54,3.6,,26,,,,8.9,80.53,65.21,,73.81,1.32,,0.09,0.13,73.68,1.2,269.01,213.72,25.63,9.01,1.59,,2.7,3.13,56.51,17.51,178.15,20.31,11.25,0.68,0.69,1.77,0.21,0.39,1.02,1.39,19.12,10.78,14,1.34,196.12,40.37,1.5,,,0.39,,1.17,1.7,97.16,97.16,,0.38,,,,,99.86,4.56,0.34,,,15.02,,,0.66,4.58,0.29,0.36,2.68,1.95,1.68,,1.62,,,9.36,,,10,3557510972.0,Specialty Stores,Retail Trade
AAPL,23.06,21.65,2.9,1.3,5.7,20.9,23.2,14.6,15.7,7.38,0.78,3.49,14.77,7.9,,0.55,0.68,169.0,1.07,11.88,92.38,21.56,0.81,1.46,,0.15,0.57,21.8,19.92,24.77,21.97,20.1,6.81,6.86,4.59,0.21,27.71,4.09,0.57,25.91,21.49,12.46,2.63,178.33,45.03,40.5,,,26.16,,30.76,35.29,26.34,26.34,1.56,6.89,,1.09,1.18,,24.85,6.42,1.73,,,22.82,26.36,1.44,1.97,35.29,1.02,29.33,279.4,57.36,159.97,,34.58,,3.86,39.88,,,10,2736146930271.0005,Telecommunications Equipment,Electronic Technology
AAT,,36.82,,,9.7,8.1,22.2,18.4,8.5,25.97,7.8,4.76,32.72,0.61,,0.84,0.05,20.97,1.94,,145.67,6.48,6.84,1.43,,1.57,6.37,22.13,11.57,27.39,,,,6.57,4.52,0.4,23.98,8.24,6.44,,6.49,,,33.01,62.84,1.88,,,14.66,,27.6,1.07,25.08,25.08,10.9,3.6,,2.16,1.31,9.34,15.01,1.1,0.46,,,8.41,17.05,,0.97,1.09,1.94,2.15,576.18,4.53,5.34,,4.22,,3.33,27.36,,,10,1249105589.0,Real Estate Investment Trusts,Finance
ABBV,11.6,68.05,,,7.8,9.6,49.1,7.4,3.8,69.86,5.47,19.01,67.78,2.1,,0.34,0.22,180.57,0.87,69.9,59.2,76.32,3.46,5.73,,0.67,3.31,43.24,21.34,16.61,14.56,13.97,6.73,6.75,2.31,0.08,40.62,6.9,3.42,15.98,26.23,32.5,0.85,137.62,62.42,6.09,,,8.95,,24.92,30.86,66.32,20.43,1.32,5.91,,0.91,0.48,,14.55,,1.35,,,14.06,24.93,0.99,1.52,,0.76,3.58,171.32,8.18,36.93,,9.52,,6.77,40.09,,,10,268498884868.0,Pharmaceuticals: Major,Health Technology
ABCL,,42.7,,8.7,,,,,,35.39,,,40.02,3.06,,6.39,9.83,4.91,7.33,,,330.79,,0.07,,,,,,,,,8.29,19.53,,0.77,,,,,,,,1.39,,,,,,,,1.23,,,,36.89,,,,,,,,3.36,2.67,,,,,1.44,7.32,,,,,,,,,,,,4,1545160366.0,Biotechnology,Health Technology
ABEV,1.53,44.6,,2.2,20.8,6.6,1,9.8,11,46.84,9.42,,45.53,3.27,,0.4,4.67,2.55,0.89,107.25,196.84,24.3,0.15,0.04,,0.77,5.94,10.92,7.95,10,8.77,6.61,2.17,2.35,9.16,0.6,23.91,9.58,5.94,13.55,12.76,,5.74,3.25,50.72,8.66,,,18.19,,23.51,2.54,13.73,13.03,2.9,2.52,,,,,10.75,1.95,0.45,,,8.13,12.39,,0.77,6.51,0.66,10.71,59.44,17.48,17.21,,17.68,,5.63,12.7,,,10,43328543728.065,Beverages: Alcoholic,Consumer Non-Durables
