Ticker,12-1 Month Momentum %,14-Day RSI,3-Year Average Share Buyback Ratio,3-Year Book Growth Rate,3-Year Dividend Growth Rate,3-Year EBITDA Growth Rate,3-Year EPS without NRI Growth Rate,3-Year FCF Growth Rate,3-Year Revenue Growth Rate,5-Day RSI,5-Year Yield-on-Cost %,6-1 Month Momentum %,9-Day RSI,Altman Z-Score,Cash Ratio,Cash-To-Debt,ClosePrice,Current Ratio,Days Inventory,Days Payable,Days Sales Outstanding,Debt-to-EBITDA,Debt-to-Equity,Distress,Dividend Payout Ratio,Dividend Yield %,EV-to-EBIT,EV-to-EBITDA,EV-to-FCF,EV-to-Forward-EBIT,EV-to-Forward-EBITDA,EV-to-Forward-Revenue,EV-to-Revenue,Earnings Yield (Greenblatt) %,Equity-to-Asset,FCF Margin %,FCF Yield %,Forward Dividend Yield %,Forward PE Ratio,Forward Rate of Return (Yacktman) %,Future 3-5Y EPS without NRI Growth Rate,Future 3-5Y Total Revenue Growth Rate,GFValue,Gross Margin %,Interest Coverage,N/A,Net Margin %,Not Manipulator,Operating Margin %,PB Ratio,PE Ratio,PE Ratio without NRI,PEG Ratio,PS Ratio,Piotroski F-Score,Price-to-DCF (Earnings Based),Price-to-DCF (FCF Based),Price-to-FFO,Price-to-Free-Cash-Flow,Price-to-Graham-Number,Price-to-Median-PS-Value,Price-to-Net-Cash,Price-to-Net-Current-Asset-Value,Price-to-Operating-Cash-Flow,Price-to-Owner-Earnings,Price-to-Peter-Lynch-Fair-Value,Price-to-Projected-FCF,Price-to-Tangible-Book,Quick Ratio,ROA %,ROC (Joel Greenblatt) %,ROCE %,ROE %,ROIC,ROIC %,Safe,Shareholder Yield %,Shiller PE Ratio,WACC,WACC vs ROIC,Years of Profitability over Past 10-Year,Market Capitalization,Industry,Sector
A,11.77,32.89,1.5,7.9,7.7,13.5,33.2,24.7,10.5,23.76,1.12,2.3,29.14,6.19,0.85,0.65,126.37,2.15,117.53,51.55,70.14,1.53,0.41,,0.17,0.74,26.64,22.54,24.55,22.56,19.75,5.54,5.73,3.75,0.57,23.33,4.17,0.75,21.98,16.12,5.53,,135.8,50.63,14.64,,18.84,,19.54,5.93,29.87,23.75,1.98,5.65,,0.76,1.51,,24.21,4.61,1.12,,,19.64,29.59,1.8,1.9,20.09,1.64,11.49,63.42,15.6,20.99,,14.11,,3,41.41,,,10,33913792728.0,Medical Specialties,Health Technology
AA,26.45,61.07,1.4,10.2,,,,,5.9,79.53,0.92,32.56,66.91,1.11,0.45,0.53,42.44,1.61,83.25,57.67,25.57,134.11,0.64,,,0.94,,463.71,,23.77,8.58,0.86,0.84,,0.28,,,0.94,357.14,,,3.01,39.63,6.37,,,,,,1.91,,,,0.72,,,,,,,,,,234.48,,,1.92,2,0.93,,,,,,,,,,,,3,5148271475.0,Aluminum,Non-Energy Minerals
AAL,,32.07,,10.4,,,,,27,34.57,,,32.71,0.66,0.33,0.21,11.04,0.58,20.92,21.48,13.98,14.34,,,,,13.96,13.96,,11.84,6.88,0.71,0.73,7.16,,,,,4.99,,19.84,4.58,18.64,21.59,1.73,,0.94,,6.83,,18.4,6.01,,0.14,,,,,,,0.32,,,2.77,,,,,0.48,0.76,7.26,6.75,,,3.98,,40.22,7.99,,,8,8696254174.0,Airlines,Transportation
AAON,18.07,66.37,,26.3,8.1,29.5,31.8,,29.5,70.74,0.56,1.41,70.1,28.84,0.07,0.49,87.04,3.13,101.08,13.09,45.31,0.06,0.02,,0.15,0.37,31.05,25.53,56.35,,,,6.15,3.22,0.82,10.92,1.78,0.37,,20.58,,,77.58,35.56,58.55,,15.44,,19.77,9.11,40.54,40.54,1.62,6.24,,2.23,4.96,,57.26,4.51,1.25,,31.88,29.55,43.61,1.75,6.18,11.3,1.57,19.39,38.08,29.18,25.9,,21.96,,0.77,83.37,,,10,4968385340.0,Industrial Machinery,Producer Manufacturing
AAP,,32.76,3.6,,26,,,,8.9,23.92,36.13,6.1,29.45,1.28,0.09,0.11,58.72,1.22,265.7,210.84,26.55,9.72,1.55,,3.26,1.7,69.67,17.16,14.92,18.94,10.31,0.62,0.62,1.44,0.21,4.18,13.46,1.7,16.13,6.98,104.68,1.34,163.7,39.77,1.15,,0.14,,0.85,1.36,85.1,85.1,,0.31,,,,,7.43,3.65,0.27,,,5.21,11.55,,0.51,3.53,0.29,0.13,1.96,1.42,0.62,,1.21,,,7.7,,,10,3557510972.0,Specialty Stores,Retail Trade
AAT,11.83,50.61,,,9.7,8.1,22.2,18.4,8.5,42.32,7.52,,49.21,0.64,0.98,0.06,21.79,2.06,,143.65,6.4,6.71,1.43,,1.49,6.1,21.73,11.53,24.08,,,,6.62,4.6,0.4,27.51,9.21,6.15,,8.03,,2.39,29.16,62.64,1.88,,15.46,,27.6,1.11,24.48,24.48,10.64,3.75,,2.12,1.18,9.6,13.63,1.11,0.48,,,8.69,16.92,,0.98,1.12,2.06,2.29,612.23,4.67,5.68,,4.28,,3.93,27.21,,,10,1249105589.0,Real Estate Investment Trusts,Finance
ABBV,20.22,49.73,,,7.8,9.6,49.1,7.4,3.8,45.61,5.94,2.04,47.68,1.8,0.44,0.24,167.25,0.94,71.9,58.89,77.13,4,9.24,,0.55,3.62,35.62,18.98,16.05,13.75,13.28,6.37,6.46,2.81,0.05,40.24,7.41,3.71,14.9,24.42,6.83,4.97,142.06,62.28,5.83,,11.02,,24.96,36.88,49.63,15.26,0.98,5.45,,0.68,0.45,,13.54,,1.24,,,13.07,19.91,0.86,1.46,,0.83,4.34,199,9.56,52.94,,9.67,,5.15,36.4,,,10,268498884868.0,Pharmaceuticals: Major,Health Technology
ABCL,,25.7,,8.7,,,,,,24.36,,,24.15,1.88,6.66,9.48,2.69,7.76,,,342.96,,0.07,,,,,,,,,8.29,4.65,,0.77,,,,,,,31.92,1.21,,,,,,,0.7,,,,21.69,,,,,,,,2.17,1.64,,,,,0.82,7.75,,,,,,,,,,,,4,1545160366.0,Biotechnology,Health Technology
ABEV,,37.26,,2.2,20.8,5.4,3.2,9.8,11,45.59,11.61,,39.55,3.41,0.4,3.65,2.07,0.99,102.26,192.59,24.29,0.15,0.04,,0.77,7.29,9.12,6.74,8.34,8.18,6.22,1.96,2.11,10.96,0.65,25.4,11.31,7.29,12.17,14.84,5.22,6.15,2.99,50.66,6.83,,18.25,,23.83,2.06,12.32,11.78,2.4,2.26,,,,,8.9,1.6,0.41,,,6.9,10.02,1.73,0.68,4.93,0.7,10.77,64.69,18.64,17.03,,17.22,,6.52,10.98,,,10,43328543728.065,Beverages: Alcoholic,Consumer Non-Durables
ABG,,43.8,,50.3,,28.2,37.8,,24,35.38,,15.17,40.27,2.68,0.01,0.01,224.76,1.06,41.41,16.44,4.01,5.01,1.53,,,,10.09,9.4,97.94,10.65,9.82,0.55,0.62,9.91,0.33,0.64,2.17,,7.61,31.73,,8.89,253.76,18.22,5.43,,3.68,,6.86,1.35,8.19,7.14,0.22,0.3,,0.23,4.07,,46.95,,1.03,,,14.53,121.95,0.29,0.5,,0.38,6.33,26.89,13.18,17.8,,9.59,,,12.35,,,10,4632090814.999999,Specialty Stores,Retail Trade
