Ticker,12-1 Month Momentum %,14-Day RSI,3-Year Average Share Buyback Ratio,3-Year Book Growth Rate,3-Year Dividend Growth Rate,3-Year EBITDA Growth Rate,3-Year EPS without NRI Growth Rate,3-Year FCF Growth Rate,3-Year Revenue Growth Rate,5-Day RSI,5-Year Yield-on-Cost %,6-1 Month Momentum %,9-Day RSI,Altman Z-Score,Beneish M-Score,Cash Ratio,Cash-To-Debt,ClosePrice,Current Ratio,Days Inventory,Days Payable,Days Sales Outstanding,Debt-to-EBITDA,Debt-to-Equity,Distress,Dividend Payout Ratio,Dividend Yield %,EV-to-EBIT,EV-to-EBITDA,EV-to-FCF,EV-to-Forward-EBIT,EV-to-Forward-EBITDA,EV-to-Forward-Revenue,EV-to-Revenue,Earnings Yield (Greenblatt) %,Equity-to-Asset,FCF Margin %,FCF Yield %,Forward Dividend Yield %,Forward PE Ratio,Forward Rate of Return (Yacktman) %,Future 3-5Y EPS without NRI Growth Rate,Future 3-5Y Total Revenue Growth Rate,GFValue,Gross Margin %,Interest Coverage,Manipulator,N/A,Net Margin %,Not Manipulator,Operating Margin %,PB Ratio,PE Ratio,PE Ratio without NRI,PEG Ratio,PS Ratio,Piotroski F-Score,Price-to-DCF (Earnings Based),Price-to-DCF (FCF Based),Price-to-FFO,Price-to-Free-Cash-Flow,Price-to-Graham-Number,Price-to-Median-PS-Value,Price-to-Net-Cash,Price-to-Net-Current-Asset-Value,Price-to-Operating-Cash-Flow,Price-to-Owner-Earnings,Price-to-Peter-Lynch-Fair-Value,Price-to-Projected-FCF,Price-to-Tangible-Book,Quick Ratio,ROA %,ROC (Joel Greenblatt) %,ROCE %,ROE %,ROIC,ROIC %,Safe,Shareholder Yield %,Shiller PE Ratio,WACC,WACC vs ROIC,Years of Profitability over Past 10-Year,Market Capitalization,Industry,Sector
A,,50.22,1.5,7.9,7.7,13.5,33.2,24.7,10.5,49.4,1.04,3.89,49.61,6.19,,0.99,0.58,134.75,2.61,116.07,53.51,73.66,1.6,0.47,,0.18,0.69,27.82,23.4,27.07,24.1,21.14,5.82,5.84,3.59,0.54,21.57,3.8,0.71,24.15,17.19,9.5,3.53,149.31,50.71,14.21,,,18.15,,19.76,6.61,31.41,26.34,2.2,5.73,,0.86,1.69,,26.56,5.77,1.19,,,22.1,34.08,1.86,2.11,27.38,1.97,11.55,64.95,15.98,22.07,,14.5,,2.23,45.6,,,10,33913792728.0,Medical Specialties,Health Technology
AA,,41.37,1.4,10.2,,,,,5.8,41.37,1.45,,40.13,0.98,,0.31,0.52,27.39,1.45,86.07,58.94,24.77,11.68,0.43,,,1.49,,36.44,,14.06,5.22,0.53,0.54,,0.3,,,1.49,60.61,,,,40.21,7,,,,,,,1.12,,,,0.46,,,,,,,,,,54.07,,,0.95,1.12,0.74,,,,,,,,0.47,,,,3,5148271475.0,Aluminum,Non-Energy Minerals
AAL,,56.63,,10.4,,,,,27,56.91,,,56.96,0.76,,0.34,0.19,14.9,0.62,20.89,20.46,14.17,12.45,,,,,13.11,13.11,35.47,11.01,6.84,0.77,0.81,7.63,,2.29,12.41,,5.35,,34.88,3.56,20.01,22.37,1.87,,,1.56,,7.6,,13.51,6.55,,0.19,,,,,8.73,,0.42,,,2.67,,,,,0.51,1.25,8.53,7.75,,,4.5,,30.12,9.99,,,8,8696254174.0,Airlines,Transportation
AAON,34.54,68.32,,23.5,10.5,20.6,22,,22.6,72.07,0.6,12.41,70.36,18.31,,,,84.6,3.03,97.77,18.07,48.15,0.36,0.13,,0.2,0.39,31.98,26.52,226.3,,,,6.02,3.13,0.72,2.66,0.45,0.39,,19.63,,,81.67,32.77,42.97,,,15.18,,18.83,9.72,39.88,39.88,3.27,6.07,,2.62,20.58,,229.33,4.84,1.29,,42.09,54.32,120.41,2.15,7.73,12.31,1.5,19.51,38.13,29.02,27.91,,22.62,,0.36,85.4,,,10,4968385340.0,Industrial Machinery,Producer Manufacturing
AAP,,49.66,5.1,,192.4,8,16.8,,10.4,41.75,131.16,,45.95,1.9,,0.06,0.08,64.65,1.23,275.59,217.45,25.94,6.26,1.51,,0.77,3.5,22.4,11.75,,20.28,10.65,0.65,0.66,4.46,0.22,,,1.56,17.57,16.08,,2.05,207.95,41.67,3.92,,,1.72,,2.98,1.44,20.6,15.26,1.64,0.34,,1.04,,,,1.57,0.29,,,14.26,,2.53,0.54,3.61,0.27,1.6,6.46,4.79,7.26,,3.59,,,8.19,,,10,3557510972.0,Specialty Stores,Retail Trade
AAPL,19.69,39.95,2.9,1.3,5.7,20.9,23.2,14.6,15.7,24.45,0.72,4.77,34.92,8.4,,0.55,0.68,183.86,1.07,11.88,92.38,21.56,0.81,1.46,,0.15,0.52,23.71,21.66,26.94,23.89,21.86,7.39,7.46,4.22,0.21,27.71,3.76,0.52,28.25,21.23,12.46,2.68,178.34,45.03,40.5,,,26.16,,30.76,38.44,28.68,28.68,1.7,7.5,,1.18,1.28,,27.06,6.99,1.88,,,24.84,28.71,1.56,2.14,38.44,1.02,29.33,279.4,57.36,159.97,,34.58,,3.56,43.43,,,10,2736146930271.0005,Telecommunications Equipment,Electronic Technology
AAT,,40.22,,,3.9,1.6,,,2.3,33.15,6.99,10.21,36.38,0.62,,1.18,0.05,21.99,2.56,,145.67,6.48,6.78,1.41,,1.57,6.13,22.65,11.79,29.89,,,,6.67,4.42,0.4,23.98,7.5,6.22,,5.34,,,34.36,62.84,1.88,,,14.66,,27.6,1.09,25.63,25.63,25.63,3.73,,2.17,1.48,9.51,16.69,1.14,0.49,,,8.73,17.62,,1,1.09,2.56,2.15,556.85,4.48,5.34,,4.22,,4.05,27.96,,,10,1249105589.0,Real Estate Investment Trusts,Finance
ABBV,7.51,73.03,,,9.6,18.2,8.3,16.6,13.4,73.65,7.17,6.76,73.64,2.14,,0.38,0.22,176.59,0.96,66.58,52.46,75.76,3.62,5.02,,0.67,3.43,34.93,21.16,14.37,14.2,13.62,6.58,6.54,2.86,0.09,45.53,8.03,3.55,15.4,26.49,9.5,1.38,135.75,62.42,6.64,,,8.95,,24.92,25.46,63.89,19.68,0.99,5.69,,1.24,0.45,,12.52,,1.3,,,12.13,19.6,0.85,1.44,,0.84,3.54,206.51,9.61,34.02,,9.33,,7.75,38.1,,,10,268498884868.0,Pharmaceuticals: Major,Health Technology
ABCL,,49.86,,631.1,,,,,215.7,53.29,,,50.7,3.41,,7.13,9.73,5.29,8.34,330,3766.17,358.81,,0.07,,,,,,,,,8.29,16.12,,0.78,,,,,,,,1.61,96.92,,,,,,,1.28,,,,31.13,,,,,,,,3.35,2.59,373.57,,,,1.52,8.33,,,,,,,,,,,,4,1545160366.0,Biotechnology,Health Technology
ABEV,9.92,38.13,,10.1,15.8,5.3,6.9,2,15.3,39.04,8.08,,37.74,3.78,,0.52,4.74,2.56,1.11,107.16,185.4,23.19,0.17,0.04,,0.73,5.9,12.35,8.69,11.31,8.88,6.65,2.16,2.34,8.1,0.65,20.35,8.22,5.9,13.37,10.87,6.94,5.41,3.43,50.3,19.12,,,18.29,,22.51,2.27,13.4,12.86,5.59,2.49,,,,,12.21,1.68,0.43,,,9.09,14.03,,0.81,4.92,0.79,10.98,52.73,15.37,17.44,,18.54,,5.39,12.19,,,10,43328543728.065,Beverages: Alcoholic,Consumer Non-Durables
