Ticker,12-1 Month Momentum %,14-Day RSI,3-1 Month Momentum %,3-Year Average Share Buyback Ratio,3-Year Book Growth Rate,3-Year Dividend Growth Rate,3-Year EBITDA Growth Rate,3-Year EPS without NRI Growth Rate,3-Year FCF Growth Rate,3-Year ROIIC %,3-Year Revenue Growth Rate,5-Day RSI,5-Year Yield-on-Cost %,6-1 Month Momentum %,9-Day RSI,Altman Z-Score,Cash Ratio,Cash-To-Debt,ClosePrice,Current Ratio,Days Inventory,Days Payable,Days Sales Outstanding,Debt-to-EBITDA,Debt-to-Equity,Distress,Dividend Payout Ratio,Dividend Yield %,EV-to-EBIT,EV-to-EBITDA,EV-to-FCF,EV-to-Forward-EBIT,EV-to-Forward-EBITDA,EV-to-Forward-Revenue,EV-to-Revenue,Earnings Yield (Greenblatt) %,Equity-to-Asset,FCF Margin %,FCF Yield %,Forward Dividend Yield %,Forward PE Ratio,Forward Rate of Return (Yacktman) %,Future 3-5Y EPS without NRI Growth Rate Estimate,Future 3-5Y Total Revenue Growth Rate Estimate,GFValue,Gross Margin %,Interest Coverage,N/A,Net Margin %,Not Manipulator,Operating Margin %,PB Ratio,PE Ratio,PE Ratio without NRI,PEG Ratio,PS Ratio,Piotroski F-Score,Price-to-DCF (Earnings Based),Price-to-DCF (FCF Based),Price-to-FFO,Price-to-Free-Cash-Flow,Price-to-GF-Value,Price-to-Graham-Number,Price-to-Median-PS-Value,Price-to-Net-Cash,Price-to-Net-Current-Asset-Value,Price-to-Operating-Cash-Flow,Price-to-Owner-Earnings,Price-to-Peter-Lynch-Fair-Value,Price-to-Projected-FCF,Price-to-Tangible-Book,Quick Ratio,ROA %,ROC (Joel Greenblatt) %,ROCE %,ROE %,ROIC,ROIC %,Safe,Shareholder Yield %,Shiller PE Ratio,WACC,WACC vs ROIC,Years of Profitability over Past 10-Year,Market Capitalization,Industry,Sector
ABG,6.41,62.35,1.39,,50.3,,28.2,37.8,,8.08,24,65.65,,,63.3,2.8,0.03,0.01,265.37,1.2,48.06,16.14,4.32,6.36,1.52,,,,14.03,12.75,39.29,11.96,10.9,0.58,0.62,7.13,0.33,1.58,5.01,,9.72,30.02,,6.16,263.35,17.41,3.89,,2.16,,5.9,1.55,15.02,9.86,0.31,0.33,,0.32,1.74,,20.1,1.01,,1.13,,,10.62,89.89,0.39,0.54,,0.41,3.64,17.42,9.79,10.8,,7.97,,,14.08,,,10,4632090814.999999,Specialty Stores,Retail Trade
ABM,26.26,56.92,,2,8.4,5.9,40.8,24.6,,23.18,11.1,54.96,1.93,13.92,56.24,2.98,0.07,0.06,57.09,1.38,,,56.6,3.53,0.8,,0.26,1.58,16.09,11.85,17.97,12.22,9.86,0.59,0.59,6.22,0.36,3.3,7.61,1.58,15.58,25.98,,1.62,51.53,,3.58,,1.89,,3.62,1.95,23.59,16.45,1.02,0.44,,0.89,1.16,,13.43,1.11,,1.12,,,10.92,16.49,0.82,0.99,,1.38,3.14,55.18,8.09,8.51,,4.97,,3.18,29.58,,,10,2657328642.9999995,Miscellaneous Commercial Services,Commercial Services
ABNB,2.37,55.57,18.8,,38.3,,,,,322.31,8,62,,,57.14,4.75,0.99,4.98,139.07,1.62,,33.1,6.78,0.96,0.27,,,,33.52,32.68,18.68,21.84,21.49,6.25,7.09,2.98,0.38,37.96,4.74,,31.15,,,10.67,166.35,83.07,22.92,,16.96,,15.01,10.27,48.8,48.8,,8.3,,,,,21.9,0.84,4.95,,,18.82,21.9,36.83,,,11.32,1.62,7.98,839.68,21.23,22.05,,19.8,,4.01,,,,2,92399740712.0,Other Consumer Services,Consumer Services
ABT,11.85,46.73,2.84,0.7,6.3,12.3,6.8,6.7,,,5.8,30.76,3.55,13.75,42.08,5.29,0.52,0.52,115.97,1.6,134.18,82.06,59.46,1.42,0.38,,0.48,1.9,28.38,19.74,32.21,22.29,17.6,4.64,5.07,3.52,0.54,15.74,3.22,1.9,22.47,11.3,8.9,6.48,108.53,55.55,11.5,,13.99,,16.24,5.06,35.25,25.66,2.23,4.88,,1.38,1.62,,31.26,1.07,5.11,1.14,,,23.24,40.84,3.18,1.93,22.87,1.14,7.9,65.41,12.45,14.86,,10.65,,3.35,41.42,,,10,176555322492.0,Medical Specialties,Health Technology
ACA,25.21,63.74,13.75,,6.9,,13.2,4.1,,3.27,5.9,58.29,0.18,13.88,62.44,2.93,1.75,0.61,108.72,3.61,70.83,47.61,57.32,3.31,0.51,,0.06,0.18,29.11,15.47,47.87,,,1.95,2.33,3.44,0.56,4.86,2.28,0.18,24.59,17.98,26.64,11.51,76.87,19.84,4.58,,5.17,,7.87,2.18,41.34,33.66,1.67,2.12,,,,,43.89,1.41,2.66,,,,16.79,25.73,2.15,1.47,4.74,2.77,3.4,11.35,5.93,5.41,,5.14,,,,,,9,3644941042.999999,Trucks/Construction/Farm Machinery,Producer Manufacturing
ACAD,,60.3,,,,,38.8,40.9,46.1,223.57,16.4,70.54,,,63.1,2.67,1.64,11.45,17.17,2.29,235.21,82.57,38.31,0.4,0.09,,,,19.57,17.63,10.83,13.42,16.55,2.14,2.36,5.11,0.59,21.82,7.1,,22.5,,,15.88,33.87,91.61,,,13.83,,12.08,4.95,22.01,22.01,0.99,3.06,,,,,14.03,0.51,2.44,,17.17,7.34,14.03,21.45,,,6.05,2.11,15.57,203.67,21.17,27.32,,51.02,,,,,,,4047377469.0,Pharmaceuticals: Major,Health Technology
ACHR,,60.08,,,100.9,,,,,,,50.02,,,56.97,,5.79,,,6.03,,,,,,,,,,,,,,48.84,,,,,,,,,23.03,,,,,,,,,6.33,,,,,,,,,,,,,9.28,8.7,,,,,6.33,6.03,,,,,,,,,,,,,1649497955.0,Aerospace & Defense,Electronic Technology
ACI,,53.3,,,18.8,33.9,6,,,132.17,4.2,43.2,2.46,,51.13,3.53,0.04,0.02,19.31,0.9,31.65,26.16,3.64,3.36,4.7,,0.19,2.46,14.42,5.95,31.95,12.55,6.51,0.31,0.32,6.93,0.11,0.99,7.03,2.46,8.51,16.48,,1.83,21.46,27.85,3.83,,1.25,,2.28,3.71,11.29,7.72,0.57,0.14,,,,,14.36,0.9,,,,,4.19,14.24,1.22,0.81,,0.22,3.79,11.26,9.28,37.17,,6.52,,7.04,28.4,,,7,13551493187.000002,Food Retail,Retail Trade
ACIW,81.7,56.79,3.23,2.6,5.9,,7,21.8,,142.28,6.8,46.43,,44.32,54.18,3.76,0.26,0.17,56.43,1.56,,21.51,50.45,2.07,0.77,,,,18.32,13.68,24.28,,15.02,3.92,4.19,5.46,0.43,17.25,4.72,,28.5,13.11,31.06,7.94,34.1,52.2,4.73,,14.04,,22.14,4.45,26.62,24.32,2.03,3.8,,1.24,1.87,,21.72,1.65,,1.44,,,19.07,24.36,2.35,1.67,,1.56,6.9,262.89,15.7,17.86,,8.99,,3.23,57.58,,,10,2556336665.0,Packaged Software,Technology Services
ACLS,,41.03,,0.9,22.7,,62.7,72,31,57.41,34.8,54.11,,,45.75,6.79,2.3,13.15,76.23,4.45,183.28,30.95,67.21,0.16,0.05,,,,7.34,6.95,11.04,,7.3,1.74,1.8,13.62,0.73,16.36,7.1,,15.49,25,,,113.6,44.28,44.08,,20.65,,21.88,2.54,11.28,11.28,0.23,2.36,,,,,14.24,0.67,1.13,1.03,11.43,3.26,12.94,13.96,0.45,1.05,2.54,3.29,17.31,67.54,25.93,24.8,,28.79,,2.49,24.2,,,9,5489377800.999999,Industrial Machinery,Producer Manufacturing
ACM,19.25,60.34,12.04,2.5,,,13,17,11,,9.8,51.54,0.77,26.97,58.75,2.45,0.25,0.52,114.93,1.13,,56.38,59.69,2.8,1.39,,0.19,0.77,18.41,15.37,23.5,15.2,13.55,2.16,1.03,5.43,0.18,4.4,4.65,0.91,22.56,9.96,11.48,4.13,101.52,6.73,4.98,,2.5,,5.74,6.97,38.83,25.43,2.62,0.97,,,,,22.1,1.13,,2.03,,,18.97,47.33,4.19,2.04,,1.13,3.46,112.49,16.41,18.05,,11.41,,3.2,169.01,,,7,11643339642.999998,Engineering & Construction,Industrial Services
ACN,2.22,51.52,,0.4,13.6,13.6,5.4,10.7,1.4,10.85,9.3,52.41,2.64,19.38,51.66,7.29,0.26,1.22,360.03,1.1,,20.51,69.84,0.37,0.15,,0.43,1.5,22.48,19.61,25.47,20.61,16.78,3.2,3.38,4.45,0.51,13.27,3.83,1.66,28.11,13.27,8.95,7.08,331.24,32.61,162.73,,11.19,,14.79,7.96,31.5,30.1,3.24,3.51,,1.45,1.16,,26.55,1.09,8.4,1.25,,,25.05,38.26,3.16,1.75,52.79,1.1,13.75,236.59,27.79,26.8,,19.63,,2.68,39.01,,,10,207617355910.0,Information Technology Services,Technology Services
ACVA,10.15,63.41,,,,,,,,,30.6,55.76,,,62.5,3.92,0.68,2.5,22.59,1.51,,452.01,118.12,,0.25,,,,,,429.18,,,4.64,6.13,,0.44,1.43,0.22,,591.68,,,28.68,18.63,51.48,,,,,,8.27,,,,6.2,,,,,461.06,1.21,,,,61.05,88.93,,,,33.22,1.51,,,,,,,,,,,,,2506975976.0,Internet Retail,Retail Trade
ADBE,,64.33,,1.7,9.4,,17.7,16.7,11.4,,16.8,80.04,,7.36,70.27,12.16,0.78,1.24,536.49,1.11,,49.25,33.27,0.78,0.42,,,,32.75,29.12,34.48,20.5,19.16,9.49,10.78,3.05,0.49,31.27,2.77,,26.11,19.24,13.4,10.79,584.91,88.66,51.2,,25.59,,35.93,16.41,45.31,30.01,1.4,11.62,,0.96,1.19,,37.07,0.92,19.1,0.91,,,36.07,52.77,1.81,2.38,273.72,1.11,18.17,291.22,33.73,34.74,,22.82,,2.99,67.31,,,10,241068062221.0,Packaged Software,Technology Services
ADC,20.33,48.43,,,5.9,6.7,5.7,1.7,14.6,3.33,5.9,42.66,5.43,20.44,45.85,1.79,0.08,0.01,75.52,0.74,,573.52,54.1,5.08,0.51,,1.67,3.96,36.84,20.75,24.92,31.86,19.2,16.65,18.2,2.71,0.65,73.03,5.35,4.01,41.13,11.73,2.17,11.35,74.11,87.94,2.87,,31.62,,48.86,1.53,41.72,42.36,6.83,12.67,,3.67,1.36,17.85,17.35,1.02,1.85,1.01,,,17.35,,6.41,1.07,1.83,0.74,2.41,,3.83,3.64,,3.69,,,33.87,,,10,5725111028.0,Real Estate Investment Trusts,Finance
ADEA,30.35,64.55,5.38,,,,,,,13.28,,85.43,0.27,7.27,71.88,1.94,1.25,0.17,13.49,3.42,,,38.31,2.94,1.41,,0.19,1.49,18.09,9.94,13.84,,,4.85,5.25,5.53,0.35,37.93,8.85,1.49,9.88,13.97,,,9.35,,1.91,,12.01,,30.96,3.9,37.47,12.61,4.07,4.42,,,,,11.64,1.44,,2.13,,,10.5,15.97,,0.69,,3.42,3.78,475.57,9.9,11.55,,10.09,,10.03,103.77,,,5,1062196184.9999998,Packaged Software,Technology Services
ADI,22.33,48.25,1.08,1.9,,10.4,9.3,16.8,1.7,,1.2,48.18,2.83,,49.2,5.75,0.79,0.31,218.3,1.84,136.23,40.16,47.5,1.82,0.22,,0.89,1.64,54.89,27.41,36.91,31.6,23.92,11.21,12.22,1.82,0.73,33.12,2.88,1.67,30.48,16.83,20.53,10.78,152.85,57.08,6.42,,17.35,,21.96,3.08,66.35,53.73,4.93,11.54,,2.8,1.84,,34.87,1.43,,1.66,,,28.25,36.33,3.84,1.77,,1.35,3.37,46.57,4.62,4.63,,4.23,,1.41,50.42,,,10,90112565563.0,Semiconductors,Electronic Technology
ADNT,,51.98,,3.5,,,,,,,4.5,64.64,,,56.58,1.75,0.26,0.39,20.32,1.11,21.21,66.18,45.49,3.67,1.13,,,,9.72,4.8,11.37,8.16,4.46,0.22,0.21,10.29,0.23,1.89,16.06,,10.14,25.72,30.6,,37.64,6.32,2.09,,0.12,,2.72,0.81,88.35,11.06,0.57,0.12,,,,,6.58,0.54,,,,,3.33,10.3,0.54,0.61,,0.9,0.19,23.38,5.76,0.85,,4.79,,19.51,,,,5,3590797312.0,Auto Parts: OEM,Producer Manufacturing
ADP,24.63,56.99,5.32,1.2,,13.8,15.3,15.1,13,13.01,9,41.32,3.23,17.99,52.54,3.11,0.19,0.79,303.49,1.01,,3.27,65.98,1.56,1.75,,0.59,1.85,23.18,21.01,30.82,23.44,21.65,6.16,6.81,4.31,0.11,22.11,3.3,2.04,30.5,14.83,8.76,7.46,270.5,42.56,9.92,,20.87,,21.92,23.13,32.39,32.18,2.66,6.75,,1.58,1.74,,30.6,1.12,10.36,1.32,,,26.77,44,2.57,3.07,74.94,1.01,7.01,518.83,59.25,86.24,,6.18,,1.74,45.57,,,10,101064499899.00002,Data Processing Services,Technology Services
ADSK,29.96,53.21,12.44,0.9,25.4,,21.7,23.3,,,14.2,53.07,,35.67,51.58,5.82,0.38,0.66,304.23,0.65,,102.91,35.66,1.79,0.99,,,,50.11,44.3,52.07,42.76,39.81,9.52,10.95,2,0.26,21.04,1.91,,32.96,22.28,11.47,11.64,259.97,90.71,651.5,,18.3,,21.86,25.06,60.36,36.74,0.67,11.05,,,,,52.55,1.17,,1.03,,,48.78,121.93,1.47,2.93,,0.65,11.12,392,23.35,51.52,,9.86,,0.69,227.04,,,6,45606470933.0,Packaged Software,Technology Services
ADT,17.68,53.6,2.09,,3.7,,,,,,,49.27,2.62,0.97,52.18,0.43,0.08,0.01,7.59,0.81,70.1,85.15,27.53,4.22,1.98,,0.38,2.62,29.54,7.82,12.96,,5.15,2.84,2.78,3.39,0.24,21.42,16.34,2.89,9.36,7.43,26.05,2.58,6.8,78.76,1.95,,17.19,,20.04,1.78,7.91,14.57,,1.43,,,,,6.68,1.12,,,,,4.04,5.35,,0.6,,0.64,5.45,14.81,3.29,24.01,,10.07,,33.31,,,,3,5285531149.0,Miscellaneous Commercial Services,Commercial Services
ADUS,40.99,48.38,,,9.9,,22.2,30.1,,18.33,10.6,56.72,,13.53,50.91,8.38,1.41,4.48,123.6,2.11,,11.17,35.23,0.41,0.05,,,,19.08,16.88,16.16,13.13,11.8,1.4,1.8,5.24,0.82,11.15,5.64,,21.62,23.78,12.49,12.28,102.47,32.28,12.12,,6.5,,9.15,2.37,28.28,23.86,1.28,1.83,,0.99,0.53,,16.68,1.21,3.47,1.2,127.42,17.58,15.46,19.2,1.23,1.23,11.35,2.11,6.89,155.12,11.61,9.24,,9.02,,3.01,50.24,,,10,1355869330.0,Medical/Nursing Services,Health Services
AEHR,,47.49,,,99.7,,,,,52.85,46.7,51.14,,3.04,49.34,10.35,2.45,5.64,12.12,6.03,461.76,71.29,51.67,0.87,0.06,,,,54.06,42.75,,,,,5.64,1.85,0.84,,,,40.4,,,24.38,21.19,50.48,,,49.64,,10.43,2.93,12.37,11.12,,6.07,,,,,,0.57,1.33,2.3,24.73,5.16,2020.02,20.33,,3.49,3.58,3.24,25.04,13.84,5.89,29.87,,34.92,,,,,,4,1353850723.0,Electronic Production Equipment,Electronic Technology
AEIS,14.56,62.64,12.62,0.9,13,,,,,,6.1,69.2,0.34,3.43,65.06,4.55,2.25,0.99,118.58,4.62,139.39,54.35,65.57,5.33,0.57,,0.11,0.34,80.01,35.84,60.34,,12.08,2.81,3.03,1.25,0.53,5.01,1.65,0.34,23.81,15.09,,,85.27,35.16,2.31,,2.91,,4.34,3.84,104.02,32.49,2.42,3.04,,1.66,3.93,,60.08,1.39,2.99,1.06,,14.08,33.68,92.71,2.56,1.83,6.2,3.32,1.74,8.27,2.59,3.75,,8.16,,,42.05,,,9,3937546139.0,Electronic Production Equipment,Electronic Technology
AEM,60.51,56.27,9.69,,20.5,20.8,11.4,7.9,4,4.55,3.1,63.02,7.87,32.1,58.94,3.48,0.59,0.61,85.51,1.75,111.46,54.12,0.39,0.48,0.08,,0.47,1.85,24.07,13.17,24.34,12.73,8.8,4.6,5.61,4.15,0.69,23.84,4.34,1.85,17.74,11.41,25.02,13.02,63.16,40.9,27.86,,13.05,,34.15,2.17,42.76,24.87,0.98,5.64,,,,,23.79,1.35,1.77,1.29,,,12.54,27.41,2.79,1.99,2.73,0.83,3.5,8.35,6.58,5.13,,5.69,,2.46,55.17,,,9,24264092594.047283,Precious Metals,Non-Energy Minerals
AEO,,63.68,,,10.5,45.5,,,66.4,90.5,5.8,82.66,2.14,,71.6,4.16,0.24,0.15,20.54,1.57,75.18,28.64,16.47,1.99,0.78,,0.29,2.45,11.43,7.47,16.89,9.79,6.79,0.89,0.92,8.75,0.48,5.42,7.44,2.45,10.63,0.77,11.57,3.38,18.03,39.18,,,4.58,,8.01,2.33,16.43,12.37,,0.74,,,,,13.71,1.14,1.23,0.92,,,8.48,25.27,,1.32,2.77,0.74,7.04,18.72,16.01,14.43,,11.24,,11.96,18.34,,,9,3043221255.9999995,Apparel/Footwear Retail,Retail Trade
AEP,22.8,43.89,,,5.1,5.9,3.4,0.9,1.3,4.72,6.7,29.58,4.93,8.87,40.71,0.9,0.04,0.01,96.25,0.57,84.7,104.49,18.81,5.79,1.66,,0.71,3.72,22.2,12.49,,17.14,10.88,4.31,4.87,4.5,0.27,,,3.87,16.34,1.13,12.99,4.81,93.71,61.23,2.17,,13.46,,20.61,1.93,19.41,19.33,3.51,2.62,,,,,,1.03,1.29,1.11,,,7.93,,,11.32,1.93,0.41,2.7,5.48,4.94,10.22,,4.35,,0.7,20.48,,,10,41234689544.0,Electric Utilities,Utilities
AER,35.91,56.02,1.07,,6.4,,,5.5,,3.17,,55.2,0.77,1.98,56.25,0.74,2.25,0.08,98.6,4.5,5.24,57.13,3.06,10.49,2.89,,0.05,0.77,30.6,13.67,,15.95,9.39,7.73,8.07,3.27,0.23,,,1.03,8.14,,12.74,2.68,84.75,32.61,,,32.41,,26.37,1.12,7.96,10.12,,2.5,,,,,,1.16,0.77,1.47,,,3.49,7.55,,1.65,1.31,4.45,3.53,3.38,2.94,15.15,,2.69,,11.61,15.38,,,8,14432429370.0,Finance/Rental/Leasing,Finance
AES,,39.72,,,,5,,6.9,,,7.2,62.76,6.59,,46.41,0.42,0.16,0.07,13.43,0.85,25.49,94.7,48.4,11.13,8.95,,0.3,5.16,25.74,13.89,,9.8,7.98,2.1,2.99,3.89,0.07,,,5.16,6.49,,6.54,2.97,21.22,19.44,1.43,,8.34,,17.25,2.9,9.33,5.79,,0.76,,,,,,0.63,1.56,0.81,,,4,,,,9.39,0.8,2.2,4.62,3.9,35.23,,17.84,,,,,,6,11544405347.0,Electric Utilities,Utilities
AESC,,35.83,,,,5,,6.9,,,7.2,31.65,,,33.56,0.42,0.16,0.07,62.61,0.85,25.49,94.7,48.4,11.13,8.95,,,,25.74,13.89,,,,,2.99,3.89,0.07,,,,6.72,,6.54,2.97,0.0,19.44,1.43,,8.34,,17.25,2.82,9.06,5.63,,0.76,,,,,,,,,,,3.89,,,,,0.8,2.2,4.62,3.9,35.23,,17.84,,,,,,6,11544405347.0,Electric Utilities,Utilities
AESI,12.13,62.11,,,14.3,,129.9,,,49.89,64.1,59.17,3.83,,63.3,2.44,0.3,0.16,23.47,1.23,16.62,48.15,58.05,2.21,0.47,,0.99,3.83,23.05,13.64,,,7.02,2.58,3.31,4.34,0.53,,,4.1,12.1,,,25.9,0.0,26.47,4.92,,8.78,,15.35,2.52,30.51,27.76,,2.8,,,,,,,1.9,,,,9.43,,,,2.99,1.08,4.84,10.74,8.84,10.25,,8.11,,,,,,3,2304000047.0,Construction Materials,Non-Energy Minerals
AFRM,13.3,72.34,8.6,,,,85.6,17.5,,1.59,11.1,75.34,,44.96,73.9,2.63,15.58,0.3,72.0,64.66,,18.63,43.32,66.55,2.51,,,,,254.43,71.55,39.44,41.87,8.87,10.78,,0.28,15.07,1.68,,,,,26.03,38.19,65.71,,,,,,7.97,,,,8.65,,,,,57.51,1.89,,,,15.13,39.85,,,,9.89,64.66,,,,,,,,,,,,,7293861260.0,Finance/Rental/Leasing,Finance
