Ticker,12-1 Month Momentum %,14-Day RSI,3-Year Average Share Buyback Ratio,3-Year Book Growth Rate,3-Year Dividend Growth Rate,3-Year EBITDA Growth Rate,3-Year EPS without NRI Growth Rate,3-Year FCF Growth Rate,3-Year Revenue Growth Rate,5-Day RSI,5-Year Yield-on-Cost %,6-1 Month Momentum %,9-Day RSI,Altman Z-Score,Cash Ratio,Cash-To-Debt,ClosePrice,Current Ratio,Days Inventory,Days Payable,Days Sales Outstanding,Debt-to-EBITDA,Debt-to-Equity,Distress,Dividend Payout Ratio,Dividend Yield %,EV-to-EBIT,EV-to-EBITDA,EV-to-FCF,EV-to-Forward-EBIT,EV-to-Forward-EBITDA,EV-to-Forward-Revenue,EV-to-Revenue,Earnings Yield (Greenblatt) %,Equity-to-Asset,FCF Margin %,FCF Yield %,Forward Dividend Yield %,Forward PE Ratio,Forward Rate of Return (Yacktman) %,Future 3-5Y EPS without NRI Growth Rate,Future 3-5Y Total Revenue Growth Rate,GFValue,Gross Margin %,Interest Coverage,N/A,Net Margin %,Not Manipulator,Operating Margin %,PB Ratio,PE Ratio,PE Ratio without NRI,PEG Ratio,PS Ratio,Piotroski F-Score,Price-to-DCF (Earnings Based),Price-to-DCF (FCF Based),Price-to-FFO,Price-to-Free-Cash-Flow,Price-to-Graham-Number,Price-to-Median-PS-Value,Price-to-Net-Cash,Price-to-Net-Current-Asset-Value,Price-to-Operating-Cash-Flow,Price-to-Owner-Earnings,Price-to-Peter-Lynch-Fair-Value,Price-to-Projected-FCF,Price-to-Tangible-Book,Quick Ratio,ROA %,ROC (Joel Greenblatt) %,ROCE %,ROE %,ROIC,ROIC %,Safe,Shareholder Yield %,Shiller PE Ratio,WACC,WACC vs ROIC,Years of Profitability over Past 10-Year,Market Capitalization,Industry,Sector
A,18.47,27.83,1.5,7.9,7.7,13.5,33.2,24.7,10.5,6.02,1.06,7.23,18.17,6.34,0.85,0.65,130.41,2.15,117.53,51.55,72.82,1.53,0.41,,0.17,0.71,27.46,23.23,25.3,25.19,21.96,6.01,5.9,3.64,0.57,23.33,4.04,0.72,24.94,16.03,4.95,102.1,138.06,50.63,14.64,,18.84,,19.54,6.12,30.83,24.51,2.04,5.83,,0.78,1.56,,24.99,4.75,1.16,,,20.27,30.53,1.86,1.96,20.73,1.64,11.49,62.07,15.6,20.99,,14.11,,2.9,42.9,,,10,33913792728.0,Medical Specialties,Health Technology
AA,10.78,68.16,1.4,10.2,,,,,5.9,70.73,0.89,30.83,69.44,1.13,0.45,0.53,44.27,1.61,83.25,57.67,25.57,134.11,0.64,,,0.9,,481.01,,24.66,8.9,0.89,0.87,,0.28,,,0.9,349.49,,63.4,3.09,39.4,6.37,,,,,,1.99,,,,0.75,,,,,,,,,,244.59,,,2,2.09,0.93,,,,,,,,,,,,3,5148271475.0,Aluminum,Non-Energy Minerals
AAL,,24.33,,10.4,,,,,27,8.24,,8.69,16.57,0.66,0.33,0.21,11.5,0.58,20.92,21.48,13.98,14.34,,,,,14.07,14.07,,11.93,6.94,0.71,0.74,7.11,,,,,5.32,,46,4,18.47,21.59,1.73,,0.94,,6.83,,19.17,6.26,,0.15,,,,,,,0.33,,,2.89,,,,,0.48,0.76,7.26,6.75,,,3.98,,38.61,8.32,,,8,8696254174.0,Airlines,Transportation
AAON,62.95,37.64,,26.3,8.1,29.5,31.8,,29.5,36.09,0.65,50.3,36.62,25.33,0.07,0.49,75.05,3.13,101.08,13.09,45.31,0.06,0.02,,0.15,0.43,26.78,22.01,48.6,,,,5.31,3.73,0.82,10.92,2.06,0.43,,20.67,,,77.25,35.56,58.55,,15.44,,19.77,7.85,34.96,34.96,1.39,5.38,,1.92,4.28,,49.38,3.89,1.08,,27.49,25.48,37.6,1.51,5.33,9.75,1.57,19.39,38.08,29.18,25.9,,21.96,,0.89,71.88,,,10,4968385340.0,Industrial Machinery,Producer Manufacturing
AAPL,,67.04,2.9,1.3,5.7,20.9,23.2,14.6,15.7,70.92,0.7,,68.95,9.06,0.54,0.64,192.25,1.04,11.92,90.05,21.43,0.8,1.41,,0.15,0.5,24.88,22.72,29.29,24.85,22.74,7.71,7.82,4.02,0.22,26.71,3.46,0.52,29.33,20.6,10.5,5,178.22,45.59,59.12,,26.31,,30.98,39.75,29.9,29.9,1.77,7.87,,1.23,1.4,,29.46,7.27,1.95,,,27.16,31.83,1.68,2.24,39.72,0.99,29.34,275.4,56.47,150.79,,34.62,,3.51,43.54,,,10,2736146930271.0005,Telecommunications Equipment,Electronic Technology
AAT,12.07,51.5,,,9.7,8.1,22.2,18.4,8.5,60.23,7.43,6.01,52.58,0.64,0.98,0.06,21.75,2.06,,143.65,6.4,6.71,1.43,,1.49,6.09,21.71,11.52,24.06,,,,6.62,4.61,0.4,27.51,9.22,6.16,,8.04,,2.19,29.29,62.64,1.88,,15.46,,27.6,1.1,24.44,24.44,10.63,3.74,,2.12,1.18,9.58,13.6,1.1,0.48,,,8.67,16.89,,0.97,1.12,2.06,2.29,612.23,4.67,5.68,,4.28,,3.92,27.16,,,10,1249105589.0,Real Estate Investment Trusts,Finance
ABBV,17.89,48.81,,,7.8,9.6,49.1,7.4,3.8,63.94,6.17,14.22,53.51,1.75,0.44,0.24,161.24,0.94,71.9,58.89,77.13,4,9.24,,0.55,3.76,34.55,18.41,15.56,13.33,12.87,6.17,6.26,2.89,0.05,40.24,7.69,3.85,14.46,24.68,6.21,3.88,141.77,62.28,5.83,,11.02,,24.96,35.55,47.85,14.71,0.95,5.25,,0.66,0.43,,13.05,,1.19,,,12.6,19.19,0.83,1.4,,0.83,4.34,199,9.56,52.94,,9.67,,5.37,35.09,,,10,268498884868.0,Pharmaceuticals: Major,Health Technology
ABCL,,49.03,,8.7,,,,,,48.5,,,50.99,2.54,6.66,9.48,3.93,7.76,,,342.96,,0.07,,,,,,,,,8.29,14.84,,0.77,,,,,,,,1.19,,,,,,,1.02,,,,31.69,,,,,,,,3.17,2.4,,,,,1.2,7.75,,,,,,,,,,,,4,1545160366.0,Biotechnology,Health Technology
ABEV,,35.7,,2.2,20.8,5.4,3.2,9.8,11,28.55,10.79,,32.12,3.47,0.4,3.65,2.22,0.99,102.26,192.59,24.29,0.15,0.04,,0.77,6.8,9.34,6.9,8.54,8.06,6.12,2.03,2.16,10.71,0.65,25.4,11.06,6.8,12.44,14.67,6.1,6.23,2.91,50.66,6.83,,18.25,,23.83,2.1,12.58,12.03,2.46,2.3,,,,,9.09,1.63,0.42,,,7.04,10.23,1.76,0.69,4.93,0.7,10.77,64.69,18.64,17.03,,17.22,,6.38,11.21,,,10,43328543728.065,Beverages: Alcoholic,Consumer Non-Durables
ABM,,61.76,2,8.4,5.9,40.8,24.6,,11.1,62.26,2.34,6.61,61.54,3,0.05,0.04,47.27,1.48,,,60.22,2.73,0.8,,0.27,1.88,10.54,8.23,16.77,11.5,9.02,0.53,0.54,9.49,0.37,3.2,8.75,1.9,14.33,24.6,,2.17,52.36,,4.92,,3.15,,5.04,1.64,12.09,14.63,0.91,0.38,,0.79,1.03,,11.93,,0.97,,,9.92,10.79,0.8,0.86,,1.48,5.21,63.86,11.09,14.3,,7.6,,,24.98,,,10,2657328642.9999995,Miscellaneous Commercial Services,Commercial Services
