Ticker,12-1 Month Momentum %,14-Day RSI,3-1 Month Momentum %,3-Year Average Share Buyback Ratio,3-Year Book Growth Rate,3-Year Dividend Growth Rate,3-Year EBITDA Growth Rate,3-Year EPS without NRI Growth Rate,3-Year FCF Growth Rate,3-Year ROIIC %,3-Year Revenue Growth Rate,5-Day RSI,5-Year Yield-on-Cost %,6-1 Month Momentum %,9-Day RSI,Altman Z-Score,Cash Ratio,Cash-To-Debt,ClosePrice,Current Ratio,Days Inventory,Days Payable,Days Sales Outstanding,Debt-to-EBITDA,Debt-to-Equity,Distress,Dividend Payout Ratio,Dividend Yield %,EV-to-EBIT,EV-to-EBITDA,EV-to-FCF,EV-to-Forward-EBIT,EV-to-Forward-EBITDA,EV-to-Forward-Revenue,EV-to-Revenue,Earnings Yield (Greenblatt) %,Equity-to-Asset,FCF Margin %,FCF Yield %,Forward Dividend Yield %,Forward PE Ratio,Forward Rate of Return (Yacktman) %,Future 3-5Y EPS without NRI Growth Rate Estimate,Future 3-5Y Total Revenue Growth Rate Estimate,GFValue,Gross Margin %,Interest Coverage,N/A,Net Margin %,Not Manipulator,Operating Margin %,PB Ratio,PE Ratio,PE Ratio without NRI,PEG Ratio,PS Ratio,Piotroski F-Score,Price-to-DCF (Earnings Based),Price-to-DCF (FCF Based),Price-to-FFO,Price-to-Free-Cash-Flow,Price-to-GF-Value,Price-to-Graham-Number,Price-to-Median-PS-Value,Price-to-Net-Cash,Price-to-Net-Current-Asset-Value,Price-to-Operating-Cash-Flow,Price-to-Owner-Earnings,Price-to-Peter-Lynch-Fair-Value,Price-to-Projected-FCF,Price-to-Tangible-Book,Quick Ratio,ROA %,ROC (Joel Greenblatt) %,ROCE %,ROE %,ROIC,ROIC %,Safe,Shareholder Yield %,Shiller PE Ratio,WACC,WACC vs ROIC,Years of Profitability over Past 10-Year,Market Capitalization,Industry,Sector
ABT,6.18,44.17,3.62,0.7,6.3,12.3,6.8,6.7,,,5.8,43.74,3.6,13.64,43.74,5.21,0.52,0.52,113.04,1.6,134.18,82.06,59.46,1.42,0.38,,0.48,1.93,27.83,19.36,31.58,21.82,17.22,4.54,4.97,3.59,0.54,15.74,3.31,2.07,21.92,11.37,8.93,6.43,109.24,55.55,11.5,,13.99,,16.24,4.93,34.36,25.01,2.17,4.8,,1.35,1.58,,30.46,1.03,4.98,1.11,,,22.67,39.79,3.1,1.88,22.3,1.14,7.9,65.41,12.45,14.86,,10.65,,3.45,40.37,,,10,176555322492.0,Medical Specialties,Health Technology
ACA,37.63,32.34,19.56,,6.9,,13.2,4.1,,3.27,5.9,17.73,0.2,32.68,24.64,2.78,1.75,0.61,97.54,3.61,70.83,47.61,57.32,3.31,0.51,,0.06,0.2,26.59,14.13,43.72,,,1.78,2.13,3.76,0.56,4.86,2.54,0.2,22.05,18.22,27.02,11.51,78.35,19.84,4.58,,5.17,,7.87,1.95,37.09,30.2,1.5,1.94,,,,,39.41,1.24,2.39,,,,15.04,23.12,1.93,1.32,4.25,2.77,3.4,11.35,5.93,5.41,,5.14,,,,,,9,3644941042.999999,Trucks/Construction/Farm Machinery,Producer Manufacturing
ACAD,,63.86,10.73,,,,38.8,40.9,46.1,223.57,16.4,76.53,,4.55,68.16,3.19,1.64,11.45,17.46,2.29,235.21,82.57,38.31,0.4,0.09,,,,22.7,20.45,12.57,15.57,19.2,2.49,2.74,4.41,0.59,21.82,6.98,,22.94,,,16.17,34.27,91.61,,,13.83,,12.08,5.03,22.38,22.38,1,3.11,,,,,14.25,0.51,2.48,,17.46,7.46,14.25,21.81,,,6.15,2.11,15.57,203.67,21.17,27.32,,51.02,,,,,,,4047377469.0,Pharmaceuticals: Major,Health Technology
ACHC,,53.06,,,12.2,,,16.9,,,10.9,80.51,,,64.16,1.81,0.13,0.04,44.85,1.07,18.46,542.09,44.04,3.16,0.66,,,,12.55,9.68,,9.71,7.67,1.75,1.97,7.97,0.52,,,,12.77,0.68,10.67,8.87,85.45,96.45,5.11,,8.99,,17.48,1.36,14.7,12.79,,1.32,,,,,,0.52,1.84,0.61,,,31.78,,,1.35,5.93,1.06,5.05,19.42,10.06,9.78,,8.25,,,131.91,,,7,6460318360.000001,Medical/Nursing Services,Health Services
ACIW,91.4,45.81,12.97,2.6,5.9,,7,21.8,,142.28,6.8,51.42,,44.26,45.67,3.65,0.26,0.17,52.73,1.56,,21.51,50.45,2.07,0.77,,,,17.38,12.98,23.04,,14.25,3.72,3.97,5.75,0.43,17.25,5.05,,28.05,13.28,23.1,7.94,34.11,52.2,4.73,,14.04,,22.14,4.16,24.87,22.73,1.89,3.45,,1.15,1.75,,20.3,1.55,,1.35,,,17.87,22.72,2.19,1.56,,1.56,6.9,262.89,15.7,17.86,,8.99,,3.43,53.81,,,10,2556336665.0,Packaged Software,Technology Services
ACLS,,36.94,,0.9,22.7,,62.7,72,31,57.41,34.8,35.81,,,36.58,6.56,2.3,13.15,74.45,4.45,183.28,30.95,67.21,0.16,0.05,,,,6.82,6.45,10.25,,7.13,1.7,1.68,14.66,0.73,16.36,7.27,,15.13,25.3,,,111.61,44.28,44.08,,20.65,,21.88,2.48,11.01,11.01,0.22,2.28,,,,,13.91,0.67,1.1,1.01,11.16,3.19,12.64,13.65,0.44,1.03,2.48,3.29,17.31,67.54,25.93,24.8,,28.79,,2.64,23.63,,,9,5489377800.999999,Industrial Machinery,Producer Manufacturing
ACLX,62.81,43.26,16.34,,,,2.6,0.1,,,,52.18,,62.01,44.56,9.03,4.19,8.79,75.01,4.29,,,71.34,,0.14,,,,,,1052.19,,,40.53,24.19,,0.63,2.3,0.09,,,,,15.73,0.0,,,,,,,8.38,,,,24.78,,,,,510.26,,,,13.87,13.25,156.25,,,,8.38,4.29,,,,,,,,0.31,,,,,1598748014.0,Biotechnology,Health Technology
ACM,28.59,33.68,11.79,2.5,,,13,17,11,,9.8,17.64,0.84,31.84,25.35,2.4,0.25,0.52,107.24,1.13,,56.38,59.69,2.8,1.39,,0.19,0.84,17.6,14.7,22.47,14.36,12.81,2.04,0.99,5.68,0.18,4.4,4.98,0.96,21.05,10.21,11.48,4.13,102.32,6.73,4.98,,2.5,,5.74,6.51,36.23,23.73,2.45,0.92,,,,,20.69,1.05,,1.9,,,17.65,44.12,3.91,1.91,,1.13,3.46,112.49,16.41,18.05,,11.41,,3.43,157.71,,,7,11643339642.999998,Engineering & Construction,Industrial Services
ACN,4.33,41.89,,0.4,13.6,13.6,5.4,10.7,1.4,10.85,9.3,28.55,2.66,15.3,37.73,6.86,0.48,1.02,351.33,1.47,,20.16,70.39,0.7,0.28,,0.44,1.51,21.96,19.18,24.52,20.77,16.97,3.24,3.35,4.55,0.49,13.65,4.12,1.66,27.54,12.42,8.87,7.03,335.14,32.45,133.92,,11.41,,15.04,7.52,29.47,28.61,3.08,3.37,,1.38,1.07,,24.67,1.05,7.07,1.18,,,23.17,34.55,3.26,1.72,39.34,1.47,13.88,245.06,27.33,27.23,,19.83,,1.93,37.66,,,10,207617355910.0,Information Technology Services,Technology Services
ACVA,59.21,46.64,19.72,,,,,,,,30.6,34.51,,28.4,42.8,3.61,0.68,2.5,21.11,1.51,,452.01,118.12,,0.25,,,,,,393.55,,,4.31,5.62,,0.44,1.43,0.24,,552.75,,,28.48,19.08,51.48,,,,,,7.73,,,,5.82,,,,,430.82,1.11,,,,57.05,83.08,,,,31.04,1.51,,,,,,,,,,,,,2506975976.0,Internet Retail,Retail Trade
ADBE,,30.87,2.47,2.5,0.9,,8.8,13.9,6.9,48.68,13.3,21.49,,,26.27,10.35,0.75,1.3,431.18,1.07,,51.08,33.15,0.76,0.43,,,,26.44,23.59,23.84,17.44,16.18,7.99,8.73,3.78,0.47,36.61,4.15,,21.13,18.54,12.13,9.76,570.08,89.04,45.8,,25.85,,36,13.46,34.77,23.41,1.44,9.02,,0.75,0.79,,24.57,0.76,19.21,0.7,,,24,32.21,1.54,1.82,353.43,1.07,18.71,304.83,35.09,36.84,,23.74,,4.13,51.7,,,10,241068062221.0,Packaged Software,Technology Services
ADC,19.21,33.86,,,5.9,6.7,5.7,1.7,14.6,3.33,5.9,31.18,5.81,20.4,31.72,1.7,0.08,0.01,70.42,0.74,,573.52,54.1,5.08,0.51,,1.67,4.24,35.31,19.89,23.88,30.53,18.4,15.96,17.44,2.83,0.65,73.03,5.74,4.29,37.74,12.04,3.24,11.45,74.4,87.94,2.87,,31.62,,48.86,1.42,38.91,39.5,6.37,11.81,,3.42,1.27,16.62,16.13,0.95,1.73,0.94,,,16.13,,5.97,1,1.7,0.74,2.41,,3.83,3.64,,3.69,,,31.3,,,10,5725111028.0,Real Estate Investment Trusts,Finance
ADEA,0.08,54.89,7.79,,,,,,,13.28,,42.5,0.25,11.56,51.43,2.08,1.25,0.17,14.28,3.42,,,38.31,2.94,1.41,,0.19,1.41,19.76,10.87,15.13,,,5.05,5.74,5.06,0.35,37.93,8.36,1.41,10.14,12.03,,,9.7,,1.91,,12.01,,30.96,4.13,39.67,13.35,4.31,4.67,,,,,12.35,1.47,,2.26,,,11.16,16.89,,0.73,,3.42,3.78,475.57,9.9,11.55,,10.09,,8.96,109.85,,,5,1062196184.9999998,Packaged Software,Technology Services
ADI,17.24,42.86,,1.9,,10.4,9.3,16.8,1.7,,1.2,33.19,2.9,,40.28,5.61,0.79,0.31,218.0,1.84,136.23,40.16,47.5,1.82,0.22,,0.89,1.68,53.43,26.68,35.93,30.76,23.28,10.91,11.9,1.87,0.73,33.12,2.89,1.68,30.68,16.91,20.61,10.88,153.84,57.08,6.42,,17.35,,21.96,3.08,66.26,53.65,4.92,11.52,,2.8,1.84,,34.8,1.42,,1.66,,,28.27,36.25,3.84,1.77,,1.35,3.37,46.57,4.62,4.63,,4.23,,1.46,50.35,,,10,90112565563.0,Semiconductors,Electronic Technology
ADM,,39.19,,2.6,9.4,7.7,25.1,24.8,,89.18,15,39.35,5.21,,38.91,3.09,0.04,0.07,49.63,1.4,50.57,24.48,21.74,2.74,0.52,,0.39,3.97,11.55,8.4,9.87,13.38,9.35,0.41,0.4,8.66,0.42,4.05,14.85,3.97,10.71,23.32,,,78.68,7.08,3.58,,2.07,,2.85,1.08,14.1,10.05,0.55,0.29,,,,,7.26,0.63,0.84,0.71,,,5.04,6.81,0.52,1.3,1.58,0.84,3.34,14.4,8.6,7.7,,4.13,,17.13,10.88,,,10,42539663009.00001,Agricultural Commodities/Milling,Process Industries
ADP,30.56,37.89,6.66,1.2,,13.8,15.3,15.1,13,13.01,9,24.26,3.48,28.14,32.67,3.04,0.19,0.79,287.13,1.01,,3.27,65.98,1.56,1.75,,0.59,1.99,22.29,20.2,29.63,22.54,20.82,5.92,6.55,4.49,0.11,22.11,3.49,2.15,28.85,14.93,8.76,7.46,273.99,42.56,9.92,,20.87,,21.92,21.88,30.64,30.45,2.52,6.39,,1.5,1.65,,28.95,1.05,9.8,1.25,,,25.32,41.66,2.43,2.9,70.9,1.01,7.01,518.83,59.25,86.24,,6.18,,1.86,43.11,,,10,101064499899.00002,Data Processing Services,Technology Services
ADSK,31.59,42.13,11.31,0.9,25.4,,21.7,23.3,,,14.2,26.84,,21.38,36.59,5.73,0.38,0.66,292.51,0.65,,102.91,35.66,1.75,0.99,,,,49.3,43.58,51.23,32.3,30.1,9.33,10.78,2.03,0.26,21.04,1.99,,31.71,22.32,11.65,11.74,262.42,90.71,,,18.3,,21.86,24.09,58.04,35.33,0.65,10.65,,,,,50.56,1.11,,0.99,,,46.84,99.37,1.41,2.82,,0.65,11.12,392,23.35,51.52,,9.86,,0.71,218.29,,,6,45606470933.0,Packaged Software,Technology Services
ADT,17.13,41.21,6.21,,3.7,,,,,,,54.79,3.11,1.62,43.37,0.41,0.08,0.01,7.11,0.81,70.1,85.15,27.53,4.22,1.98,,0.38,3.11,28.73,7.61,12.61,,5.15,2.76,2.7,3.48,0.24,21.42,17.45,3.11,8.77,8.31,26.47,2.59,6.61,78.76,1.95,,17.19,,20.04,1.67,7.41,13.65,,1.33,,,,,6.17,1.08,,,,,3.71,4.94,,0.57,,0.64,5.45,14.81,3.29,24.01,,10.07,,35.67,,,,3,5285531149.0,Miscellaneous Commercial Services,Commercial Services
AEE,24.61,43.86,4.29,,6.5,8,7.3,6.3,10.2,5.28,6.9,36.09,4.2,30.1,40.89,0.88,,,86.87,0.63,73.28,83.66,27.63,5.15,1.54,,0.61,3.04,21.45,11.88,,19.1,10.99,5.02,5.77,4.66,0.27,,,3.04,17.6,1.21,7.85,3.97,83.25,49.45,2.94,,15.52,,25.95,1.96,20.44,20.24,3.68,3.2,,1.47,,,,1.04,1.35,1.21,,,9.32,,2.92,,2.03,0.41,2.73,5.71,5.17,9.9,,3.91,,,21.94,,,10,21222279644.0,Electric Utilities,Utilities
AEIS,15.68,49.54,14.68,0.9,13,,,,,,6.1,46.32,0.34,10.38,47.67,4.56,2.25,0.99,121.24,4.62,139.39,54.35,65.57,5.33,0.57,,0.11,0.34,80.36,35.99,60.6,,12.08,2.83,3.04,1.24,0.53,5.01,1.62,0.34,24.3,15.08,,,85.28,35.16,2.31,,2.91,,4.34,3.92,106.35,33.22,2.48,3.15,,1.7,4.02,,61.49,1.42,3.06,1.09,,14.4,34.38,94.77,2.62,1.87,6.34,3.32,1.74,8.27,2.59,3.75,,8.16,,,42.99,,,9,3937546139.0,Electronic Production Equipment,Electronic Technology
AEO,,46.66,,,10.5,45.5,,,66.4,90.5,5.8,68.14,2.51,3.26,51.98,3.76,0.19,0.12,17.22,1.57,78.76,29.59,15.73,2.12,0.8,,0.3,2.88,10.48,6.9,23.57,9.5,6.52,0.82,0.84,9.54,0.47,3.56,5.81,2.88,9.46,1.46,10.05,3.02,17.91,38.95,,,4.28,,8,1.89,14.72,10.44,,0.63,,,,,17.43,0.96,1.02,0.78,,,8.63,47.08,,1.12,2.24,0.63,6.46,18.28,15.69,13.34,,11.06,,7.94,14.84,,,9,3043221255.9999995,Apparel/Footwear Retail,Retail Trade
AEP,16.36,38.38,,,5.1,5.9,3.4,0.9,1.3,4.72,6.7,38.71,5.17,10.8,37.77,0.87,0.04,0.01,90.32,0.57,84.7,104.49,18.81,5.79,1.66,,0.71,3.9,21.6,12.15,,16.67,10.57,4.19,4.73,4.63,0.27,,,4.04,15.36,0.94,13,4.64,94.42,61.23,2.17,,13.46,,20.61,1.81,18.21,18.14,3.3,2.45,,,,,,0.96,1.21,1.04,,,7.44,,,10.63,1.81,0.41,2.7,5.48,4.94,10.22,,4.35,,0.79,19.22,,,10,41234689544.0,Electric Utilities,Utilities
AES,,45.82,,,,5,,6.9,,,7.2,60.6,6.79,,51.18,0.42,0.16,0.07,13.01,0.85,25.49,94.7,48.4,11.13,8.95,,0.3,5.32,28.87,15.58,,9.83,6.7,2.1,3.36,3.46,0.07,,,5.34,6.34,,6.76,2.74,21.42,19.44,1.43,,8.34,,17.25,2.81,9.03,5.61,,0.78,,,,,,0.61,1.51,0.79,,,3.88,,,,9.1,0.8,2.2,4.62,3.9,35.23,,17.84,,,,,,6,11544405347.0,Electric Utilities,Utilities
AESC,,32.33,,,,5,,6.9,,,7.2,31.66,,,32.98,0.42,0.16,0.07,62.61,0.85,25.49,94.7,48.4,11.13,8.95,,,,28.87,15.58,,,,,3.36,3.46,0.07,,,,6.72,,6.76,2.74,0.0,19.44,1.43,,8.34,,17.25,2.86,9.19,5.7,,0.77,,,,,,,,,,,3.95,,,,,0.8,2.2,4.62,3.9,35.23,,17.84,,,,,,6,11544405347.0,Electric Utilities,Utilities
AESI,40.49,57.22,7,,14.3,,129.9,,,49.89,64.1,71.91,4.02,18.8,61.01,2.37,0.3,0.16,22.24,1.23,16.62,48.15,58.05,2.21,0.47,,0.99,4.02,22.2,13.13,,,6.76,2.48,3.19,4.5,0.53,,,4.27,11.52,,,26.12,0.0,26.47,4.92,,8.78,,15.35,2.34,28.26,25.71,,2.6,,,,,,,1.8,,,,8.73,,,,2.84,1.08,4.84,10.74,8.84,10.25,,8.11,,,,,,3,2304000047.0,Construction Materials,Non-Energy Minerals
AFRM,62.7,46.83,83.79,,,,85.6,17.5,,1.59,11.1,38.64,,144.17,42.14,2.51,15.58,0.3,65.09,64.66,,18.63,43.32,66.55,2.51,,,,,239.74,67.42,37.16,39.46,8.36,10.16,,0.28,15.07,1.88,,,,,26.02,39.4,65.71,,,,,,7.21,,,,8.09,,,,,53.83,1.65,,,,13.67,37.33,,,,8.94,64.66,,,,,,,,,,,,,7293861260.0,Finance/Rental/Leasing,Finance
AFYA,,45.4,,1.2,12.1,,32.7,10.6,54.7,11.9,37.5,46.09,,,46.45,2.14,0.9,0.27,14.88,1.6,0.45,126.67,62.76,2.29,0.76,,,,9.48,7.06,10.24,8.5,6.53,2.79,2.83,10.55,0.47,27.65,12.59,,10.07,27.7,30.73,3.99,17.03,62.43,2.75,,18.26,,29.03,1.81,12.12,13.16,0.31,2.25,,,,,8.19,0.87,,,,,5.59,10.53,0.53,0.68,,1.6,7.26,66.82,13.65,15.16,,12.45,,1.27,,,,7,1469574000.0000002,Other Consumer Services,Consumer Services
AG,14.03,50.5,,,9.1,,,,,,8,69.05,0.31,1.77,56.18,1.72,1.86,0.94,5.78,3.03,51.44,36.36,8.18,2.7,0.17,,,0.31,,20.46,,,,3.23,3.35,,0.7,,,0.33,20.28,18.7,,5.53,5.99,11.66,,,,,,1.35,,,,3.39,,,,,,0.96,,0.88,,,20.1,,,4.82,1.35,2.45,,,,,,,,,,,,2,1664184423.375635,Precious Metals,Non-Energy Minerals
AGCO,,38.58,4.46,0.2,16.3,20.1,25.7,40.5,,36.02,16.7,25.49,2.3,4.02,33.59,2.28,0.15,0.15,91.15,1.53,139.21,45.05,44.73,6.86,1,,0.12,1.23,37.62,17.76,30.5,15.1,10.52,1.01,0.86,2.66,0.31,2.8,5.18,1.23,17.6,25.26,,,111.66,25.39,8.9,,1.35,,8.69,1.64,40.33,9.79,0.39,0.56,,,,,19.26,0.82,1.57,0.86,,,8.62,1248.65,0.52,0.83,5.66,0.72,1.34,7.33,3.4,3.87,,9.37,,,14.18,,,10,9201222919.0,Trucks/Construction/Farm Machinery,Producer Manufacturing
AGI,50.78,55.55,,,2,17.3,10.3,15.9,23.9,17.21,12.4,73.58,2.55,20.32,61.17,3.24,0.84,1.06,18.69,1.62,129.34,94.63,11.19,0.48,0.09,,0.17,0.53,19.53,12.93,41.74,,,4.87,6.58,5.12,0.66,16.68,2.59,0.53,15.29,17.07,37.63,23.27,16.9,41.55,68.69,,19.9,,34.16,2.39,31.15,31.68,1.82,6.6,,,,,39.24,1.11,1.89,1.69,,,13.61,24.27,2.08,2.42,2.39,0.97,5.71,11.3,10.29,7.97,,6.79,,,,,,5,4919131767.945206,Precious Metals,Non-Energy Minerals
AGIO,145.13,25.01,45.17,6.9,36,,,,,39.42,,11.36,,40.12,19.05,8.63,8.41,16.52,33.54,8.99,2295.73,1283.6,31.8,,0.04,,,,,,,,,8.85,27.13,,0.91,,,,,,,98.61,0.0,89.38,,,2051.38,,,1.18,2.95,,,58.14,,,,,,,,,2.28,2.1,,3.14,,,1.18,8.77,62.91,,,71.3,,,,0.77,,,,1,1454238439.0,Pharmaceuticals: Major,Health Technology
AGL,,44.03,,,,,,,,,49.4,46.58,,,44.33,1.77,0.28,8.95,2.06,1.29,,85,86.97,,0.08,,,,,,,,,0.08,0.09,,0.28,,,,,,21.78,20,45.43,,,,,,,1.47,,,,0.15,,,,,,0.05,,,,2.86,,,,,1.78,1.29,,,,,,,,0.41,,,,,7602789688.0,Medical/Nursing Services,Health Services
