Ticker,12-1 Month Momentum %,14-Day RSI,3-Year Average Share Buyback Ratio,3-Year Book Growth Rate,3-Year Dividend Growth Rate,3-Year EBITDA Growth Rate,3-Year EPS without NRI Growth Rate,3-Year FCF Growth Rate,3-Year ROIIC %,3-Year Revenue Growth Rate,5-Day RSI,5-Year Yield-on-Cost %,6-1 Month Momentum %,9-Day RSI,Altman Z-Score,Beneish M-Score,Cash Ratio,Cash-To-Debt,ClosePrice,Current Ratio,Days Inventory,Days Payable,Days Sales Outstanding,Debt-to-EBITDA,Debt-to-Equity,Distress,Dividend Payout Ratio,Dividend Yield %,EV-to-EBIT,EV-to-EBITDA,EV-to-FCF,EV-to-Forward-EBIT,EV-to-Forward-EBITDA,EV-to-Forward-Revenue,EV-to-Revenue,Earnings Yield (Greenblatt) %,Equity-to-Asset,FCF Margin %,FCF Yield %,Forward Dividend Yield %,Forward PE Ratio,Forward Rate of Return (Yacktman) %,Future 3-5Y EPS without NRI Growth Rate Estimate,Future 3-5Y Total Revenue Growth Rate Estimate,GFValue,Gross Margin %,Interest Coverage,Manipulator,N/A,Net Margin %,Not Manipulator,Operating Margin %,PB Ratio,PE Ratio,PE Ratio without NRI,PEG Ratio,PS Ratio,Piotroski F-Score,Price-to-DCF (Earnings Based),Price-to-DCF (FCF Based),Price-to-FFO,Price-to-Free-Cash-Flow,Price-to-Graham-Number,Price-to-Median-PS-Value,Price-to-Net-Cash,Price-to-Net-Current-Asset-Value,Price-to-Operating-Cash-Flow,Price-to-Owner-Earnings,Price-to-Peter-Lynch-Fair-Value,Price-to-Projected-FCF,Price-to-Tangible-Book,Quick Ratio,ROA %,ROC (Joel Greenblatt) %,ROCE %,ROE %,ROIC,ROIC %,Safe,Shareholder Yield %,Shiller PE Ratio,WACC,WACC vs ROIC,Years of Profitability over Past 10-Year,Market Capitalization,Industry,Sector
A,21.15,46.16,1.5,7.9,7.7,13.5,33.2,24.7,58.71,10.5,39.66,1.03,,42.11,6.03,,0.74,0.61,137.31,1.78,125.99,57.06,66.46,1.56,0.5,,0.18,0.68,24.97,21.64,28.66,24.37,21.3,5.95,6.25,4,0.54,21.81,3.59,0.69,24.27,15.67,4.89,,133.78,54.39,17.3,,,21.75,,22.9,6.69,28.49,26.36,2.2,6.2,,0.77,1.63,,28.46,5.47,1.23,,,22.57,28.36,2.04,2.11,25.52,1.37,13.03,74.15,18.1,23.78,,16.15,,3.26,44.28,,,10,33913792728.0,Medical Specialties,Health Technology
AA,10.3,53.63,1.4,10.2,,,,,75.95,5.9,70.52,1.24,3.4,59.23,1.21,,0.44,0.55,32.52,1.55,79.98,58.53,26.31,10.94,0.65,,,1.23,,41,,7.81,4.98,0.88,0.89,,0.27,,,1.23,11.71,,,2.67,39.52,8.14,,,,,,,1.5,,,,0.54,,,,,,,,,,17.67,,,1.43,1.57,0.92,,,,,,,,,,,,3,5148271475.0,Aluminum,Non-Energy Minerals
AAL,,52.98,,10.4,,,,,597.78,27,44.29,,,51.93,0.65,,0.34,0.21,10.69,0.6,20.92,21.96,14.01,19.76,,,,,19.05,19.05,,10.19,6.08,0.68,0.71,5.25,,,,,5.74,,,4.03,16.55,20.23,1.4,,,,,5.34,,,11.05,,0.14,,,,,,,0.32,,,3.45,,,,,0.5,,5.17,4.89,,,12.18,,44.54,8,,,8,8696254174.0,Airlines,Transportation
AAON,42.99,60.57,,26.3,8.1,29.5,31.8,,20.3,29.5,74.05,0.52,8.49,64.13,20.2,,,,94.12,2.99,98.09,12.85,43.47,0.35,0.14,,0.14,0.34,31.77,26.05,75.34,,,,6.47,3.15,0.73,8.59,1.35,0.34,33.78,20.52,18.09,11.33,78.66,36.27,88.05,,,15.61,,20.32,10.29,42.4,42.4,1.69,6.59,,2.14,6.16,,76.83,4.96,1.3,,49.8,34.73,54.22,1.7,6.92,13.07,1.7,19.5,39.13,29.71,25.86,,21.83,,0.58,85.96,,,10,4968385340.0,Industrial Machinery,Producer Manufacturing
AAP,3.9,30.04,3.6,,26,,,,,8.9,52.2,51.52,,33.81,1.73,,0.09,0.12,41.43,1.23,263.29,213.8,27.04,11.12,1.52,,100,2.41,130.67,16.71,16.91,22.29,10.69,0.52,0.53,0.77,0.21,3.13,14.25,2.41,14.95,6.24,82.92,,147.56,39.48,0.41,,,,,0.3,0.95,4143,4143,,0.22,,,,,7.01,20.92,0.2,,,4.56,14.98,,0.36,2.38,0.3,,0.91,0.64,,,0.32,,,5.53,,,10,3557510972.0,Specialty Stores,Retail Trade
AAPL,27.01,49.38,2.9,1.3,5.7,20.9,23.2,14.6,102.85,15.7,48.13,0.61,29.3,47.39,10,,0.47,0.61,222.5,0.95,11.42,91.36,22.13,0.75,1.52,,0.15,0.44,27.61,25.32,32.8,25.56,23.45,8.03,8.88,3.62,0.2,27.06,3.08,0.45,29.73,19.9,11.23,6.08,184.18,45.96,120.35,,,26.44,,31.27,50.78,33.87,33.87,2,8.96,,1.27,1.44,,33.08,8.74,2.07,,,30.54,35.64,1.95,2.51,50.8,0.91,29.81,269.91,59,151.08,,35.41,,3.31,49.01,,,10,2736146930271.0005,Telecommunications Equipment,Electronic Technology
AAT,22.05,57.94,,,9.7,8.1,22.2,18.4,28.45,8.5,63.4,6.13,16.3,58.36,0.73,,0.99,0.07,26.7,1.84,,145.05,6.23,6.69,1.44,,1.49,5,23.85,12.58,23.11,,,,7.24,4.19,0.4,31.33,8.58,5.02,37.61,8.15,,2.74,26.99,62.62,1.87,,,15.39,,27.37,1.36,30,30,13.04,4.58,,2.4,1.17,11.7,14.63,1.36,0.59,,,9.97,20.03,,1.19,1.38,1.84,2.29,628.91,4.67,5.7,,4.27,,3.79,32.81,,,10,1249105589.0,Real Estate Investment Trusts,Finance
ABBV,26.51,52.82,,,7.8,9.6,49.1,7.4,26.06,3.8,42.37,5.16,6.32,47.66,2.03,,0.31,0.19,194.21,0.81,73.4,65.71,76.62,3.91,10.42,,0.57,3.16,41.85,22.14,22.53,14.43,14.05,6.8,7.28,2.39,0.05,32.33,5.18,3.19,16.06,20.13,7.21,4.99,146.44,62.76,5.48,,,9.71,,24.95,50.6,64.74,18.15,1.17,6.26,,0.74,0.58,,19.36,,1.42,,,18.47,32.64,1.26,1.74,,0.71,3.83,192.43,9.41,53.28,,9.12,,2.91,42.14,,,10,268498884868.0,Pharmaceuticals: Major,Health Technology
ABCL,,55.78,,8.7,,,,,,,77.68,,,64.08,2.01,,9.52,9.3,2.75,10.96,,,406.96,,0.07,,,,,,,,,8.29,6.41,,0.79,,,,,,,32.02,1.06,,,,,,,,0.73,,,,24.12,,,,,,,,2.2,1.72,,,,,0.83,10.96,,,,,,,,0.67,,,,4,1545160366.0,Biotechnology,Health Technology
ABEV,,51.52,,2.2,20.8,5.4,3.2,9.8,60.73,11,42.02,10.41,,47.79,3.67,,0.44,4.44,2.31,1.11,97.74,188.94,24.71,0.13,0.04,,0.79,6.54,9.77,7.29,9.25,8.63,6.62,2.1,2.34,10.24,0.66,25.65,10.16,6.54,12.62,14.67,4.92,6.6,2.63,50.83,7.5,,,17.86,,24.06,2.1,13.94,13.39,2.73,2.5,,,,,9.91,1.7,0.46,,,7.77,10.96,1.79,0.74,4.81,0.79,10.57,68.13,19.18,16.5,,16.25,,6.06,12.33,,,10,43328543728.065,Beverages: Alcoholic,Consumer Non-Durables
