Ticker,12-1 Month Momentum %,14-Day RSI,3-1 Month Momentum %,3-Year Average Share Buyback Ratio,3-Year Book Growth Rate,3-Year Dividend Growth Rate,3-Year EBITDA Growth Rate,3-Year EPS without NRI Growth Rate,3-Year FCF Growth Rate,3-Year ROIIC %,3-Year Revenue Growth Rate,5-Day RSI,5-Year Yield-on-Cost %,6-1 Month Momentum %,9-Day RSI,Altman Z-Score,Cash Ratio,Cash-To-Debt,ClosePrice,Current Ratio,Days Inventory,Days Payable,Days Sales Outstanding,Debt-to-EBITDA,Debt-to-Equity,Distress,Dividend Payout Ratio,Dividend Yield %,EV-to-EBIT,EV-to-EBITDA,EV-to-FCF,EV-to-Forward-EBIT,EV-to-Forward-EBITDA,EV-to-Forward-Revenue,EV-to-Revenue,Earnings Yield (Greenblatt) %,Equity-to-Asset,FCF Margin %,FCF Yield %,Forward Dividend Yield %,Forward PE Ratio,Forward Rate of Return (Yacktman) %,Future 3-5Y EPS without NRI Growth Rate Estimate,Future 3-5Y Total Revenue Growth Rate Estimate,GFValue,Gross Margin %,Interest Coverage,N/A,Net Margin %,Not Manipulator,Operating Margin %,PB Ratio,PE Ratio,PE Ratio without NRI,PEG Ratio,PS Ratio,Piotroski F-Score,Price-to-DCF (Earnings Based),Price-to-DCF (FCF Based),Price-to-FFO,Price-to-Free-Cash-Flow,Price-to-GF-Value,Price-to-Graham-Number,Price-to-Median-PS-Value,Price-to-Net-Cash,Price-to-Net-Current-Asset-Value,Price-to-Operating-Cash-Flow,Price-to-Owner-Earnings,Price-to-Peter-Lynch-Fair-Value,Price-to-Projected-FCF,Price-to-Tangible-Book,Quick Ratio,ROA %,ROC (Joel Greenblatt) %,ROCE %,ROE %,ROIC,ROIC %,Safe,Shareholder Yield %,Shiller PE Ratio,WACC,WACC vs ROIC,Years of Profitability over Past 10-Year,Market Capitalization,Industry,Sector
A,6.19,41.97,,1.9,5,6.8,3.9,10.3,3.7,5.12,2.8,26.2,1.01,10.43,36.52,5.21,0.7,0.39,135.69,2.09,123.03,58.99,66.16,1.81,0.58,,0.18,0.7,25.24,21.78,29.73,23.49,20.9,5.94,6.27,3.96,0.5,21.09,3.54,0.73,24.38,15.28,8.61,5.95,135.99,54.3,15.5,,19.8,,22.86,6.56,30.7,25.65,2.25,6.06,,0.82,1.42,,28.71,1,7.1,1.2,,,22.51,29.02,2.08,2.01,44.2,1.58,11.63,71.45,17.6,21.45,,14.54,,3.54,42.04,,,10,33913792728.0,Medical Specialties,Health Technology
AA,45.76,39.11,20.25,1.4,10.2,,,,,75.95,5.9,46.86,1.12,8.31,39.04,1.33,0.38,0.45,35.71,1.41,78.33,59.38,26.65,4.45,0.56,,,1.12,834.3,16.46,,4.58,3.56,0.88,0.99,0.12,0.36,,,1.12,8.75,,,6.69,31.4,11.35,1.6,,,,2.02,1.76,,,,0.62,,,,,,1.14,,,,,17.31,,,1.4,1.82,0.8,,0.18,0.12,,,6.28,,,,,,3,5148271475.0,Aluminum,Non-Energy Minerals
AAL,11.74,58.87,33.73,,10.4,,,,,597.78,27,40.32,,30.13,53.14,0.69,0.33,0.22,16.97,0.57,21.4,22.29,13.62,16.51,,,,,17.64,17.64,,8.5,5.79,0.74,0.78,5.67,,,,,7.54,,12.26,4.05,16.5,20.34,1.4,,0.51,,5.17,,51.42,15.61,,0.22,,,,,,1.03,,0.54,,,4.95,,,,,0.47,0.43,6.13,5.96,,,2.95,,24.8,14.77,,,8,8696254174.0,Airlines,Transportation
AAON,82.14,34.81,24.23,,26.3,8.1,29.5,31.8,,20.3,29.5,16.95,0.41,54.69,26.58,28.33,,,120.01,3.06,92.39,12.1,42.3,0.24,0.09,,0.14,0.27,40.26,32.48,95.36,,,,8.12,2.48,0.77,8.52,1.06,0.27,40.75,20.43,17.97,15.07,80.59,35.65,94.37,,15.78,,20.14,12.24,52.87,52.87,2.11,8.29,,2.87,8.44,,97.41,1.49,5.99,1.62,,50.21,41.23,62.8,2.11,8.14,15.29,1.79,19.56,38.79,29.01,25.52,,21.87,,0.54,105.05,,,10,4968385340.0,Industrial Machinery,Producer Manufacturing
AAPL,31.7,46.03,7.52,2.7,,4.9,6.2,6.4,8.6,,5.4,22.27,0.54,9.52,37.3,9.2,0.37,0.61,243.36,0.87,11.29,98.23,24.41,0.79,1.87,,0.15,0.41,30.19,27.63,34.19,28.14,25.9,8.93,9.51,3.31,0.16,27.83,2.96,0.41,32.91,18.11,11.42,6.91,189.26,46.21,,,23.97,,31.51,64.6,40.03,36.05,2.27,9.6,,1.52,1.68,,34.5,1.29,10.17,2.11,,,31.74,36.97,2.3,2.69,64.55,0.83,26.93,278.63,59.87,140.28,,32.51,,3.13,52.83,,,10,2736146930271.0005,Telecommunications Equipment,Electronic Technology
AAT,26.77,38.85,8.08,,,9.7,8.1,22.2,18.4,28.45,8.5,39.09,6.25,26.95,37.63,0.76,4.87,0.25,26.32,5.78,,148.94,6.31,7.97,1.8,,1.38,5.09,22.08,11.79,23.26,,,,6.9,4.53,0.35,29.66,8.45,5.09,53.17,9.18,,2.77,26.5,63.33,1.92,,16.36,,28.14,1.35,27.13,27.13,11.8,4.41,,2.35,1.29,11,14.85,0.99,1.29,0.58,,,9.8,18.06,,1.16,1.37,5.78,2.43,683.81,4.81,6.24,,4.5,,,31.91,,,10,1249105589.0,Real Estate Investment Trusts,Finance
ABBV,13.11,53.59,,,,7.8,9.6,1.7,7.4,21.19,3.8,64.3,5.58,10.78,58.3,1.84,0.17,0.1,181.22,0.65,84.15,73.91,75.86,3.9,11.78,,0.57,3.42,38.93,21.07,24.58,14.02,13.52,6.5,6.92,2.57,0.04,28.13,4.88,3.62,14.86,16.37,7.74,5.5,150.67,67.21,5.43,,9.22,,26.13,53.08,62.92,16.86,1.09,5.79,,0.61,0.68,,20.57,1.2,,1.32,,,19.46,36.28,1.67,1.63,,0.54,3.63,196.81,9.75,59.19,,8.83,,1.66,38.78,,,10,268498884868.0,Pharmaceuticals: Major,Health Technology
ABCL,,56.48,17.34,,8.7,,,,,,,63.62,,7.38,58.87,2.03,8.08,9.01,3.13,9.34,,,376.42,,0.07,,,,,,,,,8.29,10.7,,0.77,,,,,,,22.79,1.0,,,,,,,0.86,,,,27.7,,,,,,3.13,,,2.82,2.16,,,,,0.95,9.34,,,,,,,,0.97,,,,4,1545160366.0,Biotechnology,Health Technology
ABEV,,26.87,,,2.2,20.8,5.4,3.2,9.8,60.73,11,12.39,9.98,11.06,21.15,3.41,0.59,6.19,1.77,1.2,93.05,189.94,25.24,0.13,0.03,,0.85,6.28,8.15,6.12,7.82,7.36,5.65,1.79,1.96,12.27,0.67,25.25,11.58,6.28,9.83,16.82,3.83,6.6,2.73,50.98,7.91,,16.92,,23.87,1.82,12.8,12.53,2.56,2.18,,,,,8.69,0.65,1.49,0.41,,,6.86,9.29,1.51,0.63,4.02,0.9,10.03,70.19,19.21,15.52,,15.33,,6.31,10.99,,,10,43328543728.065,Beverages: Alcoholic,Consumer Non-Durables
ABM,29.61,36.04,9.91,2.6,6.2,5.8,5.2,24.3,,,12.8,36.29,2.3,11.54,33.88,2.82,0.05,0.04,51.97,1.33,,,56.48,4.47,0.82,,0.26,1.81,21.14,14.21,27.62,11.26,8.95,0.54,0.55,4.73,0.35,2,5.18,2.04,13.92,24.83,8.13,2.33,52.15,,2.5,,0.98,,2.54,1.81,40.92,15.24,1.3,0.4,,0.79,1.71,,19.72,1,,1,,,14.56,61.58,0.83,0.91,,1.33,1.63,40.75,5.81,4.49,,3.02,,3.8,28.12,,,10,2657328642.9999995,Miscellaneous Commercial Services,Commercial Services
