Ticker,12-1 Month Momentum %,14-Day RSI,3-1 Month Momentum %,3-Year Average Share Buyback Ratio,3-Year Book Growth Rate,3-Year Dividend Growth Rate,3-Year EBITDA Growth Rate,3-Year EPS without NRI Growth Rate,3-Year FCF Growth Rate,3-Year ROIIC %,3-Year Revenue Growth Rate,5-Day RSI,5-Year Yield-on-Cost %,6-1 Month Momentum %,9-Day RSI,Altman Z-Score,Beneish M-Score,Cash Ratio,Cash-To-Debt,ClosePrice,Current Ratio,Days Inventory,Days Payable,Days Sales Outstanding,Debt-to-EBITDA,Debt-to-Equity,Distress,Dividend Payout Ratio,Dividend Yield %,EV-to-EBIT,EV-to-EBITDA,EV-to-FCF,EV-to-Forward-EBIT,EV-to-Forward-EBITDA,EV-to-Forward-Revenue,EV-to-Revenue,Earnings Yield (Greenblatt) %,Equity-to-Asset,FCF Margin %,FCF Yield %,Forward Dividend Yield %,Forward PE Ratio,Forward Rate of Return (Yacktman) %,Future 3-5Y EPS without NRI Growth Rate Estimate,Future 3-5Y Total Revenue Growth Rate Estimate,GFValue,Gross Margin %,Interest Coverage,Manipulator,N/A,Net Margin %,Not Manipulator,Operating Margin %,PB Ratio,PE Ratio,PE Ratio without NRI,PEG Ratio,PS Ratio,Piotroski F-Score,Price-to-DCF (Earnings Based),Price-to-DCF (FCF Based),Price-to-FFO,Price-to-Free-Cash-Flow,Price-to-GF-Value,Price-to-Graham-Number,Price-to-Median-PS-Value,Price-to-Net-Cash,Price-to-Net-Current-Asset-Value,Price-to-Operating-Cash-Flow,Price-to-Owner-Earnings,Price-to-Peter-Lynch-Fair-Value,Price-to-Projected-FCF,Price-to-Tangible-Book,Quick Ratio,ROA %,ROC (Joel Greenblatt) %,ROCE %,ROE %,ROIC,ROIC %,Safe,Shareholder Yield %,Shiller PE Ratio,WACC,WACC vs ROIC,Years of Profitability over Past 10-Year,Market Capitalization,Industry,Sector
ACI,,58.33,,,18.8,33.9,6,,,132.17,4.2,65.04,2.48,,60.86,3.53,,0.04,0.02,19.37,0.9,31.65,26.16,3.64,3.36,4.7,,0.19,2.48,14.43,5.95,31.97,12.55,6.51,0.31,0.32,6.93,0.11,0.99,7.01,2.48,8.52,16.46,,1.83,21.46,27.85,3.83,,,1.25,,2.28,3.71,11.33,7.75,0.57,0.14,,,,,14.34,0.9,,,,,4.2,14.22,1.22,0.81,,0.22,3.79,11.26,9.28,37.17,,6.52,,7.08,28.37,,,7,13551493187.000002,Food Retail,Retail Trade
ACIW,89.57,68.1,1.73,2.6,5.9,,7,21.8,,142.28,6.8,80.11,,35.6,71.74,3.84,,0.26,0.17,58.64,1.56,,21.51,50.45,2.07,0.77,,,,18.92,14.13,25.08,,15.52,4.05,4.33,5.29,0.43,17.25,4.54,,29.64,13.01,31.06,7.94,34.12,52.2,4.73,,,14.04,,22.14,4.62,27.66,25.28,2.11,3.89,,1.28,1.94,,22.58,1.72,,1.5,,,19.82,25.28,2.44,1.73,,1.56,6.9,262.89,15.7,17.86,,8.99,,3.11,59.82,,,10,2556336665.0,Packaged Software,Technology Services
ACLS,,32.86,,0.9,22.7,,62.7,72,31,57.41,34.8,46.23,,,35.32,6.73,,2.3,13.15,75.07,4.45,183.28,30.95,67.21,0.16,0.05,,,,7.21,6.82,10.83,,7.16,1.71,1.77,13.87,0.73,16.36,7.21,,15.26,25.08,,,114.32,44.28,44.08,,,20.65,,21.88,2.5,11.11,11.11,0.23,2.29,,,,,14.02,0.66,1.11,1.02,11.25,3.21,12.75,13.76,0.44,1.04,2.5,3.29,17.31,67.54,25.93,24.8,,28.79,,2.52,23.8,,,9,5489377800.999999,Industrial Machinery,Producer Manufacturing
ACLX,69.46,50.71,36.11,,,,2.6,0.1,,,,49.46,,66.72,48.6,10.34,,4.19,8.79,90.44,4.29,,,71.34,,0.14,,,,,,1222.88,,,47.1,28.12,,0.63,2.3,0.07,,,,,12.84,0.0,,,,,,,,10.11,,,,29.84,,,,,615.24,,,,16.72,15.98,188.42,,,,10.11,4.29,,,,,,,,0.27,,,,,1598748014.0,Biotechnology,Health Technology
ACM,21.62,67.73,10.32,2.5,,,13,17,11,,9.8,80.4,0.76,19.21,71.39,2.47,,0.25,0.52,116.31,1.13,,56.38,59.69,2.8,1.39,,0.19,0.76,18.65,15.57,23.81,15.4,13.73,2.19,1.05,5.36,0.18,4.4,4.59,0.89,23.15,9.91,11.6,,101.5,6.73,4.98,,,2.5,,5.74,7.06,39.29,25.73,2.65,0.99,,,,,22.38,1.15,,2.06,,,19.15,47.86,4.24,2.07,,1.13,3.46,112.49,16.41,18.05,,11.41,,3.16,169.94,,,7,11643339642.999998,Engineering & Construction,Industrial Services
ADBE,,54.66,,1.7,9.4,,17.7,16.7,11.4,,16.8,61.28,,1.9,57.28,12.09,,0.78,1.24,512.15,1.11,,49.25,33.27,0.78,0.42,,,,32.49,28.88,34.2,20.34,19,9.41,10.69,3.08,0.49,31.27,2.91,,24.94,19.26,13.4,10.79,582.88,88.66,51.2,,,25.59,,35.93,15.67,43.26,28.64,1.34,11.08,,0.92,1.13,,35.41,0.88,18.23,0.86,,,34.45,50.41,1.73,2.28,261.3,1.11,18.17,291.22,33.73,34.74,,22.82,,3.02,64.29,,,10,241068062221.0,Packaged Software,Technology Services
ADC,30.69,55.4,3.69,,5.9,6.7,5.7,1.7,14.6,3.33,5.9,49.86,5.36,24.79,54.97,1.84,,0.08,0.01,76.45,0.74,,573.52,54.1,5.08,0.51,,1.67,3.91,37.54,21.15,25.4,32.47,19.57,16.97,18.55,2.66,0.65,73.03,5.28,3.97,41.62,11.6,2.17,11.31,74.11,87.94,2.87,,,31.62,,48.86,1.55,42.24,42.88,6.92,12.83,,3.71,1.38,18.07,17.58,1.03,1.88,1.02,,,17.58,,6.48,1.08,1.85,0.74,2.41,,3.83,3.64,,3.69,,,34.24,,,10,5725111028.0,Real Estate Investment Trusts,Finance
ADEA,25.15,49.47,4.58,,,,,,,13.28,,56.2,0.3,5.2,50.23,1.9,,1.25,0.17,12.05,3.42,,,38.31,2.94,1.41,,0.19,1.66,17.65,9.7,13.51,,,4.73,5.12,5.67,0.35,37.93,9.9,1.66,8.82,14.56,,,9.28,,1.91,,,12.01,,30.96,3.48,33.47,11.26,3.63,3.96,,,,,10.43,1.3,,1.9,,,9.42,14.23,,0.62,,3.42,3.78,475.57,9.9,11.55,,10.09,,10.41,95.54,,,5,1062196184.9999998,Packaged Software,Technology Services
ADI,22.96,43.57,1.22,,30.2,11.6,25.1,26.1,12.4,8.32,17.3,53.2,2.99,,44.55,5.45,,0.79,0.31,214.59,1.69,139.48,41.5,48.27,1.9,0.23,,0.81,1.69,52.29,26.29,38.03,27.68,21.33,10.65,11.56,1.91,0.72,30.39,2.77,1.71,28.72,17.71,11.58,,152.01,57.85,7.22,,,17.07,,23.16,3.03,64.44,48.74,4,11.04,,2.68,1.8,,36.33,1.41,,1.61,,,26.86,33.91,3.29,1.75,,1.24,3.39,48.07,4.69,4.66,,4.47,,1.86,50.38,,,10,90112565563.0,Semiconductors,Electronic Technology
ADM,,42.74,,2.6,9.4,7.7,25.1,24.8,,89.18,15,51.72,4.94,,45.86,3.12,,0.04,0.07,53.13,1.4,50.57,24.48,21.74,2.74,0.52,,0.39,3.76,11.94,8.68,10.2,13.72,9.55,0.42,0.41,8.38,0.42,4.05,13.87,3.76,10.55,23.08,,,78.29,7.08,3.58,,,2.07,,2.85,1.16,15.09,10.76,0.59,0.31,,,,,7.74,0.68,0.9,0.76,,,5.39,7.26,0.56,1.39,1.7,0.84,3.34,14.4,8.6,7.7,,4.13,,16.14,11.65,,,10,42539663009.00001,Agricultural Commodities/Milling,Process Industries
ADNT,,39.73,1.88,3.5,,,,,,,4.5,38.9,,,38.52,1.75,,0.26,0.39,19.34,1.11,21.21,66.18,45.49,3.67,1.13,,,,9.57,4.73,11.2,8.03,4.39,0.22,0.21,10.45,0.23,1.89,16.88,,9.63,25.89,30.81,,37.64,6.32,2.09,,,0.12,,2.72,0.77,84.09,10.52,0.54,0.12,,,,,6.16,0.51,,,,,3.17,9.61,0.51,0.58,,0.9,0.19,23.38,5.76,0.85,,4.79,,20.07,,,,5,3590797312.0,Auto Parts: OEM,Producer Manufacturing
ADP,26.04,64.64,8.15,1.2,,13.8,15.3,15.1,13,13.01,9,69.96,3.21,14.69,65.4,3.11,,0.19,0.79,305.15,1.01,,3.27,65.98,1.56,1.75,,0.59,1.84,23.3,21.12,30.98,23.56,21.76,6.19,6.85,4.29,0.11,22.11,3.28,2.02,30.67,14.82,8.76,7.46,269.45,42.56,9.92,,,20.87,,21.92,23.26,32.57,32.36,2.67,6.8,,1.59,1.75,,30.74,1.13,10.41,1.33,,,26.93,44.24,2.58,3.09,75.35,1.01,7.01,518.83,59.25,86.24,,6.18,,1.72,45.82,,,10,101064499899.00002,Data Processing Services,Technology Services
ADT,17.17,53.85,,,3.7,,,,,,,47.82,2.65,,52.81,0.43,,0.08,0.01,7.54,0.81,70.1,85.15,27.53,4.22,1.98,,0.38,2.65,29.58,7.83,12.98,,5.12,2.84,2.78,3.38,0.24,21.42,16.45,2.92,9.39,7.39,26.05,2.58,6.81,78.76,1.95,,,17.19,,20.04,1.76,7.85,14.47,,1.39,,,,,6.52,1.11,,,,,3.92,5.23,,0.6,,0.64,5.45,14.81,3.29,24.01,,10.07,,33.21,,,,3,5285531149.0,Miscellaneous Commercial Services,Commercial Services
ADUS,46.55,48.07,,,9.9,,22.2,30.1,,18.33,10.6,62.27,,17.96,51.21,8.49,,1.41,4.48,124.32,2.11,,11.17,35.23,0.41,0.05,,,,19.44,17.19,16.47,13.37,12.02,1.42,1.84,5.14,0.82,11.15,5.61,,21.36,23.71,12.51,12.28,102.56,32.28,12.12,,,6.5,,9.15,2.38,28.45,24,1.28,1.85,,0.99,0.54,,16.75,1.21,3.49,1.2,128.16,17.68,15.54,19.28,1.23,1.23,11.42,2.11,6.89,155.12,11.61,9.24,,9.02,,2.96,50.51,,,10,1355869330.0,Medical/Nursing Services,Health Services
AEE,13.97,66.45,6.65,,6.5,8,7.3,6.3,10.2,5.28,6.9,74.58,3.89,19.89,69.37,0.91,,,,93.81,0.63,73.28,83.66,27.63,5.15,1.54,,0.61,2.81,22.06,12.21,,19.7,11.34,5.18,5.93,4.53,0.27,,,2.86,19.06,1.51,7.7,3.78,82.13,49.45,2.94,,,15.52,,25.95,2.12,22.07,21.85,3.97,3.42,,1.59,,,,1.14,1.46,1.31,,,10.08,,3.15,,2.19,0.41,2.73,5.71,5.17,9.9,,3.91,,,23.7,,,10,21222279644.0,Electric Utilities,Utilities
AEHR,,46.6,19.66,,99.7,,,,,52.85,46.7,64.95,,32.62,50.21,10.3,,2.45,5.64,12.16,6.03,461.76,71.29,51.67,0.87,0.06,,,,53.77,42.52,,,,,5.61,1.86,0.84,,,,40.55,,,24.38,21.04,50.48,,,,49.64,,10.43,2.94,12.41,11.16,,6.11,,,,,,0.58,1.33,2.31,24.82,5.17,2026.67,20.37,,3.5,3.59,3.24,25.04,13.84,5.89,29.87,,34.92,,,,,,4,1353850723.0,Electronic Production Equipment,Electronic Technology
AEIS,10.58,59.9,,0.9,13,,,,,,6.1,69.56,0.35,,62.17,4.49,,2.25,0.99,115.19,4.62,139.39,54.35,65.57,5.33,0.57,,0.11,0.35,78.07,34.97,58.88,,12.08,2.75,2.95,1.28,0.53,5.01,1.7,0.35,23.13,15.15,,,85.32,35.16,2.31,,,2.91,,4.34,3.73,101.04,31.56,2.36,2.94,,1.61,3.82,,58.41,1.35,2.91,1.03,,13.68,32.72,90.06,2.49,1.78,6.02,3.32,1.74,8.27,2.59,3.75,,8.16,,,40.88,,,9,3937546139.0,Electronic Production Equipment,Electronic Technology
AEM,77.47,55.37,8,,20.5,20.8,11.4,7.9,4,4.55,3.1,71.52,8.09,29.38,59.4,3.41,,0.59,0.61,84.3,1.75,111.46,54.12,0.39,0.48,0.08,,0.47,1.9,24.17,13.27,23.73,12.73,8.8,4.52,5.66,4.14,0.69,23.84,4.28,1.9,18.48,11.46,24.78,12.8,62.8,40.9,27.86,,,13.05,,34.15,2.13,43.13,25.28,0.99,5.56,,,,,23.32,1.34,1.73,1.26,,,12.22,26.86,2.73,1.95,2.67,0.83,3.5,8.35,6.58,5.13,,5.69,,2.44,54.14,,,9,24264092594.047283,Precious Metals,Non-Energy Minerals
AEO,17.57,34.04,,,10.5,45.5,,,66.4,90.5,5.8,40.25,2.48,,33.89,4.01,,0.24,0.15,17.61,1.57,75.18,28.64,16.47,1.99,0.78,,0.29,2.84,10.4,6.8,15.38,8.91,6.18,0.81,0.83,9.62,0.48,5.42,8.68,2.84,9.14,1.34,11.34,3.41,18.04,39.18,,,,4.58,,8.01,2,14.09,10.61,,0.64,,,,,11.74,0.98,1.06,0.79,,,7.32,21.66,,1.13,2.37,0.74,7.04,18.72,16.01,14.43,,11.24,,13.5,15.75,,,9,3043221255.9999995,Apparel/Footwear Retail,Retail Trade
AEP,27.65,51.07,1.63,,5.1,5.9,3.4,0.9,1.3,4.72,6.7,64.29,4.85,9.19,55.27,0.9,,0.04,0.01,97.59,0.57,84.7,104.49,18.81,5.79,1.66,,0.71,3.66,22.27,12.53,,17.2,10.91,4.32,4.88,4.49,0.27,,,3.81,16.57,1.15,12.97,4.3,93.2,61.23,2.17,,,13.46,,20.61,1.95,19.68,19.6,3.56,2.64,,,,,,1.05,1.31,1.13,,,8.07,,,11.48,1.96,0.41,2.7,5.48,4.94,10.22,,4.35,,0.76,20.76,,,10,41234689544.0,Electric Utilities,Utilities
AER,43.24,59.16,2.45,,6.4,,,5.5,,3.17,,73.04,0.77,5.31,63.46,0.74,,2.25,0.08,98.03,4.5,5.24,57.13,3.06,10.49,2.89,,0.05,0.77,30.69,13.71,,15.95,9.39,7.73,8.09,3.26,0.23,,,1.02,8.15,,12.74,2.68,84.36,32.61,,,,32.41,,26.37,1.11,7.92,10.06,,2.49,,,,,,1.16,0.76,1.46,,,3.51,7.56,,1.64,1.3,4.45,3.53,3.38,2.94,15.15,,2.69,,11.52,15.31,,,8,14432429370.0,Finance/Rental/Leasing,Finance
AES,0.53,26.49,,,,5,,6.9,,,7.2,19.28,6.75,,24.05,0.42,,0.16,0.07,13.04,0.85,25.49,94.7,48.4,11.13,8.95,,0.3,5.29,25.73,13.89,,9.8,7.98,2.1,2.99,3.89,0.07,,,5.29,6.4,,6.48,4.07,21.67,19.44,1.43,,,8.34,,17.25,2.82,9.06,5.62,,0.76,,,,,,0.6,1.51,0.79,,,3.89,,,,9.12,0.8,2.2,4.62,3.9,35.23,,17.84,,,,,,6,11544405347.0,Electric Utilities,Utilities
AESC,,35.89,,,,5,,6.9,,,7.2,31.65,,,33.56,0.42,,0.16,0.07,62.61,0.85,25.49,94.7,48.4,11.13,8.95,,,,25.73,13.89,,,,,2.99,3.89,0.07,,,,6.72,,6.48,4.07,0.0,19.44,1.43,,,8.34,,17.25,2.82,9.06,5.62,,0.76,,,,,,,,,,,3.89,,,,,0.8,2.2,4.62,3.9,35.23,,17.84,,,,,,6,11544405347.0,Electric Utilities,Utilities
AESI,18.74,67.48,1.65,,14.3,,129.9,,,49.89,64.1,84.13,3.82,,73.76,2.41,,0.3,0.16,23.59,1.23,16.62,48.15,58.05,2.21,0.47,,0.99,3.82,22.71,13.43,,,6.91,2.54,3.26,4.4,0.53,,,4.07,12.16,,,25.7,0.0,26.47,4.92,,,8.78,,15.35,2.48,29.97,27.27,,2.75,,,,,,,1.91,,,,9.27,,,,3.01,1.08,4.84,10.74,8.84,10.25,,8.11,,,,,,3,2304000047.0,Construction Materials,Non-Energy Minerals
AFYA,,48.72,,1.2,12.1,,32.7,10.6,54.7,11.9,37.5,54.81,,,49.13,2.25,,0.9,0.27,16.74,1.6,0.45,126.67,62.76,2.29,0.76,,,,10.42,7.76,11.25,8.58,6.73,2.87,3.11,9.6,0.47,27.65,11.19,,9.99,26.9,35.25,6.16,18.57,62.43,2.75,,,18.26,,29.03,2.04,13.63,14.8,0.35,2.53,,,,,9.23,0.9,,,,,6.31,11.86,0.59,0.77,,1.6,7.26,66.82,13.65,15.16,,12.45,,1.14,,,,7,1469574000.0000002,Other Consumer Services,Consumer Services
AG,45.59,42.54,39.44,,9.1,,,,,,8,34.63,0.28,9.85,38.86,1.82,,1.86,0.94,6.31,3.03,51.44,36.36,8.18,2.7,0.17,,,0.28,,22.86,,,,3.5,3.74,,0.7,,,0.3,23.98,18.77,,5.53,5.92,11.66,,,,,,,1.42,,,,3.6,,,,,,1.07,,0.92,,,21.18,,,5.09,1.42,2.45,,,,,,,,,,,,2,1664184423.375635,Precious Metals,Non-Energy Minerals
AGCO,,57.22,11.56,0.2,16.3,20.1,25.7,40.5,,36.02,16.7,73.71,2.2,,62.34,2.31,,0.15,0.15,98.43,1.53,139.21,45.05,44.73,6.86,1,,0.12,1.18,38.04,17.96,30.84,15.77,9.57,0.99,0.86,2.63,0.31,2.8,4.8,1.18,15.41,24.84,,,114.59,25.39,8.9,,,1.35,,8.69,1.77,43.55,10.57,0.42,0.58,,,,,20.79,0.86,1.69,0.93,,,9.26,1348.36,0.57,0.89,6.11,0.72,1.34,7.33,3.4,3.87,,9.37,,,15.3,,,10,9201222919.0,Trucks/Construction/Farm Machinery,Producer Manufacturing
