Ticker,12-1 Month Momentum %,14-Day RSI,3-Year Average Share Buyback Ratio,3-Year Book Growth Rate,3-Year Dividend Growth Rate,3-Year EBITDA Growth Rate,3-Year EPS without NRI Growth Rate,3-Year FCF Growth Rate,3-Year Revenue Growth Rate,5-Day RSI,5-Year Yield-on-Cost %,6-1 Month Momentum %,9-Day RSI,Altman Z-Score,Beneish M-Score,Cash Ratio,Cash-To-Debt,ClosePrice,Current Ratio,Days Inventory,Days Payable,Days Sales Outstanding,Debt-to-EBITDA,Debt-to-Equity,Distress,Dividend Payout Ratio,Dividend Yield %,EV-to-EBIT,EV-to-EBITDA,EV-to-FCF,EV-to-Forward-EBIT,EV-to-Forward-EBITDA,EV-to-Forward-Revenue,EV-to-Revenue,Earnings Yield (Greenblatt) %,Equity-to-Asset,FCF Margin %,FCF Yield %,Forward Dividend Yield %,Forward PE Ratio,Forward Rate of Return (Yacktman) %,Future 3-5Y EPS without NRI Growth Rate,Future 3-5Y Total Revenue Growth Rate,GFValue,Gross Margin %,Interest Coverage,Manipulator,N/A,Net Margin %,Not Manipulator,Operating Margin %,PB Ratio,PE Ratio,PE Ratio without NRI,PEG Ratio,PS Ratio,Piotroski F-Score,Price-to-DCF (Earnings Based),Price-to-DCF (FCF Based),Price-to-FFO,Price-to-Free-Cash-Flow,Price-to-Graham-Number,Price-to-Median-PS-Value,Price-to-Net-Cash,Price-to-Net-Current-Asset-Value,Price-to-Operating-Cash-Flow,Price-to-Owner-Earnings,Price-to-Peter-Lynch-Fair-Value,Price-to-Projected-FCF,Price-to-Tangible-Book,Quick Ratio,ROA %,ROC (Joel Greenblatt) %,ROCE %,ROE %,ROIC,ROIC %,Safe,Shareholder Yield %,Shiller PE Ratio,WACC,WACC vs ROIC,Years of Profitability over Past 10-Year,Market Capitalization,Industry,Sector
ABT,,56,0.7,6.3,12.3,6.8,6.7,,5.8,61.88,3.83,,58.49,5.06,,0.47,0.46,105.24,1.6,134.53,83.35,57.11,1.47,0.38,,0.48,2.05,27.34,19.33,39.05,20.72,17.89,4.6,4.72,3.66,0.54,12.09,2.69,2.08,22.62,14.74,8.16,6.34,107.78,55.24,12.37,,,13.65,,15.92,4.72,33.2,23.65,2.06,4.51,,0.83,1.94,,37.36,5.23,1.1,,,25.74,42.03,2.09,1.76,25.67,1.11,7.61,66.45,11.91,14.69,,10.43,,3.22,39.12,,,10,176555322492.0,Medical Specialties,Health Technology
ACA,8.32,57.92,,6.9,,13.2,4.1,,5.9,55.38,0.22,5.3,57.87,3.3,,0.41,0.29,92.12,2.28,70.68,47.28,58.62,1.66,0.26,,0.07,0.22,23.64,13.08,47.57,,,1.8,2.03,4.23,0.65,4.27,2.25,0.22,25.71,22.69,,,69.0,18.95,6.11,,,6.05,,7.6,1.88,31.55,33.74,1.67,1.84,,,,,43.66,2.44,,,,14.01,19.87,1.7,1.24,3.98,1.36,4.04,12.16,6.5,6.18,,4.91,,2.5,,,,9,3644941042.999999,Trucks/Construction/Farm Machinery,Producer Manufacturing
ACAD,,69.73,,,,38.8,40.9,46.1,16.4,73.94,,,72.19,2.24,,1.42,7.89,19.14,2.04,155.25,99.1,38.89,9.83,0.13,,,,,437.3,41.65,29.32,47.94,2.83,3.26,,0.54,7.83,2.01,,39.81,,,17.91,33.23,92.27,,,,,,,6.81,,,,3.86,,,,,49.81,,,39.88,11.13,49.81,1739.98,,,8.9,1.86,,,,,,0.28,,,,,,,4047377469.0,Pharmaceuticals: Major,Health Technology
ACHC,,44.21,,12.2,,,16.9,,10.9,38.74,,,42.7,2.09,,0.16,0.04,66.59,1.27,18.65,504.43,43.97,9.27,0.69,,,,102.9,37.06,,13.33,10.6,2.47,2.65,0.97,0.52,,,,18.64,1.09,15.48,9.87,86.64,96.44,5.93,,,,,17.7,2.13,,18.6,,2.02,,,,,,3.08,0.89,,,60.82,,,2.02,11.46,1.25,,3.32,1.65,,,3.15,,,229.62,,,7,6460318360.000001,Medical/Nursing Services,Health Services
ACI,,62.47,,18.8,33.9,6,,,4.2,77.85,2.36,,69,3.61,,0.04,0.02,20.45,0.88,31.49,25.97,3.45,3.24,4.86,,0.18,2.36,13.51,5.87,30.9,11.14,6.22,0.32,0.32,7.4,0.11,1.05,7.01,2.36,8.48,19.34,,1.6,21.92,27.84,3.99,,,1.41,,2.43,4.07,10.65,7.81,0.58,0.15,,,,,18.68,,,,,4.36,14.23,0.87,0.79,,0.21,4.28,12.32,10.22,45.12,,6.91,,4.45,31.46,,,7,13551493187.000002,Food Retail,Retail Trade
ACLS,,35.78,0.9,22.7,,62.7,72,31,34.8,22.28,,6,29.67,8.54,,1.92,11.83,123.55,4,174.18,32.12,62.57,0.15,0.05,,,,11.82,11.28,23.72,,11.25,2.98,3.04,8.46,0.69,12.8,3.59,,,22.65,,,116.59,44.58,50.74,,,22.16,,24,4.47,16.35,16.35,0.33,3.66,,,,,28.3,1.8,1.74,32.17,5.75,24.88,29.96,0.65,1.89,4.47,2.87,20.88,79.89,31.17,31.17,,36.43,,1.44,44.68,,,9,5489377800.999999,Industrial Machinery,Producer Manufacturing
ACLX,58.43,61.93,,,,2.6,0.1,,,55.71,,,61.27,7.11,,5.32,6.57,64.45,5.46,,,75.9,,0.18,,,,,,,,,18.35,21.78,,0.64,,,,,,,8.1,0.0,,,,,,,,6.91,,,,23.87,,,,,,,,11.8,11.23,,,,,6.92,5.46,,,,,,,,,,,,,1598748014.0,Biotechnology,Health Technology
ACN,,71.62,0.3,15.1,11.9,7.8,16.1,6.2,13.6,76.32,2.58,,75.87,7.26,,0.3,1.2,328.46,1.16,,20.04,71.1,0.43,0.17,,0.42,1.55,21.95,19.07,23.75,18.4,15.96,3.03,3.19,4.56,0.51,13.44,4.21,1.55,25.33,14.21,6.41,4.64,325.22,32.58,171.01,,,10.79,,14.2,7.42,30.08,27.65,2.47,3.23,,1.41,0.94,,24.15,7.01,1.16,,,22.89,34.77,2.67,1.63,39.96,1.16,13.46,227.4,27.32,26.23,,19.64,,3.09,36.37,,,10,207617355910.0,Information Technology Services,Technology Services
ACVA,10.12,44.29,,,,,,,30.6,30.95,,33.9,40.67,2.91,,0.79,2.73,17.62,1.62,,502.91,127.4,,0.27,,,,,,,,,4.34,5.26,,0.44,,,,593.62,,,28.83,16.96,50.08,,,,,,,6.34,,,,5.67,,,,,,,,,26.3,,,,,19.15,1.62,,,,,,,,,,,,,2506975976.0,Internet Retail,Retail Trade
ADBE,2.74,43.11,1.7,9.4,,17.7,14.1,11.4,16.8,18.49,,,32.21,12.44,,0.85,1.32,542.54,1.16,,49.57,33.69,0.82,0.41,,,,35.59,31.45,36.73,23.71,21.87,10.9,11.45,2.81,0.5,31.17,2.65,,29.93,20.69,13.83,11.16,580.5,88.24,58.8,,,24.86,,35.4,16.41,48.74,31.32,1.46,12.09,,1,1.24,,38.86,17.51,0.95,,,37.57,55.24,1.72,2.48,219.65,1.16,17.46,275.62,32.26,32.8,,22.15,,2.52,71.47,,,10,241068062221.0,Packaged Software,Technology Services
ADC,,75.84,,5.9,6.7,5.7,1.7,14.6,5.9,81.27,5.89,2.71,78.56,1.56,,0.07,,68.73,0.9,,535.71,52.31,5.24,0.52,,1.65,4.3,33.88,18.97,23.69,31.29,19.06,16.69,16.58,2.95,0.65,69.98,5.9,4.35,38.49,12.03,2.82,9.6,73.88,87.98,3.02,,,32.09,,48.78,1.39,38.18,38.25,6.17,11.77,,3.31,1.32,16.58,16.81,1.68,0.94,,,16.81,,5.83,1.01,1.67,0.9,2.43,,3.76,3.63,,3.67,,,30.82,,,10,5725111028.0,Real Estate Investment Trusts,Finance
ADEA,,51.38,,,,,,,,46.25,0.32,,50.11,1.73,,0.96,0.16,11.56,2.23,,,36.57,2.76,1.59,,0.26,1.75,16.04,8.49,12.09,,,4.28,4.82,6.23,0.32,39.85,11.27,1.75,9.06,19.69,,,7.93,,1.81,,,11.06,,31.03,3.58,34,14.94,4.82,3.66,,,,,9.24,,1.74,,,8.33,11.78,,0.6,,2.23,3.51,616.28,10.4,11.57,,9.33,,15.85,30.42,,,5,1062196184.9999998,Packaged Software,Technology Services
ADI,18.96,40.67,,30.2,11.6,25.1,26.1,12.4,17.3,28.89,2.8,17.49,36.19,5.56,,0.72,0.29,226.51,1.58,139.52,42.88,48.16,1.69,0.23,,0.58,1.58,44.7,24.24,37.63,24.09,20.12,10.61,11.02,2.24,0.72,29.28,2.73,1.64,28.56,18.22,15.55,,159.29,59.84,9.13,,,20.45,,25.76,3.19,52.9,37.24,3.05,10.81,,2.05,1.83,,36.98,,1.6,,,26.51,32.93,2.42,1.83,,1.13,4.37,59.43,5.61,6,,5.53,,2.35,53.4,,,10,90112565563.0,Semiconductors,Electronic Technology
ADM,,52.34,2.6,9.4,7.7,25.1,24.8,,15,47.31,3.91,16.56,50.37,3.33,,0.04,0.07,63.98,1.47,53.05,24.6,21.4,2.04,0.49,,0.29,2.98,9.39,7.56,7.92,12.19,9.04,0.46,0.46,10.65,0.42,5.75,16.68,3.14,11.58,20.89,,,80.88,7.73,5.35,,,3.32,,3.89,1.38,11.19,10.14,0.55,0.37,,,,,6.49,0.95,0.92,,,5.03,5.88,0.44,3.82,1.99,0.88,5.45,20.57,12.3,12.43,,6.06,,17.75,13.7,,,10,42539663009.00001,Agricultural Commodities/Milling,Process Industries
ADNT,,49.12,0.1,22.6,,89.8,,,6.1,51.87,,,52.17,1.9,,0.25,0.36,25.07,1.13,21.96,65.87,45.82,3.38,1.22,,,,9.45,5.17,10.79,7.03,4.35,0.26,0.26,10.58,0.22,2.37,15.99,,8.18,,23.73,,40.43,6.77,2.43,,,1.04,,3.06,1.09,15.38,8.76,,0.15,,,,,6.61,,,,,3.81,8.92,,0.86,,0.91,1.68,29.5,7.18,7.21,,8.37,,11.92,,,,5,3590797312.0,Auto Parts: OEM,Producer Manufacturing
ADP,,62.52,1.4,,10.8,13.1,11.6,16.2,8.7,74.03,3.88,0.81,68.4,2.11,,0.06,1,252.66,1.01,,2.83,61.8,0.58,0.71,,0.59,2.16,19.82,17.86,29.31,19.19,15.26,5.07,5.4,5.05,0.07,18.43,3.37,2.22,25.19,14.77,9.56,5.88,267.6,45.38,13.25,,,19.56,,25.65,22.38,28.2,28.14,2.13,5.54,,1.39,1.76,,29.94,11.52,1.18,,,25.85,46.1,2.33,2.56,106.16,1.01,6.57,490.28,60.08,94.27,,7.17,,3.22,39.98,,,10,101064499899.00002,Data Processing Services,Technology Services
ADSK,14.35,49.71,0.9,25.4,,21.7,23.3,,14.2,40.67,,,44.81,4.7,,0.49,0.76,240.86,0.69,,89.81,32.86,1.93,1.21,,,,43.68,38.97,53.01,40.81,37,8.73,9.36,2.29,0.22,17.66,1.92,,29.86,22.82,11.07,11.1,255.67,90.77,1210,,,17.66,,21.44,24.01,52.13,30.34,0.55,9.23,,,,,52.23,,0.88,,,48.05,151.67,1.21,2.59,,0.69,10.57,330.24,22.42,65.58,,9.75,,0.73,218.96,,,6,45606470933.0,Packaged Software,Technology Services
ADT,18,58.44,,3.7,,,,,,53.98,2.31,15.69,57.99,0.49,,,,7.73,0.71,87.19,98.69,33.05,3.76,2.12,,0.32,2.31,19.62,7.09,15.78,,5.23,3.09,2.84,5.1,0.23,17.97,13.43,2.85,11.89,8.68,31.18,3.2,6.86,77.47,2.28,,,12.8,,21.23,1.89,10.45,15.55,,1.4,,,,,7.66,,,,,4.2,6.82,,0.63,,0.56,4,22.76,5.09,19.36,,6.01,,18.85,,,,3,5285531149.0,Miscellaneous Commercial Services,Commercial Services
ADUS,33.57,55.86,,9.9,,22.2,30.1,,10.6,50.7,,33.54,54.06,6.44,,0.54,0.51,123.45,1.35,,11.08,38.32,1.34,0.21,,,,23.16,20.23,18.55,19.63,17.21,1.99,2.08,4.32,0.72,11.22,5.46,,24.74,23.72,12.15,11.93,108.23,32.14,8.42,,,6.04,,8.83,2.79,30.65,26,1.39,1.84,,1.07,0.53,,16.53,,1.24,,,15.29,17.66,1.26,1.3,,1.35,6.66,133.37,11.51,9.57,,8.9,,1.4,53.94,,,10,1355869330.0,Medical/Nursing Services,Health Services
AEE,,71.65,,6.5,8,7.3,6.3,10.2,6.9,81.08,4.58,0.89,76.54,0.85,,0.02,0.01,78.04,0.59,68.97,80.91,27.22,4.96,1.5,,0.61,3.31,19.5,10.9,,19.78,11.07,4.76,5.21,5.13,0.28,,,3.43,16.91,0.14,7.48,4.38,86.31,48.75,3.18,,,15.84,,25.99,1.82,17.94,18.69,3.4,2.85,,1.36,,,,1.25,1.11,,,8.03,,2.97,,1.89,0.4,2.89,5.86,5.32,10.42,,4.03,,,20.06,,,10,21222279644.0,Electric Utilities,Utilities
AEHR,,62.11,,99.7,,,,,46.7,53.46,,,60.31,20.28,,4.68,7.93,17.85,9.31,357.33,69.43,54.67,0.54,0.06,,,,46.55,41,465.83,,,,7.08,2.15,0.87,1.52,0.19,,,,20,,24.21,49.15,,,,50.07,,15.22,4.64,15.96,14.9,,7.99,,,,,576.74,1.75,3.2,15.8,6.35,308.29,26.71,,5.67,4.64,5.75,31.03,24.62,10.7,37.59,,56.45,,,,,,4,1353850723.0,Electronic Production Equipment,Electronic Technology
AEM,25.19,56.39,,20.5,20.8,11.4,7.9,4,3.1,36.64,9.32,32.36,51.29,2.89,,0.52,0.27,73.4,2.21,105.92,52.01,0.42,0.79,0.1,,0.67,2.19,37.64,14.85,36.64,13.27,8.21,4.82,5.45,2.66,0.68,15.31,2.9,2.19,20.56,21.82,11.51,5.86,54.98,33.66,17.59,,,6.8,,26.36,1.9,77.26,30.7,1.2,5.42,,,,,35.34,1.84,1.28,,,13.72,43.49,1.26,1.93,2.41,0.88,1.61,4.53,3.57,2.38,,3.43,,1.37,53.58,,,9,24264092594.047283,Precious Metals,Non-Energy Minerals
AEO,50.81,54.15,,10.5,45.5,,,66.4,5.8,59.2,1.9,,56.88,4.23,,0.39,0.23,21.74,1.7,75.33,27.97,17.12,2.06,0.75,,0.3,2.18,12.92,8.17,13.4,10.71,7.36,0.96,0.97,7.74,0.49,7.25,9.04,2.3,11.75,0.51,11.53,3.69,17.78,38.98,418.66,,,4.12,,7.48,2.44,19.59,14.3,,0.8,,,,,11.05,1.35,0.99,,,7.75,19.37,,1.43,2.88,0.81,6.29,17.29,14.86,12.87,,10.26,,12.21,20.13,,,9,3043221255.9999995,Apparel/Footwear Retail,Retail Trade
AEP,,76.01,,5.1,5.9,3.4,,1.3,6.7,83.99,4.75,11.97,80.84,0.9,,0.04,0.01,96.46,0.54,80.42,103.82,18.7,5.75,1.71,,0.66,3.58,21.02,12.27,,18.07,11.4,4.45,4.88,4.76,0.26,,,3.64,17.16,1.21,14.85,4.69,95.66,60.01,2.25,,,14.57,,21.27,1.97,17.99,18.62,3.39,2.6,,,,,,1.28,1.15,,,8.82,,3.46,25.45,1.97,0.37,2.93,5.88,5.33,11.35,,4.4,,,20.74,,,10,41234689544.0,Electric Utilities,Utilities
AER,46.77,47.41,,6.4,,,5.5,,,35.2,0.27,21.61,42.97,0.77,,0.78,0.03,93.58,3.52,5.31,60.32,4.14,9.72,2.7,,,0.27,28.5,13.37,,15.95,9.39,7.73,8.15,3.51,0.24,,,1.07,,,10.2,2.47,72.76,34.73,,,,42.81,,28.61,1.09,6.19,9.59,,2.59,,,,,,0.75,1.53,,,3.81,5.32,,1.73,1.31,3.48,4.68,3.68,3.2,20.12,,2.94,,16.8,15.02,,,8,14432429370.0,Finance/Rental/Leasing,Finance
AES,,41.72,,,5,,6.9,,7.2,41.68,4.9,10.26,41.96,0.47,,0.26,0.08,17.52,0.78,27.69,79.26,48.64,11.26,10.21,,0.33,3.84,26.99,15.01,,20.17,12.13,3.1,3.15,3.71,0.06,,,3.88,9.17,,6.88,3.01,24.41,20.21,1.66,,,4.24,,17.9,4.29,24.33,8.59,,0.98,,,,,,4.02,1.07,,,4.59,,,,42.73,0.71,1.23,5.18,4.21,20.35,,,,,,,,6,11544405347.0,Electric Utilities,Utilities
AESC,,35.72,,,5,,6.9,,7.2,31.65,,,33.54,0.47,,0.26,0.08,62.61,0.78,27.69,79.26,48.64,11.26,10.21,,,,26.99,15.01,,,,,3.15,3.71,0.06,,,,9.02,,6.88,3.01,0.0,20.21,1.66,,,4.24,,17.9,4.22,23.93,8.45,,0.97,,,,,,,,,,4.49,,,,,0.71,1.23,5.18,4.21,20.35,,,,,,,,6,11544405347.0,Electric Utilities,Utilities
AFRM,77.16,35.95,,,,,,5.8,30.4,18.79,,,29.96,1.39,,14.67,0.32,27.11,56.68,,15.45,40.55,,2.44,,,,,,44.9,21.71,24.5,4.56,5.94,,0.29,13.24,3.33,,,,33.3,27.05,40.48,59.46,,,,,,,3.19,,,,3.86,,,,,29.38,,,,6.15,19.23,,,,4.03,56.68,,,,,,,,,,,,,7293861260.0,Finance/Rental/Leasing,Finance
AFYA,9.75,50.84,1.2,12.1,,32.7,10.6,54.7,37.5,41.96,,,48.63,2.32,,0.62,0.23,18.05,1.28,1.55,144.86,62,2.26,0.7,,,,10.87,8.07,11.35,13.17,10.07,3.85,3.19,9.2,0.5,28.12,10.68,,,25.71,40.32,7.99,20.33,61.88,2.28,,,16.04,,27.76,2.12,16.92,19.3,0.46,2.74,,,,,9.8,,,,,7.26,15.32,0.77,0.97,,1.28,6.21,64.41,13.31,13.65,,11.44,,,,,,7,1469574000.0000002,Other Consumer Services,Consumer Services
AG,,39.08,,9.1,,,,,8,24.76,0.31,22.22,34.74,1.51,,1.28,0.6,5.84,2.33,47.7,39.24,5.43,4.46,0.19,,,0.31,,31.15,,,,3.66,3.44,,0.69,,,0.25,,18.66,,5.53,6.0,6.05,,,,,,,1.28,,,,3.25,,,,,,,0.83,,,23.59,,,5.67,1.28,1.77,,,,,,,,,,,,2,1664184423.375635,Precious Metals,Non-Energy Minerals
AGCO,,54.88,0.2,16.3,20.1,25.7,36.4,,16.7,62.55,2.11,,59.15,2.93,,0.58,0.64,103.52,1.99,130.37,46.5,41.84,2.44,0.81,,0.08,1.13,6.99,5.68,11.22,8.26,5.89,0.69,0.64,14.31,0.35,5.73,10.39,1.13,9.61,24.99,,,138.16,26.36,22.8,,,7.9,,11.43,1.62,7,7.24,0.29,0.55,,,,,9.66,0.89,0.88,,,5.99,7.74,0.29,0.81,2.46,1.09,9.47,33.15,17.19,25.11,,18.59,,,14.5,,,10,9201222919.0,Trucks/Construction/Farm Machinery,Producer Manufacturing
AGI,29.07,44.04,,2,17.3,10.3,15.9,23.9,12.4,19.36,2.89,30.13,35.79,4.3,,1.26,641.77,16.51,2.79,146.7,93.11,14.73,,,,0.19,0.6,22.17,13.44,49.47,,,5.28,6.3,4.51,0.74,13.12,1.98,0.6,20.83,17.33,19.28,12.2,12.91,37.48,271.05,,,19.37,,30.91,2.26,31.75,31.09,1.79,6.48,,,,,49.21,1.79,1.65,,,13.91,28.64,1.9,2.51,2.26,1.55,5.19,8.77,8.06,7.05,,6.36,,0.57,,,,5,4919131767.945206,Precious Metals,Non-Energy Minerals
AGIO,66.39,62.33,6.9,36,,,,,,61.48,,85.46,62.86,13.66,,11.57,8.75,48.06,12.84,2136.75,1346.67,28.47,,0.09,,,,,,,,,40.91,75.63,,0.88,,,,,,,109.74,0.0,89.95,,,,,,,3.67,,,,92.13,,,,,,,,5.54,4.89,,,,,3.67,12.39,,,,,,,,0.48,,,,1,1454238439.0,Pharmaceuticals: Major,Health Technology
AGL,,53.76,,,,,,,49.4,46.01,,12.54,52.42,2.26,,0.27,8.74,6.89,1.33,,94.58,95.84,,0.07,,,,,,,,,0.39,0.5,,0.3,,,,,,,27.87,55.67,1.41,,,,,,,4.1,,,,0.58,,,,,,,,,6.89,,,,,4.78,1.33,,,,,,,,7.21,,,,,7602789688.0,Medical/Nursing Services,Health Services
AGR,,52.36,,1.1,,,4.2,,1.7,60.61,4.98,15.8,57.02,0.6,,0.02,0.01,35.5,0.52,31.81,110.69,62.6,5.38,0.7,,0.7,4.96,20.5,10.62,,22.88,11.38,3.28,3.2,4.88,0.44,,,4.96,15.64,,9.58,2.98,45.31,35.49,2.48,,,11.35,,13.34,0.69,14.03,14.03,,1.6,,,,,,0.72,,,,16.61,,,6.64,0.83,0.44,2.23,4.05,3.5,4.96,,2.52,,,11.87,,,10,13401612433.0,Electric Utilities,Utilities
