Ticker,12-1 Month Momentum %,14-Day RSI,3-Year Average Share Buyback Ratio,3-Year Book Growth Rate,3-Year Dividend Growth Rate,3-Year EBITDA Growth Rate,3-Year EPS without NRI Growth Rate,3-Year FCF Growth Rate,3-Year ROIIC %,3-Year Revenue Growth Rate,5-Day RSI,5-Year Yield-on-Cost %,6-1 Month Momentum %,9-Day RSI,Altman Z-Score,Cash Ratio,Cash-To-Debt,ClosePrice,Current Ratio,Days Inventory,Days Payable,Days Sales Outstanding,Debt-to-EBITDA,Debt-to-Equity,Distress,Dividend Payout Ratio,Dividend Yield %,EV-to-EBIT,EV-to-EBITDA,EV-to-FCF,EV-to-Forward-EBIT,EV-to-Forward-EBITDA,EV-to-Forward-Revenue,EV-to-Revenue,Earnings Yield (Greenblatt) %,Equity-to-Asset,FCF Margin %,FCF Yield %,Forward Dividend Yield %,Forward PE Ratio,Forward Rate of Return (Yacktman) %,Future 3-5Y EPS without NRI Growth Rate Estimate,Future 3-5Y Total Revenue Growth Rate Estimate,GFValue,Gross Margin %,Interest Coverage,N/A,Net Margin %,Not Manipulator,Operating Margin %,PB Ratio,PE Ratio,PE Ratio without NRI,PEG Ratio,PS Ratio,Piotroski F-Score,Price-to-DCF (Earnings Based),Price-to-DCF (FCF Based),Price-to-FFO,Price-to-Free-Cash-Flow,Price-to-Graham-Number,Price-to-Median-PS-Value,Price-to-Net-Cash,Price-to-Net-Current-Asset-Value,Price-to-Operating-Cash-Flow,Price-to-Owner-Earnings,Price-to-Peter-Lynch-Fair-Value,Price-to-Projected-FCF,Price-to-Tangible-Book,Quick Ratio,ROA %,ROC (Joel Greenblatt) %,ROCE %,ROE %,ROIC,ROIC %,Safe,Shareholder Yield %,Shiller PE Ratio,WACC,WACC vs ROIC,Years of Profitability over Past 10-Year,Market Capitalization,Industry,Sector
A,27.85,32.08,1.5,7.9,7.7,13.5,33.2,24.7,58.71,10.5,15.55,1.07,0.42,24.55,5.9,0.74,0.61,133.03,1.78,125.99,57.06,66.46,1.56,0.5,,0.18,0.71,24.29,21.06,27.88,23.7,20.72,5.79,6.08,4.12,0.54,21.81,3.71,0.71,23.56,15.81,4.78,2.34,133.86,54.39,17.3,,21.75,,22.9,6.48,27.6,25.53,2.13,5.97,,0.82,1.72,,27.5,5.3,1.19,,,21.78,27.5,1.97,2.05,24.73,1.37,13.03,74.15,18.1,23.78,,16.15,,3.36,42.91,,,10,33913792728.0,Medical Specialties,Health Technology
AAL,,68.09,,10.4,,,,,597.78,27,65.96,,,69.42,0.67,0.34,0.21,12.83,0.6,20.92,21.96,14.01,19.76,,,,,19.8,19.8,,10.59,6.32,0.7,0.74,5.05,,,,,6.52,,,4.04,16.4,20.23,1.4,,,,5.34,,,13.27,,0.17,,,,,,,0.39,,,4.16,,,,,0.5,,5.17,4.89,,,12.18,,36.74,9.57,,,8,8696254174.0,Airlines,Transportation
AAON,101.38,52.82,,26.3,8.1,29.5,31.8,,20.3,29.5,26.04,0.46,21.75,42.65,22.54,,,106.89,2.99,98.09,12.85,43.47,0.35,0.14,,0.14,0.3,36.11,29.6,85.62,,,,7.35,2.77,0.73,8.59,1.18,0.3,38.73,20.46,16.31,10.76,78.97,36.27,88.05,,15.61,,20.32,11.68,48.15,48.15,1.92,7.48,,2.62,7.56,,87.25,5.63,1.47,,56.56,39.47,61.62,1.93,7.86,14.85,1.7,19.5,39.13,29.71,25.86,,21.83,,0.51,98.06,,,10,4968385340.0,Industrial Machinery,Producer Manufacturing
AAP,,40.02,3.6,,26,,,,,8.9,35.84,56.23,,40.49,1.72,0.09,0.12,37.85,1.23,263.29,213.8,27.04,11.12,1.52,,100,2.63,127.16,16.26,16.46,21.7,9.79,0.52,0.51,0.79,0.21,3.13,15.6,2.63,13.73,7.26,83.71,,147.21,39.48,0.41,,,,0.3,0.87,3785,3785,,0.21,,,,,6.41,19.12,0.18,,,4.15,13.68,,0.33,2.17,0.3,,0.91,0.64,,,0.32,,,5.05,,,10,3557510972.0,Specialty Stores,Retail Trade
AAPL,30.91,52.59,2.9,1.3,5.7,20.9,23.2,14.6,102.85,15.7,41.16,0.58,35.69,49.96,10.46,0.47,0.61,230.76,0.95,11.42,91.36,22.13,0.75,1.52,,0.15,0.42,29.25,26.83,34.75,27.07,24.82,8.51,9.4,3.42,0.2,27.06,2.97,0.42,30.85,19.75,11.13,6.1,185.8,45.96,120.35,,26.44,,31.27,52.68,35.12,35.12,2.08,9.3,,1.45,1.63,,34.3,9.07,2.15,,,31.65,36.95,2.02,2.61,52.68,0.91,29.81,269.91,59,151.08,,35.41,,3.12,50.83,,,10,2736146930271.0005,Telecommunications Equipment,Electronic Technology
ABBV,33.93,38.76,,,7.8,9.6,1.7,7.4,21.19,3.8,34,5.39,14.33,35.14,1.98,0.31,0.19,187.88,0.81,73.4,65.71,76.62,3.91,10.42,,0.57,3.3,40.84,21.61,21.98,14.36,13.98,6.68,7.11,2.45,0.05,32.33,5.36,3.3,15.57,20.29,7.09,4.98,146.89,62.76,4.9,,9.71,,22.31,48.93,62.63,17.56,1.13,6.06,,0.64,0.62,,18.68,,1.38,,,17.85,31.6,1.22,1.68,,0.71,3.83,192.43,9.41,53.28,,8.16,,3.02,40.75,,,10,268498884868.0,Pharmaceuticals: Major,Health Technology
ABCL,,57.3,,8.7,,,,,,,59.87,,,59.76,2.07,9.52,9.3,2.78,10.96,,,406.96,,0.07,,,,,,,,,8.29,7.22,,0.79,,,,,,,32.02,1.06,,,,,,,0.75,,,,24.91,,,,,,,,2.22,1.74,,,,,0.84,10.96,,,,,,,,0.65,,,,4,1545160366.0,Biotechnology,Health Technology
ABEV,,38.41,,2.2,20.8,5.4,3.2,9.8,60.73,11,23.48,10.64,0.43,32.27,3.69,0.44,4.44,2.25,1.11,97.74,188.94,24.71,0.13,0.04,,0.79,6.7,8.74,6.53,9.32,8.7,6.67,2.12,2.1,11.44,0.66,25.65,11.59,6.7,12.3,14.62,4.99,6.78,2.64,50.83,7.5,,17.86,,24.06,2.1,12.36,11.84,2.42,2.51,,,,,9.89,1.69,0.46,,,7.77,11.01,1.79,0.74,4.79,0.79,10.57,68.13,19.18,16.5,,16.25,,6.01,12.5,,,10,43328543728.065,Beverages: Alcoholic,Consumer Non-Durables
ABG,14.46,50.35,,50.3,,28.2,37.8,,8.08,24,50.83,,2.59,50.82,2.67,0.03,0.02,229.77,1.25,45.36,16.38,4.15,6.36,1.58,,,,12.82,11.72,,10.79,9.88,0.54,0.61,7.8,0.32,,,,8,30.59,,6.44,261.04,17.75,4.56,,2.51,,6.31,1.38,11.79,7.95,0.25,0.29,,0.25,,,,,1.01,,,42.17,,0.32,0.53,,0.45,4.25,19.44,10.28,12.31,,8.62,,,12.56,,,10,4632090814.999999,Specialty Stores,Retail Trade
ABM,27.4,52.42,2,8.4,5.9,40.8,24.6,,23.18,11.1,44.57,2.09,14.45,51.61,2.94,0.07,0.06,53.35,1.38,,,56.6,3.53,0.8,,0.26,1.71,15.51,11.43,17.33,11.78,9.51,0.57,0.57,6.45,0.36,3.3,8.15,1.71,14.56,26.3,,1.62,51.44,,3.58,,1.89,,3.62,1.83,22.05,15.37,0.95,0.41,,0.83,1.09,,12.52,,1.04,,,10.21,15.42,0.77,0.92,,1.38,3.14,55.18,8.09,8.51,,4.97,,3.38,27.64,,,10,2657328642.9999995,Miscellaneous Commercial Services,Commercial Services
