Ticker,12-1 Month Momentum %,14-Day RSI,3-Year Average Share Buyback Ratio,3-Year Book Growth Rate,3-Year Dividend Growth Rate,3-Year EBITDA Growth Rate,3-Year EPS without NRI Growth Rate,3-Year FCF Growth Rate,3-Year Revenue Growth Rate,5-Day RSI,5-Year Yield-on-Cost %,6-1 Month Momentum %,9-Day RSI,Altman Z-Score,Beneish M-Score,Cash Ratio,Cash-To-Debt,ClosePrice,Current Ratio,Days Inventory,Days Payable,Days Sales Outstanding,Debt-to-EBITDA,Debt-to-Equity,Distress,Dividend Payout Ratio,Dividend Yield %,EV-to-EBIT,EV-to-EBITDA,EV-to-FCF,EV-to-Forward-EBIT,EV-to-Forward-EBITDA,EV-to-Forward-Revenue,EV-to-Revenue,Earnings Yield (Greenblatt) %,Equity-to-Asset,FCF Margin %,FCF Yield %,Forward Dividend Yield %,Forward PE Ratio,Forward Rate of Return (Yacktman) %,Future 3-5Y EPS without NRI Growth Rate,Future 3-5Y Total Revenue Growth Rate,GFValue,Gross Margin %,Interest Coverage,Manipulator,N/A,Net Margin %,Not Manipulator,Operating Margin %,PB Ratio,PE Ratio,PE Ratio without NRI,PEG Ratio,PS Ratio,Piotroski F-Score,Price-to-DCF (Earnings Based),Price-to-DCF (FCF Based),Price-to-FFO,Price-to-Free-Cash-Flow,Price-to-Graham-Number,Price-to-Median-PS-Value,Price-to-Net-Cash,Price-to-Net-Current-Asset-Value,Price-to-Operating-Cash-Flow,Price-to-Owner-Earnings,Price-to-Peter-Lynch-Fair-Value,Price-to-Projected-FCF,Price-to-Tangible-Book,Quick Ratio,ROA %,ROC (Joel Greenblatt) %,ROCE %,ROE %,ROIC,ROIC %,Safe,Shareholder Yield %,Shiller PE Ratio,WACC,WACC vs ROIC,Years of Profitability over Past 10-Year,Market Capitalization,Industry,Sector
A,,56.86,1.5,7.9,7.7,13.5,33.2,24.7,10.5,40.15,0.95,18.75,52.16,6.86,,1.08,0.68,144.41,2.68,117.28,52.11,73.54,1.51,0.41,,0.18,0.63,30.52,25.72,26.36,26.22,22.99,6.33,6.45,3.28,0.57,24.48,3.9,0.65,26.33,16.43,8.05,3.58,142.63,50.56,14.22,,,18.35,,19.42,6.84,34.38,28.21,2.35,6.34,,0.9,1.62,,25.9,5.46,1.28,,,21.79,31.76,2.03,2.18,23.79,2.04,11.42,62.86,15.64,21.32,,14.14,,2.23,49.12,,,10,33913792728.0,Medical Specialties,Health Technology
AA,,62.58,1.4,10.2,,,,,5.9,71.52,1.25,,66.67,1.04,,0.31,0.49,31.58,1.45,86.07,58.94,24.77,12.36,0.45,,,1.25,,43.17,,16.66,6.19,0.62,0.63,,0.3,,,1.25,71.84,,44.3,,40.35,7,,,,,,,1.33,,,,0.54,,,,,,,,,,62.24,,,1.1,1.39,0.74,,,,,,,,,,,,3,5148271475.0,Aluminum,Non-Energy Minerals
AAL,11.37,55.99,,10.4,,,,,27,73.92,,20.31,60.84,0.76,,0.34,0.19,14.92,0.62,20.89,20.46,14.17,12.45,,,,,13.12,13.12,35.5,11.02,6.85,0.77,0.81,7.62,,2.29,12.36,,5.57,,48.7,4.15,19.69,22.37,1.87,,,1.56,,7.6,,13.56,6.54,,0.19,,,,,7.51,,0.43,,,2.56,,,,,0.51,1.25,8.53,7.75,,,4.5,,29.98,10.01,,,8,8696254174.0,Airlines,Transportation
AAON,40.14,59.78,,26.3,8.1,29.5,31.8,,29.5,57.07,0.56,53.52,59.45,23.61,,,0.01,86.6,3.23,98.85,15.62,46.26,0.18,0.07,,0.15,0.37,30.82,25.57,142.22,,,,6.01,3.24,0.78,4.23,0.7,0.37,,20.47,,,80.81,34.15,46.97,,,15.2,,19.47,9.6,40.57,40.57,1.62,6.19,,2.23,12.69,,146.52,4.66,1.25,,34.77,45.42,82.7,1.88,7.09,12.06,1.54,19.75,39.21,30.05,27.34,,22.64,,0.48,86.57,,,10,4968385340.0,Industrial Machinery,Producer Manufacturing
AAP,,73.48,3.6,,26,,,,8.9,63.8,56.65,9.81,72.94,1.88,,0.09,0.13,84.25,1.2,267.62,213.38,25.65,9.72,1.59,,2.7,2.65,80.73,20.67,189.39,22.23,12.32,0.75,0.75,1.24,0.21,0.4,0.9,1.19,22.45,8.02,104.7,1.34,196.22,40.1,1.14,,,0.17,,0.89,1.99,113.85,113.85,,0.44,,,,,113.53,5.21,0.39,,,17.52,,,0.7,5.36,0.29,0.15,2.06,1.5,0.72,,1.49,,,10.97,,,10,3557510972.0,Specialty Stores,Retail Trade
AAPL,13.05,39.05,2.9,1.3,5.7,20.9,23.2,14.6,15.7,37.37,0.77,5.35,39.25,7.95,,0.55,0.68,169.71,1.07,11.88,92.38,21.56,0.81,1.46,,0.15,0.56,22.02,20.12,25.01,22.19,20.3,6.88,6.93,4.54,0.21,27.71,4.08,0.56,26,21.46,11,2.63,178.48,45.03,40.5,,,26.16,,30.76,35.43,26.43,26.43,1.56,6.93,,1.09,1.19,,24.94,6.45,1.74,,,22.92,26.46,1.44,1.98,35.43,1.02,29.33,279.4,57.36,159.97,,34.58,,3.84,40.03,,,10,2736146930271.0005,Telecommunications Equipment,Electronic Technology
AAT,23,48.57,,,9.7,8.1,22.2,18.4,8.5,55.22,7.73,11.39,51.26,0.62,,0.84,0.05,21.09,1.94,,145.67,6.48,6.84,1.43,,1.57,6.29,22.38,11.7,27.7,,,,6.64,4.47,0.4,23.98,8.24,6.37,,6.38,,,33.15,62.84,1.88,,,14.66,,27.6,1.07,25.11,25.11,10.92,3.65,,2.18,1.32,9.54,15.32,1.1,0.47,,,8.59,17.42,,0.98,1.09,1.94,2.15,576.18,4.53,5.34,,4.22,,3.31,27.39,,,10,1249105589.0,Real Estate Investment Trusts,Finance
ABBV,13.16,54.11,,,7.8,9.6,49.1,7.4,3.8,50.55,5.49,16.18,51.23,2.08,,0.34,0.22,179.19,0.87,69.9,59.2,76.32,3.46,5.73,,0.67,3.36,42.8,21.12,16.44,14.28,13.83,6.66,6.68,2.34,0.08,40.62,6.95,3.46,16.07,26.32,3.71,1.15,137.79,62.42,6.09,,,8.95,,24.92,30.53,65.64,20.22,1.3,5.82,,0.9,0.47,,14.34,,1.34,,,13.84,24.6,0.98,1.51,,0.76,3.58,171.32,8.18,36.93,,9.52,,6.81,39.64,,,10,268498884868.0,Pharmaceuticals: Major,Health Technology
ABEV,,36.83,,2.2,20.8,5.4,3.2,9.8,11,25.5,9.71,0.78,33.06,3.21,,0.4,4.67,2.47,0.89,106.25,196.84,24.3,0.14,0.04,,0.77,6.11,10.15,7.46,9.61,8.43,6.36,2.09,2.27,9.85,0.6,23.91,9.85,6.11,13.22,14.48,,5.85,3.26,50.72,6.73,,,18.19,,23.76,2.47,13.35,12.67,2.59,2.43,,,,,10.44,1.89,0.43,,,7.92,11.89,2.01,0.74,6.33,0.67,10.71,61.69,18.14,17.21,,17.86,,5.77,12.35,,,10,43328543728.065,Beverages: Alcoholic,Consumer Non-Durables
ABG,6.44,62.35,,50.3,,28.2,37.8,,24,73.01,,,67.59,2.59,,0.02,0.01,225.54,1.06,37.87,13.72,8,5.3,1.69,,,,10.31,9.64,58.41,10.48,9.67,0.57,0.67,9.7,0.32,1.15,3.71,,6.92,30.99,,11.75,243.02,18.62,6.47,,,4.07,,7.23,1.41,7.89,6.91,0.22,0.32,,0.22,2.48,,28.64,,1.09,,,15.36,89.5,0.28,0.52,,0.45,7.04,28.44,13.52,19.42,,10.24,,0.28,13.04,,,10,4632090814.999999,Specialty Stores,Retail Trade
