Ticker,12-1 Month Momentum %,14-Day RSI,3-Year Average Share Buyback Ratio,3-Year Book Growth Rate,3-Year Dividend Growth Rate,3-Year EBITDA Growth Rate,3-Year EPS without NRI Growth Rate,3-Year FCF Growth Rate,3-Year Revenue Growth Rate,5-Day RSI,5-Year Yield-on-Cost %,6-1 Month Momentum %,9-Day RSI,Altman Z-Score,Cash Ratio,Cash-To-Debt,ClosePrice,Current Ratio,Days Inventory,Days Payable,Days Sales Outstanding,Debt-to-EBITDA,Debt-to-Equity,Distress,Dividend Payout Ratio,Dividend Yield %,EV-to-EBIT,EV-to-EBITDA,EV-to-FCF,EV-to-Forward-EBIT,EV-to-Forward-EBITDA,EV-to-Forward-Revenue,EV-to-Revenue,Earnings Yield (Greenblatt) %,Equity-to-Asset,FCF Margin %,FCF Yield %,Forward Dividend Yield %,Forward PE Ratio,Forward Rate of Return (Yacktman) %,Future 3-5Y EPS without NRI Growth Rate,Future 3-5Y Total Revenue Growth Rate,GFValue,Gross Margin %,Interest Coverage,N/A,Net Margin %,Not Manipulator,Operating Margin %,PB Ratio,PE Ratio,PE Ratio without NRI,PEG Ratio,PS Ratio,Piotroski F-Score,Price-to-DCF (Earnings Based),Price-to-DCF (FCF Based),Price-to-FFO,Price-to-Free-Cash-Flow,Price-to-Graham-Number,Price-to-Median-PS-Value,Price-to-Net-Cash,Price-to-Net-Current-Asset-Value,Price-to-Operating-Cash-Flow,Price-to-Owner-Earnings,Price-to-Peter-Lynch-Fair-Value,Price-to-Projected-FCF,Price-to-Tangible-Book,Quick Ratio,ROA %,ROC (Joel Greenblatt) %,ROCE %,ROE %,ROIC,ROIC %,Safe,Shareholder Yield %,Shiller PE Ratio,WACC,WACC vs ROIC,Years of Profitability over Past 10-Year,Market Capitalization,Industry,Sector
A,29.87,41.88,1.5,7.9,7.7,13.5,33.2,24.7,10.5,49.51,1.03,10.6,43.51,6.45,0.85,0.65,135.08,2.15,117.53,51.55,70.14,1.53,0.41,,0.17,0.68,28.06,23.74,25.85,25.74,22.44,6.14,6.03,3.56,0.57,23.33,3.9,0.7,25.89,15.97,4.95,102.1,135.91,50.63,14.64,,18.84,,19.54,6.34,31.93,25.39,2.12,6,,0.81,1.62,,25.91,4.92,1.2,,,21,31.61,1.93,2.04,21.48,1.64,11.49,63.42,15.6,20.99,,14.11,,2.83,44.29,,,10,33913792728.0,Medical Specialties,Health Technology
AA,26.3,52.78,1.4,10.2,,,,,5.9,68.05,0.98,37.7,54.97,1.08,0.45,0.53,40.56,1.61,83.25,57.67,25.57,134.11,0.64,,,0.98,,444.43,,22.78,8.23,0.82,0.81,,0.28,,,0.98,334.63,,63.4,3.09,39.57,6.37,,,,,,1.82,,,,0.7,,,,,,,,,,224.12,,,1.83,1.91,0.93,,,,,,,,,,,,3,5148271475.0,Aluminum,Non-Energy Minerals
AAL,,28.85,,10.4,,,,,27,27.75,,,27.09,0.66,0.33,0.21,11.16,0.58,20.92,21.48,13.98,14.34,,,,,14,14,,11.87,6.9,0.71,0.74,7.14,,,,,5.16,,46,4,18.57,21.59,1.73,,0.94,,6.83,,18.6,6.08,,0.14,,,,,,,0.32,,,2.8,,,,,0.48,0.76,7.26,6.75,,,3.98,,39.68,8.09,,,8,8696254174.0,Airlines,Transportation
AAON,15.13,56.92,,26.3,8.1,29.5,31.8,,29.5,64.98,0.61,6.08,63.08,26.56,0.07,0.49,79.99,3.13,101.08,13.09,45.31,0.06,0.02,,0.15,0.4,28.28,23.25,51.32,,,,5.6,3.54,0.82,10.92,1.93,0.4,,20.64,,,77.46,35.56,58.55,,15.44,,19.77,8.37,37.26,37.26,1.48,5.74,,2.05,4.56,,52.57,4.15,1.15,,29.3,27.09,40.08,1.61,5.68,10.39,1.57,19.39,38.08,29.18,25.9,,21.96,,0.84,76.91,,,10,4968385340.0,Industrial Machinery,Producer Manufacturing
AAP,2.91,45.42,3.6,,26,,,,8.9,61.74,32.71,16.53,50,1.31,0.09,0.11,65.3,1.22,265.7,210.84,26.55,9.72,1.55,,3.26,1.53,73.83,18.19,15.81,19.78,10.84,0.66,0.66,1.35,0.21,4.18,12.1,1.53,17.76,5.82,116.65,1.3,163.7,39.77,1.15,,0.14,,0.85,1.52,94.64,94.64,,0.35,,,,,8.3,4.06,0.3,,,5.77,12.84,,0.57,3.93,0.29,0.13,1.96,1.42,0.62,,1.21,,,8.56,,,10,3557510972.0,Specialty Stores,Retail Trade
AAT,16.86,49.02,,,9.7,8.1,22.2,18.4,8.5,46.62,7.57,,48.55,0.64,0.98,0.06,21.61,2.06,,143.65,6.4,6.71,1.43,,1.49,6.16,21.61,11.46,23.95,,,,6.59,4.63,0.4,27.51,9.28,6.2,,8.09,,2.19,29.22,62.64,1.88,,15.46,,27.6,1.1,24.28,24.28,10.56,3.74,,2.1,1.17,9.51,13.52,1.1,0.47,,,8.62,16.77,,0.97,1.12,2.06,2.29,612.23,4.67,5.68,,4.28,,3.99,27.01,,,10,1249105589.0,Real Estate Investment Trusts,Finance
ABBV,19.05,60.19,,,7.8,9.6,49.1,7.4,3.8,58.3,5.75,6.78,62.11,1.82,0.44,0.24,172.74,0.94,71.9,58.89,77.13,4,9.24,,0.55,3.52,36.18,19.28,16.3,13.96,13.49,6.47,6.56,2.76,0.05,40.24,7.18,3.6,15.42,24.3,6.21,3.88,141.97,62.28,5.83,,11.02,,24.96,38.05,51.26,15.76,1.02,5.66,,0.71,0.46,,14.02,,1.28,,,13.52,20.59,0.89,1.5,,0.83,4.34,199,9.56,52.94,,9.67,,5.07,37.63,,,10,268498884868.0,Pharmaceuticals: Major,Health Technology
ABCL,,18.67,,8.7,,,,,,2.55,,,10.39,1.98,6.66,9.48,2.79,7.76,,,342.96,,0.07,,,,,,,,,8.29,6.3,,0.77,,,,,,,,1.21,,,,,,,0.72,,,,22.51,,,,,,,,2.25,1.7,,,,,0.85,7.75,,,,,,,,,,,,4,1545160366.0,Biotechnology,Health Technology
ABEV,,31.68,,2.2,20.8,5.4,3.2,9.8,11,30,11.41,,29.9,3.41,0.4,3.65,2.1,0.99,102.26,192.59,24.29,0.15,0.04,,0.77,7.18,8.4,6.2,8.31,8.15,6.19,1.95,1.94,11.9,0.65,25.4,12.43,7.18,12.26,14.86,6.1,6.19,2.99,50.66,6.83,,18.25,,23.83,2.08,11.23,10.77,2.2,2.29,,,,,8.96,1.6,0.41,,,6.95,10.06,1.74,0.68,4.88,0.7,10.77,64.69,18.64,17.03,,17.22,,6.54,11.05,,,10,43328543728.065,Beverages: Alcoholic,Consumer Non-Durables
ABG,5.97,46.03,,50.3,,28.2,37.8,,24,35.13,,6.06,41.83,2.68,0.01,0.01,229.76,1.06,41.41,16.44,4.01,5.01,1.53,,,,10.17,9.48,98.74,10.74,9.9,0.55,0.63,9.83,0.33,0.64,2.12,,7.74,31.53,,9.41,252.1,18.22,5.43,,3.68,,6.86,1.38,8.37,7.3,0.23,0.31,,0.23,4.16,,47.99,,1.05,,,14.86,124.67,0.29,0.51,,0.38,6.33,26.89,13.18,17.8,,9.59,,,12.62,,,10,4632090814.999999,Specialty Stores,Retail Trade
